┌─────────┬───────┬───────┬───────┬───────┬─────┬─────────┬───────────┬─────────┬───────────┬───────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬─────┬──────────┬─────┬────────┬─────┬─────┬───────┬────────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┬──────┬───────────┬─────┐
│ (index) │   c   │   h   │   l   │   o   │ uk  │ val_uk  │ total_vol │ sum_vol │    val    │ acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs  │    sb    │ abu │  asd   │ auk │ ruk │ bu-sd │ bu-sd_val  │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │  sd  │  val_sd   │ rsd │
├─────────┼───────┼───────┼───────┼───────┼─────┼─────────┼───────────┼─────────┼───────────┼───────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼─────┼──────────┼─────┼────────┼─────┼─────┼───────┼────────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┼──────┼───────────┼─────┤
│    0    │ 17000 │ 17000 │ 17000 │ 17000 │ 100 │ 1700000 │    100    │   100   │  1700000  │  1700000  │ 1678438800000 │ '2023-03-10T09:00:00.000Z' │  0  │  0  │ 100 │ NaN │   NaN    │  0  │ 2108.3 │ 8.3 │ 12  │   0   │     0      │     0      │ 35841666.7 │     0     │       0       │      0      │      0      │  -0   │      │           │     │
│    1    │ 17000 │ 17000 │ 17000 │ 17000 │     │         │   2100    │  2000   │ 34000000  │ 35700000  │ 1678440000000 │ '2023-03-10T09:20:00.000Z' │  0  │ 100 │  0  │  0  │ Infinity │  0  │ 2108.3 │ 8.3 │     │ -2000 │ -34000000  │     0      │ 35841666.7 │   -2000   │   -34000000   │      0      │  34000000   │  0.9  │ 2000 │ 34000000  │ 0.9 │
│    2    │ 17000 │ 17000 │ 17000 │ 17000 │     │         │   3100    │  1000   │ 17000000  │ 52700000  │ 1678440300000 │ '2023-03-10T09:25:00.000Z' │  0  │ 100 │  0  │  0  │ Infinity │  0  │ 2108.3 │ 8.3 │     │ -1000 │ -17000000  │     0      │ 35841666.7 │   -3000   │   -51000000   │      0      │  51000000   │  0.5  │ 1000 │ 17000000  │ 0.5 │
│    3    │ 17000 │ 17000 │ 17000 │ 17000 │     │         │   8400    │  5300   │ 90100000  │ 142800000 │ 1678442400000 │ '2023-03-10T10:00:00.000Z' │  0  │ 100 │  0  │  0  │ Infinity │  0  │ 2108.3 │ 8.3 │     │ -5300 │ -90100000  │     0      │ 35841666.7 │   -8300   │  -141100000   │      0      │  141100000  │  2.5  │ 5300 │ 90100000  │ 2.5 │
│    4    │ 17000 │ 17000 │ 17000 │ 17000 │     │         │   9400    │  1000   │ 17000000  │ 159800000 │ 1678443000000 │ '2023-03-10T10:10:00.000Z' │  0  │ 100 │  0  │  0  │ Infinity │  0  │ 2108.3 │ 8.3 │     │ -1000 │ -17000000  │     0      │ 35841666.7 │   -9300   │  -158100000   │      0      │  158100000  │  0.5  │ 1000 │ 17000000  │ 0.5 │
│    5    │ 17000 │ 17000 │ 17000 │ 17000 │     │         │   11400   │  2000   │ 34000000  │ 193800000 │ 1678443300000 │ '2023-03-10T10:15:00.000Z' │  0  │ 100 │  0  │  0  │ Infinity │  0  │ 2108.3 │ 8.3 │     │ -2000 │ -34000000  │     0      │ 35841666.7 │  -11300   │  -192100000   │      0      │  192100000  │  0.9  │ 2000 │ 34000000  │ 0.9 │
│    6    │ 17000 │ 17000 │ 17000 │ 17000 │     │         │   12400   │  1000   │ 17000000  │ 210800000 │ 1678443600000 │ '2023-03-10T10:20:00.000Z' │  0  │ 100 │  0  │  0  │ Infinity │  0  │ 2108.3 │ 8.3 │     │ -1000 │ -17000000  │     0      │ 35841666.7 │  -12300   │  -209100000   │      0      │  209100000  │  0.5  │ 1000 │ 17000000  │ 0.5 │
│    7    │ 17000 │ 17000 │ 17000 │ 17000 │     │         │   14400   │  2000   │ 34000000  │ 244800000 │ 1678444200000 │ '2023-03-10T10:30:00.000Z' │  0  │ 100 │  0  │  0  │ Infinity │  0  │ 2108.3 │ 8.3 │     │ -2000 │ -34000000  │     0      │ 35841666.7 │  -14300   │  -243100000   │      0      │  243100000  │  0.9  │ 2000 │ 34000000  │ 0.9 │
│    8    │ 17000 │ 17000 │ 17000 │ 17000 │     │         │   15400   │  1000   │ 17000000  │ 261800000 │ 1678455600000 │ '2023-03-10T13:40:00.000Z' │  0  │ 100 │  0  │  0  │ Infinity │  0  │ 2108.3 │ 8.3 │     │ -1000 │ -17000000  │     0      │ 35841666.7 │  -15300   │  -260100000   │      0      │  260100000  │  0.5  │ 1000 │ 17000000  │ 0.5 │
│    9    │ 17000 │ 17000 │ 17000 │ 17000 │     │         │   16400   │  1000   │ 17000000  │ 278800000 │ 1678456500000 │ '2023-03-10T13:55:00.000Z' │  0  │ 100 │  0  │  0  │ Infinity │  0  │ 2108.3 │ 8.3 │     │ -1000 │ -17000000  │     0      │ 35841666.7 │  -16300   │  -277100000   │      0      │  277100000  │  0.5  │ 1000 │ 17000000  │ 0.5 │
│   10    │ 17000 │ 17000 │ 17000 │ 17000 │     │         │   19400   │  3000   │ 51000000  │ 329800000 │ 1678457100000 │ '2023-03-10T14:05:00.000Z' │  0  │ 100 │  0  │  0  │ Infinity │  0  │ 2108.3 │ 8.3 │     │ -3000 │ -51000000  │     0      │ 35841666.7 │  -19300   │  -328100000   │      0      │  328100000  │  1.4  │ 3000 │ 51000000  │ 1.4 │
