"code","trading_date","close_value","foreign_buy_matched","foreign_sell_matched","foreign_buy","foreign_sell","proprietary_buy_matched","proprietary_sell_matched","proprietary_buy","proprietary_sell","local_individual_buy_matched","local_individual_sell_matched","local_individual_buy","local_individual_sell","local_institutional_buy_matched","local_institutional_sell_matched","local_institutional_buy","local_institutional_sell","foreign_individual_buy_matched","foreign_individual_sell_matched","foreign_individual_buy","foreign_individual_sell","foreign_institutional_buy_matched","foreign_institutional_sell_matched","foreign_institutional_buy","foreign_institutional_sell"
"ACL",1699894800,12.3,1225000,0,1225000,0,0,0,0,0,304637000,305862000,304637000,305862000,0,0,0,0,1225000,0,1225000,0,0,0,0,0
"ACL",1699808400,12.4,4920000,0,4920000,0,0,0,0,0,403840000,408760000,403840000,408760000,0,0,0,0,4920000,0,4920000,0,0,0,0,0
"ACL",1699549200,12.5,3665000,0,3665000,0,0,0,0,0,458107750,461772750,458107750,461772750,0,0,0,0,3665000,0,3665000,0,0,0,0,0
"ACL",1699462800,12.65,0,0,0,0,0,0,0,0,321960000,321960000,321960000,321960000,0,0,0,0,0,0,0,0,0,0,0,0
"ACL",1699376400,12.55,0,0,0,0,0,0,0,0,600415000,600415000,600415000,600415000,0,0,0,0,0,0,0,0,0,0,0,0
"ACL",1699290000,12.4,0,0,0,0,0,0,0,0,78779700,76329700,78779700,76329700,0,2450000,0,2450000,0,0,0,0,0,0,0,0
"ACL",1699203600,12.4,0,0,0,0,0,0,0,0,228057400,226827400,228057400,226827400,0,1230000,0,1230000,0,0,0,0,0,0,0,0
"ABS",1701363600,5.62,0,0,0,0,0,0,0,0,2639845450,2638729450,2639845450,2638729450,0,1116000,0,1116000,0,0,0,0,0,0,0,0
"ABS",1701277200,5.58,0,0,0,0,0,0,0,0,2890586920,2890586920,2890586920,2890586920,0,0,0,0,0,0,0,0,0,0,0,0
"ABS",1701190800,5.6,0,0,0,0,0,0,0,0,2572223480,2572223480,2572223480,2572223480,0,0,0,0,0,0,0,0,0,0,0,0
"ABS",1701104400,5.55,0,0,0,0,0,0,0,0,2828037040,2828037040,2828037040,2828037040,0,0,0,0,0,0,0,0,0,0,0,0
"ABS",1701018000,5.55,0,0,0,0,0,0,0,0,3918493200,3946980200,3918493200,3946980200,29052000,565000,29052000,565000,0,0,0,0,0,0,0,0
"ABS",1700758800,5.7,0,0,0,0,0,0,0,0,5867299510,5925010510,5867299510,5925010510,57711000,0,57711000,0,0,0,0,0,0,0,0,0
"ABS",1700672400,5.82,0,0,0,0,0,0,0,0,12705736710,12647655710,12705736710,12647655710,2317000,60398000,2317000,60398000,0,0,0,0,0,0,0,0
"ABS",1700586000,5.66,0,0,0,0,0,0,0,0,4999985820,4999985820,4999985820,4999985820,0,0,0,0,0,0,0,0,0,0,0,0
"ABS",1700499600,5.66,0,0,0,0,0,0,0,0,3353858780,3353858780,3353858780,3353858780,0,0,0,0,0,0,0,0,0,0,0,0
"ABS",1700413200,5.65,0,0,0,0,0,0,0,0,2684374700,2684939700,2684374700,2684939700,565000,0,565000,0,0,0,0,0,0,0,0,0
"ABS",1700154000,5.7,0,0,0,0,0,0,0,0,8343968270,8375608270,8343968270,8375608270,33960000,2320000,33960000,2320000,0,0,0,0,0,0,0,0
"ABS",1700067600,5.63,0,0,0,0,0,0,0,0,3148727610,3148727610,3148727610,3148727610,0,0,0,0,0,0,0,0,0,0,0,0
"ABS",1699981200,5.64,0,0,0,0,0,0,0,0,3454668930,3454668930,3454668930,3454668930,0,0,0,0,0,0,0,0,0,0,0,0
"ABS",1699894800,5.58,0,0,0,0,0,0,0,0,3039048380,2927741380,3039048380,2927741380,0,111307000,0,111307000,0,0,0,0,0,0,0,0
"ABS",1699808400,5.52,0,0,0,0,0,0,0,0,3039430060,3048868060,3039430060,3048868060,11120000,1682000,11120000,1682000,0,0,0,0,0,0,0,0
"ABS",1699549200,5.6,0,0,0,0,0,0,0,0,4872814080,4852694080,4872814080,4852694080,39300000,59420000,39300000,59420000,0,0,0,0,0,0,0,0
"ABS",1699462800,5.66,0,0,0,0,0,0,0,0,7318569800,7315248800,7318569800,7315248800,550000,3871000,550000,3871000,0,0,0,0,0,0,0,0
"ABS",1699376400,5.45,0,0,0,0,0,0,0,0,4072364830,4124864830,4072364830,4124864830,52500000,0,52500000,0,0,0,0,0,0,0,0,0
"ABS",1699290000,5.27,0,0,0,0,0,0,0,0,2739151990,2795343990,2739151990,2795343990,56192000,0,56192000,0,0,0,0,0,0,0,0,0
"ABS",1699203600,5.25,0,0,0,0,0,0,0,0,3501972340,3500920340,3501972340,3500920340,0,1052000,0,1052000,0,0,0,0,0,0,0,0
"ABR",1701363600,13.9,0,0,0,0,0,0,0,0,20743700,19368700,20743700,19368700,0,1375000,0,1375000,0,0,0,0,0,0,0,0
"ABR",1701277200,13.75,0,0,0,0,0,0,0,0,15093600,15093600,15093600,15093600,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1701190800,13.7,0,0,0,0,0,0,0,0,24673700,24673700,24673700,24673700,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1701104400,13.7,0,0,0,0,0,0,0,0,54255750,54255750,54255750,54255750,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1701018000,13.9,0,0,0,0,0,0,0,0,10591850,10591850,10591850,10591850,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1700758800,13.9,0,0,0,0,0,0,0,0,2785000,2785000,2785000,2785000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1700672400,14,0,0,0,0,0,0,0,0,81960000,81960000,81960000,81960000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1700586000,14,0,0,0,0,0,0,0,0,79600000,81000000,79600000,81000000,1400000,0,1400000,0,0,0,0,0,0,0,0,0
"ABR",1700499600,13.8,0,4140000,0,4140000,0,0,0,0,18133950,13993950,18133950,13993950,0,0,0,0,0,4140000,0,4140000,0,0,0,0
"ABR",1700413200,14.45,0,0,0,0,0,0,0,0,7537450,7537450,7537450,7537450,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1700154000,14.05,0,0,0,0,0,0,0,0,223983850,223983850,223983850,223983850,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1700067600,14.1,0,0,0,0,0,0,0,0,12842200,12842200,12842200,12842200,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1699981200,14.65,0,0,0,0,0,0,0,0,29568350,29568350,29568350,29568350,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1699894800,14.7,0,0,0,0,0,0,0,0,55873250,54393250,55873250,54393250,0,1480000,0,1480000,0,0,0,0,0,0,0,0
"ABR",1699808400,14.8,0,0,0,0,0,0,0,0,89345000,89345000,89345000,89345000,0,0,0,0,0,0,0,0,0,0,0,0
