"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
-1336100,-18668704500,18803949400,37472653900,123226417700,1315800,2651900,42938066797.4,38090469965,86617875872.6,5379227.4,2641550.4,2393088.9,248461.5,4847596832.5,3.9,1315800,-1336100,-18668704500,"2022-12-15T09:14:00.000Z",1671095640000,2651900,10344900,10344900,6377200,123226417700,18803949400,37472653900,66949814400
-409000,-1553725800,54215275400,55769001200,177048924000,3693600,4102600,42938066797.4,38090469965,86617875872.6,5379227.4,2641550.4,2393088.9,248461.5,4847596832.5,3.5,2377800,927100,17114978700,"2022-12-15T09:16:00.000Z",1671095760000,1450700,3841400,14186300,12900,53822506300,35411326000,18296347300,114833000
1042100,20511862700,97091786800,76579924100,241598721300,6511000,5468900,42938066797.4,38090469965,86617875872.6,5379227.4,2641550.4,2393088.9,248461.5,4847596832.5,4.6,2817400,1451100,22065588500,"2022-12-15T09:18:00.000Z",1671095880000,1366300,4237400,18423700,53700,64549797300,42876511400,20810922900,862363000
3722100,66189392000,167285245200,101095853200,336467647800,10732600,7010500,42938066797.4,38090469965,86617875872.6,5379227.4,2641550.4,2393088.9,248461.5,4847596832.5,9.4,4221600,2680000,45677529300,"2022-12-15T09:20:00.000Z",1671096000000,1541600,5772400,24196100,9200,94868926500,70193458400,24515929100,159539000
5680300,103960381400,234790107200,130829725800,433979276400,14915900,9235600,42938066797.4,38090469965,86617875872.6,5379227.4,2641550.4,2393088.9,248461.5,4847596832.5,7.8,4183300,1958200,37770989400,"2022-12-15T09:22:00.000Z",1671096120000,2225100,6435800,30631900,27400,97511628600,67504862000,29733872600,272894000
7527400,137052619500,300299391100,163246771600,535332504100,18970100,11442700,42938066797.4,38090469965,86617875872.6,5379227.4,2641550.4,2393088.9,248461.5,4847596832.5,6.8,4054200,1847100,33092238100,"2022-12-15T09:24:00.000Z",1671096240000,2207100,6467300,37099200,206000,101353227700,65509283900,32417045800,3426898000
7740200,140927153800,345589044800,204661891000,622076970200,21726100,13985900,42938066797.4,38090469965,86617875872.6,5379227.4,2641550.4,2393088.9,248461.5,4847596832.5,0.8,2756000,212800,3874534300,"2022-12-15T09:26:00.000Z",1671096360000,2543200,5302400,42401600,3200,86744466100,45289653700,41415119400,39693000
7457200,133616713600,376371678100,242754964500,691431349800,23807800,16350600,42938066797.4,38090469965,86617875872.6,5379227.4,2641550.4,2393088.9,248461.5,4847596832.5,1.5,2081700,-283000,-7310440200,"2022-12-15T09:28:00.000Z",1671096480000,2364700,4484500,46886100,38100,69354379600,30782633300,38093073500,478672800
7489200,132594810200,410058952000,277464141800,759857381000,26096100,18606900,42938066797.4,38090469965,86617875872.6,5379227.4,2641550.4,2393088.9,248461.5,4847596832.5,0.2,2288300,32000,-1021903400,"2022-12-15T09:30:00.000Z",1671096600000,2256300,4546900,51433000,2300,68426031200,33687273900,34709177300,29580000
7093100,127889277500,438860912700,310971635200,822335075100,27818200,20725100,42938066797.4,38090469965,86617875872.6,5379227.4,2641550.4,2393088.9,248461.5,4847596832.5,1,1722100,-396100,-4705532700,"2022-12-15T09:32:00.000Z",1671096720000,2118200,3848400,55281400,8100,62477694100,28801960700,33507493400,168240000
