"acum_busd","acum_busd_val","acum_val","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
0,0,1010000,0,0,0,"2022-12-23T09:00:00.000Z",1671786000000,0,100,100,100,1010000,0,0,1010000
-76900,751249400,78707696800,1762500,-76900,751249400,"2022-12-23T09:14:00.000Z",1671786840000,1839400,5733400,5733500,2131500,78706686800,27594640200,26843390800,24268655800
-470600,-4466567900,113852065900,973100,-393700,-5217817300,"2022-12-23T09:16:00.000Z",1671786960000,1366800,2349000,8082500,9100,35144369100,14937268000,20155085300,52015800
-2190200,-19522695500,156851081500,852200,-1719600,-15056127600,"2022-12-23T09:18:00.000Z",1671787080000,2571800,3425600,11508100,1600,42999015600,13952209000,29008336600,38470000
-3100400,-32141884500,210314272100,1429900,-910200,-12619189000,"2022-12-23T09:20:00.000Z",1671787200000,2340100,3798300,15306400,28300,53463190600,20216726400,32835915400,410548800
-3875000,-41242870900,253312283900,1130700,-774600,-9100986400,"2022-12-23T09:22:00.000Z",1671787320000,1905300,3045400,18351800,9400,42998011800,16854867100,25955853500,187291200
-3962800,-41677561400,286133042000,974100,-87800,-434690500,"2022-12-23T09:24:00.000Z",1671787440000,1061900,2036600,20388400,600,32820758100,16187849300,16622539800,10369000
-4495200,-51254559900,326025975700,936800,-532400,-9576998500,"2022-12-23T09:26:00.000Z",1671787560000,1469200,2418000,22806400,12000,39892933700,15064977900,24641976400,185979400
-5939500,-72503136000,374646181000,1032000,-1444300,-21248576100,"2022-12-23T09:28:00.000Z",1671787680000,2476300,3511100,26317500,2800,48620205300,13657393600,34905969700,56842000
-5459600,-70175944600,419229932400,1878600,479900,2327191400,"2022-12-23T09:30:00.000Z",1671787800000,1398700,3297300,29614800,20000,44583751400,23327463900,21000272500,256015000
-4603000,-55875812500,468666076300,2025300,856600,14300132100,"2022-12-23T09:32:00.000Z",1671787920000,1168700,3255100,32869900,61100,49436143900,31021369500,16721237400,1693537000
-2199700,-23166160400,528281959200,3322900,2403300,32709652100,"2022-12-23T09:34:00.000Z",1671788040000,919600,4261500,37131400,19000,59615882900,46001792000,13292139900,321951000
218600,10344705700,596729755100,3560900,2418300,33510866100,"2022-12-23T09:36:00.000Z",1671788160000,1142600,4721500,41852900,18000,68447795900,50719281300,17208415200,520099400
1214700,23303177800,654663922600,2568600,996100,12958472100,"2022-12-23T09:38:00.000Z",1671788280000,1572500,4165400,46018300,24300,57934167500,35303404800,22344932700,285830000
1766600,35571633000,707550694200,2331300,551900,12268455200,"2022-12-23T09:40:00.000Z",1671788400000,1779400,4121900,50140200,11200,52886771600,32519262000,20250806800,116702800
1215900,25158500600,756568573000,1531100,-550700,-10413132400,"2022-12-23T09:42:00.000Z",1671788520000,2081800,3634000,53774200,21100,49017878800,19043733700,29456866100,517279000
-820800,-1335503900,814210388500,1059600,-2036700,-26494004500,"2022-12-23T09:44:00.000Z",1671788640000,3096300,4164200,57938400,8300,57641815500,15456319500,41950324000,235172000
-1971000,-14908452500,856318833700,962000,-1150200,-13572948600,"2022-12-23T09:46:00.000Z",1671788760000,2112200,3100700,61039100,26500,42108445200,14155510300,27728458900,224476000
-1645500,-14459275400,897441221600,1592100,325500,449177100,"2022-12-23T09:48:00.000Z",1671788880000,1266600,2874700,63913800,16000,41122387900,20720637500,20271460400,130290000
-1207800,-12370777100,933767871300,1511600,437700,2088498300,"2022-12-23T09:50:00.000Z",1671789000000,1073900,2598100,66511900,12600,36326649700,19114551500,17026053200,186045000
-823100,-7591000700,965658352300,1244100,384700,4779776400,"2022-12-23T09:52:00.000Z",1671789120000,859400,2107500,68619400,4000,31890481000,18295985200,13516208800,78287000
-854300,-5384868000,998481652000,1072100,-31200,2206132700,"2022-12-23T09:54:00.000Z",1671789240000,1103300,2177200,70796600,1800,32823299700,17482960700,15276828000,63511000
-445200,3155753100,1043634193900,1629000,409100,8540621100,"2022-12-23T09:56:00.000Z",1671789360000,1219900,2853200,73649800,4300,45152541900,26814769000,18274147900,63625000
-630400,-1500295800,1083618176000,1144600,-185200,-4656048900,"2022-12-23T09:58:00.000Z",1671789480000,1329800,2481800,76131600,7400,39983982100,17490450100,22146499000,347033000
-659400,-5751197300,1133114402500,1425100,-29000,-4250901500,"2022-12-23T10:00:00.000Z",1671789600000,1454100,2890600,79022200,11400,49496226500,22517347000,26768248500,210631000
-486200,-4328191900,1162834118700,996500,173200,1423005400,"2022-12-23T10:02:00.000Z",1671789720000,823300,1854200,80876400,34400,29719716200,15425279300,14002273900,292163000
-400400,1807321200,1188910550600,1080200,85800,6135513100,"2022-12-23T10:04:00.000Z",1671789840000,994400,2076600,82953000,2000,26076431900,16100058500,9964545400,11828000
-697100,-5260111000,1219128267600,749300,-296700,-7067432200,"2022-12-23T10:06:00.000Z",1671789960000,1046000,1801000,84754000,5700,30217717000,11480924900,18548357100,188435000
-410400,66800700,1247199446100,1101600,286700,5326911700,"2022-12-23T10:08:00.000Z",1671790080000,814900,1917900,86671900,1400,28071178500,16692821100,11365909400,12448000
102400,8790851700,1275333646300,1114700,512800,8724051000,"2022-12-23T10:10:00.000Z",1671790200000,601900,1719600,88391500,3000,28134200200,18415996100,9691945100,26259000
283100,15456319200,1315324569600,1246700,180700,6665467500,"2022-12-23T10:12:00.000Z",1671790320000,1066000,2338900,90730400,26200,39990923300,23246711400,16581243900,162968000
914600,3424694600,1352783887200,2090900,631500,-12031624600,"2022-12-23T10:14:00.000Z",1671790440000,1459400,3566600,94297000,16300,37459317600,12610967500,24642592100,205758000
476200,-3307952900,1388939301500,901500,-438400,-6732647500,"2022-12-23T10:16:00.000Z",1671790560000,1339900,2246900,96543900,5500,36155414300,14660456900,21393104400,101853000
201800,-4225705600,1414545602100,729200,-274400,-917752700,"2022-12-23T10:18:00.000Z",1671790680000,1003600,1745500,98289400,12700,25606300600,12299343000,13217095700,89861900
-962000,-25256450000,1467883151700,963200,-1163800,-21030744400,"2022-12-23T10:20:00.000Z",1671790800000,2127000,3106400,101395800,16200,53337549600,15931880100,36962624500,443045000
-4448800,-70809234000,1538782496100,752400,-3486800,-45552784000,"2022-12-23T10:22:00.000Z",1671790920000,4239200,5007300,106403100,15700,70899344400,12531288700,58084072700,283983000
-8162800,-127985379400,1616362481600,651900,-3714000,-57176145400,"2022-12-23T10:24:00.000Z",1671791040000,4365900,5040900,111444000,23100,77579985500,10100370300,67276515700,203099500
-11674700,-185649867400,1695543884000,787300,-3511900,-57664488000,"2022-12-23T10:26:00.000Z",1671791160000,4299200,5099600,116543600,13100,79181402400,10666788200,68331276200,183338000
-12244800,-195649499500,1735872041100,1118100,-570100,-9999632100,"2022-12-23T10:28:00.000Z",1671791280000,1688200,2815200,119358800,8900,40328157100,15065889000,25065521100,196747000
-12052100,-192155814100,1764006214700,972600,192700,3493685400,"2022-12-23T10:30:00.000Z",1671791400000,779900,1755400,121114200,2900,28134173600,15743112000,12249426600,141635000
-12047400,-191517068400,1784399187400,723700,4700,638745700,"2022-12-23T10:32:00.000Z",1671791520000,719000,1457900,122572100,15200,20392972700,10375167200,9736421500,281384000
