┌─────────┬───────┬───────┬───────┬───────┬─────┬─────────┬───────────┬─────────┬──────────┬───────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬──────────┬──────┬───────┬──────┬─────┬───────┬───────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┬─────┬─────────┬─────┬──────┬──────────┬─────┐
│ (index) │   c   │   h   │   l   │   o   │ uk  │ val_uk  │ total_vol │ sum_vol │   val    │ acum_val  │   datetime    │            date            │ pbu │ psd │ puk │    bs    │    sb    │ abu  │  asd  │ auk  │ ruk │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │ bu  │ val_bu  │ rbu │  sd  │  val_sd  │ rsd │
├─────────┼───────┼───────┼───────┼───────┼─────┼─────────┼───────────┼─────────┼──────────┼───────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼──────────┼──────┼───────┼──────┼─────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┼─────┼─────────┼─────┼──────┼──────────┼─────┤
│    0    │ 13500 │ 13500 │ 13500 │ 13500 │ 300 │ 4050000 │    300    │   300   │ 4050000  │  4050000  │ 1677574800000 │ '2023-02-28T09:00:00.000Z' │  0  │  0  │ 100 │   NaN    │   NaN    │ 77.8 │ 822.2 │ 33.3 │  9  │   0   │     0     │ 1047777.8  │ 10935555.6 │     0     │       0       │      0      │      0      │  -0   │     │         │     │      │          │     │
│    1    │ 13500 │ 13500 │ 13500 │ 13500 │     │         │    400    │   100   │ 1350000  │  5400000  │ 1677575400000 │ '2023-02-28T09:10:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 77.8 │ 822.2 │ 33.3 │     │  100  │  1350000  │ 1047777.8  │ 10935555.6 │    100    │    1350000    │   1350000   │      0      │ -0.1  │ 100 │ 1350000 │ 1.3 │      │          │     │
│    2    │ 13500 │ 13500 │ 13400 │ 13400 │     │         │   1000    │   600   │ 8080000  │ 13480000  │ 1677579300000 │ '2023-02-28T10:15:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 77.8 │ 822.2 │ 33.3 │     │  600  │  8080000  │ 1047777.8  │ 10935555.6 │    700    │    9430000    │   9430000   │      0      │ -0.8  │ 600 │ 8080000 │ 7.7 │      │          │     │
│    3    │ 13300 │ 13300 │ 13300 │ 13300 │     │         │   1300    │   300   │ 3990000  │ 17470000  │ 1677581700000 │ '2023-02-28T10:55:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 77.8 │ 822.2 │ 33.3 │     │ -300  │ -3990000  │ 1047777.8  │ 10935555.6 │    400    │    5440000    │   9430000   │   3990000   │  0.4  │     │         │     │ 300  │ 3990000  │ 0.4 │
│    4    │ 13300 │ 13300 │ 13300 │ 13300 │     │         │   1600    │   300   │ 3990000  │ 21460000  │ 1677590700000 │ '2023-02-28T13:25:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 77.8 │ 822.2 │ 33.3 │     │ -300  │ -3990000  │ 1047777.8  │ 10935555.6 │    100    │    1450000    │   9430000   │   7980000   │  0.4  │     │         │     │ 300  │ 3990000  │ 0.4 │
│    5    │ 13300 │ 13300 │ 13300 │ 13300 │     │         │   2100    │   500   │ 6650000  │ 28110000  │ 1677591300000 │ '2023-02-28T13:35:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 77.8 │ 822.2 │ 33.3 │     │ -500  │ -6650000  │ 1047777.8  │ 10935555.6 │   -400    │   -5200000    │   9430000   │  14630000   │  0.7  │     │         │     │ 500  │ 6650000  │ 0.6 │
│    6    │ 13300 │ 13300 │ 13300 │ 13300 │     │         │   3500    │  1400   │ 18620000 │ 46730000  │ 1677591600000 │ '2023-02-28T13:40:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 77.8 │ 822.2 │ 33.3 │     │ -1400 │ -18620000 │ 1047777.8  │ 10935555.6 │   -1800   │   -23820000   │   9430000   │  33250000   │  1.9  │     │         │     │ 1400 │ 18620000 │ 1.7 │
│    7    │ 13300 │ 13300 │ 13300 │ 13300 │     │         │   5000    │  1500   │ 19950000 │ 66680000  │ 1677592500000 │ '2023-02-28T13:55:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 77.8 │ 822.2 │ 33.3 │     │ -1500 │ -19950000 │ 1047777.8  │ 10935555.6 │   -3300   │   -43770000   │   9430000   │  53200000   │   2   │     │         │     │ 1500 │ 19950000 │ 1.8 │
│    8    │ 13300 │ 13300 │ 13300 │ 13300 │     │         │   8400    │  3400   │ 45220000 │ 111900000 │ 1677593100000 │ '2023-02-28T14:05:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 77.8 │ 822.2 │ 33.3 │     │ -3400 │ -45220000 │ 1047777.8  │ 10935555.6 │   -6700   │   -88990000   │   9430000   │  98420000   │  4.6  │     │         │     │ 3400 │ 45220000 │ 4.1 │
└─────────┴───────┴───────┴───────┴───────┴─────┴─────────┴───────────┴─────────┴──────────┴───────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴──────────┴──────────┴──────┴───────┴──────┴─────┴───────┴───────────┴────────────┴────────────┴───────────┴───────────────┴─────────────┴─────────────┴───────┴─────┴─────────┴─────┴──────┴──────────┴─────┘

