┌─────────┬─────┬─────┬─────┬─────┬─────┬────────┬───────────┬─────────┬──────────┬──────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬──────────┬──────┬────────┬─────┬─────┬────────┬───────────┬───────────┬───────────────┬───────┬──────────┬─────┐
│ (index) │  c  │  h  │  l  │  o  │ bu  │ val_bu │ total_vol │ sum_vol │   val    │ acum_val │   datetime    │            date            │ pbu │ psd │ puk │    bs    │    sb    │ abu  │  asd   │ auk │ rbu │ bu-sd  │ bu-sd_val │ acum_busd │ acum_busd_val │  sd   │  val_sd  │ rsd │
├─────────┼─────┼─────┼─────┼─────┼─────┼────────┼───────────┼─────────┼──────────┼──────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼──────────┼──────┼────────┼─────┼─────┼────────┼───────────┼───────────┼───────────────┼───────┼──────────┼─────┤
│    0    │ 1.9 │ 1.9 │ 1.9 │ 1.9 │ 100 │ 190000 │    100    │   100   │  190000  │  190000  │ 1673602560000 │ '2023-01-13T09:36:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 11.1 │ 2977.8 │  0  │  9  │  100   │  190000   │    100    │    190000     │       │          │     │
│    1    │ 1.8 │ 1.8 │ 1.8 │ 1.8 │     │        │   5100    │  5000   │ 9000000  │ 9190000  │ 1673602800000 │ '2023-01-13T09:40:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 11.1 │ 2977.8 │  0  │     │ -5000  │ -9000000  │   -4900   │   -8810000    │ 5000  │ 9000000  │ 1.7 │
│    2    │ 1.8 │ 1.8 │ 1.8 │ 1.8 │     │        │   9100    │  4000   │ 7200000  │ 16390000 │ 1673603040000 │ '2023-01-13T09:44:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 11.1 │ 2977.8 │  0  │     │ -4000  │ -7200000  │   -8900   │   -16010000   │ 4000  │ 7200000  │ 1.3 │
│    3    │ 1.8 │ 1.8 │ 1.8 │ 1.8 │     │        │   20100   │  11000  │ 19800000 │ 36190000 │ 1673603160000 │ '2023-01-13T09:46:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 11.1 │ 2977.8 │  0  │     │ -11000 │ -19800000 │  -19900   │   -35810000   │ 11000 │ 19800000 │ 3.7 │
│    4    │ 1.8 │ 1.8 │ 1.8 │ 1.8 │     │        │   25100   │  5000   │ 9000000  │ 45190000 │ 1673605920000 │ '2023-01-13T10:32:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 11.1 │ 2977.8 │  0  │     │ -5000  │ -9000000  │  -24900   │   -44810000   │ 5000  │ 9000000  │ 1.7 │
│    5    │ 1.8 │ 1.8 │ 1.8 │ 1.8 │     │        │   25700   │   600   │ 1080000  │ 46270000 │ 1673618160000 │ '2023-01-13T13:56:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 11.1 │ 2977.8 │  0  │     │  -600  │ -1080000  │  -25500   │   -45890000   │  600  │ 1080000  │ 0.2 │
│    6    │ 1.8 │ 1.8 │ 1.8 │ 1.8 │     │        │   26300   │   600   │ 1080000  │ 47350000 │ 1673618640000 │ '2023-01-13T14:04:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 11.1 │ 2977.8 │  0  │     │  -600  │ -1080000  │  -26100   │   -46970000   │  600  │ 1080000  │ 0.2 │
│    7    │ 1.8 │ 1.8 │ 1.8 │ 1.8 │     │        │   26400   │   100   │  180000  │ 47530000 │ 1673620200000 │ '2023-01-13T14:30:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 11.1 │ 2977.8 │  0  │     │  -100  │  -180000  │  -26200   │   -47150000   │  100  │  180000  │  0  │
│    8    │ 1.8 │ 1.8 │ 1.8 │ 1.8 │     │        │   26900   │   500   │  900000  │ 48430000 │ 1673620680000 │ '2023-01-13T14:38:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 11.1 │ 2977.8 │  0  │     │  -500  │  -900000  │  -26700   │   -48050000   │  500  │  900000  │ 0.2 │
└─────────┴─────┴─────┴─────┴─────┴─────┴────────┴───────────┴─────────┴──────────┴──────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴──────────┴──────────┴──────┴────────┴─────┴─────┴────────┴───────────┴───────────┴───────────────┴───────┴──────────┴─────┘

