"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","rbu","rsd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
3061500,61412364000,375210175000,313797811000,736297387000,21768500,18707000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,0.5,0.9,1,1627600,205400,2808760000,"2023-02-16T09:34:00.000Z",1676540040000,1422200,3056600,43636700,6800,52072574000,27372611000,24563851000,136112000
3377800,67304146000,397798270000,330494124000,775593530000,23161500,19783700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,1,0.7,0.7,1393000,316300,5891782000,"2023-02-16T09:36:00.000Z",1676540160000,1076700,2470300,46107000,600,39296143000,22588095000,16696313000,11735000
3497000,70505889000,420985181000,350479292000,818775581000,24483200,20986200,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,0.5,0.7,0.8,1321700,119200,3201743000,"2023-02-16T09:38:00.000Z",1676540280000,1202500,2525400,48632400,1200,43182051000,23186911000,19985168000,9972000
2996900,63001481000,444412488000,381411007000,873185268000,25844300,22847400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.2,0.7,1.2,1361100,-500100,-7504408000,"2023-02-16T09:40:00.000Z",1676540400000,1861200,3228400,51860800,6100,54409687000,23427307000,30931715000,50665000
2529100,53456314000,465672119000,412215805000,926072602000,27291500,24762400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.6,0.7,1.2,1447200,-467800,-9545167000,"2023-02-16T09:42:00.000Z",1676540520000,1915000,3392900,55253700,30700,52887334000,21259631000,30804798000,822905000
2302200,47179368000,486450841000,439271473000,974216183000,28738000,26435800,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1,0.7,1.1,1446500,-226900,-6276946000,"2023-02-16T09:44:00.000Z",1676540640000,1673400,3132400,58386100,12500,48143581000,20778722000,27055668000,309191000
2083400,40752133000,504924449000,464172316000,1017806379000,30060100,27976700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1,0.6,1,1322100,-218800,-6427235000,"2023-02-16T09:46:00.000Z",1676540760000,1540900,2866800,61252900,3800,43590196000,18473608000,24900843000,215745000
1719600,30337269000,520622163000,490284894000,1059632291000,31178800,29459200,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.7,0.5,1,1118700,-363800,-10414864000,"2023-02-16T09:48:00.000Z",1676540880000,1482500,2602400,63855300,1200,41825912000,15697714000,26112578000,15620000
947800,17369506000,534715481000,517345975000,1101260680000,32024800,31077000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-2.1,0.4,1.1,846000,-771800,-12967763000,"2023-02-16T09:50:00.000Z",1676541000000,1617800,2473300,66328600,9500,41628389000,14093318000,27061081000,473990000
1139400,20493451000,551809553000,531316102000,1132383928000,33054900,31915500,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,0.5,0.5,0.6,1030100,191600,3123945000,"2023-02-16T09:52:00.000Z",1676541120000,838500,1874400,68203000,5800,31123248000,17094072000,13970127000,59049000
1218000,24002861000,568316867000,544314006000,1162103207000,34032100,32814100,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,0.6,0.5,0.5,977200,78600,3509410000,"2023-02-16T09:54:00.000Z",1676541240000,898600,1889100,70092100,13300,29719279000,16507314000,12997904000,214061000
1969900,38262678000,597778995000,559516317000,1206769686000,35717300,33747400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,2.3,0.9,0.6,1685200,751900,14259817000,"2023-02-16T09:56:00.000Z",1676541360000,933300,2618700,72710800,200,44666479000,29462128000,15202311000,2040000
3692100,69218570000,642444711000,573226141000,1265193815000,38407200,34715100,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,5.1,1.4,0.5,2689900,1722200,30955892000,"2023-02-16T09:58:00.000Z",1676541480000,967700,3662300,76373100,4700,58424129000,44665716000,13709824000,48589000
4618700,84888827000,672905385000,588016558000,1310475569000,40247900,35629200,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,2.6,1,0.6,1840700,926600,15670257000,"2023-02-16T10:00:00.000Z",1676541600000,914100,2759800,79132900,5000,45281754000,30460674000,14790417000,30663000
6465900,117963737000,724841538000,606877801000,1381563420000,43248600,36782700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,5.4,1.7,0.7,3000700,1847200,33074910000,"2023-02-16T10:02:00.000Z",1676541720000,1153500,4181300,83314200,27100,71087851000,51936153000,18861243000,290455000
7667400,137081312000,758353892000,621272580000,1429894494000,45314400,37647000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,3.1,1.1,0.6,2065800,1201500,19117575000,"2023-02-16T10:04:00.000Z",1676541840000,864300,2953100,86267300,23000,48331074000,33512354000,14394779000,423941000
9225200,165639907000,804700678000,639060771000,1494119951000,47891900,38666700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,4.7,1.5,0.7,2577500,1557800,28558595000,"2023-02-16T10:06:00.000Z",1676541960000,1019700,3602800,89870100,5600,64225457000,46346786000,17788191000,90480000
9616500,173078364000,835578694000,662500330000,1548483868000,49632900,40016400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,1.2,1,0.9,1741000,391300,7438457000,"2023-02-16T10:08:00.000Z",1676542080000,1349700,3096500,92966600,5800,54363917000,30878016000,23439559000,46342000
10709000,190713399000,871846721000,681133322000,1603460518000,51805000,41096000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,2.9,1.2,0.7,2172100,1092500,17635035000,"2023-02-16T10:10:00.000Z",1676542200000,1079600,3255700,96222300,4000,54976650000,36268027000,18632992000,75631000
11639000,199809280000,913343641000,713534361000,1677456879000,54533600,42894600,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,1.5,1.3,1.3,2728600,930000,9095881000,"2023-02-16T10:12:00.000Z",1676542320000,1798600,4532100,100754400,4900,73996361000,41496920000,32401039000,98402000
13681500,235790456000,980144537000,744354081000,1775203499000,58378100,44696600,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,5.9,2.1,1.2,3844500,2042500,35981176000,"2023-02-16T10:14:00.000Z",1676542440000,1802000,5658500,106412900,12000,97746620000,66800896000,30819720000,126004000
14160600,246086986000,1018670720000,772583734000,1842235099000,60536600,46376000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,1.7,1.2,1.1,2158500,479100,10296530000,"2023-02-16T10:16:00.000Z",1676542560000,1679400,3843300,110256200,5400,67031600000,38526183000,28229653000,275764000
14805900,256502465000,1054065627000,797563162000,1902817757000,62692300,47886400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,1.7,1.1,1,2155700,645300,10415479000,"2023-02-16T10:18:00.000Z",1676542680000,1510400,3680300,113936500,14200,60582658000,35394907000,24979428000,208323000
14545600,250856157000,1079464414000,828608257000,1959539309000,64132500,49586900,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.9,0.8,1.2,1440200,-260300,-5646308000,"2023-02-16T10:20:00.000Z",1676542800000,1700500,3155100,117091600,14400,56721552000,25398787000,31045095000,277670000
14068200,240911752000,1100540011000,859628259000,2011796409000,65386300,51318100,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.6,0.7,1.2,1253800,-477400,-9944405000,"2023-02-16T10:22:00.000Z",1676542920000,1731200,2991600,120083200,6600,52257100000,21075597000,31020002000,161501000
13018600,215066228000,1117957521000,902891293000,2072543169000,66529000,53510400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-4.2,0.6,1.7,1142700,-1049600,-25845524000,"2023-02-16T10:24:00.000Z",1676543040000,2192300,3340100,123423300,5100,60746760000,17417510000,43263034000,66216000
11447000,186609954000,1126183052000,939573098000,2117481315000,67032100,55585100,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-4.6,0.3,1.5,503100,-1571600,-28456274000,"2023-02-16T10:26:00.000Z",1676543160000,2074700,2580000,126003300,2200,44938146000,8225531000,36681805000,30810000
10384800,169782188000,1135103034000,965320846000,2152170630000,67567500,57182700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-2.7,0.3,1,535400,-1062200,-16827766000,"2023-02-16T10:28:00.000Z",1676543280000,1597600,2133700,128137000,700,34689315000,8919982000,25747748000,21585000
10024700,167168044000,1147528791000,980360747000,2179847538000,68370400,58345700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.4,0.4,0.6,802900,-360100,-2614144000,"2023-02-16T10:30:00.000Z",1676543400000,1163000,1970900,130107900,5000,27676908000,12425757000,15039901000,211250000
10016300,168079765000,1159618221000,991538456000,2203305872000,69059300,59043000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,0.1,0.4,0.4,688900,-8400,911721000,"2023-02-16T10:32:00.000Z",1676543520000,697300,1395600,131503500,9400,23458334000,12089430000,11177709000,191195000
9879500,166978465000,1173302042000,1006323577000,2231778594000,69874000,59994500,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.2,0.4,0.6,814700,-136800,-1101300000,"2023-02-16T10:34:00.000Z",1676543640000,951500,1766500,133270000,300,28472722000,13683821000,14785121000,3780000
9607500,161599646000,1191221804000,1029622158000,2273120759000,70901300,61293800,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.9,0.6,0.9,1027300,-272000,-5378819000,"2023-02-16T10:36:00.000Z",1676543760000,1299300,2333800,135603800,7200,41342165000,17919762000,23298581000,123822000
9646800,166371262000,1212887392000,1046516130000,2311867657000,71945800,62299000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,0.8,0.7,0.7,1044500,39300,4771616000,"2023-02-16T10:38:00.000Z",1676543880000,1005200,2051900,137655700,2200,38746898000,21665588000,16893972000,187338000
9658400,166552696000,1225044033000,1058491337000,2336032590000,72698500,63040100,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,0,0.4,0.5,752700,11600,181434000,"2023-02-16T10:40:00.000Z",1676544000000,741100,1496500,139152200,2700,24164933000,12156641000,11975207000,33085000
9383000,165708939000,1239557676000,1073848737000,2365910193000,73463900,64080900,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.1,0.5,0.6,765400,-275400,-843757000,"2023-02-16T10:42:00.000Z",1676544120000,1040800,1806600,140958800,400,29877603000,14513643000,15357400000,6560000
9330300,163331947000,1252423284000,1089091337000,2394552201000,74207000,64876700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.4,0.4,0.6,743100,-52700,-2376992000,"2023-02-16T10:44:00.000Z",1676544240000,795800,1561500,142520300,22600,28642008000,12865608000,15242600000,533800000
8829800,152231921000,1260872413000,1108640492000,2422708288000,74816900,65987100,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.8,0.3,0.8,609900,-500500,-11100026000,"2023-02-16T10:46:00.000Z",1676544360000,1110400,1730400,144250700,10100,28156087000,8449129000,19549155000,157803000
8001400,135093471000,1271238763000,1136145292000,2461119758000,75471800,67470400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-2.8,0.3,1.1,654900,-828400,-17138450000,"2023-02-16T10:48:00.000Z",1676544480000,1483300,2162000,146412700,23800,38411470000,10366350000,27504800000,540320000
7166000,120020209000,1279929008000,1159908799000,2494214365000,76003200,68837200,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-2.5,0.3,0.9,531400,-835400,-15073262000,"2023-02-16T10:50:00.000Z",1676544600000,1366800,1941900,148354600,43700,33094607000,8690245000,23763507000,640855000
6782200,111493484000,1289792300000,1178298816000,2522775459000,76584700,69802500,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.4,0.3,0.7,581500,-383800,-8526725000,"2023-02-16T10:52:00.000Z",1676544720000,965300,1555600,149910200,8800,28561094000,9863292000,18390017000,307785000
6361700,107832960000,1308627258000,1200794298000,2564271817000,77585600,71223900,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.6,0.6,0.9,1000900,-420500,-3660524000,"2023-02-16T10:54:00.000Z",1676544840000,1421400,2435500,152345700,13200,41496358000,18834958000,22495482000,165918000
5965100,105768827000,1320188814000,1214419987000,2589499637000,78139100,72174000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.3,0.4,0.5,553500,-396600,-2064133000,"2023-02-16T10:56:00.000Z",1676544960000,950100,1504700,153850400,1100,25227820000,11561556000,13625689000,40575000
5897500,106971352000,1330335373000,1223364021000,2608697230000,78663000,72765500,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,0.2,0.3,0.4,523900,-67600,1202525000,"2023-02-16T10:58:00.000Z",1676545080000,591500,1117400,154967800,2000,19197593000,10146559000,8944034000,107000000
5498900,101641157000,1340671742000,1239030585000,2634714563000,79334000,73835100,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.9,0.3,0.6,671000,-398600,-5330195000,"2023-02-16T11:00:00.000Z",1676545200000,1069600,1741400,156709200,800,26017333000,10336369000,15666564000,14400000
5380800,99466649000,1352796078000,1253329429000,2661222144000,80049600,74668800,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.4,0.4,0.6,715600,-118100,-2174508000,"2023-02-16T11:02:00.000Z",1676545320000,833700,1554000,158263200,4700,26507581000,12124336000,14298844000,84401000
5176500,95804761000,1360594213000,1264789452000,2680567439000,80467200,75290700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.6,0.2,0.5,417600,-204300,-3661888000,"2023-02-16T11:04:00.000Z",1676545440000,621900,1048000,159311200,8500,19345295000,7798135000,11460023000,87137000
4668500,86935736000,1368766243000,1281830507000,2705839759000,80925900,76257400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.4,0.3,0.7,458700,-508000,-8869025000,"2023-02-16T11:06:00.000Z",1676545560000,966700,1431000,160742200,5600,25272320000,8172030000,17041055000,59235000
4578500,83654552000,1379638031000,1295983479000,2730892159000,81545800,76967300,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.5,0.3,0.6,619900,-90000,-3281184000,"2023-02-16T11:08:00.000Z",1676545680000,709900,1330500,162072700,700,25052400000,10871788000,14152972000,27640000
4062100,74868071000,1385364558000,1310496487000,2751162262000,81826200,77764100,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.4,0.2,0.6,280400,-516400,-8786481000,"2023-02-16T11:10:00.000Z",1676545800000,796800,1081400,163154100,4200,20270103000,5726527000,14513008000,30568000
3522200,69028098000,1395562609000,1326534511000,2777398337000,82362500,78840300,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1,0.3,0.6,536300,-539900,-5839973000,"2023-02-16T11:12:00.000Z",1676545920000,1076200,1612500,164766600,0,26236075000,10198051000,16038024000,0
3526600,66480590000,1404959146000,1338478556000,2798753559000,83106900,79580300,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.4,0.3,0.5,744400,4400,-2547508000,"2023-02-16T11:14:00.000Z",1676546040000,740000,1485200,166251800,800,21355222000,9396537000,11944045000,14640000
3126200,60567984000,1412876571000,1352308587000,2820531545000,83522100,80395900,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1,0.3,0.5,415200,-400400,-5912606000,"2023-02-16T11:16:00.000Z",1676546160000,815600,1232100,167483900,1300,21777986000,7917425000,13830031000,30530000
2486900,51320561000,1419077553000,1367756992000,2842255516000,83882600,81395700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.5,0.2,0.6,360500,-639300,-9247423000,"2023-02-16T11:18:00.000Z",1676546280000,999800,1363000,168846900,2700,21723971000,6200982000,15448405000,74584000
1834600,43426075000,1431584937000,1388158862000,2875182470000,84453600,82619000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.3,0.4,0.8,571000,-652300,-7894486000,"2023-02-16T11:20:00.000Z",1676546400000,1223300,1794800,170641700,500,32926954000,12507384000,20401870000,17700000
1540800,40446243000,1448425081000,1407978838000,2911846026000,85270500,83729700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.5,0.5,0.8,816900,-293800,-2979832000,"2023-02-16T11:22:00.000Z",1676546520000,1110700,1928000,172569700,400,36663556000,16840144000,19819976000,3436000
1223400,34778837000,1463113638000,1428334801000,2946901726000,86006200,84782800,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.9,0.5,0.8,735700,-317400,-5667406000,"2023-02-16T11:24:00.000Z",1676546640000,1053100,1789200,174358900,400,35055700000,14688557000,20355963000,11180000
-19500,15674474000,1472138774000,1456464300000,2985345086000,86393200,86412700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-3.1,0.3,1.1,387000,-1242900,-19104363000,"2023-02-16T11:26:00.000Z",1676546760000,1629900,2104100,176463000,87200,38443360000,9025136000,28129499000,1288725000
-594600,7393714000,1484763817000,1477370103000,3018939892000,86963200,87557800,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.4,0.4,0.8,570000,-575100,-8280760000,"2023-02-16T11:28:00.000Z",1676546880000,1145100,1716800,178179800,1700,33594806000,12625043000,20905803000,63960000
-2359500,-15319609000,1509092153000,1524411762000,3092672099000,88647500,91007000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-3.7,0.8,1.9,1684300,-1764900,-22713323000,"2023-02-16T13:00:00.000Z",1676552400000,3449200,5272100,183451900,138600,73732207000,24328336000,47041659000,2362212000
-3522700,-32434976000,1521285555000,1553720531000,3134478265000,89279100,92801800,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-2.8,0.4,1.2,631600,-1163200,-17115367000,"2023-02-16T13:02:00.000Z",1676552520000,1794800,2432200,185884100,5800,41806166000,12193402000,29308769000,303995000
-4362400,-47792317000,1535665316000,1583457633000,3179504021000,90219300,94581700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-2.5,0.5,1.2,940200,-839700,-15357341000,"2023-02-16T13:04:00.000Z",1676552640000,1779900,2739900,188624000,19800,45025756000,14379761000,29737102000,908893000
-6354200,-82936788000,1548077459000,1631014247000,3239765181000,91133200,97487400,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-5.7,0.4,1.9,913900,-1991800,-35144471000,"2023-02-16T13:06:00.000Z",1676552760000,2905700,3841300,192465300,21700,60261160000,12412143000,47556614000,292403000
-7158500,-93997641000,1560591664000,1654589305000,3275894726000,91844700,99003200,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-1.8,0.4,0.9,711500,-804300,-11060853000,"2023-02-16T13:08:00.000Z",1676552880000,1515800,2229000,194694300,1700,36129545000,12514205000,23575058000,40282000
-8517300,-115662696000,1572550314000,1688213010000,3323547591000,92379300,100896600,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-3.5,0.4,1.3,534600,-1358800,-21665055000,"2023-02-16T13:10:00.000Z",1676553000000,1893400,2472100,197166400,44100,47652865000,11958650000,33623705000,2070510000
-10222800,-139543771000,1585977626000,1725521397000,3374352668000,93051400,103274200,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-3.9,0.4,1.5,672100,-1705500,-23881075000,"2023-02-16T13:12:00.000Z",1676553120000,2377600,3058700,200225100,9000,50805077000,13427312000,37308387000,69378000
-11381800,-153189315000,1602020765000,1755210080000,3420330007000,93826800,105208600,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-2.2,0.5,1.2,775400,-1159000,-13645544000,"2023-02-16T13:14:00.000Z",1676553240000,1934400,2716900,202942000,7100,45977339000,16043139000,29688683000,245517000
-11183600,-148279958000,1626005734000,1774285692000,3463915263000,95090200,106273800,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,0.8,0.8,0.8,1263400,198200,4909357000,"2023-02-16T13:16:00.000Z",1676553360000,1065200,2348700,205290700,20100,43585256000,23984969000,19075612000,524675000
-10157000,-134345611000,1654917831000,1789263442000,3507816820000,96869600,107026600,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,2.3,0.9,0.6,1779400,1026600,13934347000,"2023-02-16T13:18:00.000Z",1676553480000,752800,2532600,207823300,400,43901557000,28912097000,14977750000,11710000
-9263900,-126999275000,1680623195000,1807622470000,3552021026000,98596400,107860300,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,1.2,0.8,0.7,1726800,893100,7346336000,"2023-02-16T13:20:00.000Z",1676553600000,833700,2564600,210387900,4100,44204206000,25705364000,18359028000,139814000
-9336800,-130728625000,1702481036000,1833209661000,3599518148000,99811300,109148100,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.6,0.7,1,1214900,-72900,-3729350000,"2023-02-16T13:22:00.000Z",1676553720000,1287800,2504700,212892600,2000,47497122000,21857841000,25587191000,52090000
-9881700,-144714085000,1717088299000,1861802384000,3642809524000,100663000,110544700,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-2.3,0.5,1.1,851700,-544900,-13985460000,"2023-02-16T13:24:00.000Z",1676553840000,1396600,2250200,215142800,1900,43291376000,14607263000,28592723000,91390000
-10011500,-148341859000,1735177695000,1883519554000,3682731280000,101616500,111628000,31366365243.5,25243195313,59352559582.6,3416579.1,1789169.6,1477947.8,311221.7,6123169930.4,-0.6,0.6,0.9,953500,-129800,-3627774000,"2023-02-16T13:26:00.000Z",1676553960000,1083300,2040500,217183300,3700,39921756000,18089396000,21717170000,115190000
