┌─────────┬───────────────┬─────────┬─────────┬──────────┬─────────────┬──────────────┬──────────────┬──────────┬──────────────┬────────────────────────────┬───────────────┬───────────┬──────────┬──────────────┬───────────┬───────────────┬───────────────┬───────────────┬───────────┬───────────┬───────────────┬─────────────┬───────────────┬───────────┬───────────┬───────────┬──────────┬──────────────┬───────┬─────┬─────┐
│ (index) │   datetime    │   sd    │   bu    │    uk    │   val_sd    │    val_bu    │    val_uk    │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │ avg_val_sd  │    avg_val    │  avg_vol  │  avg_bu   │  avg_sd   │ avg_busd │ avg_busd_val │ rbusd │ rbu │ rsd │
│   12    │ 1676540280000 │ 1202500 │ 1321700 │   1200   │ 19985168000 │ 23186911000  │   9972000    │ 2525400  │ 43182051000  │ '2023-02-16T09:38:00.000Z' │ 818775581000  │ 48632400  │  119200  │  3201743000  │  3497000  │  70505889000  │ 420985181000  │ 350479292000  │ 24483200  │ 20986200  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  0.5  │ 0.7 │ 0.8 │
│   13    │ 1676540400000 │ 1861200 │ 1361100 │   6100   │ 30931715000 │ 23427307000  │   50665000   │ 3228400  │ 54409687000  │ '2023-02-16T09:40:00.000Z' │ 873185268000  │ 51860800  │ -500100  │ -7504408000  │  2996900  │  63001481000  │ 444412488000  │ 381411007000  │ 25844300  │ 22847400  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -1.2  │ 0.7 │ 1.2 │
│   14    │ 1676540520000 │ 1915000 │ 1447200 │  30700   │ 30804798000 │ 21259631000  │  822905000   │ 3392900  │ 52887334000  │ '2023-02-16T09:42:00.000Z' │ 926072602000  │ 55253700  │ -467800  │ -9545167000  │  2529100  │  53456314000  │ 465672119000  │ 412215805000  │ 27291500  │ 24762400  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -1.6  │ 0.7 │ 1.2 │
│   15    │ 1676540640000 │ 1673400 │ 1446500 │  12500   │ 27055668000 │ 20778722000  │  309191000   │ 3132400  │ 48143581000  │ '2023-02-16T09:44:00.000Z' │ 974216183000  │ 58386100  │ -226900  │ -6276946000  │  2302200  │  47179368000  │ 486450841000  │ 439271473000  │ 28738000  │ 26435800  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  -1   │ 0.7 │ 1.1 │
│   16    │ 1676540760000 │ 1540900 │ 1322100 │   3800   │ 24900843000 │ 18473608000  │  215745000   │ 2866800  │ 43590196000  │ '2023-02-16T09:46:00.000Z' │ 1017806379000 │ 61252900  │ -218800  │ -6427235000  │  2083400  │  40752133000  │ 504924449000  │ 464172316000  │ 30060100  │ 27976700  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  -1   │ 0.6 │  1  │
│   17    │ 1676540880000 │ 1482500 │ 1118700 │   1200   │ 26112578000 │ 15697714000  │   15620000   │ 2602400  │ 41825912000  │ '2023-02-16T09:48:00.000Z' │ 1059632291000 │ 63855300  │ -363800  │ -10414864000 │  1719600  │  30337269000  │ 520622163000  │ 490284894000  │ 31178800  │ 29459200  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -1.7  │ 0.5 │  1  │
│   18    │ 1676541000000 │ 1617800 │ 846000  │   9500   │ 27061081000 │ 14093318000  │  473990000   │ 2473300  │ 41628389000  │ '2023-02-16T09:50:00.000Z' │ 1101260680000 │ 66328600  │ -771800  │ -12967763000 │  947800   │  17369506000  │ 534715481000  │ 517345975000  │ 32024800  │ 31077000  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -2.1  │ 0.4 │ 1.1 │
│   19    │ 1676541120000 │ 838500  │ 1030100 │   5800   │ 13970127000 │ 17094072000  │   59049000   │ 1874400  │ 31123248000  │ '2023-02-16T09:52:00.000Z' │ 1132383928000 │ 68203000  │  191600  │  3123945000  │  1139400  │  20493451000  │ 551809553000  │ 531316102000  │ 33054900  │ 31915500  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  0.5  │ 0.5 │ 0.6 │
│   20    │ 1676541240000 │ 898600  │ 977200  │  13300   │ 12997904000 │ 16507314000  │  214061000   │ 1889100  │ 29719279000  │ '2023-02-16T09:54:00.000Z' │ 1162103207000 │ 70092100  │  78600   │  3509410000  │  1218000  │  24002861000  │ 568316867000  │ 544314006000  │ 34032100  │ 32814100  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  0.6  │ 0.5 │ 0.5 │
├─────────┼───────────────┼─────────┼─────────┼──────────┼─────────────┼──────────────┼──────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼─────────────┼───────────────┼───────────┼───────────┼───────────┼──────────┼──────────────┼───────┼─────┼─────┤
│ (index) │   datetime    │   sd    │   bu    │    uk    │   val_sd    │    val_bu    │    val_uk    │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │ avg_val_sd  │    avg_val    │  avg_vol  │  avg_bu   │  avg_sd   │ avg_busd │ avg_busd_val │ rbusd │ rbu │ rsd │
├─────────┼───────────────┼─────────┼─────────┼──────────┼─────────────┼──────────────┼──────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼─────────────┼───────────────┼───────────┼───────────┼───────────┼──────────┼──────────────┼───────┼─────┼─────┤
│   21    │ 1676541360000 │ 933300  │ 1685200 │   200    │ 15202311000 │ 29462128000  │   2040000    │ 2618700  │ 44666479000  │ '2023-02-16T09:56:00.000Z' │ 1206769686000 │ 72710800  │  751900  │ 14259817000  │  1969900  │  38262678000  │ 597778995000  │ 559516317000  │ 35717300  │ 33747400  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  2.3  │ 0.9 │ 0.6 │
│   22    │ 1676541480000 │ 967700  │ 2689900 │   4700   │ 13709824000 │ 44665716000  │   48589000   │ 3662300  │ 58424129000  │ '2023-02-16T09:58:00.000Z' │ 1265193815000 │ 76373100  │ 1722200  │ 30955892000  │  3692100  │  69218570000  │ 642444711000  │ 573226141000  │ 38407200  │ 34715100  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  5.1  │ 1.4 │ 0.5 │
│   23    │ 1676541600000 │ 914100  │ 1840700 │   5000   │ 14790417000 │ 30460674000  │   30663000   │ 2759800  │ 45281754000  │ '2023-02-16T10:00:00.000Z' │ 1310475569000 │ 79132900  │  926600  │ 15670257000  │  4618700  │  84888827000  │ 672905385000  │ 588016558000  │ 40247900  │ 35629200  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  2.6  │  1  │ 0.6 │
│   24    │ 1676541720000 │ 1153500 │ 3000700 │  27100   │ 18861243000 │ 51936153000  │  290455000   │ 4181300  │ 71087851000  │ '2023-02-16T10:02:00.000Z' │ 1381563420000 │ 83314200  │ 1847200  │ 33074910000  │  6465900  │ 117963737000  │ 724841538000  │ 606877801000  │ 43248600  │ 36782700  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  5.4  │ 1.7 │ 0.7 │
│   25    │ 1676541840000 │ 864300  │ 2065800 │  23000   │ 14394779000 │ 33512354000  │  423941000   │ 2953100  │ 48331074000  │ '2023-02-16T10:04:00.000Z' │ 1429894494000 │ 86267300  │ 1201500  │ 19117575000  │  7667400  │ 137081312000  │ 758353892000  │ 621272580000  │ 45314400  │ 37647000  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  3.1  │ 1.1 │ 0.6 │
│   26    │ 1676541960000 │ 1019700 │ 2577500 │   5600   │ 17788191000 │ 46346786000  │   90480000   │ 3602800  │ 64225457000  │ '2023-02-16T10:06:00.000Z' │ 1494119951000 │ 89870100  │ 1557800  │ 28558595000  │  9225200  │ 165639907000  │ 804700678000  │ 639060771000  │ 47891900  │ 38666700  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  4.7  │ 1.5 │ 0.7 │
│   27    │ 1676542080000 │ 1349700 │ 1741000 │   5800   │ 23439559000 │ 30878016000  │   46342000   │ 3096500  │ 54363917000  │ '2023-02-16T10:08:00.000Z' │ 1548483868000 │ 92966600  │  391300  │  7438457000  │  9616500  │ 173078364000  │ 835578694000  │ 662500330000  │ 49632900  │ 40016400  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  1.2  │  1  │ 0.9 │
│   28    │ 1676542200000 │ 1079600 │ 2172100 │   4000   │ 18632992000 │ 36268027000  │   75631000   │ 3255700  │ 54976650000  │ '2023-02-16T10:10:00.000Z' │ 1603460518000 │ 96222300  │ 1092500  │ 17635035000  │ 10709000  │ 190713399000  │ 871846721000  │ 681133322000  │ 51805000  │ 41096000  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  2.9  │ 1.2 │ 0.7 │
│   29    │ 1676542320000 │ 1798600 │ 2728600 │   4900   │ 32401039000 │ 41496920000  │   98402000   │ 4532100  │ 73996361000  │ '2023-02-16T10:12:00.000Z' │ 1677456879000 │ 100754400 │  930000  │  9095881000  │ 11639000  │ 199809280000  │ 913343641000  │ 713534361000  │ 54533600  │ 42894600  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  1.5  │ 1.3 │ 1.3 │
│   30    │ 1676542440000 │ 1802000 │ 3844500 │  12000   │ 30819720000 │ 66800896000  │  126004000   │ 5658500  │ 97746620000  │ '2023-02-16T10:14:00.000Z' │ 1775203499000 │ 106412900 │ 2042500  │ 35981176000  │ 13681500  │ 235790456000  │ 980144537000  │ 744354081000  │ 58378100  │ 44696600  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  5.9  │ 2.1 │ 1.2 │
│   31    │ 1676542560000 │ 1679400 │ 2158500 │   5400   │ 28229653000 │ 38526183000  │  275764000   │ 3843300  │ 67031600000  │ '2023-02-16T10:16:00.000Z' │ 1842235099000 │ 110256200 │  479100  │ 10296530000  │ 14160600  │ 246086986000  │ 1018670720000 │ 772583734000  │ 60536600  │ 46376000  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  1.7  │ 1.2 │ 1.1 │
│   32    │ 1676542680000 │ 1510400 │ 2155700 │  14200   │ 24979428000 │ 35394907000  │  208323000   │ 3680300  │ 60582658000  │ '2023-02-16T10:18:00.000Z' │ 1902817757000 │ 113936500 │  645300  │ 10415479000  │ 14805900  │ 256502465000  │ 1054065627000 │ 797563162000  │ 62692300  │ 47886400  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  1.7  │ 1.1 │  1  │
│   33    │ 1676542800000 │ 1700500 │ 1440200 │  14400   │ 31045095000 │ 25398787000  │  277670000   │ 3155100  │ 56721552000  │ '2023-02-16T10:20:00.000Z' │ 1959539309000 │ 117091600 │ -260300  │ -5646308000  │ 14545600  │ 250856157000  │ 1079464414000 │ 828608257000  │ 64132500  │ 49586900  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -0.9  │ 0.8 │ 1.2 │
│   34    │ 1676542920000 │ 1731200 │ 1253800 │   6600   │ 31020002000 │ 21075597000  │  161501000   │ 2991600  │ 52257100000  │ '2023-02-16T10:22:00.000Z' │ 2011796409000 │ 120083200 │ -477400  │ -9944405000  │ 14068200  │ 240911752000  │ 1100540011000 │ 859628259000  │ 65386300  │ 51318100  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -1.6  │ 0.7 │ 1.2 │
│   35    │ 1676543040000 │ 2192300 │ 1142700 │   5100   │ 43263034000 │ 17417510000  │   66216000   │ 3340100  │ 60746760000  │ '2023-02-16T10:24:00.000Z' │ 2072543169000 │ 123423300 │ -1049600 │ -25845524000 │ 13018600  │ 215066228000  │ 1117957521000 │ 902891293000  │ 66529000  │ 53510400  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -4.2  │ 0.6 │ 1.7 │
│   36    │ 1676543160000 │ 2074700 │ 503100  │   2200   │ 36681805000 │  8225531000  │   30810000   │ 2580000  │ 44938146000  │ '2023-02-16T10:26:00.000Z' │ 2117481315000 │ 126003300 │ -1571600 │ -28456274000 │ 11447000  │ 186609954000  │ 1126183052000 │ 939573098000  │ 67032100  │ 55585100  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -4.6  │ 0.3 │ 1.5 │
│   37    │ 1676543280000 │ 1597600 │ 535400  │   700    │ 25747748000 │  8919982000  │   21585000   │ 2133700  │ 34689315000  │ '2023-02-16T10:28:00.000Z' │ 2152170630000 │ 128137000 │ -1062200 │ -16827766000 │ 10384800  │ 169782188000  │ 1135103034000 │ 965320846000  │ 67567500  │ 57182700  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -2.7  │ 0.3 │  1  │
│   38    │ 1676543400000 │ 1163000 │ 802900  │   5000   │ 15039901000 │ 12425757000  │  211250000   │ 1970900  │ 27676908000  │ '2023-02-16T10:30:00.000Z' │ 2179847538000 │ 130107900 │ -360100  │ -2614144000  │ 10024700  │ 167168044000  │ 1147528791000 │ 980360747000  │ 68370400  │ 58345700  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -0.4  │ 0.4 │ 0.6 │
│   39    │ 1676543520000 │ 697300  │ 688900  │   9400   │ 11177709000 │ 12089430000  │  191195000   │ 1395600  │ 23458334000  │ '2023-02-16T10:32:00.000Z' │ 2203305872000 │ 131503500 │  -8400   │  911721000   │ 10016300  │ 168079765000  │ 1159618221000 │ 991538456000  │ 69059300  │ 59043000  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  0.1  │ 0.4 │ 0.4 │
│   40    │ 1676543640000 │ 951500  │ 814700  │   300    │ 14785121000 │ 13683821000  │   3780000    │ 1766500  │ 28472722000  │ '2023-02-16T10:34:00.000Z' │ 2231778594000 │ 133270000 │ -136800  │ -1101300000  │  9879500  │ 166978465000  │ 1173302042000 │ 1006323577000 │ 69874000  │ 59994500  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -0.2  │ 0.4 │ 0.6 │
├─────────┼───────────────┼─────────┼─────────┼──────────┼─────────────┼──────────────┼──────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼─────────────┼───────────────┼───────────┼───────────┼───────────┼──────────┼──────────────┼───────┼─────┼─────┤
│ (index) │   datetime    │   sd    │   bu    │    uk    │   val_sd    │    val_bu    │    val_uk    │ sum_vol  │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │ avg_val_sd  │    avg_val    │  avg_vol  │  avg_bu   │  avg_sd   │ avg_busd │ avg_busd_val │ rbusd │ rbu │ rsd │
├─────────┼───────────────┼─────────┼─────────┼──────────┼─────────────┼──────────────┼──────────────┼──────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼─────────────┼───────────────┼───────────┼───────────┼───────────┼──────────┼──────────────┼───────┼─────┼─────┤
│   41    │ 1676543760000 │ 1299300 │ 1027300 │   7200   │ 23298581000 │ 17919762000  │  123822000   │ 2333800  │ 41342165000  │ '2023-02-16T10:36:00.000Z' │ 2273120759000 │ 135603800 │ -272000  │ -5378819000  │  9607500  │ 161599646000  │ 1191221804000 │ 1029622158000 │ 70901300  │ 61293800  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -0.9  │ 0.6 │ 0.9 │
│   42    │ 1676543880000 │ 1005200 │ 1044500 │   2200   │ 16893972000 │ 21665588000  │  187338000   │ 2051900  │ 38746898000  │ '2023-02-16T10:38:00.000Z' │ 2311867657000 │ 137655700 │  39300   │  4771616000  │  9646800  │ 166371262000  │ 1212887392000 │ 1046516130000 │ 71945800  │ 62299000  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │  0.8  │ 0.7 │ 0.7 │
│   43    │ 1676544000000 │ 741100  │ 752700  │   2700   │ 11975207000 │ 12156641000  │   33085000   │ 1496500  │ 24164933000  │ '2023-02-16T10:40:00.000Z' │ 2336032590000 │ 139152200 │  11600   │  181434000   │  9658400  │ 166552696000  │ 1225044033000 │ 1058491337000 │ 72698500  │ 63040100  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │   0   │ 0.4 │ 0.5 │
│   44    │ 1676544120000 │ 1040800 │ 765400  │   400    │ 15357400000 │ 14513643000  │   6560000    │ 1806600  │ 29877603000  │ '2023-02-16T10:42:00.000Z' │ 2365910193000 │ 140958800 │ -275400  │  -843757000  │  9383000  │ 165708939000  │ 1239557676000 │ 1073848737000 │ 73463900  │ 64080900  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -0.1  │ 0.5 │ 0.6 │
│   45    │ 1676544240000 │ 795800  │ 743100  │  22600   │ 15242600000 │ 12865608000  │  533800000   │ 1561500  │ 28642008000  │ '2023-02-16T10:44:00.000Z' │ 2394552201000 │ 142520300 │  -52700  │ -2376992000  │  9330300  │ 163331947000  │ 1252423284000 │ 1089091337000 │ 74207000  │ 64876700  │ 31366365243.5 │ 25243195313 │ 59352559582.6 │ 3416579.1 │ 1789169.6 │ 1477947.8 │ 311221.7 │ 6123169930.4 │ -0.4  │ 0.4 │ 0.6 │
