┌─────────┬───────────────┬─────────┬─────────┬─────────┬─────────────┬─────────────┬─────────────┬─────────┬──────────────┬────────────────────────────┬───────────────┬───────────┬──────────┬──────────────┬───────────┬───────────────┬───────────────┬───────────────┬───────────┬───────────┬───────────────┬───────────────┬───────────────┬───────────┬───────────┬───────────┬───────────┬───────────────┬───────┐
│ (index) │   datetime    │   sd    │   bu    │   uk    │   val_sd    │   val_bu    │   val_uk    │ sum_vol │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │  avg_val_sd   │    avg_val    │  avg_vol  │  avg_bu   │  avg_sd   │ avg_busd  │ avg_busd_val  │ rbusd │
├─────────┼───────────────┼─────────┼─────────┼─────────┼─────────────┼─────────────┼─────────────┼─────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────┼───────────┼───────────────┼───────┤
│    0    │ 1676366040000 │ 3281200 │ 2523700 │ 3940500 │ 63432645000 │ 35306401000 │ 52383324000 │ 9745400 │ 151122370000 │ '2023-02-14T09:14:00.000Z' │ 151122370000  │  9745400  │ -757500  │ -28126244000 │  -757500  │ -28126244000  │  35306401000  │  63432645000  │  2523700  │  3281200  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  6.8  │
│    1    │ 1676366160000 │ 1782800 │ 2264800 │  38000  │ 24643256000 │ 37580661000 │  491781000  │ 4085600 │ 62715698000  │ '2023-02-14T09:16:00.000Z' │ 213838068000  │ 13831000  │  482000  │ 12937405000  │  -275500  │ -15188839000  │  72887062000  │  88075901000  │  4788500  │  5064000  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │ -3.1  │
│    2    │ 1676366280000 │ 4289300 │ 2652300 │  26400  │ 51614714000 │ 40249531000 │  303147000  │ 6968000 │ 92167392000  │ '2023-02-14T09:18:00.000Z' │ 306005460000  │ 20799000  │ -1637000 │ -11365183000 │ -1912500  │ -26554022000  │ 113136593000  │ 139690615000  │  7440800  │  9353300  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  2.7  │
│    3    │ 1676366400000 │ 1998200 │ 1265100 │  13600  │ 29884088000 │ 19135404000 │  441250000  │ 3276900 │ 49460742000  │ '2023-02-14T09:20:00.000Z' │ 355466202000  │ 24075900  │ -733100  │ -10748684000 │ -2645600  │ -37302706000  │ 132271997000  │ 169574703000  │  8705900  │ 11351500  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  2.6  │
│    4    │ 1676366520000 │ 1809700 │ 1173700 │  29200  │ 29309435000 │ 17418525000 │  333198000  │ 3012600 │ 47061158000  │ '2023-02-14T09:22:00.000Z' │ 402527360000  │ 27088500  │ -636000  │ -11890910000 │ -3281600  │ -49193616000  │ 149690522000  │ 198884138000  │  9879600  │ 13161200  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  2.9  │
│    5    │ 1676366640000 │ 3274000 │ 686500  │  22800  │ 41339799000 │ 11583543000 │  421863000  │ 3983300 │ 53345205000  │ '2023-02-14T09:24:00.000Z' │ 455872565000  │ 31071800  │ -2587500 │ -29756256000 │ -5869100  │ -78949872000  │ 161274065000  │ 240223937000  │ 10566100  │ 16435200  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  7.2  │
│    6    │ 1676366760000 │ 2350600 │ 1258800 │  16900  │ 26368444000 │ 19178797000 │  313009000  │ 3626300 │ 45860250000  │ '2023-02-14T09:26:00.000Z' │ 501732815000  │ 34698100  │ -1091800 │ -7189647000  │ -6960900  │ -86139519000  │ 180452862000  │ 266592381000  │ 11824900  │ 18785800  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  1.7  │
│    7    │ 1676366880000 │ 1007900 │ 1051000 │  10600  │ 13921433000 │ 15762406000 │  138512000  │ 2069500 │ 29822351000  │ '2023-02-14T09:28:00.000Z' │ 531555166000  │ 36767600  │  43100   │  1840973000  │ -6917800  │ -84298546000  │ 196215268000  │ 280513814000  │ 12875900  │ 19793700  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │ -0.4  │
│    8    │ 1676367000000 │ 1070500 │ 803600  │  29100  │ 19424687000 │ 10618714000 │  614553000  │ 1903200 │ 30657954000  │ '2023-02-14T09:30:00.000Z' │ 562213120000  │ 38670800  │ -266900  │ -8805973000  │ -7184700  │ -93104519000  │ 206833982000  │ 299938501000  │ 13679500  │ 20864200  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  2.1  │
│    9    │ 1676367120000 │ 1321200 │ 770300  │  6400   │ 21520686000 │ 13970774000 │  130626000  │ 2097900 │ 35622086000  │ '2023-02-14T09:32:00.000Z' │ 597835206000  │ 40768700  │ -550900  │ -7549912000  │ -7735600  │ -100654431000 │ 220804756000  │ 321459187000  │ 14449800  │ 22185400  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  1.8  │
│   10    │ 1676367240000 │ 1220700 │ 608500  │  42100  │ 19566753000 │ 10039001000 │  740911000  │ 1871300 │ 30346665000  │ '2023-02-14T09:34:00.000Z' │ 628181871000  │ 42640000  │ -612200  │ -9527752000  │ -8347800  │ -110182183000 │ 230843757000  │ 341025940000  │ 15058300  │ 23406100  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  2.3  │
│   11    │ 1676367360000 │ 1276400 │ 792800  │  11900  │ 19597360000 │ 13644036000 │  99344000   │ 2081100 │ 33340740000  │ '2023-02-14T09:36:00.000Z' │ 661522611000  │ 44721100  │ -483600  │ -5953324000  │ -8831400  │ -116135507000 │ 244487793000  │ 360623300000  │ 15851100  │ 24682500  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  1.4  │
│   12    │ 1676367480000 │ 1048300 │ 751500  │  31600  │ 15662875000 │ 12288896000 │ 1167962000  │ 1831400 │ 29119733000  │ '2023-02-14T09:38:00.000Z' │ 690642344000  │ 46552500  │ -296800  │ -3373979000  │ -9128200  │ -119509486000 │ 256776689000  │ 376286175000  │ 16602600  │ 25730800  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  0.8  │
│   13    │ 1676367600000 │ 798500  │ 870900  │  2000   │ 13743705000 │ 14198611000 │  27788000   │ 1671400 │ 27970104000  │ '2023-02-14T09:40:00.000Z' │ 718612448000  │ 48223900  │  72400   │  454906000   │ -9055800  │ -119054580000 │ 270975300000  │ 390029880000  │ 17473500  │ 26529300  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │ -0.1  │
│   14    │ 1676367720000 │ 951500  │ 466900  │   300   │ 16715148000 │ 7758659000  │   7776000   │ 1418700 │ 24481583000  │ '2023-02-14T09:42:00.000Z' │ 743094031000  │ 49642600  │ -484600  │ -8956489000  │ -9540400  │ -128011069000 │ 278733959000  │ 406745028000  │ 17940400  │ 27480800  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  2.2  │
│   15    │ 1676367840000 │ 1105800 │ 520000  │  15600  │ 18510667000 │ 10556813000 │  148469000  │ 1641400 │ 29215949000  │ '2023-02-14T09:44:00.000Z' │ 772309980000  │ 51284000  │ -585800  │ -7953854000  │ -10126200 │ -135964923000 │ 289290772000  │ 425255695000  │ 18460400  │ 28586600  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  1.9  │
│   16    │ 1676367960000 │ 989000  │ 685500  │  3200   │ 15873595000 │ 11114578000 │  69372000   │ 1677700 │ 27057545000  │ '2023-02-14T09:46:00.000Z' │ 799367525000  │ 52961700  │ -303500  │ -4759017000  │ -10429700 │ -140723940000 │ 300405350000  │ 441129290000  │ 19145900  │ 29575600  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  1.1  │
│   17    │ 1676368080000 │ 1294500 │ 851700  │  17500  │ 20425164000 │ 10908369000 │  443295000  │ 2163700 │ 31776828000  │ '2023-02-14T09:48:00.000Z' │ 831144353000  │ 55125400  │ -442800  │ -9516795000  │ -10872500 │ -150240735000 │ 311313719000  │ 461554454000  │ 19997600  │ 30870100  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  2.3  │
│   18    │ 1676368200000 │ 1009300 │ 563700  │  1400   │ 18758406000 │ 8393314000  │  99265000   │ 1574400 │ 27250985000  │ '2023-02-14T09:50:00.000Z' │ 858395338000  │ 56699800  │ -445600  │ -10365092000 │ -11318100 │ -160605827000 │ 319707033000  │ 480312860000  │ 20561300  │ 31879400  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  2.5  │
│   19    │ 1676368320000 │ 759500  │ 721800  │  6300   │ 11378298000 │ 10513455000 │  147855000  │ 1487600 │ 22039608000  │ '2023-02-14T09:52:00.000Z' │ 880434946000  │ 58187400  │  -37700  │  -864843000  │ -11355800 │ -161470670000 │ 330220488000  │ 491691158000  │ 21283100  │ 32638900  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  0.2  │
│   20    │ 1676368440000 │ 1706700 │ 1095800 │   500   │ 24150021000 │ 15552966000 │  13150000   │ 2803000 │ 39716137000  │ '2023-02-14T09:54:00.000Z' │ 920151083000  │ 60990400  │ -610900  │ -8597055000  │ -11966700 │ -170067725000 │ 345773454000  │ 515841179000  │ 22378900  │ 34345600  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  2.1  │
├─────────┼───────────────┼─────────┼─────────┼─────────┼─────────────┼─────────────┼─────────────┼─────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────┼───────────┼───────────────┼───────┤
│ (index) │   datetime    │   sd    │   bu    │   uk    │   val_sd    │   val_bu    │   val_uk    │ sum_vol │     val      │            date            │   acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │  avg_val_sd   │    avg_val    │  avg_vol  │  avg_bu   │  avg_sd   │ avg_busd  │ avg_busd_val  │ rbusd │
├─────────┼───────────────┼─────────┼─────────┼─────────┼─────────────┼─────────────┼─────────────┼─────────┼──────────────┼────────────────────────────┼───────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────┼───────────┼───────────────┼───────┤
│   21    │ 1676368560000 │ 1124900 │ 945400  │  6500   │ 17351352000 │ 12036872000 │  267435000  │ 2076800 │ 29655659000  │ '2023-02-14T09:56:00.000Z' │ 949806742000  │ 63067200  │ -179500  │ -5314480000  │ -12146200 │ -175382205000 │ 357810326000  │ 533192531000  │ 23324300  │ 35470500  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  1.3  │
│   22    │ 1676368680000 │ 760000  │ 658600  │  2600   │ 12555682000 │ 10586914000 │  64212000   │ 1421200 │ 23206808000  │ '2023-02-14T09:58:00.000Z' │ 973013550000  │ 64488400  │ -101400  │ -1968768000  │ -12247600 │ -177350973000 │ 368397240000  │ 545748213000  │ 23982900  │ 36230500  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │  0.5  │
│   23    │ 1676368800000 │ 1094000 │ 694400  │  1200   │ 14731993000 │ 10689940000 │  68875000   │ 1789600 │ 25490808000  │ '2023-02-14T10:00:00.000Z' │ 998504358000  │ 66278000  │ -399600  │ -4042053000  │ -12647200 │ -181393026000 │ 379087180000  │ 560480206000  │ 24677300  │ 37324500  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │   1   │
│   24    │ 1676368920000 │ 736500  │ 1102000 │  52700  │ 11429340000 │ 17467938000 │  338205000  │ 1891200 │ 29235483000  │ '2023-02-14T10:02:00.000Z' │ 1027739841000 │ 68169200  │  365500  │  6038598000  │ -12281700 │ -175354428000 │ 396555118000  │ 571909546000  │ 25779300  │ 38061000  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │ -1.5  │
│   25    │ 1676369040000 │ 825000  │ 1532200 │  16800  │ 10232872000 │ 23789485000 │  168655000  │ 2374000 │ 34191012000  │ '2023-02-14T10:04:00.000Z' │ 1061930853000 │ 70543200  │  707200  │ 13556613000  │ -11574500 │ -161797815000 │ 420344603000  │ 582142418000  │ 27311500  │ 38886000  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │ -3.3  │
│   26    │ 1676369160000 │ 458100  │ 2020900 │  9400   │ 8511256000  │ 32896898000 │  100919000  │ 2488400 │ 41509073000  │ '2023-02-14T10:06:00.000Z' │ 1103439926000 │ 73031600  │ 1562800  │ 24385642000  │ -10011700 │ -137412173000 │ 453241501000  │ 590653674000  │ 29332400  │ 39344100  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │ -5.9  │
│   27    │ 1676369280000 │ 443200  │ 2190200 │  9400   │ 7790483000  │ 35136685000 │  110532000  │ 2642800 │ 43037700000  │ '2023-02-14T10:08:00.000Z' │ 1146477626000 │ 75674400  │ 1747000  │ 27346202000  │ -8264700  │ -110065971000 │ 488378186000  │ 598444157000  │ 31522600  │ 39787300  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │ -6.6  │
│   28    │ 1676369400000 │ 491000  │ 2118900 │  2000   │ 11141972000 │ 31483237000 │  44575000   │ 2611900 │ 42669784000  │ '2023-02-14T10:10:00.000Z' │ 1189147410000 │ 78286300  │ 1627900  │ 20341265000  │ -6636800  │ -89724706000  │ 519861423000  │ 609586129000  │ 33641500  │ 40278300  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │ -4.9  │
│   29    │ 1676369520000 │ 468800  │ 2907600 │  7300   │ 7804775000  │ 49722055000 │  83627000   │ 3383700 │ 57610457000  │ '2023-02-14T10:12:00.000Z' │ 1246757867000 │ 81670000  │ 2438800  │ 41917280000  │ -4198000  │ -47807426000  │ 569583478000  │ 617390904000  │ 36549100  │ 40747100  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │ -10.1 │
│   30    │ 1676369640000 │ 703300  │ 3276600 │  44900  │ 11834554000 │ 50229056000 │  438541000  │ 4024800 │ 62502151000  │ '2023-02-14T10:14:00.000Z' │ 1309260018000 │ 85694800  │ 2573300  │ 38394502000  │ -1624700  │  -9412924000  │ 619812534000  │ 629225458000  │ 39825700  │ 41450400  │ 19391466709.5 │ 23547515148.3 │ 43859746142.2 │ 2648411.2 │ 1175560.3 │ 1415947.4 │ -240387.1 │ -4156048438.8 │ -9.2  │
