"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
898800,19008562300,47172905300,28164343000,92824742200,2801300,1902500,28243921652.6,29938789094.8,62161121056.9,3914290.5,1734285.3,1931712.1,-197426.7,-1694867442.2,11.2,2801300,898800,19008562300,"2023-01-13T09:14:00.000Z",1673601240000,1902500,5953000,5953000,1249200,92824742200,47172905300,28164343000,17487493900
3215200,55288267300,100579469100,45291201800,164036891700,6265800,3050600,28243921652.6,29938789094.8,62161121056.9,3914290.5,1734285.3,1931712.1,-197426.7,-1694867442.2,21.4,3464500,2316400,36279705000,"2023-01-13T09:16:00.000Z",1673601360000,1148100,4656100,10609100,43500,71212149500,53406563800,17126858800,678726900
4058400,72004552400,141031844000,69027291600,228400355400,8803200,4744800,28243921652.6,29938789094.8,62161121056.9,3914290.5,1734285.3,1931712.1,-197426.7,-1694867442.2,9.9,2537400,843200,16716285100,"2023-01-13T09:18:00.000Z",1673601480000,1694200,4239700,14848800,8100,64363463700,40452374900,23736089800,174999000
3945000,73566402400,173668066300,100101663900,292313329800,10619200,6674200,28243921652.6,29938789094.8,62161121056.9,3914290.5,1734285.3,1931712.1,-197426.7,-1694867442.2,0.9,1816000,-113400,1561850000,"2023-01-13T09:20:00.000Z",1673601600000,1929400,3757800,18606600,12400,63912974400,32636222300,31074372300,202379800
3424200,70928877900,206504423000,135575545100,360926835700,12608900,9184700,28243921652.6,29938789094.8,62161121056.9,3914290.5,1734285.3,1931712.1,-197426.7,-1694867442.2,1.6,1989700,-520800,-2637524500,"2023-01-13T09:22:00.000Z",1673601720000,2510500,4518800,23125400,18600,68613505900,32836356700,35473881200,303268000
2251400,54643802400,229584506700,174940704300,423930447600,14052400,11801000,28243921652.6,29938789094.8,62161121056.9,3914290.5,1734285.3,1931712.1,-197426.7,-1694867442.2,9.6,1443500,-1172800,-16285075500,"2023-01-13T09:24:00.000Z",1673601840000,2616300,4088000,27213400,28200,63003611900,23080083700,39365159200,558369000
2462800,59658188400,255046134600,195387946200,470212839400,15516500,13053700,28243921652.6,29938789094.8,62161121056.9,3914290.5,1734285.3,1931712.1,-197426.7,-1694867442.2,3,1464100,211400,5014386000,"2023-01-13T09:26:00.000Z",1673601960000,1252700,2732900,29946300,16100,46282391800,25461627900,20447241900,373522000
2899100,65464570400,276896608800,211432038400,508197964200,16967600,14068500,28243921652.6,29938789094.8,62161121056.9,3914290.5,1734285.3,1931712.1,-197426.7,-1694867442.2,3.4,1451100,436300,5806382000,"2023-01-13T09:28:00.000Z",1673602080000,1014800,2476900,32423200,11000,37985124800,21850474200,16044092200,90558400
3901400,86946063600,321009355900,234063292300,575234779200,19341300,15439900,28243921652.6,29938789094.8,62161121056.9,3914290.5,1734285.3,1931712.1,-197426.7,-1694867442.2,12.7,2373700,1002300,21481493200,"2023-01-13T09:30:00.000Z",1673602200000,1371400,3759500,36182700,14400,67036815000,44112747100,22631253900,292814000
4374000,97680261000,346496782700,248816521700,615538896000,20816100,16442100,28243921652.6,29938789094.8,62161121056.9,3914290.5,1734285.3,1931712.1,-197426.7,-1694867442.2,6.3,1474800,472600,10734197400,"2023-01-13T09:32:00.000Z",1673602320000,1002200,2483400,38666100,6400,40304116800,25487426800,14753229400,63460600
