"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
-100,-1010000,0,1010000,1010000,0,100,41080496474.4,38840054543.8,87346175081,5724198.3,2669761.2,2565941.3,103819.8,2240441930.6,0,0,-100,-1010000,"2022-12-09T09:00:00.000Z",1670576400000,100,100,100,0,1010000,0,1010000,0
-2100,-21210000,0,21210000,21210000,0,2100,41080496474.4,38840054543.8,87346175081,5724198.3,2669761.2,2565941.3,103819.8,2240441930.6,0,0,-2000,-20200000,"2022-12-09T09:08:00.000Z",1670576880000,2000,2000,2100,0,20200000,0,20200000,0
-1900,-19190000,2020000,21210000,23230000,200,2100,41080496474.4,38840054543.8,87346175081,5724198.3,2669761.2,2565941.3,103819.8,2240441930.6,0,200,200,2020000,"2022-12-09T09:12:00.000Z",1670577120000,0,200,2300,0,2020000,2020000,0,0
704700,30440692000,77668704000,47228012000,382584931200,5164100,4459400,41080496474.4,38840054543.8,87346175081,5724198.3,2669761.2,2565941.3,103819.8,2240441930.6,13.6,5163900,706600,30459882000,"2022-12-09T09:14:00.000Z",1670577240000,4457300,27677600,27679900,18056400,382561701200,77666684000,47206802000,257688215199.99997
1200500,40265357900,131214905600,90949547700,481176515800,9113400,7912900,41080496474.4,38840054543.8,87346175081,5724198.3,2669761.2,2565941.3,103819.8,2240441930.6,4.4,3949300,495800,9824665900,"2022-12-09T09:16:00.000Z",1670577360000,3453500,7477600,35157500,74800,98591584600,53546201600,43721535700,1323847300
1163000,43627887500,173447685800,129819798300,563444408400,11902200,10739200,41080496474.4,38840054543.8,87346175081,5724198.3,2669761.2,2565941.3,103819.8,2240441930.6,1.5,2788800,-37500,3362529600,"2022-12-09T09:18:00.000Z",1670577480000,2826300,5669800,40827300,54700,82267892600,42232780200,38870250600,1164861800
-104700,27289884600,206268222500,178978337900,645738306700,14263100,14367800,41080496474.4,38840054543.8,87346175081,5724198.3,2669761.2,2565941.3,103819.8,2240441930.6,7.3,2360900,-1267700,-16338002900,"2022-12-09T09:20:00.000Z",1670577600000,3628600,6019900,46847200,30400,82293898300,32820536700,49158539600,314822000
-1979800,3631511800,238069606300,234438094500,733911063100,16479700,18459500,41080496474.4,38840054543.8,87346175081,5724198.3,2669761.2,2565941.3,103819.8,2240441930.6,10.6,2216600,-1875100,-23658372800,"2022-12-09T09:22:00.000Z",1670577720000,4091700,6373600,53220800,65300,88172756400,31801383800,55459756600,911616000
-3665900,-12378145700,266803622400,279181768100,807887460800,18218600,21884500,41080496474.4,38840054543.8,87346175081,5724198.3,2669761.2,2565941.3,103819.8,2240441930.6,7.1,1738900,-1686100,-16009657500,"2022-12-09T09:24:00.000Z",1670577840000,3425000,5202700,58423500,38800,73976397700,28734016100,44743673600,498708000
-2335900,14255647900,324654980700,310399332800,897936825800,21804000,24139900,41080496474.4,38840054543.8,87346175081,5724198.3,2669761.2,2565941.3,103819.8,2240441930.6,11.9,3585400,1330000,26633793600,"2022-12-09T09:26:00.000Z",1670577960000,2255400,5914400,64337900,73600,90049365000,57851358300,31217564700,980442000
