┌─────────┬─────┬─────┬─────┬─────┬───────┬─────────┬───────────┬─────────┬─────────┬──────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬────┬────────┬─────┬─────┬─────┬───────┬───────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┐
│ (index) │  c  │  h  │  l  │  o  │  bu   │ val_bu  │ total_vol │ sum_vol │   val   │ acum_val │   datetime    │            date            │ pbu │ psd │ puk │    bs    │ sb │  abu   │ asd │ auk │ rbu │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
│    9    │ 700 │ 700 │ 700 │ 700 │ 1000  │ 700000  │   45100   │  1000   │ 700000  │ 31570000 │ 1677233400000 │ '2023-02-24T10:10:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 4217.6 │  0  │  0  │ 0.2 │ 1000  │  700000   │ 2952352.9  │     0      │   45100   │   31570000    │  31570000   │      0      │  0.2  │
│   10    │ 700 │ 700 │ 700 │ 700 │  200  │ 140000  │   45300   │   200   │ 140000  │ 31710000 │ 1677235200000 │ '2023-02-24T10:40:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 4217.6 │  0  │  0  │  0  │  200  │  140000   │ 2952352.9  │     0      │   45300   │   31710000    │  31710000   │      0      │   0   │
│   11    │ 700 │ 700 │ 700 │ 700 │ 14100 │ 9870000 │   59400   │  14100  │ 9870000 │ 41580000 │ 1677236700000 │ '2023-02-24T11:05:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 4217.6 │  0  │  0  │ 3.3 │ 14100 │  9870000  │ 2952352.9  │     0      │   59400   │   41580000    │  41580000   │      0      │  3.3  │
│   12    │ 700 │ 700 │ 700 │ 700 │ 9800  │ 6860000 │   69200   │  9800   │ 6860000 │ 48440000 │ 1677237000000 │ '2023-02-24T11:10:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 4217.6 │  0  │  0  │ 2.3 │ 9800  │  6860000  │ 2952352.9  │     0      │   69200   │   48440000    │  48440000   │      0      │  2.3  │
│   13    │ 700 │ 700 │ 700 │ 700 │ 1500  │ 1050000 │   70700   │  1500   │ 1050000 │ 49490000 │ 1677237600000 │ '2023-02-24T11:20:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 4217.6 │  0  │  0  │ 0.4 │ 1500  │  1050000  │ 2952352.9  │     0      │   70700   │   49490000    │  49490000   │      0      │  0.4  │
│   14    │ 700 │ 700 │ 700 │ 700 │  300  │ 210000  │   71000   │   300   │ 210000  │ 49700000 │ 1677243900000 │ '2023-02-24T13:05:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 4217.6 │  0  │  0  │ 0.1 │  300  │  210000   │ 2952352.9  │     0      │   71000   │   49700000    │  49700000   │      0      │  0.1  │
│   15    │ 700 │ 700 │ 700 │ 700 │  600  │ 420000  │   71600   │   600   │ 420000  │ 50120000 │ 1677247500000 │ '2023-02-24T14:05:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 4217.6 │  0  │  0  │ 0.1 │  600  │  420000   │ 2952352.9  │     0      │   71600   │   50120000    │  50120000   │      0      │  0.1  │
│   16    │ 700 │ 700 │ 700 │ 700 │  100  │  70000  │   71700   │   100   │  70000  │ 50190000 │ 1677249300000 │ '2023-02-24T14:35:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 4217.6 │  0  │  0  │  0  │  100  │   70000   │ 2952352.9  │     0      │   71700   │   50190000    │  50190000   │      0      │   0   │
└─────────┴─────┴─────┴─────┴─────┴───────┴─────────┴───────────┴─────────┴─────────┴──────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴──────────┴────┴────────┴─────┴─────┴─────┴───────┴───────────┴────────────┴────────────┴───────────┴───────────────┴─────────────┴─────────────┴───────┘

