"acum_busd","acum_busd_val","acum_val","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
709100,16715104400,76744896700,1732600,709100,16715104400,"2023-01-17T09:14:00.000Z",1673946840000,1023500,4805100,4805100,2049000,76744896700,30224460700,13509356300,33011079700
2449200,42715542200,127534055500,2600100,1740100,26000437800,"2023-01-17T09:16:00.000Z",1673946960000,860000,3479500,8284600,19400,50789158800,38019468300,12019030500,750660000
3858900,69160837900,200569651600,3011000,1409700,26445295700,"2023-01-17T09:18:00.000Z",1673947080000,1601300,4623000,12907600,10700,73035596100,49650498400,23205202700,179895000
5348400,93485527600,276850167400,3214200,1489500,24324689700,"2023-01-17T09:20:00.000Z",1673947200000,1724700,4962300,17869900,23400,76280515800,50141601000,25816911300,322003500
6634800,110213221100,357559328600,3145600,1286400,16727693500,"2023-01-17T09:22:00.000Z",1673947320000,1859200,5053800,22923700,49000,80709161200,48198044600,31470351100,1040765500
7435300,125375238300,432561843200,2681200,800500,15162017200,"2023-01-17T09:24:00.000Z",1673947440000,1880700,4566000,27489700,4100,75002514600,45061115400,29899098200,42301000
8002800,136037741200,499190846500,2143300,567500,10662502900,"2023-01-17T09:26:00.000Z",1673947560000,1575800,3825800,31315500,106700,66629003300,38280080600,27617577700,731345000
9447900,156559475900,583516339400,3401900,1445100,20521734700,"2023-01-17T09:28:00.000Z",1673947680000,1956800,5367700,36683200,9000,84325492900,52355849200,31834114500,135529200
11218100,175584028400,664914091700,3571500,1770200,19024552500,"2023-01-17T09:30:00.000Z",1673947800000,1801300,5381800,42065000,9000,81397752300,50172882300,31148329800,76540200
11703900,179820440800,738517210500,2569800,485800,4236412400,"2023-01-17T09:32:00.000Z",1673947920000,2084000,4694600,46759600,40800,73603118800,38706179100,34469766700,427173000
11843200,181179028100,819442944600,2537800,139300,1358587300,"2023-01-17T09:34:00.000Z",1673948040000,2398500,4943100,51702700,6800,80925734100,41109270200,39750682900,65781000
11522900,174371962400,898755261500,2065400,-320300,-6807065700,"2023-01-17T09:36:00.000Z",1673948160000,2385700,4456000,56158700,4900,79312316900,36232505100,43039570800,40241000
11199100,168615239900,963607988400,2044900,-323800,-5756722500,"2023-01-17T09:38:00.000Z",1673948280000,2368700,4425900,60584600,12300,64852726900,29404044700,35160767200,287915000
11480600,180008433900,1023737951000,2107200,281500,11393194000,"2023-01-17T09:40:00.000Z",1673948400000,1825700,3938800,64523400,5900,60129962600,35730533800,24337339800,62089000
12382400,190589665200,1085112865800,2379700,901800,10581231300,"2023-01-17T09:42:00.000Z",1673948520000,1477900,3872100,68395500,14500,61374914800,35916354800,25335123500,123436500
12909200,200517634200,1154705455600,2319600,526800,9927969000,"2023-01-17T09:44:00.000Z",1673948640000,1792800,4123500,72519000,11100,69592589800,39633089400,29705120400,254380000
16204400,257586603100,1260480485900,4765300,3295200,57068968900,"2023-01-17T09:46:00.000Z",1673948760000,1470100,6245200,78764200,9800,105775030300,81351682600,24282713700,140634000
20178300,314682807200,1357727414200,5468400,3973900,57096204100,"2023-01-17T09:48:00.000Z",1673948880000,1494500,6973800,85738000,10900,97246928300,77130076700,20033872600,82979000
25812300,393967567300,1495554605900,7224400,5634000,79284760100,"2023-01-17T09:50:00.000Z",1673949000000,1590400,8854800,94592800,40000,137827191700,108336163900,29051403800,439624000
29742400,466033401000,1606937466200,5253200,3930100,72065833700,"2023-01-17T09:52:00.000Z",1673949120000,1323100,6594300,101187100,18000,111382860300,91406801000,19340967300,635092000
34075100,533397345500,1733374600000,6119500,4332700,67363944500,"2023-01-17T09:54:00.000Z",1673949240000,1786800,7971700,109158800,65400,126437133800,96452052500,29088108000,896973300
35145000,556528986900,1830758376800,3448700,1069900,23131641400,"2023-01-17T09:56:00.000Z",1673949360000,2378800,5846700,115005500,19200,97383776800,60030284100,36898642700,454850000
35724400,580322844900,1928073055200,3457400,579400,23793858000,"2023-01-17T09:58:00.000Z",1673949480000,2878000,6354800,121360300,19400,97314678400,60392197700,36598339700,324141000
35393200,574346981300,1996432403600,1937700,-331200,-5975863600,"2023-01-17T10:00:00.000Z",1673949600000,2268900,4218600,125578900,12000,68359348400,31108321900,37084185500,166841000
34720000,564070099600,2072447907100,1786700,-673200,-10276881700,"2023-01-17T10:02:00.000Z",1673949720000,2459900,4256700,129835600,10100,76015503500,32814610400,43091492100,109401000
33424200,542247176500,2139273543000,1295600,-1295800,-21822923100,"2023-01-17T10:04:00.000Z",1673949840000,2591400,3909200,133744800,22200,66825635900,22380185700,44203108800,242341400
34123000,536300501200,2241185184200,4154400,698800,-5946675300,"2023-01-17T10:06:00.000Z",1673949960000,3455600,7633000,141377800,23000,101911641200,47809414200,53756089500,346137500
35237800,559711528400,2309384184600,2549300,1114800,23411027200,"2023-01-17T10:08:00.000Z",1673950080000,1434500,3995000,145372800,11200,68199000400,45725763100,22314735900,158501400
34398000,551862600400,2384850713600,2311000,-839800,-7848928000,"2023-01-17T10:10:00.000Z",1673950200000,3150800,5464200,150837000,2400,75466529000,33787308000,41636236000,42985000
34898000,563223598200,2466920037900,2494500,500000,11360997800,"2023-01-17T10:12:00.000Z",1673950320000,1994500,4503400,155340400,14400,82069324300,46624413500,35263415700,181495100
35174000,576677555800,2531924595700,2103300,276000,13453957600,"2023-01-17T10:14:00.000Z",1673950440000,1827300,3940400,159280800,9800,65004557800,39180587700,25726630100,97340000
34815100,581085093500,2585953926300,1488100,-358900,4407537700,"2023-01-17T10:16:00.000Z",1673950560000,1847000,3342000,162622800,6900,54029330600,29174886400,24767348700,87095500
35286400,592469523900,2638004438700,1632500,471300,11384430400,"2023-01-17T10:18:00.000Z",1673950680000,1161200,2799500,165422300,5800,52050512400,31681341900,20296911500,72259000
34530200,590423939300,2693940715300,1303700,-756200,-2045584600,"2023-01-17T10:20:00.000Z",1673950800000,2059900,3375000,168797300,11400,55936276600,26846574500,28892159100,197543000
34166300,583464742400,2760046356600,1795900,-363900,-6959196900,"2023-01-17T10:22:00.000Z",1673950920000,2159800,3961100,172758400,5400,66105641300,29534221800,36493418700,78000800
34422600,589064449700,2804385043900,1467300,256300,5599707300,"2023-01-17T10:24:00.000Z",1673951040000,1211000,2681000,175439400,2700,44338687300,24930497300,19330790000,77400000
35000100,598652251100,2867746119400,2156200,577500,9587801400,"2023-01-17T10:26:00.000Z",1673951160000,1578700,3882800,179322200,147900,63361075500,35567530900,25979729500,1813815100
34255300,584148914800,2915409027100,1103500,-744800,-14503336300,"2023-01-17T10:28:00.000Z",1673951280000,1848300,2969200,182291400,17400,47662907700,16452844700,30956181000,253882000
33268000,570036788200,2960093955400,988900,-987300,-14112126600,"2023-01-17T10:30:00.000Z",1673951400000,1976200,2968900,185260300,3800,44684928300,15264924000,29377050600,42953700
32263000,550833453600,3008158074800,833000,-1005000,-19203334600,"2023-01-17T10:32:00.000Z",1673951520000,1838000,2674900,187935200,3900,48064119400,14405377900,33608712500,50029000
32168000,541784596100,3057231131300,1565100,-95000,-9048857500,"2023-01-17T10:34:00.000Z",1673951640000,1660100,3228000,191163200,2800,49073056500,19977121500,29025979000,69956000
