"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
-300,-3000,0,3000,3000,0,300,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,0,0,-300,-3000,"2022-12-12T09:12:00.000Z",1670836320000,300,300,300,0,3000,0,3000,0
-417600,-5122211100,34913538300,40035749400,197965805700,2497400,2915000,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,0.4,2497400,-417300,-5122208100,"2022-12-12T09:14:00.000Z",1670836440000,2914700,14649700,14650000,9237600,197965802700,34913538300,40035746400,123016518000
311600,-864585400,86275738700,87140324100,297310975800,6338900,6027300,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,0.4,3841500,729200,4257625700,"2022-12-12T09:16:00.000Z",1670836560000,3112300,7014000,21664000,60200,99345170100,51362200400,47104574700,878395000
764000,156421400,151102107000,150945685600,426230328400,10882200,10118200,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,0.1,4543300,452400,1021006800,"2022-12-12T09:18:00.000Z",1670836680000,4090900,8660900,30324900,26700,128919352600,64826368300,63805361500,287622800
-1710600,-33831457000,187719610000,221551067000,534335615800,13450900,15161500,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,2.8,2568700,-2474600,-33987878400,"2022-12-12T09:20:00.000Z",1670836800000,5043300,7667900,37992800,55900,108105287400,36617503000,70605381400,882403000
-3237700,-49300185800,218100893700,267401079500,610708493400,15134700,18372400,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,1.3,1683800,-1527100,-15468728800,"2022-12-12T09:22:00.000Z",1670836920000,3210900,4904100,42896900,9400,76372877600,30381283700,45850012500,141581400
-2762800,-38314805000,258187438400,296502243400,680086515000,17567600,20330400,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,0.9,2432900,474900,10985380800,"2022-12-12T09:24:00.000Z",1670837040000,1958000,4402300,47299200,11400,69378021600,40086544700,29101163900,190313000
-2740600,-37610052600,290502722300,328112774900,744317852000,19547900,22288500,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,0.1,1980300,22200,704752400,"2022-12-12T09:26:00.000Z",1670837160000,1958100,3947300,51246500,8900,64231337000,32315283900,31610531500,305521600
-1645200,-21008626100,332016791100,353025417200,811163841100,22274700,23919900,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,1.4,2726800,1095400,16601426500,"2022-12-12T09:28:00.000Z",1670837280000,1631400,4391900,55638400,33700,66845989100,41514068800,24912642300,419278000
-663600,-6193781500,383319461600,389513243100,899432869500,25788800,26452400,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,1.2,3514100,981600,14814844600,"2022-12-12T09:30:00.000Z",1670837400000,2532500,6064800,61703200,18200,88269028400,51302670500,36487825900,478532000
659700,21784405300,441010823700,419226418400,987358303900,29160400,28500700,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,2.3,3371600,1323300,27978186800,"2022-12-12T09:32:00.000Z",1670837520000,2048300,5495900,67199100,76000,87925434400,57691362100,29713175300,520897000
1299400,34279795100,495272276700,460992481600,1083550037100,32460400,31161000,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,1,3300000,639700,12495389800,"2022-12-12T09:34:00.000Z",1670837640000,2660300,5977500,73176600,17200,96191733200,54261453000,41766063200,164217000
1816700,39355783800,546059296600,506703512800,1181084779200,35796500,33979800,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,0.4,3336100,517300,5075988700,"2022-12-12T09:36:00.000Z",1670837760000,2818800,6185500,79362100,30600,97534742100,50787019900,45711031200,1036691000
3074600,58344568400,608324769300,549980200900,1287649758300,39552000,36477400,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,1.6,3755500,1257900,18988784600,"2022-12-12T09:38:00.000Z",1670837880000,2497600,6300200,85662300,47100,106564979100,62265472700,43276688100,1022818300
4160000,57650885300,655947006000,598296120700,1383948864800,43118900,38958900,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,0.1,3566900,1085400,-693683100,"2022-12-12T09:40:00.000Z",1670838000000,2481500,6071200,91733500,22800,96299106500,47622236700,48315919800,360950000
4721000,68110993500,709100748200,640989754700,1480686812000,46269300,41548300,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,0.9,3150400,561000,10460108200,"2022-12-12T09:42:00.000Z",1670838120000,2589400,5785900,97519400,46100,96737947200,53153742200,42693634000,890571000
5783000,89817499300,769348442000,679530942700,1579817972800,49605900,43822900,40791623013.9,52861530404.9,98911791696.7,6347013.1,2570621.3,3414986.1,-844364.8,-12069907391,1.8,3336600,1062000,21706505800,"2022-12-12T09:44:00.000Z",1670838240000,2274600,5631800,103151200,20600,99131160800,60247693800,38541188000,342279000
