"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
-178500,-16209408300,33849423900,50058832200,121213027300,2789500,2968000,41165264600.9,48825446654.3,95219225326.7,6130660.3,2703284.5,3127143.1,-423858.6,-7660182053.4,2.1,2789500,-178500,-16209408300,"2023-01-30T09:14:00.000Z",1675070040000,2968000,9135100,9135100,3377600,121213027300,33849423900,50058832200,37304771200
-324200,-25748641100,67116425200,92865066300,197834069200,5310800,5635000,41165264600.9,48825446654.3,95219225326.7,6130660.3,2703284.5,3127143.1,-423858.6,-7660182053.4,1.2,2521300,-145700,-9539232800,"2023-01-30T09:16:00.000Z",1675070160000,2667000,5239800,14374900,51500,76621041900,33267001300,42806234100,547806500
-2106400,-63492994400,96445358000,159938352400,295107184100,7654500,9760900,41165264600.9,48825446654.3,95219225326.7,6130660.3,2703284.5,3127143.1,-423858.6,-7660182053.4,4.9,2343700,-1782200,-37744353300,"2023-01-30T09:18:00.000Z",1675070280000,4125900,6541800,20916700,72200,97273114900,29328932800,67073286100,870896000
-4855000,-105165130500,129906900300,235072030800,405212515200,9974200,14829200,41165264600.9,48825446654.3,95219225326.7,6130660.3,2703284.5,3127143.1,-423858.6,-7660182053.4,5.4,2319700,-2748600,-41672136100,"2023-01-30T09:20:00.000Z",1675070400000,5068300,7477300,28394000,89300,110105331100,33461542300,75133678400,1510110400
-8381600,-160875129500,159265925800,320141055300,520578580600,12108200,20489800,41165264600.9,48825446654.3,95219225326.7,6130660.3,2703284.5,3127143.1,-423858.6,-7660182053.4,7.3,2134000,-3526600,-55709999000,"2023-01-30T09:22:00.000Z",1675070520000,5660600,7867900,36261900,73300,115366065400,29359025500,85069024500,938015400
-10485900,-192119435800,198889720400,391009156200,632164218100,14777000,25262900,41165264600.9,48825446654.3,95219225326.7,6130660.3,2703284.5,3127143.1,-423858.6,-7660182053.4,4.1,2668800,-2104300,-31244306300,"2023-01-30T09:24:00.000Z",1675070640000,4773100,7507000,43768900,65100,111585637500,39623794600,70868100900,1093742000
-11380800,-208919664300,253002419200,461922083500,759002881100,18846800,30227600,41165264600.9,48825446654.3,95219225326.7,6130660.3,2703284.5,3127143.1,-423858.6,-7660182053.4,2.2,4069800,-894900,-16800228500,"2023-01-30T09:26:00.000Z",1675070760000,4964700,9162200,52931100,127700,126838663000,54112698800,70912927300,1813036900
-8215600,-167697853800,333691405600,501389259400,879975385200,24593700,32809300,41165264600.9,48825446654.3,95219225326.7,6130660.3,2703284.5,3127143.1,-423858.6,-7660182053.4,5.4,5746900,3165200,41221810500,"2023-01-30T09:28:00.000Z",1675070880000,2581700,8378100,61309200,49500,120972504100,80688986400,39467175900,816341800
-3302400,-99409235100,426792852900,526202088000,1000560863900,31145600,34448000,41165264600.9,48825446654.3,95219225326.7,6130660.3,2703284.5,3127143.1,-423858.6,-7660182053.4,8.9,6551900,4913200,68288618700,"2023-01-30T09:30:00.000Z",1675071000000,1638700,8590900,69900100,400300,120585478700,93101447300,24812828600,2671202800
1308000,-43826775100,531920811400,575747586500,1156663479900,38542900,37234900,41165264600.9,48825446654.3,95219225326.7,6130660.3,2703284.5,3127143.1,-423858.6,-7660182053.4,7.3,7397300,4610400,55582460000,"2023-01-30T09:32:00.000Z",1675071120000,2786900,10244200,80144300,60000,156102616000,105127958500,49545498500,1429159000
3124000,-13414022400,607557888400,620971910800,1279405902600,43420700,40296700,41165264600.9,48825446654.3,95219225326.7,6130660.3,2703284.5,3127143.1,-423858.6,-7660182053.4,4,4877800,1816000,30412752700,"2023-01-30T09:34:00.000Z",1675071240000,3061800,8211700,88356000,272100,122742422700,75637077000,45224324300,1881021400
7467900,25936479900,683423514200,657487034300,1392905390900,50327400,42859500,41165264600.9,48825446654.3,95219225326.7,6130660.3,2703284.5,3127143.1,-423858.6,-7660182053.4,5.1,6906700,4343900,39350502300,"2023-01-30T09:36:00.000Z",1675071360000,2562800,9514500,97870500,45000,113499488300,75865625800,36515123500,1118739000
