┌─────────┬───────┬───────┬───────┬───────┬─────┬─────────┬───────────┬─────────┬─────────┬──────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬──────────┬───────┬─────┬──────┬─────┬───────┬───────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┬─────┬─────────┬─────┬─────┬─────────┬─────┐
│ (index) │   c   │   h   │   l   │   o   │ uk  │ val_uk  │ total_vol │ sum_vol │   val   │ acum_val │   datetime    │            date            │ pbu │ psd │ puk │    bs    │    sb    │  abu  │ asd │ auk  │ ruk │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │ bu  │ val_bu  │ rbu │ sd  │ val_sd  │ rsd │
├─────────┼───────┼───────┼───────┼───────┼─────┼─────────┼───────────┼─────────┼─────────┼──────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼──────────┼───────┼─────┼──────┼─────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┼─────┼─────────┼─────┼─────┼─────────┼─────┤
│    0    │ 16.3  │ 16.3  │ 16.3  │ 16.3  │ 200 │ 3260000 │    200    │   200   │ 3260000 │ 3260000  │ 1672996440000 │ '2023-01-06T09:14:00.000Z' │  0  │  0  │ 100 │   NaN    │   NaN    │ 109.1 │ 9.1 │ 18.2 │ 11  │   0   │     0     │ 1777727.3  │  147272.7  │     0     │       0       │      0      │      0      │   0   │     │         │     │     │         │     │
│    1    │ 16.3  │ 16.3  │ 16.3  │ 16.3  │     │         │    500    │   300   │ 4890000 │ 8150000  │ 1672997760000 │ '2023-01-06T09:36:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 9.1 │ 18.2 │     │  300  │  4890000  │ 1777727.3  │  147272.7  │    300    │    4890000    │   4890000   │      0      │   3   │ 300 │ 4890000 │ 2.7 │     │         │     │
│    2    │ 16.3  │ 16.3  │ 16.3  │ 16.3  │     │         │    600    │   100   │ 1630000 │ 9780000  │ 1672998240000 │ '2023-01-06T09:44:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 9.1 │ 18.2 │     │  100  │  1630000  │ 1777727.3  │  147272.7  │    400    │    6520000    │   6520000   │      0      │   1   │ 100 │ 1630000 │ 0.9 │     │         │     │
│    3    │ 16.3  │ 16.3  │ 16.3  │ 16.3  │     │         │    700    │   100   │ 1630000 │ 11410000 │ 1672998720000 │ '2023-01-06T09:52:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 9.1 │ 18.2 │     │  100  │  1630000  │ 1777727.3  │  147272.7  │    500    │    8150000    │   8150000   │      0      │   1   │ 100 │ 1630000 │ 0.9 │     │         │     │
│    4    │ 16.3  │ 16.3  │ 16.3  │ 16.3  │     │         │    800    │   100   │ 1630000 │ 13040000 │ 1672999920000 │ '2023-01-06T10:12:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 9.1 │ 18.2 │     │  100  │  1630000  │ 1777727.3  │  147272.7  │    600    │    9780000    │   9780000   │      0      │   1   │ 100 │ 1630000 │ 0.9 │     │         │     │
│    5    │ 16.3  │ 16.3  │ 16.3  │ 16.3  │     │         │    900    │   100   │ 1630000 │ 14670000 │ 1673001000000 │ '2023-01-06T10:30:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 9.1 │ 18.2 │     │  100  │  1630000  │ 1777727.3  │  147272.7  │    700    │   11410000    │  11410000   │      0      │   1   │ 100 │ 1630000 │ 0.9 │     │         │     │
│    6    │ 16.3  │ 16.3  │ 16.3  │ 16.3  │     │         │   1000    │   100   │ 1630000 │ 16300000 │ 1673002800000 │ '2023-01-06T11:00:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 9.1 │ 18.2 │     │  100  │  1630000  │ 1777727.3  │  147272.7  │    800    │   13040000    │  13040000   │      0      │   1   │ 100 │ 1630000 │ 0.9 │     │         │     │
│    7    │ 16.3  │ 16.3  │ 16.3  │ 16.3  │     │         │   1200    │   200   │ 3260000 │ 19560000 │ 1673003160000 │ '2023-01-06T11:06:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 9.1 │ 18.2 │     │  200  │  3260000  │ 1777727.3  │  147272.7  │   1000    │   16300000    │  16300000   │      0      │   2   │ 200 │ 3260000 │ 1.8 │     │         │     │
│    8    │ 16.3  │ 16.3  │ 16.3  │ 16.3  │     │         │   1300    │   100   │ 1630000 │ 21190000 │ 1673003280000 │ '2023-01-06T11:08:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 9.1 │ 18.2 │     │  100  │  1630000  │ 1777727.3  │  147272.7  │   1100    │   17930000    │  17930000   │      0      │   1   │ 100 │ 1630000 │ 0.9 │     │         │     │
│    9    │ 16.2  │ 16.2  │ 16.2  │ 16.2  │     │         │   1400    │   100   │ 1620000 │ 22810000 │ 1673013240000 │ '2023-01-06T13:54:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 109.1 │ 9.1 │ 18.2 │     │ -100  │ -1620000  │ 1777727.3  │  147272.7  │   1000    │   16310000    │  17930000   │   1620000   │   1   │     │         │     │ 100 │ 1620000 │ 11  │
│   10    │ 16.25 │ 16.25 │ 16.25 │ 16.25 │     │         │   1500    │   100   │ 1625000 │ 24435000 │ 1673013960000 │ '2023-01-06T14:06:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 9.1 │ 18.2 │     │  100  │  1625000  │ 1777727.3  │  147272.7  │   1100    │   17935000    │  19555000   │   1620000   │   1   │ 100 │ 1625000 │ 0.9 │     │         │     │
└─────────┴───────┴───────┴───────┴───────┴─────┴─────────┴───────────┴─────────┴─────────┴──────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴──────────┴──────────┴───────┴─────┴──────┴─────┴───────┴───────────┴────────────┴────────────┴───────────┴───────────────┴─────────────┴─────────────┴───────┴─────┴─────────┴─────┴─────┴─────────┴─────┘

