┌─────────┬───────┬───────┬───────┬───────┬──────┬──────────┬───────────┬─────────┬──────────┬───────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬──────────┬────────┬───────┬─────┬─────┬───────┬───────────┬───────────┬───────────────┬──────┬──────────┬─────┐
│ (index) │   c   │   h   │   l   │   o   │  sd  │  val_sd  │ total_vol │ sum_vol │   val    │ acum_val  │   datetime    │            date            │ pbu │ psd │ puk │    bs    │    sb    │  abu   │  asd  │ auk │ rsd │ bu-sd │ bu-sd_val │ acum_busd │ acum_busd_val │  bu  │  val_bu  │ rbu │
├─────────┼───────┼───────┼───────┼───────┼──────┼──────────┼───────────┼─────────┼──────────┼───────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼──────────┼────────┼───────┼─────┼─────┼───────┼───────────┼───────────┼───────────────┼──────┼──────────┼─────┤
│    0    │ 14400 │ 14400 │ 14400 │ 14400 │ 1600 │ 23040000 │   1600    │  1600   │ 23040000 │ 23040000  │ 1676366040000 │ '2023-02-14T09:14:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1081.8 │ 145.5 │  0  │ 11  │ -1600 │ -23040000 │   -1600   │   -23040000   │      │          │     │
│    1    │ 14500 │ 14500 │ 14500 │ 14500 │      │          │   1900    │   300   │ 4350000  │ 27390000  │ 1676366400000 │ '2023-02-14T09:20:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1081.8 │ 145.5 │  0  │     │  300  │  4350000  │   -1300   │   -18690000   │ 300  │ 4350000  │ 0.3 │
│    2    │ 14500 │ 14500 │ 14500 │ 14500 │      │          │   2000    │   100   │ 1450000  │ 28840000  │ 1676366640000 │ '2023-02-14T09:24:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1081.8 │ 145.5 │  0  │     │  100  │  1450000  │   -1200   │   -17240000   │ 100  │ 1450000  │ 0.1 │
│    3    │ 14700 │ 14700 │ 14450 │ 14450 │      │          │   7000    │  5000   │ 73310000 │ 102150000 │ 1676367240000 │ '2023-02-14T09:34:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1081.8 │ 145.5 │  0  │     │ 5000  │ 73310000  │   3800    │   56070000    │ 5000 │ 73310000 │ 4.6 │
│    4    │ 14750 │ 14750 │ 14600 │ 14600 │      │          │   10000   │  3000   │ 44195000 │ 146345000 │ 1676367360000 │ '2023-02-14T09:36:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1081.8 │ 145.5 │  0  │     │ 3000  │ 44195000  │   6800    │   100265000   │ 3000 │ 44195000 │ 2.8 │
│    5    │ 14700 │ 14700 │ 14700 │ 14700 │      │          │   10200   │   200   │ 2940000  │ 149285000 │ 1676367600000 │ '2023-02-14T09:40:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1081.8 │ 145.5 │  0  │     │  200  │  2940000  │   7000    │   103205000   │ 200  │ 2940000  │ 0.2 │
│    6    │ 14700 │ 14700 │ 14700 │ 14700 │      │          │   10700   │   500   │ 7350000  │ 156635000 │ 1676368320000 │ '2023-02-14T09:52:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1081.8 │ 145.5 │  0  │     │  500  │  7350000  │   7500    │   110555000   │ 500  │ 7350000  │ 0.5 │
│    7    │ 14750 │ 14750 │ 14750 │ 14750 │      │          │   12200   │  1500   │ 22125000 │ 178760000 │ 1676368440000 │ '2023-02-14T09:54:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1081.8 │ 145.5 │  0  │     │ 1500  │ 22125000  │   9000    │   132680000   │ 1500 │ 22125000 │ 1.4 │
│    8    │ 14700 │ 14700 │ 14700 │ 14700 │      │          │   12400   │   200   │ 2940000  │ 181700000 │ 1676368560000 │ '2023-02-14T09:56:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1081.8 │ 145.5 │  0  │     │  200  │  2940000  │   9200    │   135620000   │ 200  │ 2940000  │ 0.2 │
│    9    │ 14650 │ 14650 │ 14650 │ 14650 │      │          │   13400   │  1000   │ 14650000 │ 196350000 │ 1676371200000 │ '2023-02-14T10:40:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1081.8 │ 145.5 │  0  │     │ 1000  │ 14650000  │   10200   │   150270000   │ 1000 │ 14650000 │ 0.9 │
│   10    │ 14700 │ 14700 │ 14700 │ 14700 │      │          │   13500   │   100   │ 1470000  │ 197820000 │ 1676371320000 │ '2023-02-14T10:42:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1081.8 │ 145.5 │  0  │     │  100  │  1470000  │   10300   │   151740000   │ 100  │ 1470000  │ 0.1 │
└─────────┴───────┴───────┴───────┴───────┴──────┴──────────┴───────────┴─────────┴──────────┴───────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴──────────┴──────────┴────────┴───────┴─────┴─────┴───────┴───────────┴───────────┴───────────────┴──────┴──────────┴─────┘

