"acum_busd","acum_busd_val","acum_val","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
1000,12500000,15980000,1000,1000,12500000,"2022-12-29T08:58:00.000Z",1672304280000,0,1300,1300,300,15980000,12500000,0,3480000
2800,31432400,46812400,1800,1800,18932400,"2022-12-29T09:00:00.000Z",1672304400000,0,2800,4100,1000,30832400,18932400,0,11900000
5200,60023600,282803600,10900,2400,28591200,"2022-12-29T09:02:00.000Z",1672304520000,8500,19400,23500,0,235991200,132291200,103700000,0
19300,235043600,487103600,15300,14100,175020000,"2022-12-29T09:04:00.000Z",1672304640000,1200,16500,40000,0,204300000,189660000,14640000,0
26400,323233600,646833600,9000,7100,88190000,"2022-12-29T09:06:00.000Z",1672304760000,1900,12900,52900,2000,159730000,111560000,23370000,24800000
21800,266723600,713323600,400,-4600,-56510000,"2022-12-29T09:08:00.000Z",1672304880000,5000,5400,58300,0,66490000,4990000,61500000,0
20300,248273600,751453600,300,-1500,-18450000,"2022-12-29T09:10:00.000Z",1672305000000,1800,3100,61400,1000,38130000,3690000,22140000,12300000
19100,233513600,766213600,0,-1200,-14760000,"2022-12-29T09:12:00.000Z",1672305120000,1200,1200,62600,0,14760000,0,14760000,0
-168500,866800200,76495457500,2016400,-187600,633286600,"2022-12-29T09:14:00.000Z",1672305240000,2204000,5240500,5303100,1020100,75729243900,34173384600,33540098000,8015761300
-69500,3035520000,111042940700,1261900,99000,2168719800,"2022-12-29T09:16:00.000Z",1672305360000,1162900,2439500,7742600,14700,34547483200,18312136500,16143416700,91930000
363800,12568774500,146077556400,1384700,433300,9533254500,"2022-12-29T09:18:00.000Z",1672305480000,951400,2339100,10081700,3000,35034615700,22236478100,12703223600,94914000
840200,12778393500,191337086200,1679900,476400,209619000,"2022-12-29T09:20:00.000Z",1672305600000,1203500,2893800,12975500,10400,45259529800,22644282400,22434663400,180584000
666700,12984180000,225870180500,1181800,-173500,205786500,"2022-12-29T09:22:00.000Z",1672305720000,1355300,2554800,15530300,17700,34533094300,17238916100,17033129600,261048600
1476900,20200908300,263212140000,1855400,810200,7216728300,"2022-12-29T09:24:00.000Z",1672305840000,1045200,2910100,18440400,9500,37341959500,22213113400,14996385100,132461000
