"symbol","stockNo","price","vol","accumulatedVol","time","ref","side","priceChange","priceChangePercent","changeType"
"AMD","hose:18",1240,82800,690900,"14:45:07",1240,"unknown",0,0,"R"
"AMD","hose:18",1240,400,608100,"14:29:42",1240,"bu",0,0,"R"
"AMD","hose:18",1240,1000,607700,"14:29:42",1240,"bu",0,0,"R"
"AMD","hose:18",1240,100,606700,"14:29:42",1240,"bu",0,0,"R"
"AMD","hose:18",1240,2500,606600,"14:29:42",1240,"bu",0,0,"R"
"AMD","hose:18",1240,100,604100,"14:29:35",1240,"bu",0,0,"R"
"AMD","hose:18",1230,2100,604000,"14:29:05",1240,"bu",-10,-0.8,"D"
"AMD","hose:18",1230,2200,601900,"14:29:05",1240,"bu",-10,-0.8,"D"
"AMD","hose:18",1230,2000,599700,"14:28:55",1240,"bu",-10,-0.8,"D"
"AMD","hose:18",1230,1600,597700,"14:28:55",1240,"bu",-10,-0.8,"D"
"AMD","hose:18",1230,200,596100,"14:28:55",1240,"bu",-10,-0.8,"D"
"AMD","hose:18",1240,800,595900,"14:28:54",1240,"bu",0,0,"R"
"AMD","hose:18",1230,100,595100,"14:28:47",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,100,595000,"14:28:12",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,6900,594900,"14:28:12",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1240,100,588000,"14:28:01",1240,"bu",0,0,"R"
"AMD","hose:18",1230,2000,587900,"14:27:55",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,100,585900,"14:26:40",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1240,300,585800,"14:26:18",1240,"bu",0,0,"R"
"AMD","hose:18",1220,200,585500,"14:25:50",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,800,585300,"14:25:05",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,3200,584500,"14:25:05",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1240,500,581300,"14:24:50",1240,"bu",0,0,"R"
"AMD","hose:18",1240,100,580800,"14:24:50",1240,"bu",0,0,"R"
"AMD","hose:18",1240,300,580700,"14:24:50",1240,"bu",0,0,"R"
"AMD","hose:18",1240,1900,580400,"14:24:50",1240,"bu",0,0,"R"
"AMD","hose:18",1230,1000,578500,"14:24:50",1240,"unknown",-10,-0.8,"D"
"AMD","hose:18",1240,16200,577500,"14:24:50",1240,"bu",0,0,"R"
"AMD","hose:18",1240,5000,561300,"14:24:50",1240,"bu",0,0,"R"
"AMD","hose:18",1220,6800,556300,"14:24:10",1240,"bu",-20,-1.6,"D"
"AMD","hose:18",1220,500,549500,"14:24:06",1240,"bu",-20,-1.6,"D"
"AMD","hose:18",1220,100,549000,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,300,548900,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,200,548600,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,1000,548400,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,1000,547400,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,3000,546400,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,100,543400,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,1600,543300,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,900,541700,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,200,540800,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,1900,540600,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,2000,538700,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1230,1800,536700,"14:23:57",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1220,400,524200,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,10000,534900,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,500,524900,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1220,200,524400,"14:23:57",1240,"sd",-20,-1.6,"D"
"AMD","hose:18",1230,8200,523800,"14:23:35",1240,"bu",-10,-0.8,"D"
"AMD","hose:18",1230,200,515600,"14:23:29",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,500,515400,"14:23:29",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,100,514900,"14:23:28",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,100,514800,"14:23:28",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,500,514700,"14:23:28",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,300,514200,"14:23:17",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,100,513900,"14:23:17",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,500,513800,"14:23:17",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,9100,513300,"14:23:17",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1240,100,504200,"14:21:11",1240,"bu",0,0,"R"
"AMD","hose:18",1240,600,504100,"14:20:47",1240,"bu",0,0,"R"
"AMD","hose:18",1240,400,503500,"14:20:01",1240,"bu",0,0,"R"
"AMD","hose:18",1240,600,503100,"14:20:01",1240,"bu",0,0,"R"
"AMD","hose:18",1230,300,502500,"14:15:34",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,200,502200,"14:14:28",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,400,502000,"14:13:54",1240,"bu",-10,-0.8,"D"
"AMD","hose:18",1230,10000,501600,"14:13:48",1240,"bu",-10,-0.8,"D"
"AMD","hose:18",1230,5000,491600,"14:13:44",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,2000,486600,"14:13:44",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,3000,484600,"14:13:44",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1240,2000,481600,"14:12:38",1240,"bu",0,0,"R"
"AMD","hose:18",1240,2400,479600,"14:12:36",1240,"bu",0,0,"R"
"AMD","hose:18",1240,100,477200,"14:12:36",1240,"bu",0,0,"R"
"AMD","hose:18",1240,1300,477100,"14:11:59",1240,"bu",0,0,"R"
"AMD","hose:18",1240,1000,475800,"14:11:50",1240,"bu",0,0,"R"
"AMD","hose:18",1240,400,474800,"14:11:39",1240,"bu",0,0,"R"
"AMD","hose:18",1230,500,474400,"14:11:22",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,400,473900,"14:11:22",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,1000,473500,"14:10:29",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,100,472500,"14:10:29",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,100,472400,"14:10:29",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,900,472300,"14:10:29",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,800,471400,"14:10:29",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,100,470600,"14:10:29",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,2200,470500,"14:10:21",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,1000,468300,"14:09:15",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1240,100,467300,"14:06:32",1240,"bu",0,0,"R"
"AMD","hose:18",1240,1800,467200,"14:06:17",1240,"bu",0,0,"R"
"AMD","hose:18",1240,200,465400,"14:06:17",1240,"bu",0,0,"R"
"AMD","hose:18",1240,3000,465200,"14:06:17",1240,"bu",0,0,"R"
"AMD","hose:18",1240,100,462200,"14:05:35",1240,"bu",0,0,"R"
"AMD","hose:18",1240,500,462100,"14:05:14",1240,"bu",0,0,"R"
"AMD","hose:18",1240,500,461600,"14:04:56",1240,"bu",0,0,"R"
"AMD","hose:18",1240,300,461100,"14:04:38",1240,"bu",0,0,"R"
"AMD","hose:18",1230,200,460800,"14:04:07",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,5000,460600,"14:04:06",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,500,455600,"14:03:36",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,11000,455100,"14:01:55",1240,"bu",-10,-0.8,"D"
"AMD","hose:18",1230,1300,444100,"14:01:13",1240,"bu",-10,-0.8,"D"
"AMD","hose:18",1230,100,442800,"14:00:52",1240,"bu",-10,-0.8,"D"
"AMD","hose:18",1230,600,442700,"14:00:49",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1240,9800,442100,"14:00:34",1240,"bu",0,0,"R"
"AMD","hose:18",1240,5200,432300,"13:59:20",1240,"bu",0,0,"R"
"AMD","hose:18",1230,300,427100,"13:59:12",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,400,426800,"13:58:35",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,100,426400,"13:58:35",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,6200,426300,"13:57:53",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,500,420100,"13:57:53",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,500,419600,"13:57:53",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,500,419100,"13:57:53",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,400,418600,"13:57:53",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,1900,418200,"13:57:53",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1240,100,416300,"13:57:16",1240,"bu",0,0,"R"
"AMD","hose:18",1230,1100,416200,"13:56:49",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1230,600,415100,"13:56:49",1240,"sd",-10,-0.8,"D"
"AMD","hose:18",1240,100,414500,"13:56:10",1240,"bu",0,0,"R"
"AMD","hose:18",1240,400,414400,"13:55:02",1240,"bu",0,0,"R"
"AMD","hose:18",1240,300,414000,"13:55:02",1240,"bu",0,0,"R"
"AMD","hose:18",1240,1300,413700,"13:55:02",1240,"bu",0,0,"R"
