"symbol","stockNo","price","vol","accumulatedVol","time","ref","side","priceChange","priceChangePercent","changeType"
"MBB","hose:2027",18150,237300,10436100,"14:45:03",18000,"unknown",150,0.8,"U"
"MBB","hose:2027",18000,22900,10198800,"14:29:59",18000,"sd",0,0,"R"
"MBB","hose:2027",18050,200,10175900,"14:29:59",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,300,10175700,"14:29:59",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,100,10175400,"14:29:59",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,100,10175300,"14:29:59",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,100,10175200,"14:29:59",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,300,10175100,"14:29:59",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,500,10174800,"14:29:59",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,200,10174300,"14:29:59",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,2000,10174100,"14:29:59",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,2000,10172100,"14:29:59",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,1300,10170100,"14:29:59",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,1000,10168800,"14:29:53",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,500,10167800,"14:29:43",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,500,10167300,"14:29:29",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,600,10166800,"14:29:27",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,1100,10166200,"14:29:26",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,1900,10165100,"14:29:25",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,1100,10163200,"14:29:25",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,6000,10162100,"14:29:21",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,100,10156100,"14:29:15",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,3000,10156000,"14:29:14",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,8000,10153000,"14:29:13",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,100,10145000,"14:29:11",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,400,10144900,"14:29:09",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,1000,10144500,"14:29:08",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,300,10143500,"14:29:08",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,200,10143200,"14:29:04",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,100,10143000,"14:29:02",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,200,10142900,"14:28:59",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,500,10142700,"14:28:54",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18100,400,10142200,"14:28:53",18000,"bu",100,0.6,"U"
"MBB","hose:2027",18100,1000,10141800,"14:28:53",18000,"bu",100,0.6,"U"
"MBB","hose:2027",18100,1800,10140800,"14:28:53",18000,"bu",100,0.6,"U"
"MBB","hose:2027",18100,800,10139000,"14:28:53",18000,"bu",100,0.6,"U"
"MBB","hose:2027",18100,400,10138200,"14:28:53",18000,"bu",100,0.6,"U"
"MBB","hose:2027",18100,10100,10137800,"14:28:53",18000,"bu",100,0.6,"U"
"MBB","hose:2027",18050,1000,10127700,"14:28:53",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,400,10126700,"14:28:53",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,4000,10126300,"14:28:53",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,100,10122300,"14:28:53",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,100,10122200,"14:28:53",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,3800,10122100,"14:28:53",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,2400,10118300,"14:28:52",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,200,10115900,"14:28:52",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,5000,10115700,"14:28:50",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,200,10110700,"14:28:49",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,10000,10110500,"14:28:45",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,100,10100500,"14:28:44",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,100,10100400,"14:28:38",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18000,100,10100300,"14:28:36",18000,"sd",0,0,"R"
"MBB","hose:2027",18050,100,10100200,"14:28:34",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,100,10100100,"14:28:33",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,2000,10100000,"14:28:32",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,5000,10098000,"14:28:30",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18000,3900,10093000,"14:28:16",18000,"sd",0,0,"R"
"MBB","hose:2027",18050,1400,10089100,"14:28:09",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,500,10087700,"14:28:07",18000,"bu",50,0.3,"U"
"MBB","hose:2027",18050,100,10087200,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,300,10087100,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,400,10086800,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,5000,10086400,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,300,10081400,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,1000,10081100,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,1500,10080100,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,1000,10078600,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,3000,10077600,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,100,10074600,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,21000,10074500,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,2000,10053500,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,10000,10051500,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,100,10041500,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,8700,10041400,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,3000,10032700,"14:28:04",18000,"sd",50,0.3,"U"
"MBB","hose:2027",18050,200,10029700,"14:28:04",18000,"sd",50,0.3,"U"
