"symbol","stockNo","price","vol","accumulatedVol","time","ref","side","priceChange","priceChangePercent","changeType"
"VPB","hose:3852",17050,670800,18923500,"14:45:03",17100,"unknown",-50,-0.3,"D"
"VPB","hose:3852",17100,100,18252700,"14:29:57",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,7600,18252600,"14:29:49",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,200,18245000,"14:29:49",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,600,18244800,"14:29:49",17100,"sd",0,0,"R"
"VPB","hose:3852",17150,1000,18244200,"14:29:49",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17100,400,18243200,"14:29:49",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,100,18242800,"14:29:49",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,100,18242700,"14:29:49",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,500,18242600,"14:29:49",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,400,18242100,"14:29:49",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,8000,18241700,"14:29:43",17100,"sd",0,0,"R"
"VPB","hose:3852",17150,100,18233700,"14:29:36",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,2300,18233600,"14:29:19",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,400,18231300,"14:29:18",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,200,18230900,"14:29:18",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,500,18230700,"14:29:15",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,1000,18230200,"14:29:04",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,200,18229200,"14:28:56",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,400,18229000,"14:28:47",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,100,18228600,"14:28:43",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17100,1000,18228500,"14:28:28",17100,"sd",0,0,"R"
"VPB","hose:3852",17150,17800,18227500,"14:28:24",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,500,18209700,"14:28:24",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,5000,18209200,"14:28:24",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,2000,18204200,"14:28:24",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,1000,18202200,"14:28:24",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,100,18201200,"14:28:24",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,500,18201100,"14:28:24",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,2000,18200600,"14:28:23",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,900,18198600,"14:28:23",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,200,18197700,"14:28:23",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17100,10000,18197500,"14:28:20",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,500,18187500,"14:28:18",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,100,18187000,"14:28:16",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,1800,18186900,"14:28:16",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,700,18185100,"14:28:16",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,500,18184400,"14:28:16",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,1000,18183900,"14:28:16",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,1000,18182900,"14:28:16",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,500,18181900,"14:28:16",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,200,18181400,"14:28:16",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,9200,18181200,"14:28:16",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,100,18172000,"14:28:04",17100,"sd",0,0,"R"
"VPB","hose:3852",17150,900,18171900,"14:28:02",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17100,10000,18171000,"14:28:01",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,700,18161000,"14:27:56",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,200,18160300,"14:27:56",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,300,18160100,"14:27:56",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,800,18159800,"14:27:56",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,200,18159000,"14:27:38",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,10000,18158800,"14:27:38",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,1000,18148800,"14:27:38",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,100,18147800,"14:27:38",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,30000,18147700,"14:27:38",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,100,18117700,"14:27:38",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,4000,18117600,"14:27:38",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,1000,18113600,"14:27:38",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,400,18112600,"14:27:38",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,1000,18112200,"14:27:38",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,1000,18111200,"14:27:38",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,1200,18110200,"14:27:38",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,10000,18109000,"14:27:35",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,20000,18099000,"14:27:12",17100,"sd",0,0,"R"
"VPB","hose:3852",17150,1000,18079000,"14:27:00",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,200,18078000,"14:26:52",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,17700,18077800,"14:26:52",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,500,18060100,"14:26:48",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,1800,18059600,"14:26:47",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,1000,18057800,"14:26:31",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,1000,18056800,"14:26:31",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,1000,18055800,"14:26:25",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,2000,18054800,"14:26:19",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17100,2000,18052800,"14:26:04",17100,"sd",0,0,"R"
"VPB","hose:3852",17150,100,18050800,"14:25:52",17100,"unknown",50,0.3,"U"
"VPB","hose:3852",17150,100,18050700,"14:25:52",17100,"unknown",50,0.3,"U"
"VPB","hose:3852",17150,200,18050600,"14:25:52",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,200,18050400,"14:25:52",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17100,16800,18050200,"14:25:52",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,20000,18033400,"14:25:52",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,12400,18013400,"14:25:52",17100,"sd",0,0,"R"
"VPB","hose:3852",17150,100,18001000,"14:25:52",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,100,18000900,"14:25:52",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,1000,18000800,"14:25:48",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,2000,17999800,"14:25:47",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,400,17997800,"14:25:46",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,2000,17997400,"14:25:39",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,4400,17995400,"14:25:38",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,400,17991000,"14:25:38",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,1100,17990600,"14:25:35",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,1900,17989500,"14:25:35",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,500,17987600,"14:25:32",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,2600,17987100,"14:25:27",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,2000,17984500,"14:25:27",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,2900,17982500,"14:25:27",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,100,17979600,"14:25:24",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,500,17979500,"14:25:15",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,2000,17979000,"14:25:01",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,20000,17977000,"14:24:59",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,10000,17957000,"14:24:59",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,500,17947000,"14:24:54",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,500,17946500,"14:24:53",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,100,17946000,"14:24:26",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,100,17945900,"14:24:24",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,100,17945800,"14:24:05",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,100,17945700,"14:23:56",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,3000,17945600,"14:23:53",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,100,17942600,"14:23:27",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,400,17942500,"14:23:27",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,5000,17942100,"14:23:25",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,14600,17937100,"14:23:19",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,300,17922500,"14:23:19",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,100,17922200,"14:23:19",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,9900,17922100,"14:23:02",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,100,17912200,"14:23:02",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17200,1700,17912100,"14:22:55",17100,"bu",100,0.6,"U"
"VPB","hose:3852",17200,500,17910400,"14:22:47",17100,"bu",100,0.6,"U"
"VPB","hose:3852",17150,1000,17909900,"14:22:38",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,3200,17908900,"14:22:31",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,10000,17905700,"14:22:31",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,800,17895700,"14:22:31",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,700,17894900,"14:22:05",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,2300,17894200,"14:22:05",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,1000,17891900,"14:21:56",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,1000,17890900,"14:21:47",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,4600,17889900,"14:21:38",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,300,17885300,"14:21:33",17100,"bu",50,0.3,"U"
"VPB","hose:3852",17150,19500,17885000,"14:21:21",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,500,17865500,"14:21:19",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,4000,17865000,"14:21:07",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,500,17861000,"14:21:06",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,500,17860500,"14:21:00",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17100,7600,17860000,"14:20:36",17100,"sd",0,0,"R"
"VPB","hose:3852",17100,20000,17852400,"14:20:36",17100,"sd",0,0,"R"
"VPB","hose:3852",17150,200,17832400,"14:20:36",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,100,17832200,"14:20:36",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,10000,17832100,"14:20:36",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,100,17822100,"14:20:36",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,1000,17822000,"14:20:36",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,300,17821000,"14:20:36",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,1100,17820700,"14:20:36",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,10000,17819600,"14:20:36",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,5000,17809600,"14:20:36",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,2000,17804600,"14:20:36",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,2000,17802600,"14:20:36",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,3000,17800600,"14:20:36",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,400,17797600,"14:20:36",17100,"sd",50,0.3,"U"
"VPB","hose:3852",17150,300,17797200,"14:20:36",17100,"sd",50,0.3,"U"
