"symbol","stockNo","price","vol","accumulatedVol","time","ref","side","priceChange","priceChangePercent","changeType"
"KHP","hose:1728",7810,1000,40600,"14:45:04",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,500,39600,"14:28:40",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,100,39100,"14:15:30",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7890,100,39000,"14:13:01",7800,"bu",90,1.2,"U"
"KHP","hose:1728",7810,300,38900,"14:10:55",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,200,38600,"14:10:55",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,500,38400,"14:00:52",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,3000,37900,"13:58:09",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,1300,34900,"13:57:23",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,100,33600,"13:57:23",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,100,33500,"13:52:52",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,1000,33400,"13:52:10",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,1000,32400,"13:51:37",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,300,31400,"13:50:59",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,2000,31100,"13:44:25",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,500,29100,"13:41:39",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,100,28600,"13:41:39",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,100,28500,"13:36:59",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,100,28400,"13:36:59",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,3000,28300,"13:36:59",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7820,100,25300,"13:36:01",7800,"sd",20,0.3,"U"
"KHP","hose:1728",7820,100,25200,"13:27:58",7800,"sd",20,0.3,"U"
"KHP","hose:1728",7820,500,25100,"13:27:58",7800,"sd",20,0.3,"U"
"KHP","hose:1728",7820,600,24600,"13:27:58",7800,"sd",20,0.3,"U"
"KHP","hose:1728",7820,900,24000,"13:08:02",7800,"bu",20,0.3,"U"
"KHP","hose:1728",7820,100,23100,"13:05:20",7800,"bu",20,0.3,"U"
"KHP","hose:1728",7810,500,23000,"13:02:34",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,900,22500,"13:02:27",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,500,21600,"13:00:04",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,3000,21100,"13:00:03",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,500,18100,"13:00:03",7800,"sd",10,0.1,"U"
"KHP","hose:1728",7810,4000,17600,"11:10:05",7800,"bu",10,0.1,"U"
"KHP","hose:1728",7810,100,13600,"10:54:29",7800,"sd",10,0.1,"U"
"KHP","hose:1728",8000,200,13500,"10:38:33",7800,"bu",200,2.6,"U"
"KHP","hose:1728",8000,200,13300,"10:38:33",7800,"bu",200,2.6,"U"
"KHP","hose:1728",7900,2000,13100,"10:38:33",7800,"bu",100,1.3,"U"
"KHP","hose:1728",7840,1000,11100,"10:38:33",7800,"bu",40,0.5,"U"
"KHP","hose:1728",7840,100,10100,"10:38:33",7800,"bu",40,0.5,"U"
"KHP","hose:1728",7800,100,10000,"10:31:19",7800,"sd",0,0,"R"
"KHP","hose:1728",7800,100,9900,"10:27:59",7800,"bu",0,0,"R"
"KHP","hose:1728",7800,100,9800,"10:27:59",7800,"bu",0,0,"R"
"KHP","hose:1728",7800,100,9700,"10:27:59",7800,"bu",0,0,"R"
"KHP","hose:1728",7800,100,9600,"10:27:59",7800,"bu",0,0,"R"
"KHP","hose:1728",7800,100,9500,"10:27:59",7800,"bu",0,0,"R"
"KHP","hose:1728",7800,100,9400,"10:27:59",7800,"bu",0,0,"R"
"KHP","hose:1728",7800,100,9300,"10:27:59",7800,"bu",0,0,"R"
"KHP","hose:1728",7800,100,9200,"10:27:59",7800,"bu",0,0,"R"
"KHP","hose:1728",7800,100,9100,"10:27:59",7800,"bu",0,0,"R"
"KHP","hose:1728",7800,900,9000,"10:16:14",7800,"sd",0,0,"R"
"KHP","hose:1728",7630,200,8100,"10:03:39",7800,"sd",-170,-2.2,"D"
"KHP","hose:1728",7630,300,7900,"10:03:39",7800,"sd",-170,-2.2,"D"
"KHP","hose:1728",7630,500,7600,"09:58:25",7800,"sd",-170,-2.2,"D"
"KHP","hose:1728",7630,200,7100,"09:58:25",7800,"sd",-170,-2.2,"D"
"KHP","hose:1728",7880,100,6900,"09:55:58",7800,"bu",80,1,"U"
"KHP","hose:1728",7630,500,6800,"09:48:27",7800,"sd",-170,-2.2,"D"
"KHP","hose:1728",7630,500,6300,"09:48:27",7800,"sd",-170,-2.2,"D"
"KHP","hose:1728",7630,1000,5800,"09:48:27",7800,"sd",-170,-2.2,"D"
"KHP","hose:1728",7630,900,4800,"09:48:27",7800,"sd",-170,-2.2,"D"
"KHP","hose:1728",7630,100,3900,"09:47:14",7800,"sd",-170,-2.2,"D"
"KHP","hose:1728",7610,3000,3800,"09:34:13",7800,"sd",-190,-2.4,"D"
"KHP","hose:1728",7610,500,800,"09:34:13",7800,"sd",-190,-2.4,"D"
"KHP","hose:1728",7620,100,300,"09:34:13",7800,"sd",-180,-2.3,"D"
"KHP","hose:1728",7610,100,200,"09:29:18",7800,"sd",-190,-2.4,"D"
"KHP","hose:1728",7850,100,100,"09:19:23",7800,"bu",50,0.6,"U"
