[2023-07-26T02:58:19.380] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB|Threshold                    |
[2023-07-26T03:02:21.904] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:21.904] [INFO] default - My Object      |846000000|3483990.528  |0.109    |82409.094  |0.132    |1000000|3636363.636  |1555209.953  |3676470.588  |0.109       |110.17      |0.126       |100         |100         |100.000    |363636.364  |80680.847  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:22.181] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:22.181] [INFO] default - My Object      |847000000|3484134.232  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |116.16      |0.127       |100         |100         |100.000    |361010.830  |80776.215  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:22.456] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:22.456] [INFO] default - My Object      |848000000|3484306.241  |0.109    |82409.094  |0.132    |1000000|3636363.636  |1555209.953  |3676470.588  |0.109       |111.1       |0.127       |100         |100         |100.000    |363636.364  |80871.582  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:22.731] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:22.731] [INFO] default - My Object      |849000000|3484477.862  |0.109    |82409.094  |0.132    |1000000|3636363.636  |1555209.953  |3676470.588  |0.109       |108.74      |0.126       |100         |100         |100.000    |363636.364  |80966.949  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:23.025] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:23.025] [INFO] default - My Object      |850000000|3484391.974  |0.109    |82409.094  |0.132    |1000000|3412969.283  |1555209.953  |3676470.588  |0.109       |74.06       |0.134       |100         |100         |100.000    |341296.928  |81062.317  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:23.310] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:23.310] [INFO] default - My Object      |851000000|3484406.156  |0.109    |82409.094  |0.132    |1000000|3496503.497  |1555209.953  |3676470.588  |0.109       |137.68      |0.131       |100         |100         |100.000    |349650.350  |81157.684  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:23.591] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:23.592] [INFO] default - My Object      |852000000|3484491.559  |0.109    |82409.094  |0.132    |1000000|3558718.861  |1555209.953  |3676470.588  |0.109       |17.94       |0.130       |100         |100         |100.000    |355871.886  |81253.052  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:23.873] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:23.873] [INFO] default - My Object      |853000000|3484562.530  |0.109    |82409.094  |0.132    |1000000|3546099.291  |1555209.953  |3676470.588  |0.109       |125.22      |0.129       |100         |100         |100.000    |354609.929  |81348.419  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:24.155] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:24.155] [INFO] default - My Object      |854000000|3484633.338  |0.109    |82409.094  |0.132    |1000000|3546099.291  |1555209.953  |3676470.588  |0.109       |173.2       |0.129       |100         |100         |100.000    |354609.929  |81443.787  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:24.434] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:24.434] [INFO] default - My Object      |855000000|3484746.592  |0.109    |82409.094  |0.132    |1000000|3584229.391  |1555209.953  |3676470.588  |0.109       |198.62      |0.127       |100         |100         |100.000    |358422.939  |81539.154  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:24.721] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:24.721] [INFO] default - My Object      |856000000|3484746.094  |0.109    |82409.094  |0.132    |1000000|3484320.557  |1555209.953  |3676470.588  |0.109       |160.56      |0.132       |100         |100         |100.000    |348432.056  |81634.521  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:25.000] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:25.000] [INFO] default - My Object      |857000000|3484858.959  |0.109    |82409.094  |0.132    |1000000|3584229.391  |1555209.953  |3676470.588  |0.109       |184         |0.129       |100         |100         |100.000    |358422.939  |81729.889  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:25.277] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:25.277] [INFO] default - My Object      |858000000|3484999.878  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |142.59      |0.127       |100         |100         |100.000    |361010.830  |81825.256  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:25.554] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:25.554] [INFO] default - My Object      |859000000|3485140.481  |0.109    |82409.094  |0.132    |1000000|3610108.303  |1555209.953  |3676470.588  |0.109       |134.77      |0.127       |100         |100         |100.000    |361010.830  |81920.624  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:25.828] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:25.828] [INFO] default - My Object      |860000000|3485323.142  |0.109    |82409.094  |0.132    |1000000|3649635.036  |1555209.953  |3676470.588  |0.109       |26.4        |0.126       |100         |100         |100.000    |364963.504  |82015.991  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:26.103] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:26.104] [INFO] default - My Object      |861000000|3485491.288  |0.109    |82409.094  |0.132    |1000000|3636363.636  |1555209.953  |3676470.588  |0.109       |117.59      |0.127       |100         |100         |100.000    |363636.364  |82111.359  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:26.381] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:26.381] [INFO] default - My Object      |862000000|3485616.776  |0.109    |82409.094  |0.132    |1000000|3597122.302  |1555209.953  |3676470.588  |0.109       |141.55      |0.128       |100         |100         |100.000    |359712.230  |82206.726  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:26.659] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:26.659] [INFO] default - My Object      |863000000|3485741.982  |0.109    |82409.094  |0.132    |1000000|3597122.302  |1555209.953  |3676470.588  |0.109       |21.06       |0.128       |100         |100         |100.000    |359712.230  |82302.094  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:26.935] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:26.935] [INFO] default - My Object      |864000000|3485895.036  |0.109    |82409.094  |0.132    |1000000|3623188.406  |1555209.953  |3676470.588  |0.109       |28.26       |0.126       |100         |100         |100.000    |362318.841  |82397.461  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:27.210] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:27.210] [INFO] default - My Object      |865000000|3486061.798  |0.109    |82409.094  |0.132    |1000000|3636363.636  |1555209.953  |3676470.588  |0.109       |148.1       |0.127       |100         |100         |100.000    |363636.364  |82492.828  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:02:27.486] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:02:27.486] [INFO] default - My Object      |866000000|3486214.157  |0.109    |82409.094  |0.132    |1000000|3623188.406  |1555209.953  |3676470.588  |0.109       |122.56      |0.127       |100         |100         |100.000    |362318.841  |82588.196  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
