"acum_busd","acum_busd_val","acum_val","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
313200,-3142334000,182229881000,3602100,313200,-3142334000,"2023-02-13T09:14:00.000Z",1676279640000,3288900,13215100,13215100,6324100,182229881000,46507681000,49650015000,86072185000
-2269600,-36719203000,270565449000,2023300,-2582800,-33576869000,"2023-02-13T09:16:00.000Z",1676279760000,4606100,6663500,19878600,34100,88335568000,27196448000,60773317000,365803000
-5309900,-76358480000,373019405000,2134100,-3040300,-39639277000,"2023-02-13T09:18:00.000Z",1676279880000,5174400,7327400,27206000,18900,102453956000,31292666000,70931943000,229347000
-6904300,-95886900000,468129063000,2466800,-1594400,-19528420000,"2023-02-13T09:20:00.000Z",1676280000000,4061200,6573700,33779700,45700,95109658000,37349923000,56878343000,881392000
-6419400,-88523112000,555007704000,3236600,484900,7363788000,"2023-02-13T09:22:00.000Z",1676280120000,2751700,6023700,39803400,35400,86878641000,46346417000,38982629000,1549595000
-4807400,-66160127000,626445445000,3160300,1612000,22362985000,"2023-02-13T09:24:00.000Z",1676280240000,1548300,4724800,44528200,16200,71437741000,46808388000,24445403000,183950000
-3884100,-45526242000,699408680000,2729700,923300,20633885000,"2023-02-13T09:26:00.000Z",1676280360000,1806400,4561900,49090100,25800,72963235000,46676188000,26042303000,244744000
-3604700,-39851028000,761684984000,2193600,279400,5675214000,"2023-02-13T09:28:00.000Z",1676280480000,1914200,4121100,53211200,13300,62276304000,33863949000,28188735000,223620000
-3944600,-41322237000,829718100000,2092600,-339900,-1471209000,"2023-02-13T09:30:00.000Z",1676280600000,2432500,4593900,57805100,68800,68033116000,32588045000,34059254000,1385817000
-4916300,-53406739000,884896245000,1246000,-971700,-12084502000,"2023-02-13T09:32:00.000Z",1676280720000,2217700,3493100,61298200,29400,55178145000,21378346000,33462848000,336951000
-6561300,-72672073000,934366401000,967300,-1645000,-19265334000,"2023-02-13T09:34:00.000Z",1676280840000,2612300,3629000,64927200,49400,49470156000,14753069000,34018403000,698684000
-11590900,-137129624000,1024727366000,910400,-5029600,-64457551000,"2023-02-13T09:36:00.000Z",1676280960000,5940000,6877800,71805000,27400,90360965000,12833231000,77290782000,236952000
-11888500,-147482488000,1119589255000,3444400,-297600,-10352864000,"2023-02-13T09:38:00.000Z",1676281080000,3742000,7192500,78997500,6100,94861889000,42214047000,52566911000,80931000
-12926900,-162251459000,1192378379000,2035400,-1038400,-14768971000,"2023-02-13T09:40:00.000Z",1676281200000,3073800,5138300,84135800,29100,72789124000,28830494000,43599465000,359165000
-14095200,-184548786000,1259359143000,1648800,-1168300,-22297327000,"2023-02-13T09:42:00.000Z",1676281320000,2817100,4513600,88649400,47700,66980764000,22005877000,44303204000,671683000
-14870400,-196747556000,1306730857000,1108400,-775200,-12198770000,"2023-02-13T09:44:00.000Z",1676281440000,1883600,3004800,91654200,12800,47371714000,17252280000,29451050000,668384000
-15980500,-208019491000,1365716825000,1433100,-1110100,-11271935000,"2023-02-13T09:46:00.000Z",1676281560000,2543200,3978400,95632600,2100,58985968000,23838994000,35110929000,36045000
-17051700,-229122010000,1440346437000,1870400,-1071200,-21102519000,"2023-02-13T09:48:00.000Z",1676281680000,2941600,4841900,100474500,29900,74629612000,26504365000,47606884000,518363000
-18026800,-242561772000,1490298078000,1239000,-975100,-13439762000,"2023-02-13T09:50:00.000Z",1676281800000,2214100,3462300,103936800,9200,49951641000,18204275000,31644037000,103329000
-18346700,-248994446000,1539116079000,1400800,-319900,-6432674000,"2023-02-13T09:52:00.000Z",1676281920000,1720700,3153100,107089900,31600,48818001000,20912468000,27345142000,560391000
-20860600,-286729298000,1603525790000,909400,-2513900,-37734852000,"2023-02-13T09:54:00.000Z",1676282040000,3423300,4353100,111443000,20400,64409711000,13172337000,50907189000,330185000
-24842700,-338667154000,1691254043000,1252100,-3982100,-51937856000,"2023-02-13T09:56:00.000Z",1676282160000,5234200,6492500,117935500,6200,87728253000,17827521000,69765377000,135355000
-28038800,-379997940000,1795639683000,1734200,-3196100,-41330786000,"2023-02-13T09:58:00.000Z",1676282280000,4930300,6674100,124609600,9600,104385640000,31454962000,72785748000,144930000
-29109000,-377761148000,1874911371000,2236800,-1070200,2236792000,"2023-02-13T10:00:00.000Z",1676282400000,3307000,5566900,130176500,23100,79271688000,40649788000,38412996000,208904000
-28641700,-366935564000,1922288621000,1964300,467300,10825584000,"2023-02-13T10:02:00.000Z",1676282520000,1497000,3465000,133641500,3700,47377250000,29048419000,18222835000,105996000
-28024800,-358595619000,1962205889000,1733900,616900,8339945000,"2023-02-13T10:04:00.000Z",1676282640000,1117000,2856200,136497700,5300,39917268000,24045910000,15705965000,165393000
-28240500,-361411322000,2001572283000,1261400,-215700,-2815703000,"2023-02-13T10:06:00.000Z",1676282760000,1477100,2743300,139241000,4800,39366394000,18239386000,21055089000,71919000
-30052000,-379176613000,2054478705000,1355200,-1811500,-17765291000,"2023-02-13T10:08:00.000Z",1676282880000,3166700,4529200,143770200,7300,52906422000,17525948000,35291239000,89235000
-31884000,-412729797000,2128845147000,2150900,-1832000,-33553184000,"2023-02-13T10:10:00.000Z",1676283000000,3982900,6179400,149949600,45600,74366442000,20127052000,53680236000,559154000
-35009000,-467604716000,2222551057000,1767800,-3125000,-54874919000,"2023-02-13T10:12:00.000Z",1676283120000,4892800,6690300,156639900,29700,93705910000,19239577000,74114496000,351837000
-40293100,-550045705000,2347162850000,1608500,-5284100,-82440989000,"2023-02-13T10:14:00.000Z",1676283240000,6892600,8513400,165153300,12300,124611793000,20972769000,103413758000,225266000
-45618500,-622593358000,2484076672000,2050200,-5325400,-72547653000,"2023-02-13T10:16:00.000Z",1676283360000,7375600,9461100,174614400,35300,136913822000,31986220000,104533873000,393729000
-48945900,-663162853000,2588506684000,1849600,-3327400,-40569495000,"2023-02-13T10:18:00.000Z",1676283480000,5177000,7090800,181705200,64200,104430012000,31412851000,71982346000,1034815000
-50111400,-673330241000,2665046803000,2036300,-1165500,-10167388000,"2023-02-13T10:20:00.000Z",1676283600000,3201800,5253400,186958600,15300,76540119000,33029930000,43197318000,312871000
-49198400,-666781932000,2743317077000,2889700,913000,6548309000,"2023-02-13T10:22:00.000Z",1676283720000,1976700,4873500,191832100,7100,78270274000,42368083000,35819774000,82417000
-47584100,-652681188000,2812791016000,3284500,1614300,14100744000,"2023-02-13T10:24:00.000Z",1676283840000,1670200,4989300,196821400,34600,69473939000,41508551000,27407807000,557581000
-46979100,-650049695000,2856837068000,1716800,605000,2631493000,"2023-02-13T10:26:00.000Z",1676283960000,1111800,2833400,199654800,4800,44046052000,23325877000,20694384000,25791000
-46522100,-643302949000,2912602236000,2191900,457000,6746746000,"2023-02-13T10:28:00.000Z",1676284080000,1734900,3943600,203598400,16800,55765168000,31139007000,24392261000,233900000
-46475800,-635657316000,2947964395000,1289500,46300,7645633000,"2023-02-13T10:30:00.000Z",1676284200000,1243200,2533800,206132200,1100,35362159000,21485573000,13839940000,36646000
-45064800,-616123740000,2990628843000,2141700,1411000,19533576000,"2023-02-13T10:32:00.000Z",1676284320000,730700,2904700,209036900,32300,42664448000,30887222000,11353646000,423580000
-43341700,-591145411000,3037177201000,2219800,1723100,24978329000,"2023-02-13T10:34:00.000Z",1676284440000,496700,2739300,211776200,22800,46548358000,35595171000,10616842000,336345000
-42217900,-576443584000,3067349674000,1508500,1123800,14701827000,"2023-02-13T10:36:00.000Z",1676284560000,384700,1934200,213710400,41000,30172473000,22338470000,7636643000,197360000
-41477100,-565207937000,3102678450000,1490200,740800,11235647000,"2023-02-13T10:38:00.000Z",1676284680000,749400,2240700,215951100,1100,35328776000,23273864000,12038217000,16695000
-40865700,-554543871000,3128182573000,1113300,611400,10664066000,"2023-02-13T10:40:00.000Z",1676284800000,501900,1630300,217581400,15100,25504123000,17959756000,7295690000,248677000
-40493300,-548950679000,3159848705000,1100200,372400,5593192000,"2023-02-13T10:42:00.000Z",1676284920000,727800,1848200,219429600,20200,31666132000,18508917000,12915725000,241490000
-40061100,-541833998000,3188097191000,1034500,432200,7116681000,"2023-02-13T10:44:00.000Z",1676285040000,602300,1642500,221072100,5700,28248486000,17622276000,10505595000,120615000
-40301500,-541767542000,3221347864000,973500,-240400,66456000,"2023-02-13T10:46:00.000Z",1676285160000,1213900,2192800,223264900,5400,33250673000,16628869000,16562413000,59391000
-40834100,-550455509000,3262386631000,926500,-532600,-8687967000,"2023-02-13T10:48:00.000Z",1676285280000,1459100,2388100,225653000,2500,41038767000,16143450000,24831417000,63900000
-41564600,-559634362000,3295720586000,671200,-730500,-9178853000,"2023-02-13T10:50:00.000Z",1676285400000,1401700,2074200,227727200,1300,33333955000,12034006000,21212859000,87090000
-42837900,-582130733000,3337609739000,678600,-1273300,-22496371000,"2023-02-13T10:52:00.000Z",1676285520000,1951900,2704600,230431800,74100,41889153000,9186808000,31683179000,1019166000
-43372900,-593704165000,3379292970000,1078300,-535000,-11573432000,"2023-02-13T10:54:00.000Z",1676285640000,1613300,2694400,233126200,2800,41683231000,15016367000,26589799000,77065000
-43635300,-592338172000,3407125465000,876700,-262400,1365993000,"2023-02-13T10:56:00.000Z",1676285760000,1139100,2036000,235162200,20200,27832495000,14465425000,13099432000,267638000
-43507900,-590316201000,3427551351000,655000,127400,2021971000,"2023-02-13T10:58:00.000Z",1676285880000,527600,1184900,236347100,2300,20425886000,11193166000,9171195000,61525000
-43124600,-582995505000,3451439889000,907300,383300,7320696000,"2023-02-13T11:00:00.000Z",1676286000000,524000,1433100,237780200,1800,23888538000,15566667000,8245971000,75900000
-43499200,-587239957000,3480212736000,796300,-374600,-4244452000,"2023-02-13T11:02:00.000Z",1676286120000,1170900,1984500,239764700,17300,28772847000,12114715000,16359167000,298965000
-43474300,-586692374000,3507394364000,812000,24900,547583000,"2023-02-13T11:04:00.000Z",1676286240000,787100,1605800,241370500,6700,27181628000,13849910000,13302327000,29391000
-44119100,-601335096000,3537765136000,542500,-644800,-14642722000,"2023-02-13T11:06:00.000Z",1676286360000,1187300,1740300,243110800,10500,30370772000,7793145000,22435867000,141760000
-44706700,-613130711000,3568028897000,593300,-587600,-11795615000,"2023-02-13T11:08:00.000Z",1676286480000,1180900,1787400,244898200,13200,30263761000,9063833000,20859448000,340480000
-45783900,-627388866000,3605870042000,718900,-1077200,-14258155000,"2023-02-13T11:10:00.000Z",1676286600000,1796100,2515000,247413200,0,37841145000,11791495000,26049650000,0
-46596000,-638551742000,3637866986000,535700,-812100,-11162876000,"2023-02-13T11:12:00.000Z",1676286720000,1347800,1899700,249312900,16200,31996944000,10270458000,21433334000,293152000
-47117100,-642671164000,3670540908000,841600,-521100,-4119422000,"2023-02-13T11:14:00.000Z",1676286840000,1362700,2204300,251517200,0,32673922000,14277250000,18396672000,0
-47466900,-643591178000,3701677567000,646200,-349800,-920014000,"2023-02-13T11:16:00.000Z",1676286960000,996000,1654600,253171800,12400,31136659000,14968548000,15888562000,279549000
-47793400,-643970937000,3728267836000,639000,-326500,-379759000,"2023-02-13T11:18:00.000Z",1676287080000,965500,1605400,254777200,900,26590269000,13093144000,13472903000,24222000
-48013400,-645266782000,3749651093000,626600,-220000,-1295845000,"2023-02-13T11:20:00.000Z",1676287200000,846600,1555000,256332200,81800,21383257000,9453731000,10749576000,1179950000
-48057100,-645932354000,3781033955000,934800,-43700,-665572000,"2023-02-13T11:22:00.000Z",1676287320000,978500,1913900,258246100,600,31382862000,15353028000,16018600000,11234000
-48129900,-647206534000,3809972912000,768700,-72800,-1274180000,"2023-02-13T11:24:00.000Z",1676287440000,841500,1612400,259858500,2200,28938957000,13816158000,15090338000,32461000
-48854900,-655157372000,3838786462000,556900,-725000,-7950838000,"2023-02-13T11:26:00.000Z",1676287560000,1281900,1843000,261701500,4200,28813550000,10367011000,18317849000,128690000
-49208500,-656587836000,3868415120000,733300,-353600,-1430464000,"2023-02-13T11:28:00.000Z",1676287680000,1086900,1838200,263539700,18000,29628658000,14019861000,15450325000,158472000
-49217500,-656657676000,3868484960000,0,-9000,-69840000,"2023-02-13T11:30:00.000Z",1676287800000,9000,9000,263548700,0,69840000,0,69840000,0
-52101300,-695278476000,4009173428000,3410800,-2883800,-38620800000,"2023-02-13T13:00:00.000Z",1676293200000,6294600,9961200,273509900,255800,140688468000,48956913000,87577713000,4153842000
-53342200,-714246868000,4067760100000,1217700,-1240900,-18968392000,"2023-02-13T13:02:00.000Z",1676293320000,2458600,3680800,277190700,4500,58586672000,19766393000,38734785000,85494000
-55451800,-739382088000,4135557296000,1176400,-2109600,-25135220000,"2023-02-13T13:04:00.000Z",1676293440000,3286000,4486100,281676800,23700,67797196000,21193790000,46329010000,274396000
-59021700,-793551186000,4232026888000,1240800,-3569900,-54169098000,"2023-02-13T13:06:00.000Z",1676293560000,4810700,6080800,287757600,29300,96469592000,20915277000,75084375000,469940000
-64528200,-873300476000,4357961867000,1602700,-5506500,-79749290000,"2023-02-13T13:08:00.000Z",1676293680000,7109200,8740400,296498000,28500,125934979000,22966452000,102715742000,252785000
-67559800,-924713113000,4467750334000,1961400,-3031600,-51412637000,"2023-02-13T13:10:00.000Z",1676293800000,4993000,6968500,303466500,14100,109788467000,29037260000,80449897000,301310000
-70157400,-960410749000,4571892918000,2143700,-2597600,-35697636000,"2023-02-13T13:12:00.000Z",1676293920000,4741300,6941800,310408300,56800,104142584000,33773090000,69470726000,898768000
-71140400,-975062392000,4649403496000,2326700,-983000,-14651643000,"2023-02-13T13:14:00.000Z",1676294040000,3309700,5644300,316052600,7900,77510578000,31379221000,46030864000,100493000
-72102800,-995864907000,4728151439000,2012800,-962400,-20802515000,"2023-02-13T13:16:00.000Z",1676294160000,2975200,5023600,321076200,35600,78747943000,28473038000,49275553000,999352000
-74023200,-1025504205000,4789182672000,965500,-1920400,-29639298000,"2023-02-13T13:18:00.000Z",1676294280000,2885900,3855400,324931600,4000,61031233000,15629524000,45268822000,132887000
-76915800,-1066347075000,4865120821000,1430500,-2892600,-40842870000,"2023-02-13T13:20:00.000Z",1676294400000,4323100,5768100,330699700,14500,75938149000,17413582000,58256452000,268115000
-80179000,-1124674401000,4966704873000,1466800,-3263200,-58327326000,"2023-02-13T13:22:00.000Z",1676294520000,4730000,6236800,336936500,40000,101584052000,21248477000,79575803000,759772000
-83433400,-1166851234000,5073515481000,1928900,-3254400,-42176833000,"2023-02-13T13:24:00.000Z",1676294640000,5183300,7121800,344058300,9600,106810608000,32275346000,74452179000,83083000
-88553300,-1230232134000,5206516207000,1943700,-5119900,-63380900000,"2023-02-13T13:26:00.000Z",1676294760000,7063600,9031600,353089900,24300,133000726000,34500975000,97881875000,617876000
-99551900,-1381190184000,5403298194000,1349500,-10998600,-150958050000,"2023-02-13T13:28:00.000Z",1676294880000,12348100,13720300,366810200,22700,196781987000,22750112000,173708162000,323713000
-105435800,-1467566226000,5588742213000,2872400,-5883900,-86376042000,"2023-02-13T13:30:00.000Z",1676295000000,8756300,11675100,378485300,46400,185444019000,49198737000,135574779000,670503000
-106294300,-1493730433000,5710937629000,3646400,-858500,-26164207000,"2023-02-13T13:32:00.000Z",1676295120000,4504900,8174100,386659400,22800,122195416000,47872602000,74036809000,286005000
-107201000,-1513076145000,5811973464000,2448400,-906700,-19345712000,"2023-02-13T13:34:00.000Z",1676295240000,3355100,5871500,392530900,68000,101035835000,40349487000,59695199000,991149000
-107115400,-1515659385000,5883757515000,2097300,85600,-2583240000,"2023-02-13T13:36:00.000Z",1676295360000,2011700,4117000,396647900,8000,71784051000,34526616000,37109856000,147579000
-106320100,-1501895880000,5950291843000,2318000,795300,13763505000,"2023-02-13T13:38:00.000Z",1676295480000,1522700,3846100,400494000,5400,66534328000,40125047000,26361542000,47739000
-103904700,-1462718777000,6024984012000,3435200,2415400,39177103000,"2023-02-13T13:40:00.000Z",1676295600000,1019800,4487000,404981000,32000,74692169000,56742338000,17565235000,384596000
-101204900,-1425651428000,6099912417000,3672300,2699800,37067349000,"2023-02-13T13:42:00.000Z",1676295720000,972500,4647800,409628800,3000,74928405000,55950749000,18883400000,94256000
-100200700,-1413368788000,6184759335000,3249500,1004200,12282640000,"2023-02-13T13:44:00.000Z",1676295840000,2245300,5528700,415157500,33900,84846918000,48323573000,36040933000,482412000
-102046800,-1446922150000,6257766203000,1413900,-1846100,-33553362000,"2023-02-13T13:46:00.000Z",1676295960000,3260000,4701200,419858700,27300,73006868000,19576369000,53129731000,300768000
-102533300,-1455477541000,6307467333000,1168700,-486500,-8555391000,"2023-02-13T13:48:00.000Z",1676296080000,1655200,2834700,422693400,10800,49701130000,20452679000,29008070000,240381000
-103564300,-1464577795000,6354543228000,993800,-1031000,-9100254000,"2023-02-13T13:50:00.000Z",1676296200000,2024800,3027200,425720600,8600,47075895000,18915723000,28015977000,144195000
-104009900,-1466488479000,6403250045000,1315900,-445600,-1910684000,"2023-02-13T13:52:00.000Z",1676296320000,1761500,3089700,428810300,12300,48706817000,23191751000,25102435000,412631000
-104705200,-1476872790000,6465220059000,1409100,-695300,-10384311000,"2023-02-13T13:54:00.000Z",1676296440000,2104400,3517400,432327700,3900,61970014000,25742964000,36127275000,99775000
-107943600,-1534685679000,6574718226000,1543300,-3238400,-57812889000,"2023-02-13T13:56:00.000Z",1676296560000,4781700,6341600,438669300,16600,109498167000,25666812000,83479701000,351654000
-114715100,-1644110973000,6720533378000,1076100,-6771500,-109425294000,"2023-02-13T13:58:00.000Z",1676296680000,7847600,8996300,447665600,72600,145815152000,17812855000,127238149000,764148000
-117957500,-1694314723000,6824549600000,1810800,-3242400,-50203750000,"2023-02-13T14:00:00.000Z",1676296800000,5053200,6873700,454539300,9700,104016222000,26828501000,77032251000,155470000
-123146400,-1790166430000,6962202140000,1265200,-5188900,-95851707000,"2023-02-13T14:02:00.000Z",1676296920000,6454100,7863600,462402900,144300,137652540000,19685661000,115537368000,2429511000
-125524000,-1831909554000,7058375540000,1881300,-2377600,-41743124000,"2023-02-13T14:04:00.000Z",1676297040000,4258900,6146400,468549300,6200,96173400000,27162666000,68905790000,104944000
-125601000,-1839725710000,7136020401000,2252100,-77000,-7816156000,"2023-02-13T14:06:00.000Z",1676297160000,2329100,4602700,473152000,21500,77644861000,34809480000,42625636000,209745000
-126976100,-1862185786000,7232203526000,2360100,-1375100,-22460076000,"2023-02-13T14:08:00.000Z",1676297280000,3735200,6121600,479273600,26300,96183125000,36630392000,59090468000,462265000
-129776400,-1899132653000,7341646727000,2329200,-2800300,-36946867000,"2023-02-13T14:10:00.000Z",1676297400000,5129500,7606600,486880200,147900,109443201000,35267317000,72214184000,1961700000
-129465300,-1894042928000,7416496711000,2683800,311100,5089725000,"2023-02-13T14:12:00.000Z",1676297520000,2372700,5077100,491957300,20600,74849984000,39878709000,34788984000,182291000
-128740500,-1874793024000,7476638252000,2291000,724800,19249904000,"2023-02-13T14:14:00.000Z",1676297640000,1566200,3868900,495826200,11700,60141541000,39598320000,20348416000,194805000
