"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
0,0,0,0,1010000,0,0,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,0,0,0,0,"2022-12-14T09:00:00.000Z",1671008400000,0,100,100,100,1010000,0,0,1010000
914700,23310269300,86429573400,63119304100,219098777200,6623500,5708800,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,3.6,6623500,914700,23310269300,"2022-12-14T09:14:00.000Z",1671009240000,5708800,19122200,19122300,6789900,219097767200,86429573400,63119304100,69548889700
-670700,-10693223900,142046799000,152740022900,365722848600,10462100,11132800,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,5.2,3838600,-1585400,-34003493200,"2022-12-14T09:16:00.000Z",1671009360000,5424000,9362300,28484600,99700,146624071400,55617225600,89620718800,1386127000
-986600,-31305642900,194814279600,226119922500,492469605800,14801500,15788100,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,3.1,4339400,-315900,-20612419000,"2022-12-14T09:18:00.000Z",1671009480000,4655300,9040100,37524700,45400,126746757200,52767480600,73379899600,599377000
-1275300,-27374234400,254518172000,281892406400,608800771100,18414000,19689300,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,0.6,3612500,-288700,3931408500,"2022-12-14T09:20:00.000Z",1671009600000,3901200,7552400,45077100,38700,116331165300,59703892400,55772483900,854789000
-106400,-14044831000,321630045800,335674876800,730003431100,22805900,22912300,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,2,4391900,1168900,13329403400,"2022-12-14T09:22:00.000Z",1671009720000,3223000,7629000,52706100,14100,121202660000,67111873800,53782470400,308315800
-1720500,-27125641300,367082449400,394208090700,834188391600,25503900,27224400,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,2,2698000,-1614100,-13080810300,"2022-12-14T09:24:00.000Z",1671009840000,4312100,7021000,59727100,10900,104184960500,45452403600,58533213900,199343000
-507700,-12599321800,412316384700,424915706500,910326196700,28525400,29033100,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,2.2,3021500,1212800,14526319500,"2022-12-14T09:26:00.000Z",1671009960000,1808700,4836900,64564000,6700,76137805100,45233935300,30707615800,196254000
-25800,-8274114500,445725608400,453999722900,972942327800,30959600,30985400,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,0.7,2434200,481900,4325207300,"2022-12-14T09:28:00.000Z",1671010080000,1952300,4394200,68958200,7700,62616131100,33409223700,29084016400,122891000
178900,-6418893500,487125633000,493544526500,1053918412300,33905000,33726100,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,0.3,2945400,204700,1855221000,"2022-12-14T09:30:00.000Z",1671010200000,2740700,5690000,74648200,3900,80976084500,41400024600,39544803600,31256300
1726900,8450324500,533099623400,524649298900,1131692414100,37516200,35789300,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,2.3,3611200,1548000,14869218000,"2022-12-14T09:32:00.000Z",1671010320000,2063200,5754800,80403000,80400,77774001800,45973990400,31104772400,695239000
3875300,27573626600,591551338200,563977711600,1231556651600,42138800,38263500,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,2.9,4622600,2148400,19123302100,"2022-12-14T09:34:00.000Z",1671010440000,2474200,7192900,87595900,96100,99864237500,58451714800,39328412700,2084110000
5911600,38292861200,646322468500,608029607300,1330994614600,47211300,41299700,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,1.6,5072500,2036300,10719234600,"2022-12-14T09:36:00.000Z",1671010560000,3036200,8158600,95754500,49900,99437963000,54771130300,44051895700,614937000
5555900,25680335000,688054837200,662374502200,1427315281200,50421700,44865800,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,1.9,3210400,-355700,-12612526200,"2022-12-14T09:38:00.000Z",1671010680000,3566100,6796600,102551100,20100,96320666600,41732368700,54344894900,243403000
6592200,33796509600,736248721200,702452211600,1516139963800,54421100,47828900,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,1.2,3999400,1036300,8116174600,"2022-12-14T09:40:00.000Z",1671010800000,2963100,7015400,109566500,52900,88824682600,48193884000,40077709400,553089200
5831000,23738969500,766105803300,742366833800,1586084620100,56437300,50606300,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,1.5,2016200,-761200,-10057540100,"2022-12-14T09:42:00.000Z",1671010920000,2777400,4805400,114371900,11800,69944656300,29857082100,39914622200,172952000
3017900,-4776026500,805247801400,810023827900,1693242118300,60121200,57103300,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,4.3,3683900,-2813100,-28514996000,"2022-12-14T09:44:00.000Z",1671011040000,6497000,10204100,124576000,23200,107157498200,39141998100,67656994100,358506000
2372100,-23814568300,839209381300,863023949600,1780243710300,63174300,60802200,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,2.9,3053100,-645800,-19038541800,"2022-12-14T09:46:00.000Z",1671011160000,3698900,6758900,131334900,6900,87001592000,33961579900,53000121700,39890400
545500,-41929972500,875011933600,916941906100,1870105840100,65458200,64912700,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,2.8,2283900,-1826600,-18115404200,"2022-12-14T09:48:00.000Z",1671011280000,4110500,6401100,137736000,6700,89862129800,35802552300,53917956500,141621000
-3278800,-68639398600,917499300200,986138698800,1982211111400,67122300,70401100,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,4.1,1664100,-3824300,-26709426100,"2022-12-14T09:50:00.000Z",1671011400000,5488400,7171200,144907200,18700,112105271300,42487366600,69196792700,421112000
-4346600,-76836909000,953666592700,1030503501700,2063060815200,69267900,73614500,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,1.3,2145600,-1067800,-8197510400,"2022-12-14T09:52:00.000Z",1671011520000,3213400,5371300,150278500,12300,80849703800,36167292500,44364802900,317608400
-3539200,-67622944000,990214119400,1057837063400,2127061036000,71664400,75203600,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,1.4,2396500,807400,9213965000,"2022-12-14T09:54:00.000Z",1671011640000,1589100,3996100,154274600,10500,64000220800,36547526700,27333561700,119132400
-2111900,-56481451800,1030860510000,1087341961800,2197321328200,74888400,77000300,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,1.7,3224000,1427300,11141492200,"2022-12-14T09:56:00.000Z",1671011760000,1796700,5032200,159306800,11500,70260292200,40646390600,29504898400,109003200
-1658300,-60514157300,1063085540300,1123599697600,2266271063300,77408700,79067000,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,0.6,2520300,453600,-4032705500,"2022-12-14T09:58:00.000Z",1671011880000,2066700,4616000,163922800,29000,68949735100,32225030300,36257735800,466969000
-1476100,-57929796100,1091680900300,1149610696400,2321086498300,79276300,80752400,35275584004.9,41832946430.3,81654269350,5195857.4,2277101.6,2651762.3,-374660.7,-6557362425.4,0.4,1867600,182200,2584361200,"2022-12-14T10:00:00.000Z",1671012000000,1685400,3566700,167489500,13700,54815435000,28595360000,26010998800,209076200
