"acum_busd","acum_busd_val","acum_val","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
-300,-3000000,3000000,0,-300,-3000000,"2022-12-12T09:12:00.000Z",1670836320000,300,300,300,0,3000000,0,3000000,0
-417600,-4087347000,229036404000,2497400,-417300,-4084347000,"2022-12-12T09:14:00.000Z",1670836440000,2914700,14649700,14650000,9237600,229033404000,40379367000,44463714000,144190323000
311600,5438705000,343803237000,3841500,729200,9526052000,"2022-12-12T09:16:00.000Z",1670836560000,3112300,7014000,21664000,60200,114766833000,61707245000,52181193000,878395000
764000,-831190000,488827069000,4543300,452400,-6269895000,"2022-12-12T09:18:00.000Z",1670836680000,4090900,8660900,30324900,26700,145023832000,69229261000,75499156000,295415000
-1710600,-38699584000,609200476000,2568700,-2474600,-37868394000,"2022-12-12T09:20:00.000Z",1670836800000,5043300,7667900,37992800,55900,120373407000,40808308000,78676702000,888397000
-3237700,-55974305000,692719800000,1683800,-1527100,-17274721000,"2022-12-12T09:22:00.000Z",1670836920000,3210900,4904100,42896900,9400,83519324000,33035327000,50310048000,173949000
-2762800,-40806311000,771856653000,2432900,474900,15167994000,"2022-12-12T09:24:00.000Z",1670837040000,1958000,4402300,47299200,11400,79136853000,47057267000,31889273000,190313000
-2740600,-40732527000,842546525000,1980300,22200,73784000,"2022-12-12T09:26:00.000Z",1670837160000,1958100,3947300,51246500,8900,70689872000,35228268000,35154484000,307120000
-1645200,-21492242000,914767234000,2726800,1095400,19240285000,"2022-12-12T09:28:00.000Z",1670837280000,1631400,4391900,55638400,33700,72220709000,45520858000,26280573000,419278000
-663600,518999000,1017698985000,3514100,981600,22011241000,"2022-12-12T09:30:00.000Z",1670837400000,2532500,6064800,61703200,18200,102931751000,62232230000,40220989000,478532000
659700,31295185000,1114724710000,3371600,1323300,30776186000,"2022-12-12T09:32:00.000Z",1670837520000,2048300,5495900,67199100,76000,97025725000,63640507000,32864321000,520897000
1299400,46730432000,1220995554000,3300000,639700,15435247000,"2022-12-12T09:34:00.000Z",1670837640000,2660300,5977500,73176600,17200,106270844000,60770937000,45335690000,164217000
1816700,48999930000,1332374538000,3336100,517300,2269498000,"2022-12-12T09:36:00.000Z",1670837760000,2818800,6185500,79362100,30600,111378984000,56291410000,54021912000,1065662000
3074600,64120187000,1445904645000,3755500,1257900,15120257000,"2022-12-12T09:38:00.000Z",1670837880000,2497600,6300200,85662300,47100,113530107000,63594842000,48474585000,1460680000
4160000,65354474000,1548576872000,3566900,1085400,1234287000,"2022-12-12T09:40:00.000Z",1670838000000,2481500,6071200,91733500,22800,102672227000,51772782000,50538495000,360950000
4721000,78230364000,1653876449000,3150400,561000,12875890000,"2022-12-12T09:42:00.000Z",1670838120000,2589400,5785900,97519400,46100,105299577000,58642448000,45766558000,890571000
