"code","trading_date","close_value","foreign_buy_matched","foreign_sell_matched","foreign_buy","foreign_sell","proprietary_buy_matched","proprietary_sell_matched","proprietary_buy","proprietary_sell","local_individual_buy_matched","local_individual_sell_matched","local_individual_buy","local_individual_sell","local_institutional_buy_matched","local_institutional_sell_matched","local_institutional_buy","local_institutional_sell","foreign_individual_buy_matched","foreign_individual_sell_matched","foreign_individual_buy","foreign_individual_sell","foreign_institutional_buy_matched","foreign_institutional_sell_matched","foreign_institutional_buy","foreign_institutional_sell"
"AAA",1694451600,10.7,143330000,61503750,143330000,61503750,0,2451070000,0,2451119000,48835207350,46315563600,48835256650,46315612900,181680000,332080000,181680000,332031000,80595000,0,80595000,0,62735000,61503750,62735000,61503750
"AAA",1694365200,10.6,75555000,143625000,75555000,143625000,0,2808565000,0,2809585000,90136929150,87425679150,90137949150,87426699150,281755000,116370000,281755000,115350000,41300000,0,41300000,0,34255000,143625000,34255000,143625000
"AAA",1694106000,10.95,538085000,56300850,538085000,56300850,0,0,0,41000,77988614300,78290613450,77988655500,78290654650,66560000,246345000,66560000,246304000,12105000,56300850,12105000,56300850,525980000,0,525980000,0
"AAA",1694019600,11.05,349930000,2220000,349930000,2220000,0,0,0,10000,83595355350,86137970350,83595365699,86137980699,2484045000,289140000,2484045000,289130000,0,2220000,0,2220000,349930000,0,349930000,0
"AAA",1693933200,11.1,4207900000,203075000,4207900000,203075000,0,0,0,41000,130232000000,134141000000,130232000000,134141000000,269420000,365335000,269420000,365294000,4207900000,203075000,4207900000,203075000,0,0,0,0
"AAM",1696525200,10.2,0,0,0,0,0,0,0,0,123148900,122093900,123148900,122093900,0,1055000,0,1055000,0,0,0,0,0,0,0,0
"AAM",1696352400,10.5,0,8400000,0,8400000,0,0,0,0,36058700,27658699,36058700,27658699,0,0,0,0,0,8400000,0,8400000,0,0,0,0
"AAM",1696266000,10.5,1045000,0,1045000,0,0,0,0,0,8484800,9529800,8484800,9529800,0,0,0,0,1045000,0,1045000,0,0,0,0,0
"AAM",1695920400,10.5,1065000,0,1065000,0,0,0,0,0,30733000,33958000,30733000,33958000,2160000,0,2160000,0,1065000,0,1065000,0,0,0,0,0
"AAM",1695834000,10.85,0,0,0,0,0,0,0,0,15837700,15837700,15837700,15837700,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1695747600,10.25,0,0,0,0,0,0,0,0,193399800,193399800,193399800,193399800,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1695661200,10.2,0,0,0,0,0,0,0,0,69120350,69120350,69120350,69120350,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1695574800,10.55,0,0,0,0,0,0,0,0,187922700,186827700,187922700,186827700,0,1095000,0,1095000,0,0,0,0,0,0,0,0
"AAM",1695315600,10.6,0,0,0,0,0,0,0,0,198684200,196564200,198684200,196564200,0,2120000,0,2120000,0,0,0,0,0,0,0,0
"AAM",1695229200,10.9,0,0,0,0,0,0,0,0,51515700,51515700,51515700,51515700,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1695142800,10.8,0,0,0,0,0,0,0,0,91995500,91995500,91995500,91995500,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1695056400,10.7,0,0,0,0,0,0,0,0,102703700,102703700,102703700,102703700,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1694970000,10.65,0,0,0,0,0,0,0,0,44974750,43914750,44974750,43914750,0,1060000,0,1060000,0,0,0,0,0,0,0,0
"AAM",1694624400,10.6,0,4260000,0,4260000,0,0,0,0,162453000,152893000,162453000,152893000,0,5300000,0,5300000,0,0,0,0,0,4260000,0,4260000
"AAM",1694538000,10.7,0,0,0,0,0,0,0,0,114407500,114407500,114407500,114407500,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1694451600,10.7,0,0,0,0,0,0,0,0,87039900,87039900,87039900,87039900,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1694365200,10.7,0,0,0,0,0,0,0,0,132964250,130774250,132964250,130774250,0,2190000,0,2190000,0,0,0,0,0,0,0,0
"AAM",1694106000,11,0,0,0,0,0,0,0,0,181524450,188124450,181524450,188124450,6600000,0,6600000,0,0,0,0,0,0,0,0,0
"AAM",1694019600,10.75,0,0,0,0,0,0,0,0,65051649,64001649,65051649,64001649,2180000,3230000,2180000,3230000,0,0,0,0,0,0,0,0
"AAM",1693933200,10.7,0,0,0,0,0,0,0,0,83316800,82221800,83316800,82221800,1085000,2180000,1085000,2180000,0,0,0,0,0,0,0,0
"BHN",1696525200,40.5,64800000,0,64800000,0,0,0,0,0,179017000,239762000,179017000,239762000,0,4055000,0,4055000,64800000,0,64800000,0,0,0,0,0
"BHN",1696352400,41,0,0,0,0,0,0,0,0,153232000,153232000,153232000,153232000,0,0,0,0,0,0,0,0,0,0,0,0
"BHN",1696266000,41.65,4165000,0,4165000,0,0,0,0,0,41650000,45815000,41650000,45815000,0,0,0,0,4165000,0,4165000,0,0,0,0,0
"BHN",1696179600,41.65,0,0,0,0,0,0,0,0,65869000,65869000,65869000,65869000,0,0,0,0,0,0,0,0,0,0,0,0
"BHN",1695920400,41.6,0,0,0,0,0,0,0,0,324490000,324490000,324490000,324490000,0,0,0,0,0,0,0,0,0,0,0,0
"BHN",1695834000,41.5,0,0,0,0,0,0,0,0,21703050,21703050,21703050,21703050,0,0,0,0,0,0,0,0,0,0,0,0
"BHN",1695747600,41.15,0,0,0,0,0,0,0,0,38545800,38545800,38545800,38545800,0,0,0,0,0,0,0,0,0,0,0,0
"BHN",1695661200,41.8,0,0,0,0,0,0,0,0,230646500,230646500,230646500,230646500,0,0,0,0,0,0,0,0,0,0,0,0
"BHN",1695574800,41.85,0,0,0,0,0,0,0,0,80520500,80520500,80520500,80520500,0,0,0,0,0,0,0,0,0,0,0,0
"BHN",1695315600,42.55,0,4280000,0,4280000,0,0,0,0,326633000,322353000,326633000,322353000,0,0,0,0,0,4280000,0,4280000,0,0,0,0
"BHN",1695229200,43,4300000,0,4300000,0,0,0,0,0,25958500,30258500,25958500,30258500,0,0,0,0,4300000,0,4300000,0,0,0,0,0
"BHN",1695142800,43.35,0,0,0,0,0,0,0,0,60290000,60290000,60290000,60290000,0,0,0,0,0,0,0,0,0,0,0,0
"BHN",1695056400,43,0,0,0,0,0,0,0,0,442873000,442873000,442873000,442873000,0,0,0,0,0,0,0,0,0,0,0,0
"BHN",1694970000,43.4,4300000,0,4300000,0,0,0,0,0,128685000,132985000,128685000,132985000,0,0,0,0,4300000,0,4300000,0,0,0,0,0
"BHN",1694624400,43.4,86000000,0,86000000,0,0,0,0,0,564819150,650819150,564819150,650819150,0,0,0,0,0,0,0,0,86000000,0,86000000,0
"BHN",1694538000,44,0,0,0,0,0,0,0,0,82750000,82750000,82750000,82750000,0,0,0,0,0,0,0,0,0,0,0,0
"BHN",1694451600,43.5,0,0,0,0,0,0,0,0,139070000,139070000,139070000,139070000,0,0,0,0,0,0,0,0,0,0,0,0
"BHN",1694365200,43.8,82410000,0,82410000,0,0,0,0,0,1010250000,1088315000,1010250000,1088315000,0,4345000,0,4345000,82410000,0,82410000,0,0,0,0,0
"BHN",1694106000,43,8620000,0,8620000,0,0,0,0,0,34265000,42885000,34265000,42885000,0,0,0,0,8620000,0,8620000,0,0,0,0,0
"BHN",1694019600,43.45,0,12900000,0,12900000,0,0,0,0,215040000,202140000,215040000,202140000,0,0,0,0,0,12900000,0,12900000,0,0,0,0
"BIC",1696525200,26.7,4775008500,0,4775008500,0,0,0,0,0,675870799,5344164300,675870799,5344164300,0,106715000,0,106715000,8323500,0,8323500,0,4766685000,0,4766685000,0
"BIC",1696352400,25.35,1535065000,594710000,1535065000,594710000,0,0,0,0,368402649,1308757650,368402649,1308757650,0,0,0,0,0,0,0,0,1535065000,594710000,1535065000,594710000
"BIC",1696266000,25.05,1355310000,125000000,1355310000,125000000,0,0,0,0,851192399,2093657400,851192399,2093657400,12155000,0,12155000,0,0,0,0,0,1355310000,125000000,1355310000,125000000
"BIC",1695920400,25,91154000,277200000,91154000,277200000,0,0,0,0,756105700,617829700,756105700,617829700,47770000,0,47770000,0,1004000,0,1004000,0,90150000,277200000,90150000,277200000
"BIC",1695834000,25.2,5040000,60050000,5040000,7846070000,0,0,0,0,413313450,358303450,8199333450,358303450,0,0,0,0,0,0,0,0,5040000,60050000,5040000,7846070000
"BIC",1695747600,25,14820000,25150000,14820000,25150000,0,1211000,0,1211000,2735981200,2821420400,2735981200,2821420400,96980000,-200,96980000,-200,14820000,0,14820000,0,0,25150000,0,25150000
"BIC",1695661200,25.45,68425000,254410000,68425000,254410000,0,0,0,0,1057655550,874220550,1057655550,874220550,2550000,0,2550000,0,25425000,0,25425000,0,43000000,254410000,43000000,254410000
"BIC",1695574800,25.3,1883700000,3425865000,1883700000,3425865000,0,0,0,0,2942625000,1400460000,2942625000,1400460000,0,0,0,0,53920000,0,53920000,0,1829780000,3425865000,1829780000,3425865000
"BIC",1695315600,26.2,977160000,4976980000,977160000,4976980000,0,0,0,0,4896302100,1041832099,4896302100,1041832099,145350000,0,145350000,0,2540000,0,2540000,0,974620000,4976980000,974620000,4976980000
"BIC",1695229200,26.5,15985000,1331630000,15985000,1331630000,0,0,0,0,1832438700,516793699,1832438700,516793699,0,0,0,0,0,0,0,0,15985000,1331630000,15985000,1331630000
"BIC",1695142800,26.95,302525000,0,302525000,0,0,0,0,0,1521141700,1820991700,1521141700,1820991700,0,2675000,0,2675000,0,0,0,0,302525000,0,302525000,0
"BIC",1695056400,26.9,1172325000,2650000,1172325000,2650000,0,0,0,0,2138822650,3303177650,2138822650,3303177650,0,5320000,0,5320000,0,0,0,0,1172325000,2650000,1172325000,2650000
"BIC",1694970000,26.9,533985000,114730000,533985000,114730000,0,0,0,0,1140311000,1556876000,1140311000,1556876000,0,2690000,0,2690000,0,0,0,0,533985000,114730000,533985000,114730000
"BIC",1694624400,26.15,355735000,3169360000,355735000,3169360000,0,0,0,0,5813243000,2999618000,5813243000,2999618000,0,0,0,0,10590000,5310000,10590000,5310000,345145000,3164050000,345145000,3164050000
"BIC",1694538000,26.4,179260000,2568280000,179260000,2568280000,0,0,0,0,5439630000,3053460000,5439630000,3053460000,5640000,2790000,5640000,2790000,39510000,8355000,39510000,8355000,139750000,2559925000,139750000,2559925000
"BIC",1694451600,28.2,1103820000,8902556700,1103820000,8902556700,0,0,0,0,8878654750,1079918050,8878654750,1079918050,0,0,0,0,5660000,226700,5660000,226700,1098160000,8902330000,1098160000,8902330000
"BIC",1694365200,28,100445000,4560050000,100445000,4560050000,0,0,0,0,7482676400,2850256400,7482676400,2850256400,5700000,178515000,5700000,178515000,5745000,0,5745000,0,94700000,4560050000,94700000,4560050000
"BIC",1694106000,28.85,534000000,146150000,534000000,146150000,0,0,0,0,1861200700,2249050700,1861200700,2249050700,0,0,0,0,2875000,2870000,2875000,2870000,531125000,143280000,531125000,143280000
"BIC",1694019600,28.95,834595000,181595000,834595000,181595000,0,0,0,0,1908636700,2302586700,1908636700,2302586700,0,259050000,0,259050000,5790000,0,5790000,0,828805000,181595000,828805000,181595000
"BIC",1693933200,28.95,1461410000,0,1461410000,0,0,0,0,0,1339307799,2800717800,1339307799,2800717800,0,0,0,0,2840000,0,2840000,0,1458570000,0,1458570000,0
"BID",1696525200,42.2,7761785000,3458455000,7761785000,3458455000,2214855000,320255000,2214855000,6696155000,11996092800,19278802800,11996092800,19278802800,1184020000,99240000,7559920000,99240000,162150000,0,162150000,0,7599635000,3458455000,7599635000,3458455000
"BID",1696352400,42.5,13623640000,15824910000,13623640000,15824910000,6760445000,1774775000,6760445000,1774775000,12844652549,18684437549,12844652549,18684437549,4480320000,1424935000,4480320000,1424935000,155560000,41200000,155560000,41200000,13468080000,15783710000,13468080000,15783710000
"BID",1696266000,41.55,12860780000,7933080500,12860780000,7933080500,2652225000,1202030000,2652225000,1202030000,38039295750,38837670250,38039295750,38837670250,3636015000,9215535000,3636015000,9215535000,608680000,3610500,608680000,3610500,12252100000,7929470000,12252100000,7929470000
"BID",1696179600,43.95,1527990000,7692630650,1527990000,7692630650,167825000,3318765000,167825000,3318765000,28121256550,19120685900,28121256550,19120685900,570515000,255505000,570515000,255505000,1107665000,531600,1107665000,531600,420325000,7692099050,420325000,7692099050
"BID",1695920400,44.35,2417080000,8537824400,2417080000,8537824400,333340000,2151415000,333340000,2151415000,21205380350,13037875950,21205380350,13037875950,231760000,460445000,231760000,460445000,0,1524234400,0,1524234400,2417080000,7013590000,2417080000,7013590000
"BID",1695834000,44.35,18356005000,9938017600,18356005000,9938017600,547530000,4966805000,547530000,4966805000,11105031950,13801929350,11105031950,13801929350,949290000,2251105000,949290000,2251105000,4455000,0,4455000,0,18351550000,9938017600,18351550000,9938017600
"BID",1695747600,44.4,18741100000,17266844600,18741100000,17266844600,5717545000,1158685000,5717545000,1158685000,19695185600,29245486000,19695185600,29245486000,3836770000,319585000,3836770000,319585000,563220000,55750800,563220000,55750800,18177880000,17211093800,18177880000,17211093800
"BID",1695661200,44.35,16684870000,22695487100,16684870000,22695487100,5216680000,2587740000,5216680000,2587740000,26630864100,24305907000,26630864100,24305907000,1556330000,499610000,1556330000,499610000,2316020000,163816600,2316020000,163816600,14368850000,22531670500,14368850000,22531670500
"BID",1695574800,45.1,17357320000,10610848900,17357320000,10610848900,3481665000,272010000,3481665000,272010000,21156799799,29741760900,21156799799,29741760900,5074295000,6445460000,5074295000,6445460000,494170000,4550000,494170000,4550000,16863150000,10606298900,16863150000,10606298900
"BID",1695315600,46.05,33480855000,9050750000,33480855000,9050750000,1741265000,1573315000,1741265000,1573315000,44620595500,69729800500,44620595500,69729800500,2200685000,1689535000,2200685000,1689535000,155825000,202225000,155825000,202225000,33325030000,8848525000,33325030000,8848525000
"BID",1695229200,45.2,3421310000,19116563400,3421310000,19116563400,1727640000,1833365000,1727640000,1833365000,36400168950,18050475550,36400168950,18050475550,18090000,2566805000,18090000,2566805000,1601255000,0,1601255000,0,1820055000,19116563400,1820055000,19116563400
"BID",1695142800,45.7,7211200000,10327480000,7211200000,10327480000,487230000,2011335000,487230000,2011335000,21676154950,16750754950,21676154950,16750754950,1292255000,1577270000,1292255000,1577270000,95410000,703460000,95410000,703460000,7115790000,9624020000,7115790000,9624020000
"BID",1695056400,45.2,2760310000,28929397050,2760310000,28929397050,1589810000,492045000,1589810000,492045000,48681407700,24477715650,48681407700,24477715650,1021035000,153405000,1021035000,153405000,222380000,459386850,222380000,459386850,2537930000,28470010200,2537930000,28470010200
"BID",1694970000,45.75,16961155000,10966371850,16961155000,10966371850,339795000,1236815000,339795000,1236815000,49375304450,53783357600,49375304450,53783357600,123460000,813170000,123460000,813170000,78250000,967010000,78250000,967010000,16882905000,9999361850,16882905000,9999361850
"BID",1694624400,46.75,2569680000,18282400000,2569680000,18282400000,1294845000,3412995000,1294845000,3412995000,84220247650,63617802650,84220247650,63617802650,1059435000,3831010000,1059435000,3831010000,47550000,919095000,47550000,919095000,2522130000,17363305000,2522130000,17363305000
"BID",1694538000,47,21984995000,11217546000,21984995000,11217546000,762465000,4558865000,762465000,4558865000,33602643799,36272322800,33602643799,36272322800,159780000,4461150000,159780000,4461150000,90425000,103520000,90425000,103520000,21894570000,11114026000,21894570000,11114026000
"BID",1694451600,47,19770055000,8810178300,19770055000,8810178300,3294015000,582510000,3294015000,582553000,21372619700,30004026400,21372662950,30004069650,1851530000,6891505000,1851530000,6891462000,1489645000,20383300,1489645000,20383300,18280410000,8789795000,18280410000,8789795000
"BID",1694365200,46.5,8686745000,5161275000,8686745000,5161275000,1652320000,3098205000,1652320000,3102143000,34139855200,30270144850,34143792700,30274082350,817065000,6766360350,817065000,6762422350,80185000,62445000,80185000,62445000,8606560000,5098830000,8606560000,5098830000
"BID",1694106000,47,35404605000,18775669200,35404605000,18775669200,3279660000,549650000,3279660000,550135000,34025098099,45493853900,34025582649,45494338449,2643415000,10533605000,2643415000,10533120000,9420000,212675150,9420000,212675150,35395185000,18562994050,35395185000,18562994050
"BID",1694019600,47.35,7112761900,7615014950,16628761900,7615014950,1707115000,1677045000,1707115000,1677221000,45260140850,44893442800,45260316850,44893442800,1850400000,1744915000,1850400000,11260915000,141900,212234950,141900,212234950,7112620000,7402780000,16628620000,7402780000
"AAT",1696525200,5.16,0,0,0,0,0,0,0,0,711889710,710862710,711889710,710862710,0,1027000,0,1027000,0,0,0,0,0,0,0,0
"AAT",1696438800,5.16,0,0,0,0,0,0,0,0,1237323720,1232166720,1237323720,1232166720,519000,5676000,519000,5676000,0,0,0,0,0,0,0,0
"AAT",1696352400,5.18,8687000,0,8687000,0,0,0,0,0,1610955050,1619642050,1610955050,1619642050,0,0,0,0,4088000,0,4088000,0,4599000,0,4599000,0
"AAT",1696266000,5.11,0,0,0,0,0,0,0,0,1155117950,1155638950,1155117950,1155638950,521000,0,521000,0,0,0,0,0,0,0,0,0
"AAT",1696179600,5.28,0,177820,0,177820,0,0,0,0,647833830,642905010,647833830,642905010,0,4751000,0,4751000,0,177820,0,177820,0,0,0,0
"AAT",1695920400,5.2,0,5220000,0,5220000,0,0,0,0,1178941570,1173721570,1178941570,1173721570,0,0,0,0,0,0,0,0,0,5220000,0,5220000
"AAT",1695834000,5.14,0,0,0,0,0,0,0,0,515500250,515500250,515500250,515500250,0,0,0,0,0,0,0,0,0,0,0,0
"AAT",1695747600,5.18,0,22396000,0,22396000,0,426000,0,426000,1808379610,1786579210,1808379610,1786579210,1022000,400,1022000,400,0,0,0,0,0,22396000,0,22396000
"AAT",1695661200,5.18,16266000,67698000,16266000,67698000,0,0,0,0,2502609890,2451163890,2502609890,2451163890,4268000,4282000,4268000,4282000,11018000,0,11018000,0,5248000,67698000,5248000,67698000
"AAT",1695574800,5.38,199295000,27814000,199295000,27814000,0,0,0,0,2589176470,2760104470,2589176470,2760104470,2337000,2890000,2337000,2890000,199295000,0,199295000,0,0,27814000,0,27814000
"AAT",1695315600,5.78,13660000,2352000,13660000,2352000,0,0,0,0,2583409390,2698384390,2583409390,2698384390,106600000,2933000,106600000,2933000,13660000,2352000,13660000,2352000,0,0,0,0
"AAT",1695229200,6,103418000,0,103418000,0,0,0,0,0,2789057730,2964472730,2789057730,2964472730,72600000,603000,72600000,603000,0,0,0,0,103418000,0,103418000,0
"AAT",1695142800,6,211167000,26444000,211167000,26444000,0,0,0,0,2521848410,2699365410,2521848410,2699365410,0,7206000,0,7206000,182257000,26444000,182257000,26444000,28910000,0,28910000,0
"AAT",1695056400,5.89,174788000,0,174788000,0,0,0,0,0,1189804330,1364592330,1189804330,1364592330,0,0,0,0,174788000,0,174788000,0,0,0,0,0
"AAT",1694970000,5.86,408148000,0,408148000,0,0,0,0,0,1258795270,1718765270,1258795270,1718765270,52989000,1167000,52989000,1167000,408148000,0,408148000,0,0,0,0,0
"AAT",1694710800,5.81,17550000,7241060,17550000,7241060,0,0,0,0,1772754290,1782480230,1772754290,1782480230,0,583000,0,583000,17550000,3719060,17550000,3719060,0,3522000,0,3522000
"AAT",1694624400,5.79,0,16914000,0,16914000,0,0,0,0,3294552950,3271644950,3294552950,3271644950,0,5994000,0,5994000,0,1202000,0,1202000,0,15712000,0,15712000
"AAT",1694538000,6.04,612000,19681000,612000,19681000,0,0,0,0,7722726510,7875662510,7722726510,7875662510,184172000,12167000,184172000,12167000,612000,16691000,612000,16691000,0,2990000,0,2990000
"AAT",1694451600,5.9,6719000,2925000,6719000,2925000,0,0,0,0,2606154140,2610538140,2606154140,2610538140,1170000,580000,1170000,580000,3179000,2925000,3179000,2925000,3540000,0,3540000,0
"AAT",1694365200,5.87,15444000,189387000,15444000,189387000,0,587000,0,587000,7529662860,7354032860,7529662860,7354032860,11924000,13024000,11924000,13024000,0,189387000,0,189387000,15444000,0,15444000,0
"BKG",1696525200,4.4,0,0,0,0,0,0,0,0,288918610,288048610,288918610,288048610,0,870000,0,870000,0,0,0,0,0,0,0,0
"BKG",1696352400,4.39,4390000,0,4390000,0,0,0,0,0,283726540,288116540,283726540,288116540,0,0,0,0,4390000,0,4390000,0,0,0,0,0
"BKG",1696266000,4.3,0,0,0,0,0,0,0,0,2424017200,2422297200,2424017200,2422297200,0,1720000,0,1720000,0,0,0,0,0,0,0,0
"BKG",1696179600,4.42,0,0,0,0,0,0,0,0,135513490,135957490,135513490,135957490,893000,449000,893000,449000,0,0,0,0,0,0,0,0
"BKG",1695920400,4.4,0,0,0,0,0,0,0,0,4923705990,4925052990,4923705990,4925052990,1347000,0,1347000,0,0,0,0,0,0,0,0,0
"BKG",1695834000,4.42,0,0,0,0,0,0,0,0,2834804710,2834369710,2834804710,2834369710,0,435000,0,435000,0,0,0,0,0,0,0,0
"BKG",1695747600,4.4,0,0,0,0,0,0,0,0,831073180,831073180,831073180,831073180,0,0,0,0,0,0,0,0,0,0,0,0
"BKG",1695661200,4.5,0,446000,0,446000,0,0,0,0,744348840,744799840,744348840,744799840,1343000,446000,1343000,446000,0,446000,0,446000,0,0,0,0
"BKG",1695574800,4.52,0,0,0,0,0,0,0,0,780925340,780461340,780925340,780461340,0,464000,0,464000,0,0,0,0,0,0,0,0
"BKG",1695315600,4.6,0,2772000,0,2772000,0,0,0,0,465849820,463077820,465849820,463077820,0,0,0,0,0,2772000,0,2772000,0,0,0,0
"BKG",1695229200,4.7,0,0,0,0,0,0,0,0,445518470,445518470,445518470,445518470,0,0,0,0,0,0,0,0,0,0,0,0
"BKG",1695142800,4.68,0,466000,0,466000,0,0,0,0,441096920,440630920,441096920,440630920,0,0,0,0,0,466000,0,466000,0,0,0,0
"BKG",1695056400,4.64,0,0,0,0,0,0,0,0,387489700,386094700,387489700,386094700,0,1395000,0,1395000,0,0,0,0,0,0,0,0
"BKG",1694970000,4.66,472000,0,472000,0,0,0,0,0,212745970,211329970,212745970,211329970,0,1888000,0,1888000,0,0,0,0,472000,0,472000,0
"BKG",1694710800,4.72,0,0,0,0,0,0,0,0,595059360,595059360,595059360,595059360,0,0,0,0,0,0,0,0,0,0,0,0
"BKG",1694624400,4.69,0,0,0,0,0,0,0,0,610351200,610351200,610351200,610351200,0,0,0,0,0,0,0,0,0,0,0,0
"BKG",1694538000,4.72,0,0,0,0,0,0,0,0,979148320,979625320,979148320,979625320,954000,477000,954000,477000,0,0,0,0,0,0,0,0
"BKG",1694451600,4.8,0,1892000,0,1892000,0,0,0,0,495888580,493040580,495888580,493040580,0,956000,0,956000,0,1892000,0,1892000,0,0,0,0
"BKG",1694365200,4.8,0,0,0,0,0,0,0,0,425656330,426152330,425656330,426152330,986000,490000,986000,490000,0,0,0,0,0,0,0,0
"BKG",1694106000,4.9,0,487000,0,487000,0,0,0,0,962184150,961207150,962184150,961207150,0,490000,0,490000,0,487000,0,487000,0,0,0,0
"ABR",1696525200,13.3,0,0,0,0,0,0,0,0,3990000,3990000,3990000,3990000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1696352400,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1696266000,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1696179600,13.3,0,0,0,0,0,0,0,0,1330000,1330000,1330000,1330000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1695920400,12.5,0,0,0,0,0,0,0,0,6250000,6250000,6250000,6250000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1695834000,12.2,0,0,0,0,0,0,0,0,2520000,2520000,2520000,2520000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1695747600,13,0,0,0,0,0,0,0,0,5260000,5260000,5260000,5260000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1695661200,13.6,0,0,0,0,0,0,0,0,6800000,6800000,6800000,6800000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1695574800,13.6,0,0,0,0,0,0,0,0,6800000,6800000,6800000,6800000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1695315600,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
