"code","trading_date","close_value","foreign_buy_matched","foreign_sell_matched","foreign_buy","foreign_sell","proprietary_buy_matched","proprietary_sell_matched","proprietary_buy","proprietary_sell","local_individual_buy_matched","local_individual_sell_matched","local_individual_buy","local_individual_sell","local_institutional_buy_matched","local_institutional_sell_matched","local_institutional_buy","local_institutional_sell","foreign_individual_buy_matched","foreign_individual_sell_matched","foreign_individual_buy","foreign_individual_sell","foreign_institutional_buy_matched","foreign_institutional_sell_matched","foreign_institutional_buy","foreign_institutional_sell"
"AAA",1698944400,8.7,542532000,161063000,542532000,161063000,0,0,0,0,28786007000,29172756000,28786007000,29172756000,5280000,0,5280000,0,69224000,74100000,69224000,74100000,473308000,86963000,473308000,86963000
"AAA",1698858000,8.6,1011365000,12615000,1011365000,12615000,0,0,0,0,24881390920,26471040920,24881390920,26471040920,628211000,37311000,628211000,37311000,23520000,12615000,23520000,12615000,987845000,0,987845000,0
"AAA",1698771600,8.1,384483000,99130000,384483000,99130000,6408000,0,6408000,0,14392220220,14922376220,14392220220,14922376220,248815000,10420000,248815000,10420000,65555000,11240000,65555000,11240000,318928000,87890000,318928000,87890000
"AAA",1698685200,8,205596000,327082000,205596000,327082000,35847000,0,35847000,0,21270968130,21185279130,21270968130,21185279130,2433000,2483000,2433000,2483000,5697000,8280000,5697000,8280000,199899000,318802000,199899000,318802000
"AAT",1701104400,4.99,990000,0,990000,0,0,0,0,0,1194134460,1194629460,1194134460,1194629460,0,495000,0,495000,0,0,0,0,990000,0,990000,0
"AAT",1701018000,4.94,0,0,0,0,0,0,0,0,854317880,849848880,854317880,849848880,3451000,7920000,3451000,7920000,0,0,0,0,0,0,0,0
"AAT",1700758800,4.9,0,0,0,0,0,0,0,0,776256220,776259220,776256220,776259220,495000,492000,495000,492000,0,0,0,0,0,0,0,0
"AAT",1700672400,4.92,0,0,0,0,0,0,0,0,1418506390,1418013390,1418506390,1418013390,0,493000,0,493000,0,0,0,0,0,0,0,0
"AAT",1700586000,4.91,0,0,0,0,0,0,0,0,854215070,854706070,854215070,854706070,491000,0,491000,0,0,0,0,0,0,0,0,0
"AAT",1700499600,4.91,0,0,0,0,0,0,0,0,500363030,500363030,500363030,500363030,0,0,0,0,0,0,0,0,0,0,0,0
"AAT",1700413200,4.9,0,0,0,0,0,0,0,0,521131360,521131360,521131360,521131360,0,0,0,0,0,0,0,0,0,0,0,0
"AAT",1700154000,4.94,0,0,0,0,0,0,0,0,2592629500,2592126500,2592629500,2592126500,0,503000,0,503000,0,0,0,0,0,0,0,0
"AAT",1700067600,4.9,0,0,0,0,0,0,0,0,676309210,677289210,676309210,677289210,980000,0,980000,0,0,0,0,0,0,0,0,0
"AAT",1699981200,4.87,0,3984000,0,3984000,0,0,0,0,1144194060,1139232060,1144194060,1139232060,0,978000,0,978000,0,0,0,0,0,3984000,0,3984000
"AAT",1699894800,4.85,0,16551000,0,16551000,0,0,0,0,941885730,919018730,941885730,919018730,0,6316000,0,6316000,0,0,0,0,0,16551000,0,16551000
"AAT",1699808400,4.85,486000,21414000,486000,21414000,0,0,0,0,614093140,596107140,614093140,596107140,2942000,0,2942000,0,486000,0,486000,0,0,21414000,0,21414000
"AAT",1699549200,4.85,3910000,0,3910000,0,0,0,0,0,763690850,767600850,763690850,767600850,0,0,0,0,2934000,0,2934000,0,976000,0,976000,0
"AAT",1699462800,4.91,19692000,0,19692000,0,0,0,0,0,1945538890,1966212890,1945538890,1966212890,982000,0,982000,0,0,0,0,0,19692000,0,19692000,0
"AAT",1699376400,4.86,20272000,17870000,20272000,17870000,0,0,0,0,1262811990,1265213990,1262811990,1265213990,0,0,0,0,0,0,0,0,20272000,17870000,20272000,17870000
"AAT",1699290000,4.72,0,16154000,0,16154000,0,0,0,0,487105690,470477690,487105690,470477690,0,474000,0,474000,0,0,0,0,0,16154000,0,16154000
"AAT",1699203600,4.75,0,483000,0,483000,0,0,0,0,877137130,876654130,877137130,876654130,0,0,0,0,0,0,0,0,0,483000,0,483000
"AAT",1698944400,4.75,5772000,488000,5772000,488000,0,0,0,0,599557680,604841680,599557680,604841680,0,0,0,0,0,0,0,0,5772000,488000,5772000,488000
"AAT",1698858000,4.89,29347000,0,29347000,0,0,0,0,0,1260612440,1290449440,1260612440,1290449440,490000,0,490000,0,0,0,0,0,29347000,0,29347000,0
"AAT",1698771600,4.58,453000,0,453000,0,0,0,0,0,764148800,764595800,764148800,764595800,455000,461000,455000,461000,0,0,0,0,453000,0,453000,0
"DTT",1701104400,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1701018000,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1700758800,20.8,0,0,0,0,0,0,0,0,9089950,9089950,9089950,9089950,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1700672400,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1700586000,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1700499600,19.8,0,0,0,0,0,0,0,0,1891800,1891800,1891800,1891800,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1700413200,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1700154000,19.8,0,0,0,0,0,0,0,0,129850,129850,129850,129850,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1700067600,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1699981200,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1699894800,19.8,0,0,0,0,0,0,0,0,37620000,37620000,37620000,37620000,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1699808400,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1699549200,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1699462800,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1699376400,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1699290000,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1699203600,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1698944400,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1698858000,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTT",1698771600,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1701104400,15.3,0,0,0,0,0,0,0,0,44420000,44420000,44420000,44420000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1701018000,15.1,0,0,0,0,0,0,0,0,13650000,13650000,13650000,13650000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1700672400,16.25,0,0,0,0,0,0,0,0,9795000,41615000,9795000,41615000,31820000,0,31820000,0,0,0,0,0,0,0,0,0
"DTL",1700586000,15.7,0,0,0,0,0,0,0,0,9435000,9435000,9435000,9435000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1700499600,15.6,0,0,0,0,0,0,0,0,7860000,7860000,7860000,7860000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1700413200,15.3,0,0,0,0,0,0,0,0,15195000,15195000,15195000,15195000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1700154000,16,0,0,0,0,0,0,0,0,6430000,6430000,6430000,6430000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1700067600,16.3,0,0,0,0,0,0,0,0,3276300,3276300,3276300,3276300,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1699981200,16.3,0,0,0,0,0,0,0,0,6520000,6520000,6520000,6520000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1699894800,16.1,0,0,0,0,0,0,0,0,8050000,8050000,8050000,8050000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1699808400,15.9,0,0,0,0,0,0,0,0,28620000,28620000,28620000,28620000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1699549200,15.7,0,0,0,0,0,0,0,0,6280000,6280000,6280000,6280000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1699462800,15.5,0,0,0,0,0,0,0,0,15480000,15480000,15480000,15480000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1699376400,15.4,0,0,0,0,0,0,0,0,70290000,70290000,70290000,70290000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1699290000,15.4,0,0,0,0,0,0,0,0,4640000,4640000,4640000,4640000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1699203600,15.8,0,0,0,0,0,0,0,0,22030000,22030000,22030000,22030000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1698944400,15.5,0,0,0,0,0,0,0,0,23797200,23797200,23797200,23797200,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1698858000,15.2,0,0,0,0,0,0,0,0,46960000,46960000,46960000,46960000,0,0,0,0,0,0,0,0,0,0,0,0
"DTL",1698771600,14.8,0,0,0,0,0,0,0,0,13180000,11850000,13180000,11850000,0,1330000,0,1330000,0,0,0,0,0,0,0,0
"DTL",1698685200,14.3,0,0,0,0,0,0,0,0,10010000,11475000,10010000,11475000,1465000,0,1465000,0,0,0,0,0,0,0,0,0
"ABR",1701104400,13.7,0,0,0,0,0,0,0,0,54255750,54255750,54255750,54255750,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1701018000,13.9,0,0,0,0,0,0,0,0,10591850,10591850,10591850,10591850,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1700758800,13.9,0,0,0,0,0,0,0,0,2785000,2785000,2785000,2785000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1700672400,14,0,0,0,0,0,0,0,0,81960000,81960000,81960000,81960000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1700586000,14,0,0,0,0,0,0,0,0,79600000,81000000,79600000,81000000,1400000,0,1400000,0,0,0,0,0,0,0,0,0
"ABR",1700499600,13.8,0,4140000,0,4140000,0,0,0,0,18133950,13993950,18133950,13993950,0,0,0,0,0,4140000,0,4140000,0,0,0,0
"ABR",1700413200,14.45,0,0,0,0,0,0,0,0,7537450,7537450,7537450,7537450,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1700154000,14.05,0,0,0,0,0,0,0,0,223983850,223983850,223983850,223983850,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1700067600,14.1,0,0,0,0,0,0,0,0,12842200,12842200,12842200,12842200,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1699981200,14.65,0,0,0,0,0,0,0,0,29568350,29568350,29568350,29568350,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1699894800,14.7,0,0,0,0,0,0,0,0,55873250,54393250,55873250,54393250,0,1480000,0,1480000,0,0,0,0,0,0,0,0
"ABR",1699808400,14.8,0,0,0,0,0,0,0,0,89345000,89345000,89345000,89345000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1699549200,14.9,0,0,0,0,0,0,0,0,54636000,54636000,54636000,54636000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1699462800,16,4215000,0,4215000,0,0,0,0,0,519688500,525503500,519688500,525503500,1600000,0,1600000,0,4215000,0,4215000,0,0,0,0,0
"ABR",1699376400,15.1,0,0,0,0,0,0,0,0,153585000,152075000,153585000,152075000,0,1510000,0,1510000,0,0,0,0,0,0,0,0
"ABR",1699290000,16.2,0,0,0,0,0,0,0,0,50074200,50074200,50074200,50074200,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1699203600,17.4,0,0,0,0,0,0,0,0,16400,16400,16400,16400,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1698944400,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1698858000,17.4,0,0,0,0,0,0,0,0,20460000,20460000,20460000,20460000,0,0,0,0,0,0,0,0,0,0,0,0
"ABR",1698771600,17.4,0,0,0,0,0,0,0,0,15223750,15223750,15223750,15223750,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1701104400,35,0,0,0,0,0,0,0,0,7032550,7032550,7032550,7032550,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1701018000,35,0,0,0,0,0,0,0,0,34900,34900,34900,34900,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1700758800,35,0,0,0,0,0,0,0,0,70000,70000,70000,70000,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1700672400,35,0,0,0,0,0,0,0,0,35000,35000,35000,35000,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1700586000,35,0,0,0,0,0,0,0,0,3500000,3500000,3500000,3500000,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1700499600,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1700413200,35,0,0,0,0,0,0,0,0,32549,32549,32549,32549,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1700154000,35,0,0,0,0,0,0,0,0,204000,204000,204000,204000,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1700067600,35,0,0,0,0,0,0,0,0,34000,34000,34000,34000,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1699981200,35,0,0,0,0,0,0,0,0,350000,350000,350000,350000,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1699894800,35,0,0,0,0,0,0,0,0,66000,66000,66000,66000,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1699808400,35,3500000,0,3500000,0,0,0,0,0,128000,3628000,128000,3628000,0,0,0,0,3500000,0,3500000,0,0,0,0,0
"ABT",1699549200,33.9,0,0,0,0,0,0,0,0,34000,34000,34000,34000,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1699462800,33.9,0,0,0,0,0,0,0,0,33700,33700,33700,33700,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1699376400,33.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1699290000,33.9,0,0,0,0,0,0,0,0,32500,32500,32500,32500,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1699203600,33.9,0,0,0,0,0,0,0,0,101700,101700,101700,101700,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1698944400,33.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1698858000,33.9,0,0,0,0,0,0,0,0,10719000,10719000,10719000,10719000,0,0,0,0,0,0,0,0,0,0,0,0
"ABT",1698771600,34,0,0,0,0,0,0,0,0,5093000,5093000,5093000,5093000,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1701104400,9.7,0,0,0,0,0,0,0,0,26135700,26135700,26135700,26135700,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1701018000,9.7,0,0,0,0,0,0,0,0,4776530,5746530,4776530,5746530,970000,0,970000,0,0,0,0,0,0,0,0,0
"AAM",1700672400,9.97,0,0,0,0,0,0,0,0,43550740,43550740,43550740,43550740,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1700586000,9.79,0,0,0,0,0,0,0,0,39430350,41385350,39430350,41385350,1955000,0,1955000,0,0,0,0,0,0,0,0,0
"AAM",1700499600,9.7,0,0,0,0,0,0,0,0,45809020,45809020,45809020,45809020,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1700413200,9.55,0,0,0,0,0,0,0,0,52437200,51481200,52437200,51481200,0,956000,0,956000,0,0,0,0,0,0,0,0
"AAM",1700154000,10.2,0,0,0,0,0,0,0,0,107187300,107187300,107187300,107187300,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1700067600,9.88,0,0,0,0,0,0,0,0,80358600,80358600,80358600,80358600,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1699981200,10,0,0,0,0,0,0,0,0,95770210,96785210,95770210,96785210,1015000,0,1015000,0,0,0,0,0,0,0,0,0
"AAM",1699894800,9.7,0,0,0,0,0,0,0,0,89565490,70065490,89565490,70065490,0,19500000,0,19500000,0,0,0,0,0,0,0,0
"AAM",1699808400,9.9,51201000,0,51201000,0,0,0,0,0,33258100,84459100,33258100,84459100,0,0,0,0,51201000,0,51201000,0,0,0,0,0
"AAM",1699549200,9.45,0,0,0,0,0,0,0,0,61399010,61399010,61399010,61399010,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1699462800,9.6,0,0,0,0,0,0,0,0,53475650,53475650,53475650,53475650,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1699376400,9.55,0,0,0,0,0,0,0,0,35362260,35362260,35362260,35362260,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1699290000,9.59,0,0,0,0,0,0,0,0,12386000,12386000,12386000,12386000,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1699203600,9.65,926000,0,926000,0,0,0,0,0,51760100,52686100,51760100,52686100,0,0,0,0,926000,0,926000,0,0,0,0,0
"AAM",1698944400,9.26,0,0,0,0,0,0,0,0,25234000,25234000,25234000,25234000,0,0,0,0,0,0,0,0,0,0,0,0
"AAM",1698858000,9.74,0,0,0,0,0,0,0,0,45579520,41036520,45579520,41036520,0,4543000,0,4543000,0,0,0,0,0,0,0,0
"AAM",1698771600,9.4,0,0,0,0,0,0,0,0,104920700,89921700,104920700,89921700,0,14999000,0,14999000,0,0,0,0,0,0,0,0
"AAM",1698685200,9.17,0,0,0,0,0,0,0,0,18021920,18021920,18021920,18021920,0,0,0,0,0,0,0,0,0,0,0,0
"DXG",1701104400,19.75,7799075000,25282260000,7799075000,25282260000,63085000,0,63085000,0,311363536150,287394871150,312266036150,287394871150,4454810000,11003375000,4454810000,11905875000,100730000,19750000,100730000,19750000,7698345000,25262510000,7698345000,25262510000
"DXG",1701018000,19.4,188155000,5157105000,188155000,5157105000,152570000,0,152570000,0,210614508050,206374003050,210614508050,209494003050,1681810000,1105935000,4801810000,1105935000,35585000,39200000,35585000,39200000,152570000,5117905000,152570000,5117905000
"DXG",1700758800,20,10915230000,7299635000,10915230000,7299635000,86350000,4489340000,86350000,4489340000,500586876750,500624971750,503706876750,503744971750,6334760000,5509270000,6334760000,5509270000,389785000,59165000,389785000,59165000,10525445000,7240470000,10525445000,7240470000
"DXG",1700672400,19.75,15315335000,26116222000,15315335000,26116222000,46750000,372240000,46750000,372240000,442829459100,428668957100,442829459100,428668957100,1407060000,4441185000,1407060000,4441185000,206060000,353427000,206060000,353427000,15109275000,25762795000,15109275000,25762795000
"DXG",1700586000,21.2,7468655000,5260245000,7468655000,5260245000,4790440000,0,4790440000,0,778348966550,785235481550,778348966550,785235481550,6784505000,6896840000,6784505000,6896840000,2816665000,818000000,2816665000,818000000,4651990000,4442245000,4651990000,4442245000
"DXG",1700499600,20.25,6133800000,7392635000,6133800000,7392635000,0,0,0,1982700000,283979078900,283298243900,283979078900,283298243900,3477450000,2899450000,5460150000,2899450000,506650000,38485000,506650000,38485000,5627150000,7354150000,5627150000,7354150000
"DXG",1700413200,20.15,22542767000,1994835000,22542767000,1994835000,0,2816500000,0,2816500000,293249717400,304478564400,293249717400,304478564400,2613685000,9116270000,2613685000,9116270000,1548147000,1663105000,1548147000,1663105000,20994620000,331730000,20994620000,331730000
"DXG",1700154000,19.8,3697265000,35874766000,3697265000,35874766000,2155010000,10103455000,2155010000,10103455000,604805196050,569480725050,604805196050,569480725050,7785970000,2984495000,7785970000,2984495000,337235000,5998750000,337235000,5998750000,3360030000,29876016000,3360030000,29876016000
"DXG",1700067600,20.55,17377045000,11306305000,17377045000,11306305000,44770000,11062515000,44770000,11062515000,301569236900,310782766900,301569236900,316560766900,16131850000,1971315000,21909850000,1971315000,645280000,178030000,645280000,178030000,16731765000,11128275000,16731765000,11128275000
"DXG",1699981200,20.1,59043740000,5432332450,59043740000,5432332450,112695000,0,112695000,0,414315741600,474459529150,414315741600,474459529150,9369520000,2949835000,9369520000,2949835000,140445000,1020222450,140445000,1020222450,58903295000,4412110000,58903295000,4412110000
"DXG",1699894800,19.95,41009800000,10421905000,41009800000,10421905000,0,5134720000,0,5134720000,379969213450,414356153450,379969213450,414356153450,17178145000,8244380000,17178145000,8244380000,1150980000,81185000,1150980000,81185000,39858820000,10340720000,39858820000,10340720000
"DXG",1699808400,20.15,7708715000,22608120000,7708715000,22608120000,0,4214290000,0,4214290000,367896031850,349285396850,368656031850,349285396850,4809700000,4306640000,4809700000,5066640000,3764315000,1015900000,3764315000,1015900000,3944400000,21592220000,3944400000,21592220000
"DXG",1699549200,19.8,12715555000,1894070000,12715555000,1894070000,2895385000,0,2895385000,0,645290899950,648465899950,645290899950,648465899950,11464385000,22006255000,11464385000,22006255000,3697615000,531800000,3697615000,531800000,9017940000,1362270000,9017940000,1362270000
"DXG",1699462800,19.45,10735890000,19204585000,38887890000,47356585000,0,0,28152000000,0,509849240100,497587725050,509849240100,497587725050,3489769950,7282590000,-24662230050,7282590000,3385345000,749945000,3385345000,749945000,7350545000,18454640000,35502545000,46606640000
"DXG",1699376400,19,13921320000,4537970000,13921320000,4537970000,39380000,0,39380000,0,365949124200,375584219200,365949124200,375584219200,8255640000,8043275000,8255640000,8043275000,2549550000,206930000,2549550000,206930000,11371770000,4331040000,11371770000,4331040000
"DXG",1699290000,17.8,4954265000,12955170000,4954265000,12955170000,18100000,54150000,18100000,3700950000,264341034550,259789669550,264341034550,259789669550,6502420000,3016830000,10149220000,3016830000,186620000,0,186620000,0,4767645000,12955170000,4767645000,12955170000
"DXG",1699203600,18.25,2354250000,9066645000,2354250000,9066645000,215800000,0,215800000,0,228001431450,227228176450,228001431450,227228176450,6141780000,418440000,6141780000,418440000,0,397900000,0,397900000,2354250000,8668745000,2354250000,8668745000
"DXG",1698944400,18.05,18368030000,3614525000,41305530000,3614525000,3641425000,0,3641425000,0,343904119800,369909769800,343904119800,369909769800,10810030000,3199310000,10810030000,26136810000,551765000,292650000,551765000,292650000,17816265000,3321875000,40753765000,3321875000
"DXG",1698858000,18,25155595000,337665000,25155595000,337665000,0,0,0,0,338176454200,367467164200,338553254200,367843964200,5361045000,888265000,5361045000,888265000,357710000,0,357710000,0,24797885000,337665000,24797885000,337665000
"DXG",1698771600,16.85,1795140000,14795329500,1795140000,14795329500,32550000,0,32550000,0,246596663550,241278764050,249926663550,244608764050,9119550000,1469810000,9119550000,1469810000,233945000,32364500,233945000,32364500,1561195000,14762965000,1561195000,14762965000
"DVP",1701104400,61.5,1432670000,184500000,1432670000,184500000,0,0,0,0,1440365400,2688535400,1440365400,2688535400,0,0,0,0,18570000,0,18570000,0,1414100000,184500000,1414100000,184500000
"DVP",1701018000,60.5,300000000,57600000,300000000,57600000,0,0,0,0,711009400,659409400,711009400,659409400,0,294000000,0,294000000,0,24000000,0,24000000,300000000,33600000,300000000,33600000
"DVP",1700758800,59,475950000,0,475950000,0,0,0,0,0,742022000,977972000,742022000,977972000,0,240000000,0,240000000,0,0,0,0,475950000,0,475950000,0
"DVP",1700672400,60,1083400000,930390000,1083400000,930390000,0,0,0,0,857863300,244813300,857863300,244813300,0,766060000,0,766060000,0,0,0,0,1083400000,930390000,1083400000,930390000
"DVP",1700586000,60,359800000,17970000,359800000,17970000,0,0,0,0,612994200,456824199,612994200,456824199,6000000,504000000,6000000,504000000,0,17970000,0,17970000,359800000,0,359800000,0
