"acum_busd","acum_busd_val","acum_val","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
-2063300,-17655899000,117633328800,2135800,-2063300,-17655899000,"2022-12-27T09:14:00.000Z",1672132440000,4199100,11031800,11031800,4696900,117633328800,30710262300,48366161300,38556905200
412700,12409464300,198861942300,4418300,2476000,30065363300,"2022-12-27T09:16:00.000Z",1672132560000,1942300,6425900,17457700,65300,81228613500,55302568000,25237204700,688840800
1009200,20851795100,264285526500,2759600,596500,8442330800,"2022-12-27T09:18:00.000Z",1672132680000,2163100,4939900,22397600,17200,65423584200,36844409000,28402078200,177097000
-553700,4099192300,350199718700,2739800,-1562900,-16752602800,"2022-12-27T09:20:00.000Z",1672132800000,4302700,7066600,29464200,24100,85914192200,34417203100,51169805900,327183200
-4050500,-35496098500,431028947100,1422200,-3496800,-39595290800,"2022-12-27T09:22:00.000Z",1672132920000,4919000,6460700,35924900,119500,80829228400,19810882100,59406172900,1612173400
-6468200,-65095124700,497951189700,1447500,-2417700,-29599026200,"2022-12-27T09:24:00.000Z",1672133040000,3865200,5322300,41247200,9600,66922242600,18601044700,48200070900,121127000
-10045000,-102694968200,592426638000,1852900,-3576800,-37599843500,"2022-12-27T09:26:00.000Z",1672133160000,5429700,7360500,48607700,77900,94475448300,28115935900,65715779400,643733000
-9455500,-86252812200,667525696400,3506600,589500,16442156000,"2022-12-27T09:28:00.000Z",1672133280000,2917100,6429600,55037300,5900,75099058400,45718592600,29276436600,104029200
-8694700,-72918134600,717366215300,2213400,760800,13334677600,"2022-12-27T09:30:00.000Z",1672133400000,1452600,3679800,58717100,13800,49840518900,31502966000,18168288400,169264500
-7661500,-54776230600,763686779300,2156300,1033200,18141904000,"2022-12-27T09:32:00.000Z",1672133520000,1123100,3340500,62057600,61100,46320564000,31823302300,13681398300,815863400
-7467700,-49626198100,800222236000,1366500,193800,5150032500,"2022-12-27T09:34:00.000Z",1672133640000,1172700,2564900,64622500,25700,36535456700,20526944100,15376911600,631601000
-8234200,-57262622600,840129132900,1350800,-766500,-7636424500,"2022-12-27T09:36:00.000Z",1672133760000,2117300,3471100,68093600,3000,39906896900,16132321500,23768746000,5829400
-9167200,-65651973500,867862065200,716300,-933000,-8389350900,"2022-12-27T09:38:00.000Z",1672133880000,1649300,2375500,70469100,9900,27732932300,9624314700,18013665600,94952000
-10286800,-78066706400,901440302500,686700,-1119600,-12414732900,"2022-12-27T09:40:00.000Z",1672134000000,1806300,2510000,72979100,17000,33578237300,10386486200,22801219100,390532000
-11813700,-90668037600,942014431900,890500,-1526900,-12601331200,"2022-12-27T09:42:00.000Z",1672134120000,2417400,3313800,76292900,5900,40574129400,13963586600,26564917800,45625000
-13049700,-109568863500,987048744600,755300,-1236000,-18900825900,"2022-12-27T09:44:00.000Z",1672134240000,1991300,2770800,79063700,24200,45034312700,12885911400,31786737300,361664000
-13083700,-109513467800,1023878759100,1216700,-34000,55395700,"2022-12-27T09:46:00.000Z",1672134360000,1250700,2511400,81575100,44000,36830014500,17980592100,17925196400,924226000
-11957900,-96972515900,1057899355800,1889400,1125800,12540951900,"2022-12-27T09:48:00.000Z",1672134480000,763600,2657700,84232800,4700,34020596700,23225530300,10684578400,110488000
-11503800,-89751505600,1090729469100,1359500,454100,7221010300,"2022-12-27T09:50:00.000Z",1672134600000,905400,2305000,86537800,40100,32830113300,19869797300,12648787000,311529000
-11691500,-93274262700,1117857587000,816600,-187700,-3522757100,"2022-12-27T09:52:00.000Z",1672134720000,1004300,1829400,88367200,8500,27128117900,11759525900,15282283000,86309000
-12163400,-98208240100,1144356289600,667300,-471900,-4933977400,"2022-12-27T09:54:00.000Z",1672134840000,1139200,1830600,90197800,24100,26498702600,10510859700,15444837100,543005800
-11048000,-72499825000,1186812971100,1914700,1115400,25708415100,"2022-12-27T09:56:00.000Z",1672134960000,799300,2724000,92921800,10000,42456681500,34024948800,8316533700,115199000
-9859500,-57636346800,1221331586800,1889500,1188500,14863478200,"2022-12-27T09:58:00.000Z",1672135080000,701000,2658700,95580500,68200,34518615700,24218414200,9354936000,945265500
-8067500,-30854107800,1267877534000,2457400,1792000,26782239000,"2022-12-27T10:00:00.000Z",1672135200000,665400,3149800,98730300,27000,46545947200,36416599100,9634360100,494988000
-5766900,2865694900,1333694289500,3383900,2300600,33719802700,"2022-12-27T10:02:00.000Z",1672135320000,1083300,4555100,103285400,87900,65816755500,49379161100,15659358400,778236000
-2772600,44145247100,1399596282900,3928800,2994300,41279552200,"2022-12-27T10:04:00.000Z",1672135440000,934500,4870400,108155800,7100,65901993400,53559863800,12280311600,61818000
-146800,76833260300,1462020738300,3648300,2625800,32688013200,"2022-12-27T10:06:00.000Z",1672135560000,1022500,4684600,112840400,13800,62424455400,47466951300,14778938100,178566000
1589000,101565808100,1514392648900,2706800,1735800,24732547800,"2022-12-27T10:08:00.000Z",1672135680000,971000,3696300,116536700,18500,52371910600,38503113200,13770565400,98232000
438300,88829278900,1564824684500,1271700,-1150700,-12736529200,"2022-12-27T10:10:00.000Z",1672135800000,2422400,3705200,120241900,11100,50432035600,18755545700,31492074900,184415000
-533900,74097144300,1612762737900,1229200,-972200,-14732134600,"2022-12-27T10:12:00.000Z",1672135920000,2201400,3439700,123681600,9100,47938053400,16553502700,31285637300,98913400
-853100,72448845800,1639771563300,899900,-319200,-1648298500,"2022-12-27T10:14:00.000Z",1672136040000,1219100,2125000,125806600,6000,27008825400,12664547100,14312845600,31432700
-1504200,61053956400,1670037842300,659600,-651100,-11394889400,"2022-12-27T10:16:00.000Z",1672136160000,1310700,1989500,127796100,19200,30266279000,9061870300,20456759700,747649000
-1689900,56934246500,1690386599400,663500,-185700,-4119709900,"2022-12-27T10:18:00.000Z",1672136280000,849200,1520600,129316700,7900,20348757100,8043841100,12163551000,141365000
-2280100,49845565300,1720389668000,729900,-590200,-7088681200,"2022-12-27T10:20:00.000Z",1672136400000,1320100,2050500,131367200,500,30003068600,11452806200,18541487400,8775000
-2551400,43134895600,1747230302900,857300,-271300,-6710669700,"2022-12-27T10:22:00.000Z",1672136520000,1128600,1988600,133355800,2700,26840634900,10055528100,16766197800,18909000
-3108400,34065846600,1771662008500,520500,-557000,-9069049000,"2022-12-27T10:24:00.000Z",1672136640000,1077500,1602200,134958000,4200,24431705600,7640931800,16709980800,80793000
-3727100,21482424700,1803100538800,677800,-618700,-12583421900,"2022-12-27T10:26:00.000Z",1672136760000,1296500,2000400,136958400,26100,31438530300,9226290200,21809712100,402528000
-4257800,16849090700,1830017965000,701600,-530700,-4633334000,"2022-12-27T10:28:00.000Z",1672136880000,1232300,1946100,138904500,12200,26917426200,10996833600,15630167600,290425000
-4038500,20125275300,1860803249400,957200,219300,3276184600,"2022-12-27T10:30:00.000Z",1672137000000,737900,1709000,140613500,13900,30785284400,16774463500,13498278900,512542000
-3468400,29599069600,1899056517500,1434500,570100,9473794300,"2022-12-27T10:32:00.000Z",1672137120000,864400,2302900,142916400,4000,38253268100,23805913200,14332118900,115236000
-2490700,47050324000,1931974406300,1615500,977700,17451254400,"2022-12-27T10:34:00.000Z",1672137240000,637800,2255200,145171600,1900,32917888800,25177941600,7726687200,13260000
-1808000,58059413900,1965135101000,1456900,682700,11009089900,"2022-12-27T10:36:00.000Z",1672137360000,774200,2254800,147426400,23700,33160694700,21945900800,10936810900,277983000
-53700,82629927900,2015682640400,2466600,1754300,24570514000,"2022-12-27T10:38:00.000Z",1672137480000,712300,3187200,150613600,8300,50547539400,37413249200,12842735200,291555000
1354800,100465748700,2061579827000,2308600,1408500,17835820800,"2022-12-27T10:40:00.000Z",1672137600000,900100,3263100,153876700,54400,45897186600,31594860200,13759039400,543287000
2533900,118445713100,2103749960000,2054800,1179100,17979964400,"2022-12-27T10:42:00.000Z",1672137720000,875700,2946100,156822800,15600,42170133000,29920475200,11940510800,309147000
5451100,153896373900,2162035768200,3691300,2917200,35450660800,"2022-12-27T10:44:00.000Z",1672137840000,774100,4473900,161296700,8500,58285808200,46806727500,11356066700,123014000
8405300,192332246900,2217295455400,3599900,2954200,38435873000,"2022-12-27T10:46:00.000Z",1672137960000,645700,4256500,165553200,10900,55259687200,46724801100,8288928100,245958000
10164200,218337334300,2282025538600,3208300,1758900,26005087400,"2022-12-27T10:48:00.000Z",1672138080000,1449400,4697400,170250600,39700,64730083200,45187260200,19182172800,360650200
14036100,278169051600,2381891815100,5264600,3871900,59831717300,"2022-12-27T10:50:00.000Z",1672138200000,1392700,6679200,176929800,21900,99866276500,79646014400,19814297100,405965000
18582700,332402479400,2504916341500,6673000,4546600,54233427800,"2022-12-27T10:52:00.000Z",1672138320000,2126400,8890400,185820200,91000,123024526400,87855599600,33622171800,1546755000
19305800,342057291000,2579711253300,3218500,723100,9654811600,"2022-12-27T10:54:00.000Z",1672138440000,2495400,5734600,191554800,20700,74794911800,41962413300,32307601700,524896800
18267800,326970530200,2644774590900,1854800,-1038000,-15086760800,"2022-12-27T10:56:00.000Z",1672138560000,2892800,4782200,196337000,34600,65063337600,24808669400,39895430200,359238000
16830800,305032037900,2695127546400,1182400,-1437000,-21938492300,"2022-12-27T10:58:00.000Z",1672138680000,2619400,3809200,200146200,7400,50352955500,14167308100,36105800400,79847000
15435100,286854464200,2733551355300,730300,-1395700,-18177573700,"2022-12-27T11:00:00.000Z",1672138800000,2126000,2876600,203022800,20300,38423808900,10001619600,28179193300,242996000
14550300,275843404000,2758563860100,506000,-884800,-11011060200,"2022-12-27T11:02:00.000Z",1672138920000,1390800,1903800,204926600,7000,25012504800,6936592300,17947652500,128260000
