"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
100,1320000,1320000,0,1320000,100,0,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,0,100,100,1320000,"2023-01-05T09:00:00.000Z",1672909200000,0,100,100,0,1320000,1320000,0,0
5100,67320000,67320000,0,67320000,5100,0,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,0,5000,5000,66000000,"2023-01-05T09:06:00.000Z",1672909560000,0,5000,5100,0,66000000,66000000,0,0
8000,105600000,106920000,1320000,108240000,8100,100,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,0,3000,2900,38280000,"2023-01-05T09:12:00.000Z",1672909920000,100,3100,8200,0,40920000,39600000,1320000,0
2834600,13198641500,25194975900,11996334400,54830465700,3813000,978400,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,2.5,3804900,2826600,13093041500,"2023-01-05T09:14:00.000Z",1672910040000,978300,6098500,6106700,1315300,54722225700,25088055900,11995014400,17639155400
3829000,22155611200,44787835600,22632224400,85287522400,5695100,1866100,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,1.7,1882100,994400,8956969700,"2023-01-05T09:16:00.000Z",1672910160000,887700,2785500,8892200,15700,30457056700,19592859700,10635890000,228307000
5142100,39945304000,75570974800,35625670800,129536297000,7932800,2790700,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,3.4,2237700,1313100,17789692800,"2023-01-05T09:18:00.000Z",1672910280000,924600,3195600,12087800,33300,44248774600,30783139200,12993446400,472189000
5565300,52518715500,98629848100,46111132600,163201111100,9199400,3634100,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,2.4,1266600,423200,12573411500,"2023-01-05T09:20:00.000Z",1672910400000,843400,2121000,14208800,11000,33664814100,23058873300,10485461800,120479000
6020800,61948346700,121299874900,59351528200,199205972800,10616300,4595500,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,1.8,1416900,455500,9429631200,"2023-01-05T09:22:00.000Z",1672910520000,961400,2382300,16591100,4000,36004861700,22670026800,13240395600,94439300
5466800,57805204700,138287211500,80482006800,237428091000,11576400,6109600,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,0.8,960100,-554000,-4143142000,"2023-01-05T09:24:00.000Z",1672910640000,1514100,2480000,19071100,5800,38222118200,16987336600,21130478600,104303000
5271800,58589149100,157127259900,98538110800,274386023400,12646200,7374400,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,0.1,1069800,-195000,783944400,"2023-01-05T09:26:00.000Z",1672910760000,1264800,2351900,21423000,17300,36957932400,18840048400,18056104000,61780000
4020400,46260475300,168495210700,122234735400,309519761800,13402400,9382000,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,2.3,756200,-1251400,-12328673800,"2023-01-05T09:28:00.000Z",1672910880000,2007600,2770300,24193300,6500,35133738400,11367950800,23696624600,69163000
2870500,32640936300,183896014000,151255077700,354151401400,14324300,11453800,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,2.6,921900,-1149900,-13619539000,"2023-01-05T09:30:00.000Z",1672911000000,2071800,3008600,27201900,14900,44631639600,15400803300,29020342300,210494000
2843200,34108943900,203668242800,169559298900,392645066400,15560400,12717200,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,0.3,1236100,-27300,1468007600,"2023-01-05T09:32:00.000Z",1672911120000,1263400,2514500,29716400,15000,38493665000,19772228800,18304221200,417215000
3527200,45149019400,231981383500,186832364100,438359469300,17550100,14022900,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,2.1,1989700,684000,11040075500,"2023-01-05T09:34:00.000Z",1672911240000,1305700,3300400,33016800,5000,45714402900,28313140700,17273065200,128197000
4060600,53239137700,262862692800,209623555100,492453722600,19690700,15630100,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,1.5,2140600,533400,8090118300,"2023-01-05T09:36:00.000Z",1672911360000,1607200,3764600,36781400,16800,54094253300,30881309300,22791191000,421753000
5833000,83518493000,312736052100,229217559100,562250702900,22701500,16868500,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,5.7,3010800,1772400,30279355300,"2023-01-05T09:38:00.000Z",1672911480000,1238400,4257800,41039200,8600,69796980300,49873359300,19594004000,329617000
6974700,101494250500,347284247500,245789997000,614440386200,25066600,18091900,28725249510.8,23431582009.2,56216773635.4,3615043.1,1791583.1,1586507.7,205075.4,5293667501.5,3.4,2365100,1141700,17975757500,"2023-01-05T09:40:00.000Z",1672911600000,1223400,3630000,44669200,41500,52189683300,34548195400,16572437900,1069050000
