"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
400,4040000,4040000,0,4040000,400,0,41003060526.4,37173048577.6,83054950056.8,5614291.2,2723316,2447578.4,275737.6,3830011948.8,0,400,400,4040000,"2022-12-13T09:00:00.000Z",1670922000000,0,400,400,0,4040000,4040000,0,0
400,4040000,4040000,0,14140000,400,0,41003060526.4,37173048577.6,83054950056.8,5614291.2,2723316,2447578.4,275737.6,3830011948.8,0,0,0,0,"2022-12-13T09:02:00.000Z",1670922120000,0,1000,1400,1000,10100000,0,0,10100000
-372600,-2567713800,40193054400,42760768200,176317673200,2823600,3196200,41003060526.4,37173048577.6,83054950056.8,5614291.2,2723316,2447578.4,275737.6,3830011948.8,0.7,2823200,-373000,-2571753800,"2022-12-13T09:14:00.000Z",1670922840000,3196200,24760800,24762200,18741400,176303533200,40189014400,42760768200,93353750600
-381100,-11459520200,94258008000,105717528200,294441122800,6682700,7063800,41003060526.4,37173048577.6,83054950056.8,5614291.2,2723316,2447578.4,275737.6,3830011948.8,2.3,3859100,-8500,-8891806400,"2022-12-13T09:16:00.000Z",1670922960000,3867600,7806300,32568500,79600,118123449600,54064953600,62956760000,1101736000
-915500,-21877350900,145684227700,167561578600,408448473900,10144400,11059900,41003060526.4,37173048577.6,83054950056.8,5614291.2,2723316,2447578.4,275737.6,3830011948.8,2.7,3461700,-534400,-10417830700,"2022-12-13T09:18:00.000Z",1670923080000,3996100,7503500,40072000,45700,114007351100,51426219700,61844050400,737081000
-1945900,-29797853400,186975644600,216773498000,499844327200,12825100,14771000,41003060526.4,37173048577.6,83054950056.8,5614291.2,2723316,2447578.4,275737.6,3830011948.8,2.1,2680700,-1030400,-7920502500,"2022-12-13T09:20:00.000Z",1670923200000,3711100,6451500,46523500,59700,91395853300,41291416900,49211919400,892517000
-5819000,-81976536700,217132215400,299108752100,614456431500,14725000,20544000,41003060526.4,37173048577.6,83054950056.8,5614291.2,2723316,2447578.4,275737.6,3830011948.8,13.6,1899900,-3873100,-52178683300,"2022-12-13T09:22:00.000Z",1670923320000,5773000,7811300,54334800,138400,114612104300,30156570800,82335254100,2120279400
-11209100,-157641980600,246436272300,404078252900,749379411100,16879500,28088600,41003060526.4,37173048577.6,83054950056.8,5614291.2,2723316,2447578.4,275737.6,3830011948.8,19.8,2154500,-5390100,-75665443900,"2022-12-13T09:24:00.000Z",1670923440000,7544600,9807500,64142300,108400,134922979600,29304056900,104969500800,649421900
-12498600,-173504236500,303481740000,476985976500,880027179400,20597100,33095700,41003060526.4,37173048577.6,83054950056.8,5614291.2,2723316,2447578.4,275737.6,3830011948.8,4.1,3717600,-1289500,-15862255900,"2022-12-13T09:26:00.000Z",1670923560000,5007100,8770000,72912300,45300,130647768300,57045467700,72907723600,694577000
-10651400,-144924498400,360915769700,505840268100,966734774700,24528400,35179800,41003060526.4,37173048577.6,83054950056.8,5614291.2,2723316,2447578.4,275737.6,3830011948.8,7.5,3931300,1847200,28579738100,"2022-12-13T09:28:00.000Z",1670923680000,2084100,6056100,78968400,40700,86707595300,57434029700,28854291600,419274000
-8462200,-131574372100,400930846200,532505218300,1034073535400,28204200,36666400,41003060526.4,37173048577.6,83054950056.8,5614291.2,2723316,2447578.4,275737.6,3830011948.8,3.5,3675800,2189200,13350126300,"2022-12-13T09:30:00.000Z",1670923800000,1486600,5226100,84194500,63700,67338760700,40015076500,26664950200,658734000
-7149400,-114109097900,445056617100,559165715000,1105143206000,31139500,38288900,41003060526.4,37173048577.6,83054950056.8,5614291.2,2723316,2447578.4,275737.6,3830011948.8,4.6,2935300,1312800,17465274200,"2022-12-13T09:32:00.000Z",1670923920000,1622500,4577700,88772200,19900,71069670600,44125770900,26660496700,283403000
