┌─────────┬──────┬──────┬──────┬──────┬───────┬───────────┬───────────┬─────────┬───────────┬────────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬────┬────────┬─────┬─────┬──────┬───────┬───────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┐
│ (index) │  c   │  h   │  l   │  o   │  bu   │  val_bu   │ total_vol │ sum_vol │    val    │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │    bs    │ sb │  abu   │ asd │ auk │ rbu  │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
│   10    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 9500  │ 22990000  │  266300   │  9500   │ 22990000  │ 644446000  │ 1672220040000 │ '2022-12-28T09:34:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 1.5  │ 9500  │ 22990000  │ 15444977.8 │     0      │  266300   │   644446000   │  644446000  │      0      │  1.5  │
│   11    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 18200 │ 44044000  │  284500   │  18200  │ 44044000  │ 688490000  │ 1672220160000 │ '2022-12-28T09:36:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 2.9  │ 18200 │ 44044000  │ 15444977.8 │     0      │  284500   │   688490000   │  688490000  │      0      │  2.9  │
│   12    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  400  │  968000   │  284900   │   400   │  968000   │ 689458000  │ 1672220280000 │ '2022-12-28T09:38:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.1  │  400  │  968000   │ 15444977.8 │     0      │  284900   │   689458000   │  689458000  │      0      │  0.1  │
│   13    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 3600  │  8712000  │  288500   │  3600   │  8712000  │ 698170000  │ 1672220400000 │ '2022-12-28T09:40:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.6  │ 3600  │  8712000  │ 15444977.8 │     0      │  288500   │   698170000   │  698170000  │      0      │  0.6  │
│   14    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 9000  │ 21780000  │  297500   │  9000   │ 21780000  │ 719950000  │ 1672220520000 │ '2022-12-28T09:42:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 1.4  │ 9000  │ 21780000  │ 15444977.8 │     0      │  297500   │   719950000   │  719950000  │      0      │  1.4  │
│   15    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 15600 │ 37752000  │  313100   │  15600  │ 37752000  │ 757702000  │ 1672220640000 │ '2022-12-28T09:44:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 2.4  │ 15600 │ 37752000  │ 15444977.8 │     0      │  313100   │   757702000   │  757702000  │      0      │  2.4  │
│   16    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 1300  │  3146000  │  314400   │  1300   │  3146000  │ 760848000  │ 1672220760000 │ '2022-12-28T09:46:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.2  │ 1300  │  3146000  │ 15444977.8 │     0      │  314400   │   760848000   │  760848000  │      0      │  0.2  │
│   17    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 1100  │  2662000  │  315500   │  1100   │  2662000  │ 763510000  │ 1672220880000 │ '2022-12-28T09:48:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.2  │ 1100  │  2662000  │ 15444977.8 │     0      │  315500   │   763510000   │  763510000  │      0      │  0.2  │
│   18    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 1500  │  3630000  │  317000   │  1500   │  3630000  │ 767140000  │ 1672221000000 │ '2022-12-28T09:50:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.2  │ 1500  │  3630000  │ 15444977.8 │     0      │  317000   │   767140000   │  767140000  │      0      │  0.2  │
│   19    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 12200 │ 29524000  │  329200   │  12200  │ 29524000  │ 796664000  │ 1672221120000 │ '2022-12-28T09:52:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 1.9  │ 12200 │ 29524000  │ 15444977.8 │     0      │  329200   │   796664000   │  796664000  │      0      │  1.9  │
│   20    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  400  │  968000   │  329600   │   400   │  968000   │ 797632000  │ 1672221240000 │ '2022-12-28T09:54:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.1  │  400  │  968000   │ 15444977.8 │     0      │  329600   │   797632000   │  797632000  │      0      │  0.1  │
├─────────┼──────┼──────┼──────┼──────┼───────┼───────────┼───────────┼─────────┼───────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼────┼────────┼─────┼─────┼──────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│ (index) │  c   │  h   │  l   │  o   │  bu   │  val_bu   │ total_vol │ sum_vol │    val    │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │    bs    │ sb │  abu   │ asd │ auk │ rbu  │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
├─────────┼──────┼──────┼──────┼──────┼───────┼───────────┼───────────┼─────────┼───────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼────┼────────┼─────┼─────┼──────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│   21    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  200  │  484000   │  329800   │   200   │  484000   │ 798116000  │ 1672221360000 │ '2022-12-28T09:56:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  200  │  484000   │ 15444977.8 │     0      │  329800   │   798116000   │  798116000  │      0      │   0   │
│   22    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  100  │  242000   │  329900   │   100   │  242000   │ 798358000  │ 1672221600000 │ '2022-12-28T10:00:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  100  │  242000   │ 15444977.8 │     0      │  329900   │   798358000   │  798358000  │      0      │   0   │
│   23    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 1400  │  3388000  │  331300   │  1400   │  3388000  │ 801746000  │ 1672221720000 │ '2022-12-28T10:02:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.2  │ 1400  │  3388000  │ 15444977.8 │     0      │  331300   │   801746000   │  801746000  │      0      │  0.2  │
│   24    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  200  │  484000   │  331500   │   200   │  484000   │ 802230000  │ 1672221840000 │ '2022-12-28T10:04:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  200  │  484000   │ 15444977.8 │     0      │  331500   │   802230000   │  802230000  │      0      │   0   │
│   25    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 5600  │ 13552000  │  337100   │  5600   │ 13552000  │ 815782000  │ 1672221960000 │ '2022-12-28T10:06:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.9  │ 5600  │ 13552000  │ 15444977.8 │     0      │  337100   │   815782000   │  815782000  │      0      │  0.9  │
│   26    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  300  │  726000   │  337400   │   300   │  726000   │ 816508000  │ 1672222200000 │ '2022-12-28T10:10:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  300  │  726000   │ 15444977.8 │     0      │  337400   │   816508000   │  816508000  │      0      │   0   │
│   27    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  700  │  1694000  │  338100   │   700   │  1694000  │ 818202000  │ 1672222320000 │ '2022-12-28T10:12:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.1  │  700  │  1694000  │ 15444977.8 │     0      │  338100   │   818202000   │  818202000  │      0      │  0.1  │
│   28    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 1500  │  3630000  │  339600   │  1500   │  3630000  │ 821832000  │ 1672222560000 │ '2022-12-28T10:16:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.2  │ 1500  │  3630000  │ 15444977.8 │     0      │  339600   │   821832000   │  821832000  │      0      │  0.2  │
│   29    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  100  │  242000   │  339700   │   100   │  242000   │ 822074000  │ 1672222680000 │ '2022-12-28T10:18:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  100  │  242000   │ 15444977.8 │     0      │  339700   │   822074000   │  822074000  │      0      │   0   │
│   30    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  100  │  242000   │  339800   │   100   │  242000   │ 822316000  │ 1672222800000 │ '2022-12-28T10:20:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  100  │  242000   │ 15444977.8 │     0      │  339800   │   822316000   │  822316000  │      0      │   0   │
│   31    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  200  │  484000   │  340000   │   200   │  484000   │ 822800000  │ 1672222920000 │ '2022-12-28T10:22:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  200  │  484000   │ 15444977.8 │     0      │  340000   │   822800000   │  822800000  │      0      │   0   │
│   32    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  200  │  484000   │  340200   │   200   │  484000   │ 823284000  │ 1672223040000 │ '2022-12-28T10:24:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  200  │  484000   │ 15444977.8 │     0      │  340200   │   823284000   │  823284000  │      0      │   0   │
│   33    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 1900  │  4598000  │  342100   │  1900   │  4598000  │ 827882000  │ 1672223280000 │ '2022-12-28T10:28:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.3  │ 1900  │  4598000  │ 15444977.8 │     0      │  342100   │   827882000   │  827882000  │      0      │  0.3  │
│   34    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 1600  │  3872000  │  343700   │  1600   │  3872000  │ 831754000  │ 1672223400000 │ '2022-12-28T10:30:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.3  │ 1600  │  3872000  │ 15444977.8 │     0      │  343700   │   831754000   │  831754000  │      0      │  0.3  │
│   35    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  500  │  1210000  │  344200   │   500   │  1210000  │ 832964000  │ 1672223520000 │ '2022-12-28T10:32:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.1  │  500  │  1210000  │ 15444977.8 │     0      │  344200   │   832964000   │  832964000  │      0      │  0.1  │
│   36    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  400  │  968000   │  344600   │   400   │  968000   │ 833932000  │ 1672223640000 │ '2022-12-28T10:34:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.1  │  400  │  968000   │ 15444977.8 │     0      │  344600   │   833932000   │  833932000  │      0      │  0.1  │
│   37    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 4600  │ 11132000  │  349200   │  4600   │ 11132000  │ 845064000  │ 1672223760000 │ '2022-12-28T10:36:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.7  │ 4600  │ 11132000  │ 15444977.8 │     0      │  349200   │   845064000   │  845064000  │      0      │  0.7  │
│   38    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 9000  │ 21780000  │  358200   │  9000   │ 21780000  │ 866844000  │ 1672223880000 │ '2022-12-28T10:38:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 1.4  │ 9000  │ 21780000  │ 15444977.8 │     0      │  358200   │   866844000   │  866844000  │      0      │  1.4  │
│   39    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 4000  │  9680000  │  362200   │  4000   │  9680000  │ 876524000  │ 1672224000000 │ '2022-12-28T10:40:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.6  │ 4000  │  9680000  │ 15444977.8 │     0      │  362200   │   876524000   │  876524000  │      0      │  0.6  │
│   40    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  200  │  484000   │  362400   │   200   │  484000   │ 877008000  │ 1672224120000 │ '2022-12-28T10:42:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  200  │  484000   │ 15444977.8 │     0      │  362400   │   877008000   │  877008000  │      0      │   0   │
├─────────┼──────┼──────┼──────┼──────┼───────┼───────────┼───────────┼─────────┼───────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼────┼────────┼─────┼─────┼──────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│ (index) │  c   │  h   │  l   │  o   │  bu   │  val_bu   │ total_vol │ sum_vol │    val    │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │    bs    │ sb │  abu   │ asd │ auk │ rbu  │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
├─────────┼──────┼──────┼──────┼──────┼───────┼───────────┼───────────┼─────────┼───────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼────┼────────┼─────┼─────┼──────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│   41    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 3100  │  7502000  │  365500   │  3100   │  7502000  │ 884510000  │ 1672224360000 │ '2022-12-28T10:46:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.5  │ 3100  │  7502000  │ 15444977.8 │     0      │  365500   │   884510000   │  884510000  │      0      │  0.5  │
│   42    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  100  │  242000   │  365600   │   100   │  242000   │ 884752000  │ 1672224480000 │ '2022-12-28T10:48:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  100  │  242000   │ 15444977.8 │     0      │  365600   │   884752000   │  884752000  │      0      │   0   │
│   43    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 3000  │  7260000  │  368600   │  3000   │  7260000  │ 892012000  │ 1672224720000 │ '2022-12-28T10:52:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.5  │ 3000  │  7260000  │ 15444977.8 │     0      │  368600   │   892012000   │  892012000  │      0      │  0.5  │
│   44    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 29000 │ 70180000  │  397600   │  29000  │ 70180000  │ 962192000  │ 1672224840000 │ '2022-12-28T10:54:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 4.5  │ 29000 │ 70180000  │ 15444977.8 │     0      │  397600   │   962192000   │  962192000  │      0      │  4.5  │
│   45    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 1000  │  2420000  │  398600   │  1000   │  2420000  │ 964612000  │ 1672224960000 │ '2022-12-28T10:56:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.2  │ 1000  │  2420000  │ 15444977.8 │     0      │  398600   │   964612000   │  964612000  │      0      │  0.2  │
│   46    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 22600 │ 54692000  │  421200   │  22600  │ 54692000  │ 1019304000 │ 1672225080000 │ '2022-12-28T10:58:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 3.5  │ 22600 │ 54692000  │ 15444977.8 │     0      │  421200   │  1019304000   │ 1019304000  │      0      │  3.5  │
│   47    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 5100  │ 12342000  │  426300   │  5100   │ 12342000  │ 1031646000 │ 1672225200000 │ '2022-12-28T11:00:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.8  │ 5100  │ 12342000  │ 15444977.8 │     0      │  426300   │  1031646000   │ 1031646000  │      0      │  0.8  │
│   48    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  900  │  2178000  │  427200   │   900   │  2178000  │ 1033824000 │ 1672225440000 │ '2022-12-28T11:04:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.1  │  900  │  2178000  │ 15444977.8 │     0      │  427200   │  1033824000   │ 1033824000  │      0      │  0.1  │
│   49    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  700  │  1694000  │  427900   │   700   │  1694000  │ 1035518000 │ 1672225560000 │ '2022-12-28T11:06:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.1  │  700  │  1694000  │ 15444977.8 │     0      │  427900   │  1035518000   │ 1035518000  │      0      │  0.1  │
│   50    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  200  │  484000   │  428100   │   200   │  484000   │ 1036002000 │ 1672225680000 │ '2022-12-28T11:08:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  200  │  484000   │ 15444977.8 │     0      │  428100   │  1036002000   │ 1036002000  │      0      │   0   │
│   51    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 5300  │ 12826000  │  433400   │  5300   │ 12826000  │ 1048828000 │ 1672225920000 │ '2022-12-28T11:12:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.8  │ 5300  │ 12826000  │ 15444977.8 │     0      │  433400   │  1048828000   │ 1048828000  │      0      │  0.8  │
│   52    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  300  │  726000   │  433700   │   300   │  726000   │ 1049554000 │ 1672226160000 │ '2022-12-28T11:16:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  300  │  726000   │ 15444977.8 │     0      │  433700   │  1049554000   │ 1049554000  │      0      │   0   │
│   53    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 1000  │  2420000  │  434700   │  1000   │  2420000  │ 1051974000 │ 1672226280000 │ '2022-12-28T11:18:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.2  │ 1000  │  2420000  │ 15444977.8 │     0      │  434700   │  1051974000   │ 1051974000  │      0      │  0.2  │
│   54    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 1300  │  3146000  │  436000   │  1300   │  3146000  │ 1055120000 │ 1672226400000 │ '2022-12-28T11:20:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.2  │ 1300  │  3146000  │ 15444977.8 │     0      │  436000   │  1055120000   │ 1055120000  │      0      │  0.2  │
│   55    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 1000  │  2420000  │  437000   │  1000   │  2420000  │ 1057540000 │ 1672226880000 │ '2022-12-28T11:28:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 0.2  │ 1000  │  2420000  │ 15444977.8 │     0      │  437000   │  1057540000   │ 1057540000  │      0      │  0.2  │
│   56    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 18500 │ 44770000  │  455500   │  18500  │ 44770000  │ 1102310000 │ 1672232400000 │ '2022-12-28T13:00:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 2.9  │ 18500 │ 44770000  │ 15444977.8 │     0      │  455500   │  1102310000   │ 1102310000  │      0      │  2.9  │
│   57    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  200  │  484000   │  455700   │   200   │  484000   │ 1102794000 │ 1672232520000 │ '2022-12-28T13:02:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  200  │  484000   │ 15444977.8 │     0      │  455700   │  1102794000   │ 1102794000  │      0      │   0   │
│   58    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  100  │  242000   │  455800   │   100   │  242000   │ 1103036000 │ 1672232640000 │ '2022-12-28T13:04:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  100  │  242000   │ 15444977.8 │     0      │  455800   │  1103036000   │ 1103036000  │      0      │   0   │
│   59    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │ 8500  │ 20570000  │  464300   │  8500   │ 20570000  │ 1123606000 │ 1672232880000 │ '2022-12-28T13:08:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │ 1.3  │ 8500  │ 20570000  │ 15444977.8 │     0      │  464300   │  1123606000   │ 1123606000  │      0      │  1.3  │
│   60    │ 2.42 │ 2.42 │ 2.42 │ 2.42 │  100  │  242000   │  464400   │   100   │  242000   │ 1123848000 │ 1672233000000 │ '2022-12-28T13:10:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 6382.2 │  0  │  0  │  0   │  100  │  242000   │ 15444977.8 │     0      │  464400   │  1123848000   │ 1123848000  │      0      │   0   │
├─────────┼──────┼──────┼──────┼──────┼───────┼───────────┼───────────┼─────────┼───────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼────┼────────┼─────┼─────┼──────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
