"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue"
1,0,0,0,1100,5859354,"2023-02-07T00:00:00",0,11,11,11,11,11,11,,,,0,0,0,0,0,12900,"TMC",0
1,1,0,0,1000,5859354,"2023-02-06T00:00:00",0,11,11,11,11,11,11,0,0,0,0,0,3,0,0,12004,"TMC",0
1,2,0,0,300,5859354,"2023-02-03T00:00:00",200,11,11,11,11,11,11,0,0,0,0,0,2,0,0,12200,"TMC",2200000
1,1,0,0,2,5859354,"2023-02-02T00:00:00",0,11,11,11,11,11,11,0,0,0,0,0,3,0,0,12200,"TMC",0
1,6,0,0,1209,5859354,"2023-02-01T00:00:00",400,11,11.8,11,11,11,11,0,0,0,0,0,7,0,0,6013,"TMC",4400000
1,2,0,0,1100,5859354,"2023-01-31T00:00:00",0,11.8,11.8,11.8,11.8,11.8,11.8,0,0,0,0,0,2,0,0,6100,"TMC",0
1,4,0,0,1000,5859354,"2023-01-30T00:00:00",300,11.7,11,11.8,11.8,11.5,11.5,0,0,0,0,0,4,0,0,6204,"TMC",3510000
1,2,0,0,203,5859354,"2023-01-27T00:00:00",0,11,11,11,11,11,11,0,0,0,0,0,2,0,0,5003,"TMC",0
1,1,0,0,500,5859354,"2023-01-19T00:00:00",0,11,11,11,11,11,11,0,0,0,0,0,2,0,0,5100,"TMC",0
1,1,0,0,300,5859354,"2023-01-18T00:00:00",0,11,11,11,11,11,11,0,0,0,0,0,1,0,0,5000,"TMC",0
1,5,0,0,2400,5859354,"2023-01-17T00:00:00",100,11,10.4,11,11,11,11,0,0,0,0,0,3,0,0,5150,"TMC",1100000
1,7,0,0,28600,5859354,"2023-01-16T00:00:00",0,10.4,10.4,10.4,10.4,10.4,10.4,0,0,0,0,0,1,0,0,5000,"TMC",0
1,5,0,0,35747,5859354,"2023-01-13T00:00:00",35200,10.4,11.5,10.4,10.4,10.4,10.4,0,0,0,0,0,5,0,0,40200,"TMC",366080000
1,4,0,0,27002,5859354,"2023-01-12T00:00:00",0,11.5,11.5,11.5,11.5,11.5,11.5,0,0,0,0,0,2,0,0,6000,"TMC",0
