"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue","totalVolume"
1,0,1500,13870320,12800,6107784,"2023-06-13T00:00:00",3200,9.246879999999999,9.4,9.5,9.8,9.2,9.8,,,,0,0,0,0,0,13900,"POV",29590016,3200
1,25,2000,18876920,15506,6109284,"2023-06-12T00:00:00",2600,9.4,9.6,9.3,10.6,9.3,10.5,0,0,0,0,0,22,0,0,23600,"POV",24539996,2600
1,21,100,962500,5870,6111284,"2023-06-09T00:00:00",1200,9.6,9.6,9.3,9.7,9.3,9.7,0,0,0,0,0,20,0,0,27815,"POV",11550000,1200
1,28,0,0,20308,6111384,"2023-06-08T00:00:00",15400,9.6,9.3,9.6,9.7,9.5,9.6,0,0,0,0,0,17,0,0,23346,"POV",147550018,15400
1,26,0,0,13138,6111384,"2023-06-07T00:00:00",4200,9.3,9.3,9.3,9.3,9.3,9.3,0,0,0,0,0,12,0,0,12678,"POV",39060000,4200
1,25,11600,107880000,16375,6111384,"2023-06-06T00:00:00",15000,9.3,9.3,9.3,9.3,9.3,9.3,0,0,0,0,0,15,0,0,30215,"POV",139500000,15000
1,27,0,0,14467,6122984,"2023-06-05T00:00:00",2400,9.3,9.3,9.3,9.3,9.3,9.3,0,0,0,0,0,13,0,0,18406,"POV",22320000,2400
1,23,1100,10266663,11405,6122984,"2023-06-02T00:00:00",3900,9.3,9.3,9.3,9.4,9.3,9.4,0,0,0,0,0,16,0,0,13700,"POV",36399987,3900
1,23,0,0,8110,6124084,"2023-06-01T00:00:00",4100,9.3,9.2,9.4,9.4,9.2,9.4,0,0,0,0,0,12,0,0,8133,"POV",37970018,4100
1,23,0,0,17760,6124084,"2023-05-31T00:00:00",1200,9.2,9.2,9.2,9.3,9.1,9.1,0,0,0,0,0,14,0,0,6783,"POV",11019996,1200
1,18,0,0,2820,6124084,"2023-05-30T00:00:00",700,9.2,9,9.6,9.6,9,9,0,0,0,0,0,13,0,0,10216,"POV",6420001,700
1,16,0,0,15859,6124084,"2023-05-29T00:00:00",600,9,9,9,9,9,9,0,0,0,0,0,7,0,0,4575,"POV",5400000,600
1,22,0,0,11719,6124084,"2023-05-26T00:00:00",6700,9,9.4,9,9.3,9,9.3,0,0,0,0,0,14,0,0,12114,"POV",60330016,6700
1,24,0,0,11106,6124084,"2023-05-25T00:00:00",1200,9.4,9,9.5,9.5,8.8,8.8,0,0,0,0,0,15,0,0,7144,"POV",11259996,1200
1,16,0,0,3609,6124084,"2023-05-24T00:00:00",300,9,9,9,9,9,9,0,0,0,0,0,8,0,0,7900,"POV",2700000,300
1,19,0,0,7609,6124084,"2023-05-23T00:00:00",3700,9,9,9.1,9.1,9,9,0,0,0,0,0,10,0,0,7100,"POV",33389984,3700
1,22,0,0,12309,6124084,"2023-05-22T00:00:00",9800,9,9,9,9,9,9,0,0,0,0,0,11,0,0,13500,"POV",88200000,9800
1,21,0,0,25710,6124084,"2023-05-19T00:00:00",3400,9,9,9,9,8.9,9,0,0,0,0,0,7,0,0,6900,"POV",30590004,3400
1,23,0,0,13909,6124084,"2023-05-18T00:00:00",7300,9,9,9,9.1,9,9,0,0,0,0,0,16,0,0,10200,"POV",65710001,7300
1,17,0,0,11009,6124084,"2023-05-17T00:00:00",0,9,9,9,9,9,9,0,0,0,0,0,8,0,0,20914,"POV",0,0
1,20,0,0,7019,6124084,"2023-05-16T00:00:00",1700,9,9,9,9,9,9,0,0,0,0,0,12,0,0,20924,"POV",15300000,1700
1,16,0,0,5710,6124084,"2023-05-15T00:00:00",2000,9,9,9,9,9,9,0,0,0,0,0,12,0,0,4025,"POV",18000000,2000
1,16,0,0,6809,6124084,"2023-05-12T00:00:00",2000,9,8.9,9,9,9,9,0,0,0,0,0,8,0,0,3500,"POV",18000000,2000
1,18,0,0,6009,6124084,"2023-05-11T00:00:00",2000,8.9,8.8,8.8,8.9,8.8,8.9,0,0,0,0,0,10,0,0,3325,"POV",17710000,2000
1,23,0,0,6209,6124084,"2023-05-10T00:00:00",3200,8.8,9,8.7,9,8.7,9,0,0,0,0,0,10,0,0,5200,"POV",28080000,3200
1,19,0,0,10840,6124084,"2023-05-09T00:00:00",3200,9,8.6,9,9,8.9,9,0,0,0,0,0,11,0,0,4239,"POV",28700000,3200
1,16,0,0,17410,6124084,"2023-05-08T00:00:00",9400,8.6,8.8,8.8,8.8,8.6,8.8,0,0,0,0,0,9,0,0,12226,"POV",81200020,9400
1,14,0,0,7009,6124084,"2023-05-05T00:00:00",500,8.8,8.8,8.8,8.8,8.8,8.8,0,0,0,0,0,7,0,0,2606,"POV",4400000,500
1,11,0,0,3810,6124084,"2023-05-04T00:00:00",1000,8.8,8.9,8.8,8.8,8.8,8.8,0,0,0,0,0,8,0,0,8571,"POV",8800000,1000
1,9,0,0,4209,6124084,"2023-04-28T00:00:00",0,8.9,8.9,8.9,8.9,8.9,8.9,0,0,0,0,0,7,0,0,9817,"POV",0,0
1,11,0,0,3919,6124084,"2023-04-27T00:00:00",0,8.9,8.9,8.9,8.9,8.9,8.9,0,0,0,0,0,7,0,0,12871,"POV",0,0
1,15,0,0,4309,6124084,"2023-04-26T00:00:00",700,8.9,8.6,8.9,9,8.9,9,0,0,0,0,0,12,0,0,5961,"POV",6260002,700
1,12,0,0,3309,6124084,"2023-04-25T00:00:00",200,8.6,8.6,8.6,8.6,8.6,8.6,0,0,0,0,0,9,0,0,2461,"POV",1720000,200
1,15,0,0,11009,6124084,"2023-04-24T00:00:00",300,8.6,8.5,8.6,8.6,8.6,8.6,0,0,0,0,0,7,0,0,7971,"POV",2580000,300
1,9,0,0,1909,6124084,"2023-04-21T00:00:00",100,8.5,9,8.5,8.5,8.5,8.5,0,0,0,0,0,5,0,0,1261,"POV",850000,100
1,10,0,0,9309,6124084,"2023-04-20T00:00:00",0,9,9,9,9,9,9,0,0,0,0,0,8,0,0,14561,"POV",0,0
1,9,0,0,2109,6124084,"2023-04-19T00:00:00",0,9,9,9,9,9,9,0,0,0,0,0,4,0,0,561,"POV",0,0
1,10,0,0,12009,6124084,"2023-04-18T00:00:00",0,9,9,9,9,9,9,0,0,0,0,0,7,0,0,4971,"POV",0,0
1,13,0,0,12531,6124084,"2023-04-17T00:00:00",300,9,9,9,9,8.9,8.9,0,0,0,0,0,9,0,0,5576,"POV",2690001,300
1,10,0,0,15609,6124084,"2023-04-14T00:00:00",0,9,9,9,9,9,9,0,0,0,0,0,9,0,0,11883,"POV",0,0
1,23,0,0,39009,6124084,"2023-04-13T00:00:00",3200,9,9,9,9.2,8.9,9.2,0,0,0,0,0,10,0,0,5417,"POV",28810016,3200
1,13,0,0,7009,6124084,"2023-04-12T00:00:00",500,9,9,9,9,9,9,0,0,0,0,0,6,0,0,1183,"POV",4500000,500
1,15,0,0,18709,6124084,"2023-04-11T00:00:00",2100,9,8.8,8.9,9.1,8.9,9,0,0,0,0,0,12,0,0,9716,"POV",18859995,2100
1,16,0,0,3209,6124084,"2023-04-10T00:00:00",1500,8.8,8.9,8.8,8.9,8.8,8.9,0,0,0,0,0,14,0,0,12083,"POV",13240005,1500
