"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue"
1,0,0,0,0,15000000,"2022-08-12T00:00:00",277300,0.01149,0.02,0.02,0.02,0.01,0.02,757000,0,757000,0,0,0,0,0,0,"CVHM2115",3186177
1,0,0,0,0,15000000,"2022-08-11T00:00:00",231500,0.01234,0.01,0.02,0.02,0.01,0.01,1408000,0,1408000,0,0,0,0,0,0,"CVHM2115",2856710
1,0,0,0,0,15000000,"2022-08-10T00:00:00",1307800,0.01737,0.02,0.01,0.02,0.01,0.02,2000000,0,2000000,0,0,0,0,0,0,"CVHM2115",22716486
1,0,0,0,0,15000000,"2022-08-09T00:00:00",141900,0.01316,0.01,0.02,0.02,0.01,0.02,18000,0,18000,0,0,0,0,0,0,"CVHM2115",1867404
1,0,0,0,0,15000000,"2022-08-08T00:00:00",1919000,0.01111,0.02,0.01,0.02,0.01,0.02,18025000,0,18025000,0,0,0,0,0,0,"CVHM2115",21320090
1,0,0,0,0,15000000,"2022-08-05T00:00:00",20700,0.0201,0.02,0.02,0.03,0.01,0.02,-184000,0,-184000,0,0,0,0,0,0,"CVHM2115",416070
1,0,0,0,0,15000000,"2022-08-04T00:00:00",821900,0.020050000000000002,0.02,0.02,0.03,0.01,0.02,16000000,0,16000000,0,0,0,0,0,0,"CVHM2115",16479095
1,0,0,0,0,15000000,"2022-08-03T00:00:00",1118100,0.01979,0.02,0.02,0.03,0.01,0.02,22000000,0,22000000,0,0,0,0,0,0,"CVHM2115",22127199
1,0,0,0,0,15000000,"2022-08-02T00:00:00",347000,0.023039999999999998,0.02,0.02,0.03,0.02,0.03,3338000,0,3338000,0,0,0,0,0,0,"CVHM2115",7994880
1,0,0,0,0,15000000,"2022-08-01T00:00:00",708000,0.02016,0.02,0.02,0.03,0.01,0.02,13000000,0,13000000,0,0,0,0,0,0,"CVHM2115",14273280
1,0,0,0,0,15000000,"2022-07-29T00:00:00",163000,0.020390000000000002,0.02,0.02,0.03,0.02,0.03,1016000,0,1016000,0,0,0,0,0,0,"CVHM2115",3323570
1,0,0,0,0,15000000,"2022-07-28T00:00:00",188600,0.02097,0.03,0.02,0.03,0.02,0.03,120000,0,120000,0,0,0,0,0,0,"CVHM2115",3954942
1,0,0,0,0,15000000,"2022-07-27T00:00:00",31800,0.02072,0.02,0.03,0.03,0.02,0.02,336000,0,336000,0,0,0,0,0,0,"CVHM2115",658896
1,0,0,0,0,15000000,"2022-07-26T00:00:00",735800,0.02157,0.03,0.02,0.03,0.02,0.03,12390000,0,12390000,0,0,0,0,0,0,"CVHM2115",15871206
1,0,0,0,0,15000000,"2022-07-25T00:00:00",657900,0.0201,0.03,0.03,0.03,0.02,0.03,13004000,0,13004000,0,0,0,0,0,0,"CVHM2115",13223790
1,0,0,0,0,15000000,"2022-07-22T00:00:00",125500,0.02022,0.03,0.03,0.03,0.01,0.03,2004000,0,2004000,0,0,0,0,0,0,"CVHM2115",2537610
1,0,0,0,0,15000000,"2022-07-21T00:00:00",191000,0.02036,0.03,0.03,0.03,0.02,0.03,400000,0,400000,0,0,0,0,0,0,"CVHM2115",3888760
1,0,0,0,0,15000000,"2022-07-20T00:00:00",89600,0.0224,0.02,0.03,0.03,0.02,0.03,956000,0,956000,0,0,0,0,0,0,"CVHM2115",2007040
1,0,0,0,0,15000000,"2022-07-19T00:00:00",242100,0.02017,0.03,0.02,0.03,0.02,0.02,4544000,0,4544000,0,0,0,0,0,0,"CVHM2115",4883157
1,0,0,0,0,15000000,"2022-07-18T00:00:00",180200,0.02002,0.02,0.03,0.03,0.01,0.02,2520000,0,2520000,0,0,0,0,0,0,"CVHM2115",3607604
1,0,0,0,0,15000000,"2022-07-15T00:00:00",335400,0.02038,0.03,0.02,0.03,0.02,0.03,3912000,0,3912000,0,0,0,0,0,0,"CVHM2115",6835452
1,0,0,0,0,15000000,"2022-07-14T00:00:00",285800,0.02002,0.03,0.03,0.03,0.01,0.03,5316000,0,5316000,0,0,0,0,0,0,"CVHM2115",5721716
1,0,0,0,0,15000000,"2022-07-13T00:00:00",201400,0.02004,0.03,0.03,0.03,0.02,0.03,2210000,0,2210000,0,0,0,0,0,0,"CVHM2115",4036056
1,0,0,0,0,15000000,"2022-07-12T00:00:00",64000,0.02011,0.03,0.03,0.03,0.02,0.03,974000,0,974000,0,0,0,0,0,0,"CVHM2115",1287040
1,0,0,0,0,15000000,"2022-07-11T00:00:00",1212000,0.020079999999999997,0.03,0.03,0.03,0.01,0.03,8400000,0,8400000,0,0,0,0,0,0,"CVHM2115",24336960
1,0,0,0,0,15000000,"2022-07-08T00:00:00",79900,0.02265,0.03,0.03,0.03,0.02,0.03,600000,0,600000,0,0,0,0,0,0,"CVHM2115",1809735
1,0,0,0,0,15000000,"2022-07-07T00:00:00",183300,0.02184,0.03,0.03,0.03,0.02,0.03,600000,0,600000,0,0,0,0,0,0,"CVHM2115",4003272
1,0,0,0,0,15000000,"2022-07-06T00:00:00",116200,0.033960000000000004,0.03,0.03,0.04,0.02,0.04,1494000,0,1494000,0,0,0,0,0,0,"CVHM2115",3946152
1,0,0,0,0,15000000,"2022-07-05T00:00:00",161500,0.02987,0.04,0.03,0.04,0.02,0.03,0,0,0,0,0,0,0,0,0,"CVHM2115",4824005
