"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue","totalVolume"
1,0,0,0,0,4000000,"2023-06-13T00:00:00",10400,1.36058,1.33,1.34,1.4,1.34,1.36,,,,0,0,0,0,0,0,"CSTB2301",14150032,10400
1,0,0,0,0,4000000,"2023-06-12T00:00:00",13200,1.25129,1.35,1.33,1.33,1.23,1.25,-12205000,0,-12205000,0,0,0,0,0,0,"CSTB2301",16517028,13200
1,0,0,0,0,4000000,"2023-06-09T00:00:00",2900,1.27345,1.37,1.35,1.35,1.24,1.27,-3423000,0,-3423000,0,0,0,0,0,0,"CSTB2301",3693005,2900
1,0,0,0,0,4000000,"2023-06-08T00:00:00",27500,1.34375,1.45,1.37,1.41,1.3,1.41,-35583000,0,-35583000,0,0,0,0,0,0,"CSTB2301",36953125,27500
1,0,0,0,0,4000000,"2023-06-07T00:00:00",100400,1.46025,1.42,1.45,1.53,1.39,1.53,74054000,0,74054000,0,0,0,0,0,0,"CSTB2301",146609100,100400
1,0,0,0,0,4000000,"2023-06-06T00:00:00",46600,1.39861,1.41,1.42,1.42,1.36,1.39,-65175000,0,-65175000,0,0,0,0,0,0,"CSTB2301",65175226,46600
1,0,0,0,0,4000000,"2023-06-05T00:00:00",102600,1.42598,1.45,1.41,1.46,1.4,1.4,-96682000,0,-96682000,0,0,0,0,0,0,"CSTB2301",146305548,102600
1,0,0,0,0,4000000,"2023-06-02T00:00:00",17500,1.44497,1.36,1.45,1.5,1.43,1.43,20093000,0,20093000,0,0,0,0,0,0,"CSTB2301",25286975,17500
1,0,0,0,0,4000000,"2023-06-01T00:00:00",15700,1.3504500000000002,1.31,1.36,1.37,1.35,1.37,-19568000,0,-19568000,0,0,0,0,0,0,"CSTB2301",21202065,15700
1,0,0,0,0,4000000,"2023-05-31T00:00:00",1100,1.32455,1.33,1.31,1.47,1.31,1.47,-1163000,0,-1163000,0,0,0,0,0,0,"CSTB2301",1457005,1100
