"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue","totalVolume"
1,0,0,0,0,10000000,"2023-06-13T00:00:00",296700,1.88275,1.92,1.92,1.92,1.84,1.91,,,,0,0,0,0,0,0,"CTCB2215",558611925,296700
1,0,0,0,0,10000000,"2023-06-12T00:00:00",197500,1.81808,1.85,1.92,1.92,1.73,1.84,-114280000,0,-114280000,0,0,0,0,0,0,"CTCB2215",359070800,197500
1,0,0,0,0,10000000,"2023-06-09T00:00:00",141900,1.74822,1.71,1.85,1.85,1.71,1.79,-183143000,0,-183143000,0,0,0,0,0,0,"CTCB2215",248072418,141900
1,0,0,0,0,10000000,"2023-06-08T00:00:00",158100,1.8608900000000002,1.9,1.71,2.1,1.71,2.1,-179887000,0,-179887000,0,0,0,0,0,0,"CTCB2215",294206709,158100
1,0,0,0,0,10000000,"2023-06-07T00:00:00",561600,1.88302,1.85,1.9,1.91,1.84,1.91,-690445000,0,-690445000,0,0,0,0,0,0,"CTCB2215",1057504032,561600
1,0,0,0,0,10000000,"2023-06-06T00:00:00",75100,1.82668,1.78,1.85,1.85,1.75,1.75,-113940000,0,-113940000,0,0,0,0,0,0,"CTCB2215",137183668,75100
1,0,0,0,0,10000000,"2023-06-05T00:00:00",154400,1.85727,1.84,1.78,1.89,1.78,1.89,81928000,0,81928000,0,0,0,0,0,0,"CTCB2215",286762488,154400
1,0,0,0,0,10000000,"2023-06-02T00:00:00",58700,1.77254,1.46,1.84,1.84,1.61,1.61,-162000,0,-162000,0,0,0,0,0,0,"CTCB2215",104048098,58700
1,0,0,0,0,10000000,"2023-06-01T00:00:00",3700,1.44676,1.4,1.46,1.46,1.43,1.43,-4638000,0,-4638000,0,0,0,0,0,0,"CTCB2215",5353012,3700
1,0,0,0,0,10000000,"2023-05-31T00:00:00",38800,1.4287100000000001,1.44,1.4,1.5,1.4,1.42,6446000,0,6446000,0,0,0,0,0,0,"CTCB2215",55433948,38800
1,0,0,0,0,10000000,"2023-05-30T00:00:00",39700,1.46826,1.44,1.44,1.6,1.43,1.6,-34799000,0,-34799000,0,0,0,0,0,0,"CTCB2215",58289922,39700
1,0,0,0,0,10000000,"2023-05-29T00:00:00",3500,1.4368599999999998,1.4,1.44,1.44,1.41,1.44,-3753000,0,-3753000,0,0,0,0,0,0,"CTCB2215",5029010,3500
1,0,0,0,0,10000000,"2023-05-26T00:00:00",54200,1.39074,1.39,1.4,1.41,1.38,1.4,65742000,0,65742000,0,0,0,0,0,0,"CTCB2215",75378108,54200
1,0,0,0,0,10000000,"2023-05-25T00:00:00",29200,1.3900299999999999,1.41,1.39,1.4,1.39,1.39,-40589000,0,-40589000,0,0,0,0,0,0,"CTCB2215",40588876,29200
1,0,0,0,0,10000000,"2023-05-24T00:00:00",95600,1.4953800000000002,1.47,1.41,1.53,1.41,1.52,34270000,0,34270000,0,0,0,0,0,0,"CTCB2215",142958328,95600
1,0,0,0,0,10000000,"2023-05-23T00:00:00",69100,1.4918699999999998,1.55,1.47,1.55,1.47,1.55,66913000,0,66913000,0,0,0,0,0,0,"CTCB2215",103088217,69100
1,0,0,0,0,10000000,"2023-05-22T00:00:00",5800,1.49,1.4,1.55,1.55,1.49,1.52,-2122000,0,-2122000,0,0,0,0,0,0,"CTCB2215",8642000,5800
1,0,0,0,0,10000000,"2023-05-19T00:00:00",41900,1.36277,1.36,1.4,1.4,1.35,1.38,-20110000,0,-20110000,0,0,0,0,0,0,"CTCB2215",57100063,41900
1,0,0,0,0,10000000,"2023-05-18T00:00:00",17800,1.36725,1.37,1.36,1.4,1.35,1.36,-18457000,0,-18457000,0,0,0,0,0,0,"CTCB2215",24337050,17800
1,0,0,0,0,10000000,"2023-05-17T00:00:00",12600,1.40825,1.48,1.37,1.44,1.35,1.41,-11745000,0,-11745000,0,0,0,0,0,0,"CTCB2215",17743950,12600
1,0,0,0,0,10000000,"2023-05-16T00:00:00",0,1.48,1.48,1.48,1.48,1.48,1.48,0,0,0,0,0,0,0,0,0,"CTCB2215",0,0
1,0,0,0,0,10000000,"2023-05-15T00:00:00",5600,1.4935699999999998,1.33,1.48,1.51,1.47,1.47,-326000,0,-326000,0,0,0,0,0,0,"CTCB2215",8363992,5600
1,0,0,0,0,10000000,"2023-05-12T00:00:00",103800,1.3456,1.37,1.33,1.36,1.33,1.35,-106423000,0,-106423000,0,0,0,0,0,0,"CTCB2215",139673280,103800
1,0,0,0,0,10000000,"2023-05-11T00:00:00",2800,1.38429,1.38,1.37,1.39,1.37,1.39,-3876000,0,-3876000,0,0,0,0,0,0,"CTCB2215",3876012,2800
1,0,0,0,0,10000000,"2023-05-10T00:00:00",10000,1.38,1.31,1.38,1.38,1.38,1.38,-13800000,0,-13800000,0,0,0,0,0,0,"CTCB2215",13800000,10000
1,0,0,0,0,10000000,"2023-05-09T00:00:00",0,1.31,1.31,1.31,1.31,1.31,1.31,0,0,0,0,0,0,0,0,0,"CTCB2215",0,0
1,0,0,0,0,10000000,"2023-05-08T00:00:00",200,1.31,1.29,1.31,1.31,1.31,1.31,-262000,0,-262000,0,0,0,0,0,0,"CTCB2215",262000,200
1,0,0,0,0,10000000,"2023-05-05T00:00:00",200,1.29,1.36,1.29,1.29,1.29,1.29,-258000,0,-258000,0,0,0,0,0,0,"CTCB2215",258000,200
1,0,0,0,0,10000000,"2023-05-04T00:00:00",2900,1.3931,1.5,1.36,1.42,1.36,1.42,-4040000,0,-4040000,0,0,0,0,0,0,"CTCB2215",4039990,2900
1,0,0,0,0,10000000,"2023-04-28T00:00:00",2200,1.51818,1.5,1.5,1.52,1.5,1.52,2740000,0,2740000,0,0,0,0,0,0,"CTCB2215",3339996,2200
1,0,0,0,0,10000000,"2023-04-27T00:00:00",5700,1.55088,1.46,1.5,1.58,1.5,1.58,6660000,0,6660000,0,0,0,0,0,0,"CTCB2215",8840016,5700
1,0,0,0,0,10000000,"2023-04-26T00:00:00",15800,1.44975,1.42,1.46,1.46,1.4,1.4,-19694000,0,-19694000,0,0,0,0,0,0,"CTCB2215",22906050,15800
1,0,0,0,0,10000000,"2023-04-25T00:00:00",59400,1.4744300000000001,1.46,1.42,1.48,1.42,1.48,-60864000,0,-60864000,0,0,0,0,0,0,"CTCB2215",87581142,59400
1,0,0,0,0,10000000,"2023-04-24T00:00:00",28700,1.4769700000000001,1.34,1.46,1.5,1.45,1.45,30081000,0,30081000,0,0,0,0,0,0,"CTCB2215",42389039,28700
1,0,0,0,0,10000000,"2023-04-21T00:00:00",13400,1.36463,1.35,1.34,1.39,1.34,1.39,11634000,0,11634000,0,0,0,0,0,0,"CTCB2215",18286042,13400
1,0,0,0,0,10000000,"2023-04-20T00:00:00",9800,1.37,1.42,1.35,1.4,1.35,1.4,-13015000,0,-13015000,0,0,0,0,0,0,"CTCB2215",13426000,9800
1,0,0,0,0,10000000,"2023-04-19T00:00:00",162500,1.42062,1.4,1.42,1.47,1.42,1.43,230850000,0,230850000,0,0,0,0,0,0,"CTCB2215",230850750,162500
1,0,0,0,0,10000000,"2023-04-18T00:00:00",1500,1.4,1.35,1.4,1.4,1.4,1.4,2100000,0,2100000,0,0,0,0,0,0,"CTCB2215",2100000,1500
1,0,0,0,0,10000000,"2023-04-17T00:00:00",93800,1.44471,1.45,1.35,1.46,1.35,1.44,-135514000,0,-135514000,0,0,0,0,0,0,"CTCB2215",135513798,93800
1,0,0,0,0,10000000,"2023-04-14T00:00:00",26300,1.5020499999999999,1.68,1.45,1.65,1.45,1.65,-24404000,0,-24404000,0,0,0,0,0,0,"CTCB2215",39503915,26300
1,0,0,0,0,10000000,"2023-04-13T00:00:00",35500,1.6885599999999998,1.78,1.68,1.76,1.68,1.76,42544000,0,42544000,0,0,0,0,0,0,"CTCB2215",59943880,35500
1,0,0,0,0,10000000,"2023-04-12T00:00:00",104900,1.7509400000000002,1.69,1.78,1.79,1.65,1.65,142824000,0,142824000,0,0,0,0,0,0,"CTCB2215",183673606,104900
1,0,0,0,0,10000000,"2023-04-11T00:00:00",106600,1.68571,1.7,1.69,1.69,1.6,1.6,-166495000,0,-166495000,0,0,0,0,0,0,"CTCB2215",179696686,106600
1,0,0,0,0,10000000,"2023-04-10T00:00:00",6400,1.625,1.54,1.7,1.75,1.07,1.07,-9585000,0,-9585000,0,0,0,0,0,0,"CTCB2215",10400000,6400
1,0,0,0,0,10000000,"2023-04-07T00:00:00",17300,1.5585499999999999,1.59,1.54,1.58,1.52,1.58,-23659000,0,-23659000,0,0,0,0,0,0,"CTCB2215",26962915,17300
1,0,0,0,0,10000000,"2023-04-06T00:00:00",37800,1.6204,1.55,1.59,1.67,1.55,1.55,-25569000,0,-25569000,0,0,0,0,0,0,"CTCB2215",61251120,37800
1,0,0,0,0,10000000,"2023-04-05T00:00:00",9500,1.54916,1.53,1.55,1.55,1.53,1.55,14407000,0,14407000,0,0,0,0,0,0,"CTCB2215",14717020,9500
1,0,0,0,0,10000000,"2023-04-04T00:00:00",6700,1.51701,1.54,1.53,1.54,1.5,1.54,-7104000,0,-7104000,0,0,0,0,0,0,"CTCB2215",10163967,6700
1,0,0,0,0,10000000,"2023-04-03T00:00:00",122700,1.52156,1.22,1.54,1.54,1.44,1.44,-124467000,0,-124467000,0,0,0,0,0,0,"CTCB2215",186695412,122700
1,0,0,0,0,10000000,"2023-03-31T00:00:00",14000,1.30571,1.31,1.22,1.36,1.22,1.34,18280000,0,18280000,0,0,0,0,0,0,"CTCB2215",18279940,14000
1,0,0,0,0,10000000,"2023-03-30T00:00:00",57400,1.36376,1.34,1.31,1.39,1.31,1.37,-64780000,0,-64780000,0,0,0,0,0,0,"CTCB2215",78279824,57400
1,0,0,0,0,10000000,"2023-03-29T00:00:00",59400,1.32554,1.25,1.34,1.36,1.23,1.23,-30967000,0,-30967000,0,0,0,0,0,0,"CTCB2215",78737076,59400
1,0,0,0,0,10000000,"2023-03-28T00:00:00",37500,1.22773,1.11,1.25,1.26,1.18,1.18,33540000,0,33540000,0,0,0,0,0,0,"CTCB2215",46039875,37500
1,0,0,0,0,10000000,"2023-03-27T00:00:00",0,1.11,1.11,1.11,1.11,1.11,1.11,0,0,0,0,0,0,0,0,0,"CTCB2215",0,0
1,0,0,0,0,10000000,"2023-03-24T00:00:00",11000,1.096,1.06,1.11,1.11,1.09,1.09,12056000,0,12056000,0,0,0,0,0,0,"CTCB2215",12056000,11000
1,0,0,0,0,10000000,"2023-03-23T00:00:00",5400,1.0581500000000001,1.1,1.06,1.06,1.03,1.04,4886000,0,4886000,0,0,0,0,0,0,"CTCB2215",5714010,5400
1,0,0,0,0,10000000,"2023-03-22T00:00:00",23800,1.1020999999999999,1.06,1.1,1.11,1.1,1.11,-26230000,0,-26230000,0,0,0,0,0,0,"CTCB2215",26229980,23800
1,0,0,0,0,10000000,"2023-03-21T00:00:00",10400,1.07019,1.08,1.06,1.08,1.06,1.08,10056000,0,10056000,0,0,0,0,0,0,"CTCB2215",11129976,10400
1,0,0,0,0,10000000,"2023-03-20T00:00:00",29900,1.09137,1.16,1.08,1.11,1.08,1.11,8788000,0,8788000,0,0,0,0,0,0,"CTCB2215",32631963,29900
1,0,0,0,0,10000000,"2023-03-17T00:00:00",11600,1.16552,1.15,1.16,1.2,1.16,1.2,9680000,0,9680000,0,0,0,0,0,0,"CTCB2215",13520032,11600
1,0,0,0,0,10000000,"2023-03-16T00:00:00",4200,1.15286,1.23,1.15,1.19,1.15,1.19,3210000,0,3210000,0,0,0,0,0,0,"CTCB2215",4842012,4200
1,0,0,0,0,10000000,"2023-03-15T00:00:00",14700,1.23673,1.13,1.23,1.24,1.22,1.22,-6620000,0,-6620000,0,0,0,0,0,0,"CTCB2215",18179931,14700
