"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue"
1,0,0,0,36800,4443200,"2023-02-21T00:00:00",19100,9.937700000000001,10,10.1,10.2,9.8,10,,,,0,0,0,0,0,42900,"PDB",189810070
1,33,0,0,27400,4443200,"2023-02-20T00:00:00",14700,10.02449,9.9,10,10.2,9.8,10.1,0,0,0,0,0,23,0,0,36300,"PDB",147360003
1,18,0,0,10100,4443200,"2023-02-17T00:00:00",5000,9.954,10,9.9,10,9.4,10,0,0,0,0,0,14,0,0,20300,"PDB",49770000
1,25,0,0,11298,4443200,"2023-02-16T00:00:00",7100,9.99437,10,10,10,9.8,10,0,0,0,0,0,16,0,0,26210,"PDB",70960027
1,8,0,0,3800,4443200,"2023-02-15T00:00:00",1200,10,9.9,10,10,10,10,0,0,0,0,0,10,0,0,24600,"PDB",12000000
1,7,0,0,2900,4443200,"2023-02-14T00:00:00",1300,9.92308,10,9.9,10,9.9,10,0,0,0,0,0,12,0,0,26800,"PDB",12900004
1,9,0,0,2000,4443200,"2023-02-13T00:00:00",400,10.075,10.3,10,10.3,10,10.3,0,0,0,0,0,14,0,0,26800,"PDB",4030000
1,11,0,0,10300,4443200,"2023-02-10T00:00:00",1900,10.11053,10.4,10.3,10.3,10.1,10.1,0,0,0,0,0,14,0,0,31600,"PDB",19210007
1,9,0,0,6900,4443200,"2023-02-09T00:00:00",700,10.25714,10.2,10.4,10.4,10.2,10.2,0,0,0,0,0,8,0,0,20200,"PDB",7179998
1,17,0,0,12410,4443200,"2023-02-08T00:00:00",5500,10.19455,10.3,10.2,10.2,10.1,10.2,0,0,0,0,0,20,0,0,30500,"PDB",56070025
1,17,0,0,14500,4443000,"2023-02-07T00:00:00",7400,10.13378,10.3,10.3,10.3,10,10.1,0,0,0,0,0,21,0,0,27600,"PDB",74989972
1,14,0,0,10700,4443000,"2023-02-06T00:00:00",3300,10.20909,10.3,10.3,10.3,10.1,10.3,0,0,0,0,0,16,0,0,25200,"PDB",33689997
1,25,0,0,19609,4443000,"2023-02-03T00:00:00",6000,10.25667,10.2,10.3,10.4,10.1,10.1,0,0,0,0,0,21,200,2051334,36200,"PDB",61540020
1,24,0,0,21100,4443000,"2023-02-02T00:00:00",7700,10.31039,10.4,10.2,10.7,10,10,0,0,0,0,0,31,0,0,40900,"PDB",79390003
1,31,0,0,18600,4443000,"2023-02-01T00:00:00",8400,10.317860000000001,10.4,10.4,10.5,10.1,10.4,0,0,0,0,0,23,0,0,27900,"PDB",86670024
1,25,0,0,17099,4443000,"2023-01-31T00:00:00",5000,10.458,10.4,10.4,11,10.4,11,0,0,0,0,0,21,0,0,33000,"PDB",52290000
1,40,0,0,24599,4443000,"2023-01-30T00:00:00",12600,10.36746,10.3,10.4,10.5,10.1,10.1,0,0,0,0,0,29,0,0,27300,"PDB",130629996
1,30,0,0,28199,4443000,"2023-01-27T00:00:00",11100,10.24324,10.3,10.3,10.5,10,10.3,0,0,0,0,0,24,0,0,26800,"PDB",113699964
1,18,0,0,11100,4443000,"2023-01-19T00:00:00",3100,10.251610000000001,10.3,10.3,10.3,10.2,10.3,0,0,0,0,0,16,0,0,12800,"PDB",31779991
1,26,0,0,14684,4443000,"2023-01-18T00:00:00",6400,10.10469,10.3,10.3,10.3,10,10,0,0,0,0,0,16,0,0,18102,"PDB",64670016
1,19,0,0,13883,4443000,"2023-01-17T00:00:00",4000,10.1625,10.2,10.3,10.3,10,10.1,0,0,0,0,0,18,0,0,18700,"PDB",40650000
1,18,0,0,15199,4443000,"2023-01-16T00:00:00",11000,10.195450000000001,10.3,10.2,10.3,10,10.3,0,0,0,0,0,13,0,0,20200,"PDB",112149950
1,18,0,0,7509,4443000,"2023-01-13T00:00:00",1300,10.02308,10.1,10.3,10.3,10,10,0,0,0,0,0,14,0,0,17400,"PDB",13030004
1,16,0,0,7899,4443000,"2023-01-12T00:00:00",2300,10.1087,10.5,10.1,10.3,10.1,10.3,0,0,0,0,0,14,0,0,16300,"PDB",23250010
1,22,0,0,23209,4443000,"2023-01-11T00:00:00",12200,10.31803,10.3,10.5,11.3,10.1,11.3,0,0,0,0,0,29,0,0,36220,"PDB",125879966
1,15,0,0,9099,4443000,"2023-01-10T00:00:00",1000,10.18,10.1,10.3,10.4,9.9,10.1,0,0,0,0,0,14,0,0,12900,"PDB",10180000
1,11,0,0,6199,4443000,"2023-01-09T00:00:00",700,10.1,10.1,10.1,10.1,10.1,10.1,0,0,0,0,0,13,0,0,18300,"PDB",7070000
