"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue","totalVolume"
1,19,0,0,121150,5332048,"2023-03-17T00:00:00",9400,0.6,0.6,0.6,0.6,0.5,0.6,0,0,0,0,0,16,0,0,192750,"S96",5279980,9400
1,0,0,0,0,5332048,"2023-03-16T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-03-15T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-03-14T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-03-13T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,20,0,0,119628,5332048,"2023-03-10T00:00:00",6800,0.6,0.6,0.6,0.6,0.5,0.6,0,0,0,0,0,25,0,0,248550,"S96",4030020,6800
1,0,0,0,0,5332048,"2023-03-09T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-03-08T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-03-07T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-03-06T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,29,0,0,131179,5332048,"2023-03-03T00:00:00",18200,0.6,0.6,0.6,0.7,0.5,0.7,0,0,0,0,0,25,0,0,191750,"S96",10090080,18200
1,0,0,0,0,5332048,"2023-03-02T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-03-01T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-02-28T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-02-27T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,23,0,0,86190,5332048,"2023-02-24T00:00:00",25900,0.6,0.6,0.6,0.7,0.6,0.6,0,0,0,0,0,22,0,0,109800,"S96",15550101,25900
1,0,0,0,0,5332048,"2023-02-23T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-02-22T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-02-21T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-02-20T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,26,0,0,208490,5332048,"2023-02-17T00:00:00",25700,0.6,0.6,0.6,0.6,0.5,0.6,0,0,0,0,0,17,0,0,124319,"S96",14249879,25700
1,0,0,0,0,5332048,"2023-02-16T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-02-15T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-02-14T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-02-13T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,34,0,0,150400,5332048,"2023-02-10T00:00:00",39000,0.6,0.6,0.6,0.7,0.6,0.7,0,0,0,0,0,27,0,0,131300,"S96",23410140,39000
1,0,0,0,0,5332048,"2023-02-09T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-02-08T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
1,0,0,0,0,5332048,"2023-02-07T00:00:00",0,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0,0,0,0,"S96",0,0
