"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue"
1,0,615614,30392949365.96,0,1121505008,"2022-12-19T00:00:00",2140200,49.37014,49.3,48.2,50.2,48.2,49.4,,,,0,0,0,514100,25381188974,0,"VHM",105661973628
1,4708,1533677,76204430000,5442985,1121458423,"2022-12-16T00:00:00",3490900,49.91087,50.7,49.3,51.2,49.3,50.3,-12932100000,0,-12932100000,0,0,1460,1541135,76351260000,4908516,"VHM",174233856083
1,2924,1008100,52816960000,4586997,1122276523,"2022-12-15T00:00:00",2949400,52.00878,53,50.7,53.1,50.7,53,7777710000,0,7777710000,0,0,1710,614200,31629310000,6654284,"VHM",153394695732
1,2525,2127200,111966620000,4059460,1121711823,"2022-12-14T00:00:00",3218700,52.51725,53,53,53.7,51.4,53.7,-18247840000,3498060000,-14749780000,360718060000,6807400,2238,646199,33740510000,5149292,"VHM",529755332575
1,3835,2809646,143184390000,6164686,1123171468,"2022-12-13T00:00:00",4250600,50.88387,50.5,53,53,49.95,50.5,2326650000,0,2326650000,0,0,2417,677577,34283700000,5229107,"VHM",216286977822
1,4012,904700,47544220000,5256357,1124861384,"2022-12-12T00:00:00",3867300,52.21526,54.1,50.5,54.2,50.5,54.2,-27003430000,0,-27003430000,0,0,2380,1515800,79346940000,5508287,"VHM",201932074998
1,2609,1553500,84424780000,4326758,1125535332,"2022-12-09T00:00:00",3329100,54.403150000000004,55.4,54.1,55.6,53.7,55.4,9634020000,0,9634020000,8349880000,154000,2000,821555,44660930000,4793051,"VHM",189463406665
1,2917,2067200,115044210000,5286870,1126385904,"2022-12-08T00:00:00",4142000,55.63408999999999,55.5,55.4,57,54.5,57,21902620000,0,21902620000,0,0,1648,1062730,59163050000,6283370,"VHM",230436400780
1,2026,2326800,129163590000,4991885,1128055537,"2022-12-07T00:00:00",3601000,55.56789,55,55.5,56.7,54.2,54.2,2098220000,0,2098220000,0,0,1981,183252,10147520000,5117352,"VHM",200099971890
1,2799,3093900,174012280000,5593309,1130097901,"2022-12-06T00:00:00",4261600,56.15355,58.3,55,58.3,54.3,58.3,16424820000,0,16424820000,8807700000,157000,2395,705928,39874950000,11615607,"VHM",248111668680
1,2575,3466100,199565160000,5404059,1132040296,"2022-12-05T00:00:00",4597300,57.5806,57.2,58.3,58.3,56.8,57.5,31238462000,0,31238462000,239400000000,4500000,2380,397567,22820570000,6151044,"VHM",504115292380
1,2803,5470687,300356920000,8125413,1134808396,"2022-12-02T00:00:00",6364400,54.86976,53.5,57.2,57.2,53,53.5,40743777000,0,40743777000,0,0,2827,284436,15694290000,7825786,"VHM",349213100544
1,3475,4809300,264966530000,7236358,1139923904,"2022-12-01T00:00:00",5868300,55.076910000000005,54.5,53.5,56.2,53.5,55.1,-4530130000,0,-4530130000,0,0,3759,975505,53482770000,8917804,"VHM",323207830953
1,2792,5442319,289865570000,7491697,1144583258,"2022-11-30T00:00:00",6191900,53.217980000000004,53.1,54.5,54.5,52,53.6,-16069150000,236250000000,220180850000,236250000000,4500000,2899,698000,37188780000,8883647,"VHM",565770410362
1,4124,6689500,345966190000,8827324,1150036173,"2022-11-29T00:00:00",7431800,51.726589999999995,50.2,53.1,53.1,50.4,51.6,-26361130000,0,-26361130000,0,0,3343,345679,17773550000,9455842,"VHM",384421671562
1,2624,4796600,238848020000,9935884,1156389227,"2022-11-28T00:00:00",7815000,49.86174,47,50.2,50.2,47.4,47.5,6109620000,0,6109620000,0,0,2919,149946,7387550000,8320219,"VHM",389669498100
