"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue","totalVolume"
1,0,0,0,1000,392261,"2023-06-13T00:00:00",0,49.5,49.5,49.5,49.5,49.5,49.5,,,,0,0,0,0,0,0,"SDN",0,0
1,1,0,0,1000,392261,"2023-06-12T00:00:00",0,49.5,49.5,49.5,49.5,49.5,49.5,0,0,0,0,0,1,0,0,9,"SDN",0,0
1,1,0,0,1000,392261,"2023-06-09T00:00:00",0,49.5,49.5,49.5,49.5,49.5,49.5,0,0,0,0,0,2,0,0,70,"SDN",0,0
1,2,0,0,1100,392261,"2023-06-08T00:00:00",0,49.5,49.5,49.5,49.5,49.5,49.5,0,0,0,0,0,1,0,0,9,"SDN",0,0
1,1,0,0,1000,392261,"2023-06-07T00:00:00",0,49.5,49.5,49.5,49.5,49.5,49.5,0,0,0,0,0,1,0,0,61,"SDN",0,0
1,3,0,0,1001,392261,"2023-06-06T00:00:00",0,49.5,49.5,49.5,49.5,49.5,49.5,0,0,0,0,0,1,0,0,9,"SDN",0,0
1,3,0,0,2400,392261,"2023-06-05T00:00:00",0,49.5,49.5,49.5,49.5,49.5,49.5,0,0,0,0,0,0,0,0,0,"SDN",0,0
1,3,0,0,1901,392261,"2023-06-02T00:00:00",0,49.5,49.5,49.5,49.5,49.5,49.5,0,0,0,0,0,3,0,0,118,"SDN",0,0
1,1,0,0,1000,392261,"2023-06-01T00:00:00",0,49.5,49.5,49.5,49.5,49.5,49.5,0,0,0,0,0,1,0,0,9,"SDN",0,0
1,2,0,0,1100,392261,"2023-05-31T00:00:00",0,49.5,49.5,49.5,49.5,49.5,49.5,0,0,0,0,0,1,0,0,1,"SDN",0,0
1,2,0,0,1100,392261,"2023-05-30T00:00:00",0,49.5,49.5,49.5,49.5,49.5,49.5,0,0,0,0,0,1,0,0,25,"SDN",0,0
1,11,0,0,2305,392261,"2023-05-29T00:00:00",600,49.5,45,49.5,49.5,49.5,49.5,0,0,0,0,0,3,0,0,632,"SDN",29700000,600
1,7,0,0,1406,392261,"2023-05-26T00:00:00",0,45,45,45,45,45,45,0,0,0,0,0,2,0,0,139,"SDN",0,0
1,8,0,0,1506,391961,"2023-05-25T00:00:00",0,45,45,45,45,45,45,0,0,0,0,0,2,0,0,139,"SDN",0,0
1,9,0,0,1806,391961,"2023-05-24T00:00:00",0,45,45,45,45,45,45,0,0,0,0,0,0,0,0,0,"SDN",0,0
1,9,0,0,1804,391961,"2023-05-23T00:00:00",300,45,47.7,45,45,45,45,0,0,0,0,0,4,300,13500000,939,"SDN",13500000,300
1,7,0,0,314,391961,"2023-05-22T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,2,0,0,120,"SDN",0,0
1,10,0,0,821,391961,"2023-05-19T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,3,0,0,155,"SDN",0,0
1,6,0,0,704,391961,"2023-05-18T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,1,0,0,100,"SDN",0,0
1,7,0,0,1504,391961,"2023-05-17T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,1,0,0,100,"SDN",0,0
1,10,0,0,1004,391961,"2023-05-16T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,2,0,0,184,"SDN",0,0
1,6,0,0,1204,391961,"2023-05-15T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,2,0,0,184,"SDN",0,0
1,4,0,0,2116,391961,"2023-05-12T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,3,0,0,236,"SDN",0,0
1,3,0,0,1116,391961,"2023-05-11T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,4,0,0,736,"SDN",0,0
1,4,0,0,1216,391961,"2023-05-10T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,2,0,0,184,"SDN",0,0
1,3,0,0,1116,391961,"2023-05-09T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,3,0,0,684,"SDN",0,0
1,4,0,0,1216,391961,"2023-05-08T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,2,0,0,184,"SDN",0,0
1,6,0,0,2017,391961,"2023-05-05T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,2,0,0,184,"SDN",0,0
1,6,0,0,3016,391961,"2023-05-04T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,4,0,0,2884,"SDN",0,0
1,5,0,0,1316,391961,"2023-04-28T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,2,0,0,2084,"SDN",0,0
1,5,0,0,1316,391961,"2023-04-27T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,2,0,0,184,"SDN",0,0
1,3,0,0,300,391961,"2023-04-26T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,2,0,0,184,"SDN",0,0
1,3,0,0,1600,391961,"2023-04-25T00:00:00",0,47.7,47.7,47.7,47.7,47.7,47.7,0,0,0,0,0,2,0,0,584,"SDN",0,0
