"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue"
1,56,0,0,26362,0,"2022-04-08T00:00:00",24600,7.6,8.6,7.5,9,7.4,7.7,,,,0,0,45,0,0,28400,"SON",186990012
1,31,0,0,8200,0,"2022-04-07T00:00:00",8200,8.6,9.9,8.5,9.7,8.5,9.7,,,,0,0,33,0,0,14400,"SON",70170024
1,10,0,0,5410,0,"2022-04-06T00:00:00",2200,9.9,8.8,10.1,10.1,9,9,,,,0,0,7,0,0,2200,"SON",21879990
1,18,0,0,13410,0,"2022-04-05T00:00:00",2600,8.8,9,8.7,9,8.7,9,,,,0,0,12,0,0,6200,"SON",22940008
1,40,0,0,22410,0,"2022-04-04T00:00:00",11200,9,9,10.1,10.3,7.9,9,,,,0,0,26,0,0,12100,"SON",100359952
1,19,0,0,6410,0,"2022-04-01T00:00:00",5300,9,8.7,9.3,9.3,8.8,9.3,,,,0,0,23,0,0,8300,"SON",47000000
1,19,0,0,6600,0,"2022-03-31T00:00:00",5900,8.7,8.8,9.4,9.4,8.4,8.8,,,,0,0,19,0,0,9100,"SON",51129990
1,20,0,0,13700,0,"2022-03-30T00:00:00",13100,8.8,8.5,8.5,9.5,8.5,8.5,,,,0,0,25,0,0,14100,"SON",115000000
1,25,0,0,9500,0,"2022-03-29T00:00:00",7300,8.5,8.3,8.5,8.6,8.4,8.4,,,,0,0,14,0,0,7700,"SON",62110006
1,54,0,0,22421,0,"2022-03-28T00:00:00",11300,8.3,9.4,8.4,8.5,8.1,8.1,,,,0,0,24,0,0,12400,"SON",94279968
1,36,0,0,9832,0,"2022-03-25T00:00:00",9100,9.4,10.9,9.3,9.5,9.3,9.4,,,,0,0,37,0,0,12000,"SON",85200024
1,27,0,0,8400,0,"2022-03-24T00:00:00",8200,10.9,12.5,10.8,14.3,10.7,12.8,,,,0,0,20,0,0,12200,"SON",89569994
1,29,0,0,14312,0,"2022-03-23T00:00:00",12000,12.5,11.2,12.8,12.8,10,12.8,,,,0,0,16,0,0,15900,"SON",150000000
1,14,0,0,3117,0,"2022-03-22T00:00:00",1200,11.2,9.8,11.2,11.2,11.2,11.2,,,,0,0,3,0,0,1200,"SON",13440000
1,7,0,0,6305,0,"2022-03-21T00:00:00",3000,9.8,8.6,9.8,9.8,9.5,9.5,,,,0,0,7,0,0,3000,"SON",29000000
1,13,0,0,7746,0,"2022-03-18T00:00:00",2000,8.6,8.8,8.6,8.7,8.5,8.7,,,,0,0,9,0,0,3500,"SON",17180000
1,6,0,0,1105,0,"2022-03-17T00:00:00",300,8.8,8,8.8,8.8,8.8,8.8,,,,0,0,6,0,0,2500,"SON",3000000
1,3,0,0,605,0,"2022-03-16T00:00:00",0,8,8,8,8,8,8,,,,0,0,2,0,0,500,"SON",0
1,6,0,0,806,0,"2022-03-15T00:00:00",0,8,8,8,8,8,8,,,,0,0,2,0,0,600,"SON",0
1,7,0,0,1805,0,"2022-03-14T00:00:00",1200,8,8.9,8.1,8.1,8,8,,,,0,0,6,0,0,2200,"SON",9609996
1,3,0,0,106,0,"2022-03-11T00:00:00",0,8.9,8.9,8.9,8.9,8.9,8.9,,,,0,0,5,0,0,1300,"SON",0
1,3,0,0,110,0,"2022-03-10T00:00:00",0,8.9,8.9,8.9,8.9,8.9,8.9,,,,0,0,2,0,0,400,"SON",0
1,6,0,0,1305,0,"2022-03-09T00:00:00",200,8.9,8.1,8.9,8.9,8.9,8.9,,,,0,0,6,0,0,1200,"SON",1780000
1,3,0,0,805,0,"2022-03-08T00:00:00",0,8.1,8.1,8.1,8.1,8.1,8.1,,,,0,0,3,0,0,600,"SON",0
1,6,0,0,2205,0,"2022-03-07T00:00:00",0,8.1,8.1,8.1,8.1,8.1,8.1,,,,0,0,3,0,0,500,"SON",0
1,4,0,0,1405,0,"2022-03-04T00:00:00",400,8.1,9.1,8.1,8.2,8.1,8.2,0,0,0,0,0,5,0,0,1900,"SON",3250000
1,3,0,0,805,0,"2022-03-03T00:00:00",0,9.1,9.1,9.1,9.1,9.1,9.1,,,,0,0,4,0,0,2000,"SON",0
1,4,0,0,1115,0,"2022-03-02T00:00:00",0,9.1,9.1,9.1,9.1,9.1,9.1,0,0,0,0,0,5,0,0,5600,"SON",0
1,3,0,0,115,0,"2022-03-01T00:00:00",0,9.1,9.1,9.1,9.1,9.1,9.1,0,0,0,0,0,4,0,0,3500,"SON",0
1,3,0,0,1105,0,"2022-02-28T00:00:00",0,9.1,9.1,9.1,9.1,9.1,9.1,0,0,0,0,0,3,0,0,1200,"SON",0
1,2,0,0,101,0,"2022-02-25T00:00:00",0,9.1,9.1,9.1,9.1,9.1,9.1,0,0,0,0,0,3,0,0,1600,"SON",0
1,3,0,0,111,0,"2022-02-24T00:00:00",0,9.1,9.1,9.1,9.1,9.1,9.1,0,0,0,0,0,3,0,0,1900,"SON",0
1,4,0,0,900,0,"2022-02-23T00:00:00",100,9.1,8.4,9.1,9.1,9.1,9.1,0,0,0,0,0,6,0,0,2700,"SON",910000
1,2,0,0,150,0,"2022-02-22T00:00:00",0,8.4,8.4,8.4,8.4,8.4,8.4,0,0,0,0,0,3,0,0,400,"SON",0
1,2,0,0,300,0,"2022-02-21T00:00:00",0,8.4,8.4,8.4,8.4,8.4,8.4,0,0,0,0,0,4,0,0,1400,"SON",0
1,1,0,0,100,0,"2022-02-18T00:00:00",0,8.4,8.4,8.4,8.4,8.4,8.4,0,0,0,0,0,4,0,0,2200,"SON",0
1,1,0,0,100,0,"2022-02-17T00:00:00",0,8.4,8.4,8.4,8.4,8.4,8.4,0,0,0,0,0,3,0,0,400,"SON",0
1,2,0,0,200,0,"2022-02-16T00:00:00",0,8.4,8.4,8.4,8.4,8.4,8.4,0,0,0,0,0,3,0,0,400,"SON",0
1,3,0,0,400,0,"2022-02-15T00:00:00",0,8.4,8.4,8.4,8.4,8.4,8.4,0,0,0,0,0,3,0,0,400,"SON",0
1,2,0,0,200,0,"2022-02-14T00:00:00",0,8.4,8.4,8.4,8.4,8.4,8.4,0,0,0,0,0,2,0,0,200,"SON",0
1,1,0,0,100,0,"2022-02-11T00:00:00",100,8.4,9.8,8.4,8.4,8.4,8.4,0,0,0,0,0,4,0,0,1400,"SON",840000
1,1,0,0,100,0,"2022-02-10T00:00:00",0,9.8,9.8,9.8,9.8,9.8,9.8,0,0,0,0,0,3,0,0,1500,"SON",0
1,1,0,0,100,0,"2022-02-09T00:00:00",0,9.8,9.8,9.8,9.8,9.8,9.8,0,0,0,0,0,2,0,0,600,"SON",0
1,5,0,0,500,0,"2022-02-08T00:00:00",200,9.8,8.7,9.9,9.9,9.7,9.7,0,0,0,0,0,4,0,0,2700,"SON",1960000
1,1,0,0,100,0,"2022-02-07T00:00:00",0,8.7,8.7,8.7,8.7,8.7,8.7,0,0,0,0,0,5,0,0,900,"SON",0
1,2,0,0,101,0,"2022-01-28T00:00:00",0,8.7,8.7,8.7,8.7,8.7,8.7,0,0,0,0,0,2,0,0,300,"SON",0
1,2,0,0,101,0,"2022-01-27T00:00:00",0,8.7,8.7,8.7,8.7,8.7,8.7,0,0,0,0,0,4,0,0,1600,"SON",0
1,2,0,0,101,0,"2022-01-26T00:00:00",0,8.7,8.7,8.7,8.7,8.7,8.7,0,0,0,0,0,4,0,0,1600,"SON",0
1,2,0,0,101,0,"2022-01-25T00:00:00",0,8.7,8.7,8.7,8.7,8.7,8.7,0,0,0,0,0,5,0,0,2300,"SON",0
1,2,0,0,101,0,"2022-01-24T00:00:00",0,8.7,8.7,8.7,8.7,8.7,8.7,0,0,0,0,0,3,0,0,1400,"SON",0
1,2,0,0,700,0,"2022-01-21T00:00:00",0,8.7,8.7,8.7,8.7,8.7,8.7,0,0,0,0,0,4,0,0,1700,"SON",0
