"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue"
1,0,0,0,0,0,"2022-12-19T00:00:00",55300,9.15072,9.3,9,9.3,9,9.3,,,,0,0,0,0,0,0,"GSP",506034816
1,97,0,0,77018,0,"2022-12-16T00:00:00",22000,9.40859,9.4,9.3,9.65,9.17,9.48,0,0,0,0,0,89,0,0,243616,"GSP",206988980
1,141,0,0,118806,0,"2022-12-15T00:00:00",62200,9.39613,9.29,9.4,9.59,9.28,9.29,0,0,0,0,0,121,0,0,171920,"GSP",584439286
1,186,0,0,251397,0,"2022-12-14T00:00:00",143800,9.15994,8.99,9.29,9.29,9,9,0,0,0,0,0,145,0,0,329201,"GSP",1317199372
1,61,0,0,43265,0,"2022-12-13T00:00:00",10600,8.96358,8.99,8.99,9,8.85,8.99,0,0,0,0,0,69,0,0,116300,"GSP",95013948
1,98,0,0,87224,0,"2022-12-12T00:00:00",35900,8.87351,8.99,8.99,9,8.8,9,0,0,0,0,0,57,0,0,100553,"GSP",318559009
1,50,0,0,36827,0,"2022-12-09T00:00:00",12600,8.940790000000002,8.99,8.99,9,8.82,9,0,0,0,0,0,77,0,0,83202,"GSP",112653954
1,91,0,0,56807,0,"2022-12-08T00:00:00",20600,8.97757,8.8,8.99,9.15,8.8,9.15,0,0,0,0,0,78,0,0,145675,"GSP",184937942
1,80,0,0,58406,0,"2022-12-07T00:00:00",19200,8.88292,8.98,8.8,9,8.7,8.7,0,0,0,0,0,68,0,0,87245,"GSP",170552064
1,110,0,0,165420,0,"2022-12-06T00:00:00",78500,9.07076,9.1,8.98,9.2,8.98,9,0,0,0,0,0,93,0,0,166545,"GSP",712054660
1,96,0,0,174143,0,"2022-12-05T00:00:00",122500,9.20308,9.2,9.1,9.3,9.1,9.21,0,0,0,0,0,127,0,0,302582,"GSP",1127377300
1,132,0,0,134917,0,"2022-12-02T00:00:00",87200,9.123850000000001,9.2,9.2,9.2,8.8,9.1,0,0,0,0,0,86,0,0,293456,"GSP",795599720
1,105,0,0,113390,0,"2022-12-01T00:00:00",73900,9.15652,9.18,9.2,9.35,9,9.2,0,0,0,0,0,143,0,0,241501,"GSP",676666828
1,97,0,0,76000,0,"2022-11-30T00:00:00",35100,9.07618,9.2,9.18,9.21,9,9,0,0,0,0,0,76,0,0,141700,"GSP",318573918
1,132,0,0,100191,0,"2022-11-29T00:00:00",58500,9.00632,8.73,9.2,9.25,8.7,9,0,0,0,0,0,136,0,0,174350,"GSP",526869720
1,95,0,0,108696,0,"2022-11-28T00:00:00",52200,8.53684,8.16,8.73,8.73,8.2,8.2,0,0,0,0,0,88,0,0,86165,"GSP",445623048
1,86,0,0,78876,0,"2022-11-25T00:00:00",29000,8.18838,8.19,8.16,8.2,8.16,8.18,0,0,0,0,0,49,0,0,81300,"GSP",237463020
1,65,0,0,57961,0,"2022-11-24T00:00:00",25100,8.1702,8.36,8.19,8.29,8.05,8.05,0,0,0,0,0,41,66,530000,49704,"GSP",205072020
1,59,0,0,55896,0,"2022-11-23T00:00:00",9600,8.37104,8.3,8.36,8.4,8.01,8.3,0,0,0,0,0,66,0,0,55400,"GSP",80361984
1,96,0,0,122222,0,"2022-11-22T00:00:00",58000,8.33967,7.85,8.3,8.39,8.01,8.1,0,0,0,0,0,73,0,0,89292,"GSP",483700860
1,65,0,0,52997,0,"2022-11-21T00:00:00",17900,7.98883,7.84,7.85,8.1,7.84,8.1,0,0,0,0,0,55,0,0,45008,"GSP",143000057
1,147,0,0,102999,0,"2022-11-18T00:00:00",52100,7.537850000000001,7.84,7.84,7.84,7.41,7.5,0,0,0,0,0,84,0,0,81627,"GSP",392721985
1,81,0,0,63172,0,"2022-11-17T00:00:00",17900,7.81296,7.6,7.84,7.99,7.7,7.99,0,0,0,0,0,59,0,0,61724,"GSP",139851984
1,183,0,0,411206,0,"2022-11-16T00:00:00",205300,6.8876,7.21,7.6,7.6,6.71,7,0,0,0,0,0,123,0,0,237911,"GSP",1414024280
1,90,0,0,109036,0,"2022-11-15T00:00:00",106600,7.22918,7.75,7.21,7.34,7.21,7.22,-231000,0,-231000,0,0,77,0,0,234131,"GSP",770630588
1,114,0,0,148640,0,"2022-11-14T00:00:00",136300,7.83105,8.33,7.75,8.1,7.75,8.02,0,0,0,0,0,107,0,0,237147,"GSP",1067372115
1,98,0,0,89709,0,"2022-11-11T00:00:00",64900,8.56891,8.62,8.33,8.75,8.33,8.65,0,0,0,0,0,78,0,0,203776,"GSP",556122259
1,112,0,0,126114,0,"2022-11-10T00:00:00",103000,8.78717,9.15,8.62,9.05,8.54,9.03,0,0,0,0,0,92,0,0,251100,"GSP",905078510
1,53,0,0,28240,0,"2022-11-09T00:00:00",7800,9.15218,9.15,9.15,9.4,9.1,9.15,0,0,0,0,0,57,0,0,58600,"GSP",71387004
1,74,0,0,75457,0,"2022-11-08T00:00:00",40100,9.09092,9.15,9.15,9.16,9,9.16,0,0,0,0,0,63,0,0,100509,"GSP",364545892
1,41,0,0,43298,0,"2022-11-07T00:00:00",33600,9.16604,9.29,9.15,9.4,9.15,9.4,0,0,0,0,0,72,0,0,88700,"GSP",307978944
1,79,0,0,60188,0,"2022-11-04T00:00:00",32600,9.20948,9.3,9.29,9.3,9.15,9.2,0,0,0,0,0,51,0,0,58755,"GSP",300229048
1,67,0,0,62238,0,"2022-11-03T00:00:00",40400,9.32963,9.4,9.3,9.43,9.25,9.35,0,0,0,0,0,92,0,0,76200,"GSP",376917052
1,77,0,0,54949,0,"2022-11-02T00:00:00",20700,9.35923,9.42,9.4,9.42,9.26,9.26,0,0,0,0,0,87,0,0,76310,"GSP",193736061
1,111,0,0,65774,0,"2022-11-01T00:00:00",23300,9.31536,9.3,9.42,9.46,9.25,9.4,0,0,0,0,0,81,0,0,74296,"GSP",217047888
1,147,0,0,129937,0,"2022-10-31T00:00:00",90200,9.32284,9.53,9.3,9.5,9.1,9.5,0,0,0,0,0,88,0,0,253277,"GSP",840920168
1,65,0,0,47171,0,"2022-10-28T00:00:00",10100,9.64842,9.53,9.53,9.99,9.5,9.99,0,0,0,0,0,67,0,0,86030,"GSP",97449042
1,100,0,0,72526,0,"2022-10-27T00:00:00",33100,9.47335,9.4,9.53,9.53,9.36,9.41,0,0,0,0,0,56,0,0,73530,"GSP",313567885
1,95,0,0,128485,0,"2022-10-26T00:00:00",53600,9.462200000000001,9.4,9.4,9.6,9.32,9.4,0,0,0,0,0,89,0,0,110821,"GSP",507173920
1,120,0,0,149077,0,"2022-10-25T00:00:00",54500,9.382290000000001,9.51,9.4,9.51,9.27,9.51,0,0,0,0,0,91,0,0,159300,"GSP",511334805
1,83,0,0,88511,0,"2022-10-24T00:00:00",51200,9.617049999999999,9.88,9.51,10,9.5,10,0,0,0,0,0,110,0,0,192424,"GSP",492392960
1,115,0,0,81189,0,"2022-10-21T00:00:00",40900,9.89127,10,9.88,10.05,9.7,10,0,0,0,0,0,79,0,0,150867,"GSP",404552943
1,73,0,0,127097,0,"2022-10-20T00:00:00",32000,10.02113,10,10,10.1,9.95,10,0,0,0,0,0,66,0,0,119556,"GSP",320676160
1,89,0,0,103386,0,"2022-10-19T00:00:00",19100,9.99864,10.05,10,10,9.97,10,0,0,0,0,0,56,0,0,91828,"GSP",190974024
1,80,0,0,51993,0,"2022-10-18T00:00:00",19000,10.03263,10,10.05,10.15,10,10,0,0,0,0,0,62,0,0,127166,"GSP",190619970
1,118,0,0,128438,0,"2022-10-17T00:00:00",51200,9.89484,10,10,10.1,9.74,10.1,0,0,0,0,0,73,0,0,194550,"GSP",506615808
1,133,0,0,143384,0,"2022-10-14T00:00:00",66500,10.01519,10.1,10,10.1,10,10,0,0,0,0,0,97,0,0,137109,"GSP",666010135
1,57,0,0,91775,0,"2022-10-13T00:00:00",6500,10.085379999999999,10,10.1,10.5,10,10.5,0,0,0,0,0,96,0,0,106642,"GSP",65554970
1,155,0,0,186438,0,"2022-10-12T00:00:00",53500,9.88409,9.95,10,10,9.55,9.95,0,0,0,0,0,76,0,0,192020,"GSP",528798815
1,121,0,0,112503,0,"2022-10-11T00:00:00",57200,9.89302,10.1,9.95,10.1,9.7,10.1,-1000000,0,-1000000,0,0,90,0,0,132978,"GSP",565880744
1,136,0,0,138548,0,"2022-10-10T00:00:00",74000,10.03391,10.1,10.1,10.2,9.81,10.1,0,0,0,0,0,83,0,0,179960,"GSP",742509340
1,206,0,0,156568,0,"2022-10-07T00:00:00",78500,9.8495,10.05,10.1,10.35,9.5,10.35,0,0,0,0,0,122,0,0,228529,"GSP",773185750
1,147,0,0,124598,0,"2022-10-06T00:00:00",75100,10.06145,10.4,10.05,10.4,10,10.4,0,0,0,0,0,70,0,0,197707,"GSP",755614895
1,91,0,0,57283,0,"2022-10-05T00:00:00",30400,10.39046,10.25,10.4,10.45,10.3,10.4,0,0,0,0,0,73,0,0,98681,"GSP",315869984
