"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue"
1,246,4000,82200000,224128,157015,"2022-12-06T00:00:00",126500,20.84806,21.4,20.4,21.35,20.4,21.35,,,,0,0,192,1600,33510000,267256,"TV2",2637279590
1,216,1000,21850000,167249,55915,"2022-12-05T00:00:00",90100,21.459490000000002,21.3,21.4,22,21.25,21.4,-151000,0,-151000,0,0,173,21007,451810000,273403,"TV2",1933500049
1,173,0,0,133587,16915,"2022-12-02T00:00:00",41000,20.8661,21,21.3,21.35,20.3,20.95,0,0,0,0,0,123,100,2080000,132540,"TV2",855510100
1,250,5800,121780000,328864,16915,"2022-12-01T00:00:00",200500,21.066080000000003,20.65,21,21.5,20.65,20.75,0,0,0,0,0,260,105100,2215590000,365165,"TV2",4223749040
1,253,200,4130000,216628,615,"2022-11-30T00:00:00",111600,20.622799999999998,20.9,20.65,21,20.3,21,0,0,0,0,0,153,40000,825080000,278484,"TV2",2301504480
1,183,3900,81510000,141858,15,"2022-11-29T00:00:00",59200,20.67247,20.4,20.9,21,20.25,20.9,0,0,0,0,0,165,0,0,142659,"TV2",1223810224
1,268,700,14490000,324071,15,"2022-11-28T00:00:00",154100,20.35701,20,20.4,20.85,19.85,20.5,0,0,0,0,0,174,22100,454050000,262049,"TV2",3137015241
1,177,0,0,93201,15,"2022-11-25T00:00:00",30300,19.77442,19.9,20,20.15,19.55,19.55,0,0,0,0,0,131,800,16090000,116820,"TV2",599164926
1,120,0,0,36548,15,"2022-11-24T00:00:00",20700,19.79831,20,19.9,20,19.5,20,0,0,0,0,0,105,3900,77560000,104950,"TV2",409825017
1,143,28500,590810000,130480,15,"2022-11-23T00:00:00",53600,20.67752,20.4,20,20.95,20,20.4,0,0,0,0,0,169,700,14630000,127787,"TV2",1108315072
1,301,32200,644320000,286888,23715,"2022-11-22T00:00:00",86200,20.22442,19.6,20.4,20.9,19.55,19.6,0,0,0,0,0,189,0,0,170041,"TV2",1743345004
1,174,42500,836300000,150912,45465,"2022-11-21T00:00:00",67100,19.68942,19.55,19.6,20,19.15,19.55,0,0,0,0,0,147,0,0,144282,"TV2",1321160082
1,215,5800,113270000,152863,84992,"2022-11-18T00:00:00",53100,19.14444,19.8,19.55,19.8,18.6,19.7,0,0,0,0,0,189,4800,92590000,172921,"TV2",1016569764
1,178,500,9900000,207145,89592,"2022-11-17T00:00:00",120000,19.68363,19.2,19.8,20.1,19.2,19.2,0,0,0,0,0,244,10450,206330000,220169,"TV2",2362035600
1,280,68900,1207020000,415957,74192,"2022-11-16T00:00:00",185100,17.61745,18.3,19.2,19.5,17.05,17.1,0,0,0,0,0,240,2973,54560000,354027,"TV2",3260989995
1,158,17500,321190000,208235,143092,"2022-11-15T00:00:00",110000,18.32109,19.65,18.3,19.6,18.3,18.3,0,0,0,0,0,163,1200,22120000,232449,"TV2",2015319900
1.5508474576499998,242,4200,131150000,153916,156355,"2022-11-14T00:00:00",106600,31.941599999999998,32.55,30.5,33.55,30.5,33.55,0,0,0,0,0,211,15900,514560000,204823,"TV2",3404974560
1.5508474576499998,317,47225,1524340000,247756,144155,"2022-11-11T00:00:00",113200,32.15093,33.1,32.55,33.3,31,31.6,0,0,0,0,0,150,0,0,174672,"TV2",3639485276
1.5508474576499998,236,0,0,136211,177380,"2022-11-10T00:00:00",87400,33.86836,35.55,33.1,35.8,33.1,33.8,0,0,0,0,0,196,4237,150060000,323242,"TV2",2960094664
1.5508474576499998,126,3900,138040000,68312,174524,"2022-11-09T00:00:00",30000,35.31917,35.25,35.55,35.9,34.6,35.25,0,0,0,0,0,83,16400,576650000,87703,"TV2",1059575100
1.5508474576499998,246,1400,48850000,114630,176024,"2022-11-08T00:00:00",65700,34.84787,35.9,35.25,35.9,34.3,35.6,0,0,0,0,0,149,14000,497530000,219527,"TV2",2289505059
1.5508474576499998,184,0,0,109489,176824,"2022-11-07T00:00:00",61700,36.30543,35.9,35.9,37.1,35.7,35.9,0,0,0,0,0,246,2856,103910000,333718,"TV2",2240045031
