"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue"
1,0,0,0,101700,979980,"2021-04-06T00:00:00",101700,10.822300884955752,10.7,10.51,10.9,10.43,10.43,0,0,0,0,0,0,0,0,101700,"CHPG2024",1100628000
1,0,0,0,55900,979980,"2021-04-05T00:00:00",55900,10.579159212880144,10.45,10.7,10.7,10.45,10.45,0,0,0,0,0,0,0,0,55900,"CHPG2024",591375000
1,0,0,0,52800,979980,"2021-04-02T00:00:00",52800,10.286988636363636,10,10.45,10.45,10.19,10.19,,,,0,0,0,0,0,52800,"CHPG2024",543153000
1,0,0,0,260900,979980,"2021-04-01T00:00:00",260900,9.840896895362208,9.41,10,10.15,9.5,9.5,,,,0,0,0,0,0,260900,"CHPG2024",2567490000
1,0,0,0,93500,979980,"2021-03-31T00:00:00",93500,9.565080213903745,9.4,9.41,9.95,9.41,9.5,,,,0,0,0,0,0,93500,"CHPG2024",894335000
1,0,0,0,80700,979980,"2021-03-30T00:00:00",80700,9.28451053283767,9.25,9.4,9.43,9.15,9.25,,,,0,0,0,0,0,80700,"CHPG2024",749260000
1,0,0,0,201500,979980,"2021-03-29T00:00:00",201500,9.186694789081887,9,9.25,9.3,9.03,9.15,,,,0,0,0,0,0,201500,"CHPG2024",1851119000
1,0,0,0,9600,979980,"2021-03-26T00:00:00",9600,8.7575,8.8,9,9,8.7,8.79,,,,0,0,0,0,0,9600,"CHPG2024",84072000
1,0,0,0,26000,979980,"2021-03-25T00:00:00",26000,8.815576923076923,8.8,8.8,9.1,8.48,8.8,,,,0,0,0,0,0,26000,"CHPG2024",229205000
1,0,0,0,2400,979980,"2021-03-24T00:00:00",2400,8.966666666666667,9.6,8.8,9,8.8,9,,,,0,0,0,0,0,2400,"CHPG2024",21520000
1,0,0,0,11200,979880,"2021-03-23T00:00:00",11200,9.44375,9.6,9.6,9.6,9.3,9.6,,,,0,0,0,0,0,11200,"CHPG2024",105770000
1,0,0,0,6600,979880,"2021-03-22T00:00:00",6600,9.551515151515153,9.61,9.6,9.61,9.52,9.52,,,,0,0,0,0,0,6600,"CHPG2024",63040000
1,0,0,0,104700,979880,"2021-03-19T00:00:00",104700,9.550821394460364,9.15,9.61,9.61,9.4,9.4,,,,0,0,0,100,948884.4884488449,104700,"CHPG2024",999971000
1,0,0,0,179200,979880,"2021-03-18T00:00:00",179200,9.295463169642856,9.2,9.15,9.47,9.15,9.3,,,,0,0,0,0,0,179200,"CHPG2024",1665747000
1,0,0,0,30800,979880,"2021-03-17T00:00:00",30800,9.1,9.1,9.2,9.32,9.1,9.25,,,,0,0,0,0,0,30800,"CHPG2024",284100000
1,0,0,0,61400,979880,"2021-03-16T00:00:00",61400,9.196156351791531,9.2,9.1,9.44,9.1,9.4,,,,0,0,0,0,0,61400,"CHPG2024",564644000
1,0,0,0,124800,979880,"2021-03-15T00:00:00",124800,9.342291666666666,9.2,9.2,9.45,9.09,9.3,,,,0,0,0,0,0,124800,"CHPG2024",1165918000
1,0,0,0,6800,979880,"2021-03-12T00:00:00",6800,9.185882352941176,9.4,9.2,9.26,9.1,9.1,,,,0,0,0,0,0,6800,"CHPG2024",62464000
1,0,0,0,68300,979880,"2021-03-11T00:00:00",68300,9.262928257686678,9.2,9.4,9.49,9.16,9.2,,,,0,0,0,0,0,68300,"CHPG2024",632658000
1,0,0,0,119300,979880,"2021-03-10T00:00:00",119300,9.096160938809724,9.1,9.2,9.2,9,9,,,,0,0,0,0,0,119300,"CHPG2024",1085172000
1,0,0,0,12500,979880,"2021-03-09T00:00:00",12500,8.995040000000001,9.39,9.1,9.1,8.7,8.8,,,,0,0,0,0,0,12500,"CHPG2024",112438000
1,0,0,0,32800,979880,"2021-03-08T00:00:00",32800,9.398932926829268,9.1,9.39,9.5,9,9.5,,,,0,0,0,0,0,32800,"CHPG2024",308285000
1,0,0,0,75300,979880,"2021-03-05T00:00:00",75300,8.849588313413015,8.9,9.1,9.1,8.5,9,,,,0,0,0,0,0,75300,"CHPG2024",666374000
1,0,0,0,70600,979880,"2021-03-04T00:00:00",70600,9.059815864022664,9.44,8.9,9.46,8.8,9.46,,,,0,0,0,0,0,70600,"CHPG2024",639623000
1,0,0,0,134600,979880,"2021-03-03T00:00:00",134600,9.344353640416047,9.31,9.44,9.49,9.3,9.31,,,,0,0,0,0,0,134600,"CHPG2024",1257750000
1,0,0,0,61300,979880,"2021-03-02T00:00:00",61300,9.385252854812398,9.3,9.31,9.55,9.1,9.3,,,,0,0,0,0,0,61300,"CHPG2024",575316000
1,0,100,932224.1594022416,80300,979980,"2021-03-01T00:00:00",80300,9.322241594022417,9.24,9.3,9.89,9.24,9.24,,,,0,0,0,0,0,80300,"CHPG2024",748576000
1,0,0,0,745300,979980,"2021-02-26T00:00:00",745300,8.537095129478063,8.3,9.24,9.3,8.3,8.3,,,,0,0,0,0,0,745300,"CHPG2024",6362697000
1,0,0,0,188100,979980,"2021-02-25T00:00:00",188100,8.267278043593834,8.2,8.3,8.4,8,8.2,,,,0,0,0,0,0,188100,"CHPG2024",1555075000
1,0,0,0,130400,979980,"2021-02-24T00:00:00",130400,8.172783742331289,8.1,8.2,8.3,8.01,8.01,,,,0,0,0,0,0,130400,"CHPG2024",1065731000
