"adjRatio","buyCount","buyForeignQuantity","buyForeignValue","buyQuantity","currentForeignRoom","date","dealVolume","priceAverage","priceBasic","priceClose","priceHigh","priceLow","priceOpen","propTradingNetDealValue","propTradingNetPTValue","propTradingNetValue","putthroughValue","putthroughVolume","sellCount","sellForeignQuantity","sellForeignValue","sellQuantity","symbol","totalValue"
1,0,0,0,0,2443400,"2023-01-11T00:00:00",0,7.9,7.9,7.9,7.9,7.9,7.9,,,,0,0,0,0,0,3000,"BLN",0
1,2,0,0,101,2443400,"2023-01-10T00:00:00",100,7.9,7.1,7.9,7.9,7.9,7.9,0,0,0,0,0,5,0,0,1400,"BLN",790000
1,1,0,0,500,2443400,"2023-01-09T00:00:00",0,7.1,7.1,7.1,7.1,7.1,7.1,0,0,0,0,0,2,0,0,1100,"BLN",0
1,5,400,2820000,1900,2443400,"2023-01-06T00:00:00",800,7.1,7.5,7.4,7.4,7,7,0,0,0,0,0,4,0,0,1900,"BLN",5640000
1,0,0,0,0,2443800,"2023-01-05T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,3,0,0,1800,"BLN",0
1,0,0,0,0,2443800,"2023-01-04T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,5,0,0,2300,"BLN",0
1,1,0,0,4400,2443800,"2023-01-03T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,10,0,0,2500,"BLN",0
1,0,0,0,0,2443800,"2022-12-30T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,3,0,0,1200,"BLN",0
1,0,0,0,0,2443800,"2022-12-29T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,2,0,0,1100,"BLN",0
1,0,0,0,0,2443800,"2022-12-28T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,3,0,0,1200,"BLN",0
1,0,0,0,0,2443800,"2022-12-27T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,3,0,0,1700,"BLN",0
1,1,0,0,6,2443800,"2022-12-26T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,4,0,0,1900,"BLN",0
1,0,0,0,0,2443800,"2022-12-23T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,3,0,0,2100,"BLN",0
1,0,0,0,0,2443800,"2022-12-22T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,3,0,0,1800,"BLN",0
1,1,0,0,300,2443800,"2022-12-21T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,3,0,0,1800,"BLN",0
1,1,0,0,500,2443800,"2022-12-20T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,4,0,0,2800,"BLN",0
1,1,0,0,400,2443800,"2022-12-19T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,2,0,0,1100,"BLN",0
1,0,0,0,0,2443800,"2022-12-16T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,4,0,0,1900,"BLN",0
1,2,0,0,402,2443800,"2022-12-15T00:00:00",0,7.5,7.5,7.5,7.5,7.5,7.5,0,0,0,0,0,5,0,0,2000,"BLN",0
1,1,100,750000,100,2443800,"2022-12-14T00:00:00",100,7.5,8.8,7.5,7.5,7.5,7.5,0,0,0,0,0,8,0,0,4400,"BLN",750000
1,0,0,0,0,2443900,"2022-12-13T00:00:00",0,8.8,8.8,8.8,8.8,8.8,8.8,0,0,0,0,0,8,0,0,6400,"BLN",0
1,0,0,0,0,2443900,"2022-12-12T00:00:00",0,8.8,8.8,8.8,8.8,8.8,8.8,0,0,0,0,0,10,0,0,8200,"BLN",0
1,0,0,0,0,2443900,"2022-12-09T00:00:00",0,8.8,8.8,8.8,8.8,8.8,8.8,0,0,0,0,0,6,0,0,4200,"BLN",0
