"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
1166300,6760061900,29563703900,22803642000,90688265400,2474000,1307700,29945622829.3,28670876923.3,61802357150,3889923.3,1837842.2,1852043.1,-14200.9,1274745906,5.3,2474000,1166300,6760061900,"2023-02-08T09:14:00.000Z",1675847640000,1307700,5899900,5899900,2118200,90688265400,29563703900,22803642000,38320919500
2430900,23248014100,64217870200,40969856100,143651675800,4881500,2450600,29945622829.3,28670876923.3,61802357150,3889923.3,1837842.2,1852043.1,-14200.9,1274745906,12.9,2407500,1264600,16487952200,"2023-02-08T09:16:00.000Z",1675847760000,1142900,3568300,9468200,17900,52963410400,34654166300,18166214100,143030000
2489500,23064606500,88748669100,65684062600,192962648200,6466400,3976900,29945622829.3,28670876923.3,61802357150,3889923.3,1837842.2,1852043.1,-14200.9,1274745906,0.1,1584900,58600,-183407600,"2023-02-08T09:18:00.000Z",1675847880000,1526300,3116000,12584200,4800,49310972400,24530798900,24714206500,65967000
2168500,16379372400,107530512400,91151140000,237279438900,7799800,5631300,29945622829.3,28670876923.3,61802357150,3889923.3,1837842.2,1852043.1,-14200.9,1274745906,5.2,1333400,-321000,-6685234100,"2023-02-08T09:20:00.000Z",1675848000000,1654400,2992400,15576600,4600,44316790700,18781843300,25467077400,67870000
400,-15589942800,119845851300,135435794100,293886028900,8552300,8551900,29945622829.3,28670876923.3,61802357150,3889923.3,1837842.2,1852043.1,-14200.9,1274745906,25.1,752500,-2168100,-31969315200,"2023-02-08T09:22:00.000Z",1675848120000,2920600,3673600,19250200,500,56606590000,12315338900,44284654100,6597000
-1562000,-35105019200,133618546800,168723566000,340955871300,9445600,11007600,29945622829.3,28670876923.3,61802357150,3889923.3,1837842.2,1852043.1,-14200.9,1274745906,15.3,893300,-1562400,-19515076400,"2023-02-08T09:24:00.000Z",1675848240000,2455700,3349500,22599700,500,47069842400,13772695500,33287771900,9375000
-2826000,-54704619500,145733998400,200438617900,384812404800,10309900,13135900,29945622829.3,28670876923.3,61802357150,3889923.3,1837842.2,1852043.1,-14200.9,1274745906,15.4,864300,-1264000,-19599600300,"2023-02-08T09:26:00.000Z",1675848360000,2128300,2994800,25594500,2200,43856533500,12115451600,31715051900,26030000
-3278200,-59664038200,163239486300,222903524500,424814344300,11325200,14603400,29945622829.3,28670876923.3,61802357150,3889923.3,1837842.2,1852043.1,-14200.9,1274745906,3.9,1015300,-452200,-4959418700,"2023-02-08T09:28:00.000Z",1675848480000,1467500,2484600,28079100,1800,40001939500,17505487900,22464906600,31545000
-2761600,-52484883600,183561243800,236046127400,458328641700,12736000,15497600,29945622829.3,28670876923.3,61802357150,3889923.3,1837842.2,1852043.1,-14200.9,1274745906,5.6,1410800,516600,7179154600,"2023-02-08T09:30:00.000Z",1675848600000,894200,2309000,30388100,4000,33514297400,20321757500,13142602900,49937000
-2161800,-50083440700,202518370900,252601811600,493841887000,14270900,16432700,29945622829.3,28670876923.3,61802357150,3889923.3,1837842.2,1852043.1,-14200.9,1274745906,1.9,1534900,599800,2401442900,"2023-02-08T09:32:00.000Z",1675848720000,935100,2470100,32858200,100,35513245300,18957127100,16555684200,434000
