┌─────────┬──────┬──────┬──────┬──────┬─────┬────────┬───────────┬─────────┬──────────┬──────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬──────────┬────────┬───────┬──────┬─────┬───────┬───────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┬───────┬──────────┬─────┬──────┬─────────┬──────┐
│ (index) │  c   │  h   │  l   │  o   │ uk  │ val_uk │ total_vol │ sum_vol │   val    │ acum_val │   datetime    │            date            │ pbu │ psd │ puk │    bs    │    sb    │  abu   │  asd  │ auk  │ ruk │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │  bu   │  val_bu  │ rbu │  sd  │ val_sd  │ rsd  │
├─────────┼──────┼──────┼──────┼──────┼─────┼────────┼───────────┼─────────┼──────────┼──────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼──────────┼────────┼───────┼──────┼─────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┼───────┼──────────┼─────┼──────┼─────────┼──────┤
│    0    │ 1100 │ 1100 │ 1100 │ 1100 │ 200 │ 220000 │    200    │   200   │  220000  │  220000  │ 1676624640000 │ '2023-02-17T09:04:00.000Z' │  0  │  0  │ 100 │   NaN    │   NaN    │ 3527.8 │ 183.3 │ 11.1 │ 18  │   0   │     0     │ 3607777.8  │  197222.2  │     0     │       0       │      0      │      0      │   0   │       │          │     │      │         │      │
│    1    │ 1100 │ 1100 │ 1100 │ 1100 │     │        │    400    │   200   │  220000  │  440000  │ 1676625120000 │ '2023-02-17T09:12:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 3527.8 │ 183.3 │ 11.1 │     │  200  │  220000   │ 3607777.8  │  197222.2  │    200    │    220000     │   220000    │      0      │  0.1  │  200  │  220000  │ 0.1 │      │         │      │
│    2    │ 1100 │ 1100 │ 1100 │ 1100 │     │        │   1300    │   900   │  990000  │ 1430000  │ 1676625600000 │ '2023-02-17T09:20:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 3527.8 │ 183.3 │ 11.1 │     │  900  │  990000   │ 3607777.8  │  197222.2  │   1100    │    1210000    │   1210000   │      0      │  0.3  │  900  │  990000  │ 0.3 │      │         │      │
│    3    │ 1100 │ 1100 │ 1100 │ 1100 │     │        │   1400    │   100   │  110000  │ 1540000  │ 1676627760000 │ '2023-02-17T09:56:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 3527.8 │ 183.3 │ 11.1 │     │ -100  │  -110000  │ 3607777.8  │  197222.2  │   1000    │    1100000    │   1210000   │   110000    │  -0   │       │          │     │ 100  │ 110000  │ 0.5  │
│    4    │ 1100 │ 1100 │ 1100 │ 1100 │     │        │   3800    │  2400   │ 2640000  │ 4180000  │ 1676630280000 │ '2023-02-17T10:38:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 3527.8 │ 183.3 │ 11.1 │     │ -2400 │ -2640000  │ 3607777.8  │  197222.2  │   -1400   │   -1540000    │   1210000   │   2750000   │ -0.8  │       │          │     │ 2400 │ 2640000 │ 13.1 │
│    5    │ 1100 │ 1100 │ 1100 │ 1100 │     │        │   4000    │   200   │  220000  │ 4400000  │ 1676631840000 │ '2023-02-17T11:04:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 3527.8 │ 183.3 │ 11.1 │     │  200  │  220000   │ 3607777.8  │  197222.2  │   -1200   │   -1320000    │   1430000   │   2750000   │  0.1  │  200  │  220000  │ 0.1 │      │         │      │
│    6    │ 1100 │ 1100 │ 1100 │ 1100 │     │        │   4700    │   700   │  770000  │ 5170000  │ 1676639640000 │ '2023-02-17T13:14:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 3527.8 │ 183.3 │ 11.1 │     │  700  │  770000   │ 3607777.8  │  197222.2  │   -500    │    -550000    │   2200000   │   2750000   │  0.2  │  700  │  770000  │ 0.2 │      │         │      │
│    7    │ 1000 │ 1000 │ 1000 │ 1000 │     │        │   5500    │   800   │  800000  │ 5970000  │ 1676640960000 │ '2023-02-17T13:36:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 3527.8 │ 183.3 │ 11.1 │     │ -800  │  -800000  │ 3607777.8  │  197222.2  │   -1300   │   -1350000    │   2200000   │   3550000   │ -0.2  │       │          │     │ 800  │ 800000  │ 4.4  │
│    8    │ 1100 │ 1100 │ 1100 │ 1100 │     │        │   10500   │  5000   │ 5500000  │ 11470000 │ 1676641320000 │ '2023-02-17T13:42:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 3527.8 │ 183.3 │ 11.1 │     │ 5000  │  5500000  │ 3607777.8  │  197222.2  │   3700    │    4150000    │   7700000   │   3550000   │  1.6  │ 5000  │ 5500000  │ 1.4 │      │         │      │
│    9    │ 1100 │ 1100 │ 1100 │ 1100 │     │        │   13900   │  3400   │ 3740000  │ 15210000 │ 1676641440000 │ '2023-02-17T13:44:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 3527.8 │ 183.3 │ 11.1 │     │ 3400  │  3740000  │ 3607777.8  │  197222.2  │   7100    │    7890000    │  11440000   │   3550000   │  1.1  │ 3400  │ 3740000  │  1  │      │         │      │
│   10    │ 1100 │ 1100 │ 1100 │ 1100 │     │        │   15700   │  1800   │ 1980000  │ 17190000 │ 1676641680000 │ '2023-02-17T13:48:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 3527.8 │ 183.3 │ 11.1 │     │ 1800  │  1980000  │ 3607777.8  │  197222.2  │   8900    │    9870000    │  13420000   │   3550000   │  0.6  │ 1800  │ 1980000  │ 0.5 │      │         │      │
│   11    │ 1100 │ 1100 │ 1100 │ 1100 │     │        │   17900   │  2200   │ 2420000  │ 19610000 │ 1676642880000 │ '2023-02-17T14:08:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 3527.8 │ 183.3 │ 11.1 │     │ 2200  │  2420000  │ 3607777.8  │  197222.2  │   11100   │   12290000    │  15840000   │   3550000   │  0.7  │ 2200  │ 2420000  │ 0.6 │      │         │      │
