┌─────────┬──────┬──────┬──────┬──────┬─────┬─────────┬───────────┬─────────┬──────────┬──────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬──────────┬───────┬───────┬─────┬─────┬───────┬───────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┬──────┬──────────┬─────┬──────┬─────────┬─────┐
│ (index) │  c   │  h   │  l   │  o   │ uk  │ val_uk  │ total_vol │ sum_vol │   val    │ acum_val │   datetime    │            date            │ pbu │ psd │ puk │    bs    │    sb    │  abu  │  asd  │ auk │ ruk │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │  bu  │  val_bu  │ rbu │  sd  │ val_sd  │ rsd │
├─────────┼──────┼──────┼──────┼──────┼─────┼─────────┼───────────┼─────────┼──────────┼──────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼──────────┼───────┼───────┼─────┼─────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┼──────┼──────────┼─────┼──────┼─────────┼─────┤
│    0    │ 26.6 │ 26.6 │ 26.6 │ 26.6 │ 100 │ 2660000 │    100    │   100   │ 2660000  │ 2660000  │ 1671786840000 │ '2022-12-23T09:14:00.000Z' │  0  │  0  │ 100 │   NaN    │   NaN    │ 136.4 │ 581.8 │ 9.1 │ 11  │   0   │     0     │ 3608181.8  │  496472.7  │     0     │       0       │      0      │      0      │   0   │      │          │     │      │         │     │
│    1    │ 26.5 │ 26.5 │ 26.5 │ 26.5 │     │         │   1100    │  1000   │ 26500000 │ 29160000 │ 1671793680000 │ '2022-12-23T11:08:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 136.4 │ 581.8 │ 9.1 │     │ 1000  │ 26500000  │ 3608181.8  │  496472.7  │   1000    │   26500000    │  26500000   │      0      │  8.5  │ 1000 │ 26500000 │ 7.3 │      │         │     │
│    2    │ 26.5 │ 26.5 │ 26.5 │ 26.5 │     │         │   1200    │   100   │ 2650000  │ 31810000 │ 1671800400000 │ '2022-12-23T13:00:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 136.4 │ 581.8 │ 9.1 │     │  100  │  2650000  │ 3608181.8  │  496472.7  │   1100    │   29150000    │  29150000   │      0      │  0.9  │ 100  │ 2650000  │ 0.7 │      │         │     │
│    3    │  26  │  26  │  26  │  26  │     │         │   2200    │  1000   │  26000   │ 31836000 │ 1671802320000 │ '2022-12-23T13:32:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 136.4 │ 581.8 │ 9.1 │     │ -1000 │  -26000   │ 3608181.8  │  496472.7  │    100    │   29124000    │  29150000   │    26000    │   0   │      │          │     │ 1000 │  26000  │ 1.7 │
│    4    │  26  │  26  │  26  │  26  │     │         │   2300    │   100   │   2600   │ 31838600 │ 1671803040000 │ '2022-12-23T13:44:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 136.4 │ 581.8 │ 9.1 │     │ -100  │   -2600   │ 3608181.8  │  496472.7  │     0     │   29121400    │  29150000   │    28600    │   0   │      │          │     │ 100  │  2600   │ 0.2 │
│    5    │ 26.5 │ 26.5 │ 26.5 │ 26.5 │     │         │   2600    │   300   │ 7950000  │ 39788600 │ 1671803160000 │ '2022-12-23T13:46:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 136.4 │ 581.8 │ 9.1 │     │  300  │  7950000  │ 3608181.8  │  496472.7  │    300    │   37071400    │  37100000   │    28600    │  2.6  │ 300  │ 7950000  │ 2.2 │      │         │     │
│    6    │ 26.5 │ 26.5 │ 26.5 │ 26.5 │     │         │   2800    │   200   │ 5300000  │ 45088600 │ 1671803280000 │ '2022-12-23T13:48:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 136.4 │ 581.8 │ 9.1 │     │ -200  │ -5300000  │ 3608181.8  │  496472.7  │    100    │   31771400    │  37100000   │   5328600   │  1.7  │      │          │     │ 200  │ 5300000 │ 0.3 │
│    7    │  26  │  26  │  26  │  26  │     │         │   5900    │  3100   │  80600   │ 45169200 │ 1671804000000 │ '2022-12-23T14:00:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 136.4 │ 581.8 │ 9.1 │     │ -3100 │  -80600   │ 3608181.8  │  496472.7  │   -3000   │   31690800    │  37100000   │   5409200   │   0   │      │          │     │ 3100 │  80600  │ 5.3 │
│    8    │  26  │  26  │  26  │  26  │     │         │   6800    │   900   │  23400   │ 45192600 │ 1671805320000 │ '2022-12-23T14:22:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 136.4 │ 581.8 │ 9.1 │     │ -900  │  -23400   │ 3608181.8  │  496472.7  │   -3900   │   31667400    │  37100000   │   5432600   │   0   │      │          │     │ 900  │  23400  │ 1.5 │
│    9    │  26  │  26  │  26  │  26  │     │         │   7900    │  1100   │  28600   │ 45221200 │ 1671805560000 │ '2022-12-23T14:26:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 136.4 │ 581.8 │ 9.1 │     │ -1100 │  -28600   │ 3608181.8  │  496472.7  │   -5000   │   31638800    │  37100000   │   5461200   │   0   │      │          │     │ 1100 │  28600  │ 1.9 │
│   10    │ 25.9 │ 25.9 │ 25.9 │ 25.9 │     │         │   8000    │   100   │ 2590000  │ 47811200 │ 1671806640000 │ '2022-12-23T14:44:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 136.4 │ 581.8 │ 9.1 │     │  100  │  2590000  │ 3608181.8  │  496472.7  │   -4900   │   34228800    │  39690000   │   5461200   │  0.8  │ 100  │ 2590000  │ 0.7 │      │         │     │
