┌─────────┬──────┬──────┬──────┬──────┬────────┬───────────┬───────────┬─────────┬───────────┬───────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬────┬────────┬─────┬─────┬──────┬────────┬───────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┐
│ (index) │  c   │  h   │  l   │  o   │   bu   │  val_bu   │ total_vol │ sum_vol │    val    │ acum_val  │   datetime    │            date            │ pbu │ psd │ puk │    bs    │ sb │  abu   │ asd │ auk │ rbu  │ bu-sd  │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
├─────────┼──────┼──────┼──────┼──────┼────────┼───────────┼───────────┼─────────┼───────────┼───────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼────┼────────┼─────┼─────┼──────┼────────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│    0    │ 2.79 │ 2.79 │ 2.79 │ 2.79 │ 113400 │ 316386000 │  113400   │ 113400  │ 316386000 │ 316386000 │ 1672046100000 │ '2022-12-26T09:15:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 5044.1 │  0  │  0  │ 22.5 │ 113400 │ 316386000 │ 14073088.2 │     0      │  113400   │   316386000   │  316386000  │      0      │ 22.5  │
│    1    │ 2.79 │ 2.79 │ 2.79 │ 2.79 │  4800  │ 13392000  │  118200   │  4800   │ 13392000  │ 329778000 │ 1672046400000 │ '2022-12-26T09:20:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 5044.1 │  0  │  0  │  1   │  4800  │ 13392000  │ 14073088.2 │     0      │  118200   │   329778000   │  329778000  │      0      │   1   │
│    2    │ 2.79 │ 2.79 │ 2.79 │ 2.79 │ 12000  │ 33480000  │  130200   │  12000  │ 33480000  │ 363258000 │ 1672046700000 │ '2022-12-26T09:25:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 5044.1 │  0  │  0  │ 2.4  │ 12000  │ 33480000  │ 14073088.2 │     0      │  130200   │   363258000   │  363258000  │      0      │  2.4  │
│    3    │ 2.79 │ 2.79 │ 2.79 │ 2.79 │  1800  │  5022000  │  132000   │  1800   │  5022000  │ 368280000 │ 1672047000000 │ '2022-12-26T09:30:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 5044.1 │  0  │  0  │ 0.4  │  1800  │  5022000  │ 14073088.2 │     0      │  132000   │   368280000   │  368280000  │      0      │  0.4  │
│    4    │ 2.79 │ 2.79 │ 2.79 │ 2.79 │  1200  │  3348000  │  133200   │  1200   │  3348000  │ 371628000 │ 1672047300000 │ '2022-12-26T09:35:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 5044.1 │  0  │  0  │ 0.2  │  1200  │  3348000  │ 14073088.2 │     0      │  133200   │   371628000   │  371628000  │      0      │  0.2  │
│    5    │ 2.79 │ 2.79 │ 2.79 │ 2.79 │  6400  │ 17856000  │  139600   │  6400   │ 17856000  │ 389484000 │ 1672047600000 │ '2022-12-26T09:40:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 5044.1 │  0  │  0  │ 1.3  │  6400  │ 17856000  │ 14073088.2 │     0      │  139600   │   389484000   │  389484000  │      0      │  1.3  │
│    6    │ 2.79 │ 2.79 │ 2.79 │ 2.79 │  400   │  1116000  │  140000   │   400   │  1116000  │ 390600000 │ 1672047900000 │ '2022-12-26T09:45:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 5044.1 │  0  │  0  │ 0.1  │  400   │  1116000  │ 14073088.2 │     0      │  140000   │   390600000   │  390600000  │      0      │  0.1  │
│    7    │ 2.79 │ 2.79 │ 2.79 │ 2.79 │  5000  │ 13950000  │  145000   │  5000   │ 13950000  │ 404550000 │ 1672048200000 │ '2022-12-26T09:50:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 5044.1 │  0  │  0  │  1   │  5000  │ 13950000  │ 14073088.2 │     0      │  145000   │   404550000   │  404550000  │      0      │   1   │
│    8    │ 2.79 │ 2.79 │ 2.79 │ 2.79 │ 10700  │ 29853000  │  155700   │  10700  │ 29853000  │ 434403000 │ 1672048500000 │ '2022-12-26T09:55:00.000Z' │ 100 │  0  │  0  │ Infinity │ 0  │ 5044.1 │  0  │  0  │ 2.1  │ 10700  │ 29853000  │ 14073088.2 │     0      │  155700   │   434403000   │  434403000  │      0      │  2.1  │
