"acum_busd","acum_busd_val","acum_val","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
600,9110000,89110000,3600,600,9110000,"2023-01-03T09:00:00.000Z",1672736400000,3000,7000,7000,400,89110000,46610000,37500000,5000000
500,7830000,90390000,0,-100,-1280000,"2023-01-03T09:02:00.000Z",1672736520000,100,100,7100,0,1280000,0,1280000,0
900,12950000,95510000,400,400,5120000,"2023-01-03T09:04:00.000Z",1672736640000,0,400,7500,0,5120000,5120000,0,0
900,12950000,101710000,0,0,0,"2023-01-03T09:08:00.000Z",1672736880000,0,500,8000,500,6200000,0,0,6200000
-1900,-21770000,136430000,0,-2800,-34720000,"2023-01-03T09:10:00.000Z",1672737000000,2800,2800,10800,0,34720000,0,34720000,0
-2000,-23000000,174860000,0,-100,-1230000,"2023-01-03T09:12:00.000Z",1672737120000,100,3100,13900,3000,38430000,0,1230000,37200000
-4193400,-13349715800,86235587600,1589400,-4191400,-13326715800,"2023-01-03T09:14:00.000Z",1672737240000,5780800,8708100,8722000,1337900,86060727600,27615738800,40942454600,17502534200
-3514800,-2010675100,120340110100,1712100,678600,11339040700,"2023-01-03T09:16:00.000Z",1672737360000,1033500,2773500,11495500,27900,34104522500,22501473100,11162432400,440617000
-2797200,8800516400,159423442000,1790100,717600,10811191500,"2023-01-03T09:18:00.000Z",1672737480000,1072500,2874700,14370200,12100,39083331900,24863008000,14051816500,168507400
-2301900,17197592600,194877161200,1585800,495300,8397076200,"2023-01-03T09:20:00.000Z",1672737600000,1090500,2690600,17060800,14300,35453719200,21796140200,13399064000,258515000
-1966500,21419663300,239371250900,1838700,335400,4222070700,"2023-01-03T09:22:00.000Z",1672737720000,1503300,3408500,20469300,66500,44494089700,23970940000,19748869300,774280400
-1423300,26042044700,286367983100,2050500,543200,4622381400,"2023-01-03T09:24:00.000Z",1672737840000,1507300,3631900,24101200,74100,46996732200,25402462300,20780080900,814189000
-1602500,23662150100,322968787300,1130600,-179200,-2379894600,"2023-01-03T09:26:00.000Z",1672737960000,1309800,2478700,26579900,38300,36600804200,16923217300,19303111900,374475000
-995600,34943786100,361458006700,1820200,606900,11281636000,"2023-01-03T09:28:00.000Z",1672738080000,1213300,3120100,29700000,86600,38489219400,24578256000,13296620000,614343400
145100,46015902600,410896826000,2484600,1140700,11072116500,"2023-01-03T09:30:00.000Z",1672738200000,1343900,3858600,33558600,30100,49438819300,30124307900,19052191400,262320000
1846000,66817697200,481365300800,3690200,1700900,20801794600,"2023-01-03T09:32:00.000Z",1672738320000,1989300,5706200,39264800,26700,70468474800,45449728900,24647934300,370811600
4653000,102371437500,559032786100,4362900,2807000,35553740300,"2023-01-03T09:34:00.000Z",1672738440000,1555900,5946300,45211100,27500,77667485300,56471139800,20917399500,278946000
9180800,165250926100,658299752000,6088000,4527800,62879488600,"2023-01-03T09:36:00.000Z",1672738560000,1560200,7677900,52889000,29700,99266965900,80905891900,18026403300,334670700
12765600,210899518400,754086680100,5429100,3584800,45648592300,"2023-01-03T09:38:00.000Z",1672738680000,1844300,7296800,60185800,23400,95786928100,70558468200,24909875900,318584000
14618000,235026110300,836592772600,4096500,1852400,24126591900,"2023-01-03T09:40:00.000Z",1672738800000,2244100,6387500,66573300,46900,82506092500,52829032700,28702440800,974619000
17021400,268487073700,909247597200,3767400,2403400,33460963400,"2023-01-03T09:42:00.000Z",1672738920000,1364000,5169600,71742900,38200,72654824600,52764371500,19303408100,587045000
18306300,285801312400,982717338600,3266500,1284900,17314238700,"2023-01-03T09:44:00.000Z",1672739040000,1981600,5294600,77037500,46500,73469741400,45221894900,27907656200,340190300
20286500,308732769400,1042191067300,3455700,1980200,22931457000,"2023-01-03T09:46:00.000Z",1672739160000,1475500,4955500,81993000,24300,59473728700,41067007900,18135550900,271169900
22684300,340131621900,1114516569600,3892200,2397800,31398852500,"2023-01-03T09:48:00.000Z",1672739280000,1494400,5415700,87408700,29100,72325502300,51515902900,20117050400,692549000
26358600,392381584700,1223441204500,5602700,3674300,52249962800,"2023-01-03T09:50:00.000Z",1672739400000,1928400,7555600,94964300,24500,108924634900,80474596600,28224633800,225404500
29990200,444271565100,1324452382300,5323600,3631600,51889980400,"2023-01-03T09:52:00.000Z",1672739520000,1692000,7020400,101984700,4800,101011177800,76403215600,24513235200,94727000
31193300,459776659300,1418050220700,3800700,1203100,15505094200,"2023-01-03T09:54:00.000Z",1672739640000,2597600,6544300,108529000,146000,93597838400,53541814200,38036720000,2019304200
33797400,497275020100,1516438301100,4629000,2604100,37498360800,"2023-01-03T09:56:00.000Z",1672739760000,2024900,6678400,115207400,24500,98388080400,67772035600,30273674800,342370000
36267200,533488874700,1608596913700,4339800,2469800,36213854600,"2023-01-03T09:58:00.000Z",1672739880000,1870000,6231200,121438600,21400,92158612600,64074803100,27860948500,222861000
37055200,547015235200,1679948614400,2822400,788000,13526360500,"2023-01-03T10:00:00.000Z",1672740000000,2034400,4861200,126299800,4400,71351700700,42368501100,28842140600,141059000
37598800,556978015400,1743553440400,2633200,543600,9962780200,"2023-01-03T10:02:00.000Z",1672740120000,2089600,4740400,131040200,17600,63604826000,36552973100,26590192900,461660000
36843200,547131013900,1808572592900,1751200,-755600,-9847001500,"2023-01-03T10:04:00.000Z",1672740240000,2506800,4279000,135319200,21000,65019152500,27463000500,37310002000,246150000
36435900,541769828300,1871562138900,1980600,-407300,-5361185600,"2023-01-03T10:06:00.000Z",1672740360000,2387900,4411800,139731000,43300,62989546000,28335991200,33697176800,956378000
33209900,500416839900,1953344134500,1280300,-3226000,-41352988400,"2023-01-03T10:08:00.000Z",1672740480000,4506300,5804300,145535300,17700,81781995600,20126656100,61479644500,175695000
30013100,461860273300,2033201333400,1130300,-3196800,-38556566600,"2023-01-03T10:10:00.000Z",1672740600000,4327100,5483600,151018900,26200,79857198900,20548849200,59105415800,202933900
28615800,443250309700,2087452060600,1002300,-1397300,-18609963600,"2023-01-03T10:12:00.000Z",1672740720000,2399600,3427500,154446400,25600,54250727200,17656508800,36266472400,327746000
28754200,447370707100,2132380382800,1424900,138400,4120397400,"2023-01-03T10:14:00.000Z",1672740840000,1286500,2728400,157174800,17000,44928322200,24379186800,20258789400,290346000
30909600,477255077800,2196691125900,3197900,2155400,29884370700,"2023-01-03T10:16:00.000Z",1672740960000,1042500,4248900,161423700,8500,64310743100,47013535400,17129164700,168043000
31352600,475971611300,2257874255600,2094800,443000,-1283466500,"2023-01-03T10:18:00.000Z",1672741080000,1651800,3849500,165273200,102900,61183129700,29073060500,30356527000,1753542200
