"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","rbu","rsd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
15134700,228767622000,570246309000,341478687000,954090604000,36082900,20948200,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-6.6,1.3,1,2265000,265900,6013886000,"2023-02-17T09:34:00.000Z",1676626440000,1999100,4294700,60030400,30600,67248811000,36115397000,30101511000,1031903000
14722800,223716832000,597329259000,373612427000,1013346264000,37753200,23030400,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,5.6,1,1.1,1670300,-411900,-5050790000,"2023-02-17T09:36:00.000Z",1676626560000,2082200,3755700,63786100,3200,59255660000,27082950000,32133740000,38970000
16069300,242487224000,636131893000,393644669000,1072190655000,40472400,24403100,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-20.6,1.4,0.7,2719200,1346500,18770392000,"2023-02-17T09:38:00.000Z",1676626680000,1372700,4094600,67880700,2700,58844391000,38802634000,20032242000,9515000
16841000,256355996000,665726411000,409370415000,1117688537000,42240900,25399900,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-15.2,1,0.5,1768500,771700,13868772000,"2023-02-17T09:40:00.000Z",1676626800000,996800,2786700,70667400,21400,45497882000,29594518000,15725746000,177618000
16671300,257538814000,690562603000,433023789000,1166797623000,43712900,27041600,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-1.3,0.9,0.8,1472000,-169700,1182818000,"2023-02-17T09:42:00.000Z",1676626920000,1641700,3137100,73804500,23400,49109086000,24836192000,23653374000,619520000
16745400,257591371000,718939297000,461347926000,1223619505000,45505100,28759700,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-0.1,1,1,1792200,74100,52557000,"2023-02-17T09:44:00.000Z",1676627040000,1718100,3520000,77324500,9700,56821882000,28376694000,28324137000,121051000
16054300,252009835000,742146878000,490137043000,1275795954000,46846900,30792600,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,6.1,0.8,1,1341800,-691100,-5581536000,"2023-02-17T09:46:00.000Z",1676627160000,2032900,3390400,80714900,15700,52176449000,23207581000,28789117000,179751000
14627000,231941166000,763850806000,531909640000,1339311499000,48109300,33482300,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,22.1,0.8,1.4,1262400,-1427300,-20068669000,"2023-02-17T09:48:00.000Z",1676627280000,2689700,3956400,84671300,4300,63515545000,21703928000,41772597000,39020000
12063000,198918111000,786125513000,587207402000,1417122675000,49276000,37213000,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,36.3,0.8,1.9,1166700,-2564000,-33023055000,"2023-02-17T09:50:00.000Z",1676627400000,3730700,4909200,89580500,11800,77811176000,22274707000,55297762000,238707000
10382200,175502201000,804460569000,628958368000,1477441657000,50229200,39847000,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,25.7,0.6,1.4,953200,-1680800,-23415910000,"2023-02-17T09:52:00.000Z",1676627520000,2634000,3616400,93196900,29200,60318982000,18335056000,41750966000,232960000
8795800,150550777000,817668556000,667117779000,1528829582000,50986100,42190300,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,27.4,0.5,1.3,756900,-1586400,-24951424000,"2023-02-17T09:54:00.000Z",1676627640000,2343300,3102300,96299200,2100,51387925000,13207987000,38159411000,20527000
8285800,149870092000,836344957000,686474865000,1566870399000,51967000,43681200,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,0.7,0.7,0.7,980900,-510000,-680685000,"2023-02-17T09:56:00.000Z",1676627760000,1490900,2473100,98772300,1300,38040817000,18676401000,19357086000,7330000
8537300,155096709000,857538291000,702441582000,1604220087000,53309700,44772400,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-5.7,0.7,0.5,1342700,251500,5226617000,"2023-02-17T09:58:00.000Z",1676627880000,1091200,2458000,101230300,24100,37349688000,21193334000,15966717000,189637000
7883600,135352455000,871530404000,736177949000,1652085060000,54265500,46381900,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,21.7,0.5,1.2,955800,-653700,-19744254000,"2023-02-17T10:00:00.000Z",1676628000000,1609500,2571100,103801400,5800,47864973000,13992113000,33736367000,136493000
6955800,119575113000,883942856000,764367743000,1692942501000,55036600,48080800,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,17.3,0.4,1,771100,-927800,-15777342000,"2023-02-17T10:02:00.000Z",1676628120000,1698900,2479500,106280900,9500,40857441000,12412452000,28189794000,255195000
6563000,111168301000,899863502000,788695201000,1733304707000,56098800,49535800,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,9.2,0.6,0.8,1062200,-392800,-8406812000,"2023-02-17T10:04:00.000Z",1676628240000,1455000,2526700,108807600,9500,40362206000,15920646000,24327458000,114102000
5640700,95957331000,911201387000,815244056000,1771438346000,56713000,51072300,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,16.7,0.4,0.9,614200,-922300,-15210970000,"2023-02-17T10:06:00.000Z",1676628360000,1536500,2158200,110965800,7500,38133639000,11337885000,26548855000,246899000
4981900,83829896000,925157202000,841327306000,1811577766000,57596400,52614500,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,13.3,0.5,0.9,883400,-658800,-12127435000,"2023-02-17T10:08:00.000Z",1676628480000,1542200,2444600,113410400,19000,40139420000,13955815000,26083250000,100355000
3861500,67100519000,934605498000,867504979000,1847203735000,58232300,54370800,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,18.4,0.3,0.9,635900,-1120400,-16729377000,"2023-02-17T10:10:00.000Z",1676628600000,1756300,2392200,115802600,0,35625969000,9448296000,26177673000,0
2352500,42321944000,945066301000,902744357000,1892935841000,58925700,56573200,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,27.2,0.4,1.2,693400,-1509000,-24778575000,"2023-02-17T10:12:00.000Z",1676628720000,2202400,2899500,118702100,3700,45732106000,10460803000,35239378000,31925000
465100,9808184000,956182874000,946374690000,1947819691000,59708100,59243000,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,35.7,0.4,1.5,782400,-1887400,-32513760000,"2023-02-17T10:14:00.000Z",1676628840000,2669800,3467600,122169700,15400,54883850000,11116573000,43630333000,136944000
-1029800,-13135433000,969011394000,982146827000,1996702478000,60416000,61445800,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,25.2,0.5,1.2,707900,-1494900,-22943617000,"2023-02-17T10:16:00.000Z",1676628960000,2202800,2928800,125098500,18100,48882787000,12828520000,35772137000,282130000
-2455700,-39482071000,981900787000,1021382858000,2048832672000,61247400,63703100,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,29,0.5,1.3,831400,-1425900,-26346638000,"2023-02-17T10:18:00.000Z",1676629080000,2257300,3089300,128187800,600,52130194000,12889393000,39236031000,4770000
-2987700,-49617148000,996008149000,1045625297000,2087455953000,62170700,65158400,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,11.1,0.5,0.8,923300,-532000,-10135077000,"2023-02-17T10:20:00.000Z",1676629200000,1455300,2386300,130574100,7700,38623281000,14107362000,24242439000,273480000
-3097800,-51435867000,1008376578000,1059812445000,2114053924000,62887700,65985500,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,2,0.4,0.5,717000,-110100,-1818719000,"2023-02-17T10:22:00.000Z",1676629320000,827100,1545400,132119500,1300,26597971000,12368429000,14187148000,42394000
-3097200,-52085544000,1024667076000,1076752620000,2147359094000,63974600,67071800,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,0.7,0.6,0.6,1086900,600,-649677000,"2023-02-17T10:24:00.000Z",1676629440000,1086300,2178700,134298200,5500,33305170000,16290498000,16940175000,74497000
-2653800,-43147701000,1044495014000,1087642715000,2178077570000,65158500,67812300,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-9.8,0.7,0.4,1183900,443400,8937843000,"2023-02-17T10:26:00.000Z",1676629560000,740500,1924500,136222700,100,30718476000,19827938000,10890095000,443000
-1786800,-26420164000,1072153845000,1098574009000,2216767406000,66890500,68677300,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-18.4,1,0.4,1732000,867000,16727537000,"2023-02-17T10:28:00.000Z",1676629680000,865000,2604000,138826700,7000,38689836000,27658831000,10931294000,99711000
-883800,-11262176000,1097092425000,1108354601000,2251513018000,68394500,69278300,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-16.7,0.9,0.3,1504000,903000,15157988000,"2023-02-17T10:30:00.000Z",1676629800000,601000,2107100,140933800,2100,34745612000,24938580000,9780592000,26440000
-1002500,-14672079000,1111626743000,1126298822000,2284039272000,69219500,70222000,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,3.7,0.5,0.6,825000,-118700,-3409903000,"2023-02-17T10:32:00.000Z",1676629920000,943700,1779300,142713100,10600,32526254000,14534318000,17944221000,47715000
-1898000,-30972066000,1122633530000,1153605596000,2322352833000,69832300,71730300,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,17.9,0.4,0.9,612800,-895500,-16299987000,"2023-02-17T10:34:00.000Z",1676630040000,1508300,2121100,144834200,0,38313561000,11006787000,27306774000,0
-2783800,-48834781000,1131191049000,1180025830000,2357423002000,70306800,73090600,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,19.6,0.3,0.9,474500,-885800,-17862715000,"2023-02-17T10:36:00.000Z",1676630160000,1360300,1841900,146676100,7100,35070169000,8557519000,26420234000,92416000
-3367000,-60791263000,1141282539000,1202073802000,2389589204000,70852000,74219000,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,13.1,0.4,0.8,545200,-583200,-11956482000,"2023-02-17T10:38:00.000Z",1676630280000,1128400,1674500,148350600,900,32166202000,10091490000,22047972000,26740000
-4449900,-78045463000,1150563821000,1228609284000,2425429626000,71389700,75839600,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,19,0.3,0.9,537700,-1082900,-17254200000,"2023-02-17T10:40:00.000Z",1676630400000,1620600,2159500,150510100,1200,35840422000,9281282000,26535482000,23658000
-4688800,-80686139000,1161015762000,1241701901000,2449003339000,72008900,76697700,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,2.9,0.4,0.4,619200,-238900,-2640676000,"2023-02-17T10:42:00.000Z",1676630520000,858100,1482200,151992300,4900,23573713000,10451941000,13092617000,29155000
-4853700,-80731478000,1170696088000,1251427566000,2468507865000,72583900,77437600,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,0,0.3,0.3,575000,-164900,-45339000,"2023-02-17T10:44:00.000Z",1676630640000,739900,1317500,153309800,2600,19504526000,9680326000,9725665000,98535000
-5434500,-89038660000,1178596299000,1267634959000,2492626019000,73035500,78470000,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,9.1,0.3,0.6,451600,-580800,-8307182000,"2023-02-17T10:46:00.000Z",1676630760000,1032400,1484500,154794300,500,24118154000,7900211000,16207393000,10550000
-5418500,-88108644000,1189900858000,1278009502000,2514352001000,73718100,79136600,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-1,0.4,0.4,682600,16000,930016000,"2023-02-17T10:48:00.000Z",1676630880000,666600,1350500,156144800,1300,21725982000,11304559000,10374543000,46880000
-5522600,-89917651000,1203192738000,1293110389000,2542770918000,74396200,79918800,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,2,0.5,0.5,678100,-104100,-1809007000,"2023-02-17T10:50:00.000Z",1676631000000,782200,1460800,157605600,500,28418917000,13291880000,15100887000,26150000
-5715800,-94165519000,1213548702000,1307714221000,2567921989000,75009700,80725500,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,4.7,0.4,0.5,613500,-193200,-4247868000,"2023-02-17T10:52:00.000Z",1676631120000,806700,1442800,159048400,22600,25151071000,10355964000,14603832000,191275000
-5901800,-98015186000,1222398979000,1320414165000,2589620710000,75454600,81356400,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,4.2,0.3,0.4,444900,-186000,-3849667000,"2023-02-17T10:54:00.000Z",1676631240000,630900,1080800,160129200,5000,21698721000,8850277000,12699944000,148500000
-5357400,-91458554000,1242887584000,1334346138000,2624284948000,76684000,82041400,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-7.2,0.7,0.5,1229400,544400,6556632000,"2023-02-17T10:56:00.000Z",1676631360000,685000,1918500,162047700,4100,34664238000,20488605000,13931973000,243660000
-4817200,-83131602000,1262813931000,1345945533000,2655828450000,77823600,82640800,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-9.2,0.7,0.4,1139600,540200,8326952000,"2023-02-17T10:58:00.000Z",1676631480000,599400,1739600,163787300,600,31543502000,19926347000,11599395000,17760000
-4831300,-83226874000,1277233404000,1360460278000,2685663888000,78725800,83557100,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,0.1,0.5,0.5,902200,-14100,-95272000,"2023-02-17T11:00:00.000Z",1676631600000,916300,1826900,165614200,8400,29835438000,14419473000,14514745000,901220000
-5353200,-96365956000,1291503408000,1387869364000,2727356433000,79493300,84846500,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,14.4,0.5,0.9,767500,-521900,-13139082000,"2023-02-17T11:02:00.000Z",1676631720000,1289400,2057600,167671800,700,41692545000,14270004000,27409086000,13455000
-4981600,-90619011000,1306232823000,1396851834000,2751088918000,80393000,85374600,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-6.3,0.5,0.3,899700,371600,5746945000,"2023-02-17T11:04:00.000Z",1676631840000,528100,1429700,169101500,1900,23732485000,14729415000,8982470000,20600000
-4711700,-89398477000,1320748221000,1410146698000,2779068059000,81454700,86166400,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-1.3,0.5,0.5,1061700,269900,1220534000,"2023-02-17T11:06:00.000Z",1676631960000,791800,1861000,170962500,7500,27979141000,14515398000,13294864000,168879000
-4172400,-81100311000,1340203822000,1421304133000,2809681095000,82690600,86863000,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-9.1,0.7,0.4,1235900,539300,8298166000,"2023-02-17T11:08:00.000Z",1676632080000,696600,1932500,172895000,0,30613036000,19455601000,11157435000,0
-4427300,-89392316000,1350805977000,1440198293000,2839307030000,83330700,87758000,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,9.1,0.4,0.6,640100,-254900,-8292005000,"2023-02-17T11:10:00.000Z",1676632200000,895000,1545600,174440600,10500,29625935000,10602155000,18894160000,129620000
-5779100,-110362689000,1359402419000,1469765108000,2877474097000,83866900,89646000,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,23,0.3,1,536200,-1351800,-20970373000,"2023-02-17T11:12:00.000Z",1676632320000,1888000,2424800,176865400,600,38167067000,8596442000,29566815000,3810000
-6161900,-115777835000,1368267803000,1484045638000,2900659104000,84430100,90592000,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,6,0.3,0.5,563200,-382800,-5415146000,"2023-02-17T11:14:00.000Z",1676632440000,946000,1518900,178384300,9700,23185007000,8865384000,14280530000,39093000
-6560300,-122525607000,1379322038000,1501847645000,2929539186000,84992400,91552700,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,7.4,0.4,0.6,562300,-398400,-6747772000,"2023-02-17T11:16:00.000Z",1676632560000,960700,1527000,179911300,4000,28880082000,11054235000,17802007000,23840000
-6783000,-123443569000,1393089335000,1516532904000,2957991742000,85732900,92515900,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,1,0.5,0.5,740500,-222700,-917962000,"2023-02-17T11:18:00.000Z",1676632680000,963200,1703700,181615000,0,28452556000,13767297000,14685259000,0
-7100100,-128251120000,1403308509000,1531559629000,2983438961000,86284300,93384400,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,5.3,0.4,0.5,551400,-317100,-4807551000,"2023-02-17T11:20:00.000Z",1676632800000,868500,1427100,183042100,7200,25447219000,10219174000,15026725000,201320000
-7800100,-137435726000,1411601537000,1549037263000,3009263123000,86690900,94491000,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,10.1,0.3,0.6,406600,-700000,-9184606000,"2023-02-17T11:22:00.000Z",1676632920000,1106600,1513700,184555800,500,25824162000,8293028000,17477634000,53500000
-8264600,-145151534000,1421348029000,1566499563000,3036483510000,87188700,95453300,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,8.5,0.3,0.6,497800,-464500,-7715808000,"2023-02-17T11:24:00.000Z",1676633040000,962300,1460400,186016200,300,27220387000,9746492000,17462300000,11595000
-9395000,-162781796000,1434035320000,1596817116000,3080262392000,87826400,97221400,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,19.4,0.4,1,637700,-1130400,-17630262000,"2023-02-17T11:26:00.000Z",1676633160000,1768100,2443000,188459200,37200,43778882000,12687291000,30317553000,774038000
-10080500,-170558456000,1452322917000,1622881373000,3124657566000,88645200,98725700,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,8.5,0.6,0.9,818800,-685500,-7776660000,"2023-02-17T11:28:00.000Z",1676633280000,1504300,2324300,190783500,1200,44395174000,18287597000,26064257000,43320000
-15865800,-251011066000,1493410119000,1744421185000,3290321742000,91141100,107006900,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,88.4,1.4,4.1,2495900,-5785300,-80452610000,"2023-02-17T13:00:00.000Z",1676638800000,8281200,10971300,201754800,194200,165664176000,41087202000,121539812000,3037162000
-19302700,-300909374000,1521339221000,1822248595000,3396535358000,92862400,112165100,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,54.8,1,2.7,1721300,-3436900,-49898308000,"2023-02-17T13:02:00.000Z",1676638920000,5158200,6895500,208650300,16000,106213616000,27929102000,77827410000,457104000
-20260800,-324865412000,1552352658000,1877218070000,3482704600000,94978300,115239100,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,26.3,1.1,1.9,2115900,-958100,-23956038000,"2023-02-17T13:04:00.000Z",1676639040000,3074000,5212400,213862700,22500,86169242000,31013437000,54969475000,186330000
-21555600,-345935185000,1575318071000,1921253256000,3551448670000,96420200,117975800,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,23.2,0.8,1.5,1441900,-1294800,-21069773000,"2023-02-17T13:06:00.000Z",1676639160000,2736700,4274200,218136900,95600,68744070000,22965413000,44035186000,1743471000
-20892300,-334714835000,1604381934000,1939096769000,3598365638000,98226000,119118300,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-12.3,1,0.6,1805800,663300,11220350000,"2023-02-17T13:08:00.000Z",1676639280000,1142500,2948900,221085800,600,46916968000,29063863000,17843513000,9592000
-19396800,-313835203000,1650048747000,1963883950000,3668922125000,101137400,120534200,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-22.9,1.6,0.8,2911400,1495500,20879632000,"2023-02-17T13:10:00.000Z",1676639400000,1415900,4329200,225415000,1900,70556487000,45666813000,24787181000,102493000
-20508000,-343647893000,1671606546000,2015254439000,3742526258000,102565600,123073600,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,32.8,0.8,1.8,1428200,-1111200,-29812690000,"2023-02-17T13:12:00.000Z",1676639520000,2539400,3985900,229400900,18300,73604133000,21557799000,51370489000,675845000
-21418100,-366307870000,1692028493000,2058336363000,3806152266000,103934800,125352900,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,24.9,0.7,1.5,1369200,-910100,-22659977000,"2023-02-17T13:14:00.000Z",1676639640000,2279300,3654100,233055000,5600,63626008000,20421947000,43081924000,122137000
-23634000,-404991808000,1706387256000,2111379064000,3874271435000,104743500,128377500,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,42.5,0.5,1.8,808700,-2215900,-38683938000,"2023-02-17T13:16:00.000Z",1676639760000,3024600,3857200,236912200,23900,68119169000,14358763000,53042701000,717705000
-24341300,-412067942000,1727705794000,2139773736000,3924228453000,106053900,130395200,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,7.8,0.8,1,1310400,-707300,-7076134000,"2023-02-17T13:18:00.000Z",1676639880000,2017700,3348700,240260900,20600,49957018000,21318538000,28394672000,243808000
-23009800,-396714217000,1761604693000,2158318910000,3976924668000,108492100,131501900,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-16.9,1.2,0.6,2438200,1331500,15353725000,"2023-02-17T13:20:00.000Z",1676640000000,1106700,3576900,243837800,32000,52696215000,33898899000,18545174000,252142000
-20261500,-350630372000,1825710294000,2176340666000,4059110795000,112307900,132569400,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-50.6,2.3,0.6,3815800,2748300,46083845000,"2023-02-17T13:22:00.000Z",1676640120000,1067500,4893800,248731600,10500,82186127000,64105601000,18021756000,58770000
-16611500,-296716460000,1905210600000,2201927060000,4164856025000,117243800,133855300,28409371226.1,29319402469.6,59483152460.9,3583018.3,1709965.2,1774947,-64981.7,-910031243.5,-59.2,2.8,0.9,4935900,3650000,53913912000,"2023-02-17T13:24:00.000Z",1676640240000,1285900,6236700,254968300,14900,105745230000,79500306000,25586394000,658530000
