┌─────────┬─────┬─────┬─────┬─────┬─────┬────────────────────┬───────────┬─────────┬────────────────────┬────────────────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬──────────┬──────┬───────┬─────┬─────┬───────┬─────────────────────┬────────────┬────────────┬───────────┬─────────────────────┬────────────────────┬────────────────────┬───────┬──────┬────────────────────┬─────┬──────┬────────────────────┬─────┐
│ (index) │  c  │  h  │  l  │  o  │ bu  │       val_bu       │ total_vol │ sum_vol │        val         │      acum_val      │   datetime    │            date            │ pbu │ psd │ puk │    bs    │    sb    │ abu  │  asd  │ auk │ rbu │ bu-sd │      bu-sd_val      │ avg_val_bu │ avg_val_sd │ acum_busd │    acum_busd_val    │    acum_val_bu     │    acum_val_sd     │ rbusd │  sd  │       val_sd       │ rsd │  uk  │       val_uk       │ ruk │
├─────────┼─────┼─────┼─────┼─────┼─────┼────────────────────┼───────────┼─────────┼────────────────────┼────────────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼──────────┼──────┼───────┼─────┼─────┼───────┼─────────────────────┼────────────┼────────────┼───────────┼─────────────────────┼────────────────────┼────────────────────┼───────┼──────┼────────────────────┼─────┼──────┼────────────────────┼─────┤
│    0    │ 5.1 │ 5.1 │ 5.1 │ 5.1 │ 100 │ 509999.99999999994 │    100    │   100   │ 509999.99999999994 │ 509999.99999999994 │ 1675848000000 │ '2023-02-08T09:20:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 63.6 │ 263.6 │ 100 │ 1.6 │  100  │ 509999.99999999994  │  46636.4   │ 1277272.7  │    100    │ 509999.99999999994  │ 509999.99999999994 │         0          │ -0.4  │      │                    │     │      │                    │     │
│    1    │  5  │  5  │  5  │  5  │ 600 │        3000        │    700    │   600   │        3000        │ 512999.99999999994 │ 1675851600000 │ '2023-02-08T10:20:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 63.6 │ 263.6 │ 100 │ 9.4 │  600  │        3000         │  46636.4   │ 1277272.7  │    700    │ 512999.99999999994  │ 512999.99999999994 │         0          │  -0   │      │                    │     │      │                    │     │
│    2    │ 4.9 │ 4.9 │ 4.9 │ 4.9 │     │                    │    900    │   200   │ 980000.0000000001  │      1493000       │ 1675851900000 │ '2023-02-08T10:25:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 63.6 │ 263.6 │ 100 │     │ -200  │ -980000.0000000001  │  46636.4   │ 1277272.7  │    500    │ -467000.0000000002  │ 512999.99999999994 │ 980000.0000000001  │  0.8  │ 200  │ 980000.0000000001  │ 0.8 │      │                    │     │
│    3    │ 4.9 │ 4.9 │ 4.9 │ 4.9 │     │                    │   1100    │   200   │ 980000.0000000001  │      2473000       │ 1675854600000 │ '2023-02-08T11:10:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 63.6 │ 263.6 │ 100 │     │ -200  │ -980000.0000000001  │  46636.4   │ 1277272.7  │    300    │ -1447000.0000000002 │ 512999.99999999994 │ 1960000.0000000002 │  0.8  │ 200  │ 980000.0000000001  │ 0.8 │      │                    │     │
│    4    │ 4.9 │ 4.9 │ 4.9 │ 4.9 │     │                    │   2100    │  1000   │      4900000       │      7373000       │ 1675855200000 │ '2023-02-08T11:20:00.000Z' │  0  │  0  │ 100 │   NaN    │   NaN    │ 63.6 │ 263.6 │ 100 │     │   0   │          0          │  46636.4   │ 1277272.7  │    300    │ -1447000.0000000002 │ 512999.99999999994 │ 1960000.0000000002 │  -0   │      │                    │     │ 1000 │      4900000       │ 10  │
│    5    │ 4.8 │ 4.8 │ 4.8 │ 4.8 │     │                    │   3400    │  1300   │      6240000       │      13613000      │ 1675861200000 │ '2023-02-08T13:00:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 63.6 │ 263.6 │ 100 │     │ -1300 │      -6240000       │  46636.4   │ 1277272.7  │   -1000   │      -7687000       │ 512999.99999999994 │      8200000       │  5.1  │ 1300 │      6240000       │ 4.9 │      │                    │     │
│    6    │ 4.9 │ 4.9 │ 4.9 │ 4.9 │     │                    │   3500    │   100   │ 490000.00000000006 │      14103000      │ 1675863000000 │ '2023-02-08T13:30:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 63.6 │ 263.6 │ 100 │     │ -100  │ -490000.00000000006 │  46636.4   │ 1277272.7  │   -1100   │      -8177000       │ 512999.99999999994 │      8690000       │  0.4  │ 100  │ 490000.00000000006 │ 0.4 │      │                    │     │
│    7    │ 4.9 │ 4.9 │ 4.9 │ 4.9 │     │                    │   4100    │   600   │      2940000       │      17043000      │ 1675863600000 │ '2023-02-08T13:40:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 63.6 │ 263.6 │ 100 │     │ -600  │      -2940000       │  46636.4   │ 1277272.7  │   -1700   │      -11117000      │ 512999.99999999994 │      11630000      │  2.4  │ 600  │      2940000       │ 2.3 │      │                    │     │
│    8    │ 4.9 │ 4.9 │ 4.9 │ 4.9 │     │                    │   4300    │   200   │ 980000.0000000001  │      18023000      │ 1675866000000 │ '2023-02-08T14:20:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 63.6 │ 263.6 │ 100 │     │ -200  │ -980000.0000000001  │  46636.4   │ 1277272.7  │   -1900   │      -12097000      │ 512999.99999999994 │      12610000      │  0.8  │ 200  │ 980000.0000000001  │ 0.8 │      │                    │     │
│    9    │ 4.9 │ 4.9 │ 4.9 │ 4.9 │     │                    │   4400    │   100   │ 490000.00000000006 │      18513000      │ 1675866300000 │ '2023-02-08T14:25:00.000Z' │  0  │  0  │ 100 │   NaN    │   NaN    │ 63.6 │ 263.6 │ 100 │     │   0   │          0          │  46636.4   │ 1277272.7  │   -1900   │      -12097000      │ 512999.99999999994 │      12610000      │  -0   │      │                    │     │ 100  │ 490000.00000000006 │  1  │
│   10    │ 4.8 │ 4.8 │ 4.8 │ 4.8 │     │                    │   4700    │   300   │      1440000       │      19953000      │ 1675867500000 │ '2023-02-08T14:45:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 63.6 │ 263.6 │ 100 │     │ -300  │      -1440000       │  46636.4   │ 1277272.7  │   -2200   │      -13537000      │ 512999.99999999994 │      14050000      │  1.2  │ 300  │      1440000       │ 1.1 │      │                    │     │
