"acum_busd","acum_busd_val","acum_val_bu","acum_val_sd","acum_val","accum_bu","accum_sd","avg_val_bu","avg_val_sd","avg_val","avg_vol","avg_bu","avg_sd","avg_busd","avg_busd_val","rbusd","bu","bu-sd","bu-sd_val","date","datetime","sd","sum_vol","total_vol","uk","val","val_bu","val_sd","val_uk"
-149600,-7035838100,37368181100,44404019200,113545128500,2719100,2868700,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,4,2719100,-149600,-7035838100,"2023-01-19T09:14:00.000Z",1674119640000,2868700,7876800,7876800,2289000,113545128500,37368181100,44404019200,31772928200
-941600,-20713438600,62877711100,83591149700,179175466000,4695400,5637000,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,7.7,1976300,-792000,-13677600500,"2023-01-19T09:16:00.000Z",1674119760000,2768300,4794400,12671200,49800,65630337500,25509530000,39187130500,933677000
-1023000,-21611648100,93507181100,115118829200,242381421500,6701800,7724800,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,0.5,2006400,-81400,-898209500,"2023-01-19T09:18:00.000Z",1674119880000,2087800,4145400,16816600,51200,63205955500,30629470000,31527679500,1048806000
713300,10062809400,151742515700,141679706300,327458774200,10278100,9564800,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,17.9,3576300,1736300,31674457500,"2023-01-19T09:20:00.000Z",1674120000000,1840000,5439400,22256000,23100,85077352700,58235334600,26560877100,281141000
2219600,34670432600,202618792500,167948359900,404915094600,13433500,11213900,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,13.9,3155400,1506300,24607623200,"2023-01-19T09:22:00.000Z",1674120120000,1649100,4825200,27081200,20700,77456320400,50876276800,26268653600,311390000
3609400,55431028900,249716727100,194285698200,478821801000,16437000,12827600,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,11.8,3003500,1389800,20760596300,"2023-01-19T09:24:00.000Z",1674120240000,1613700,4670600,31751800,53400,73906706400,47097934600,26337338300,471433500
3619700,58556266400,282706515100,224150248700,542059281500,18328300,14708600,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,1.8,1891300,10300,3125237500,"2023-01-19T09:26:00.000Z",1674120360000,1881000,3791300,35543100,19000,63237480500,32989788000,29864550500,383142000
4550400,74275335000,317290637100,243015302100,595781009900,20630300,16079900,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,8.9,2302000,930700,15719068600,"2023-01-19T09:28:00.000Z",1674120480000,1371300,3693300,39236400,20000,53721728400,34584122000,18865053400,272553000
4989700,87169708300,350523163800,263353455500,650154377000,22351100,17361400,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,7.3,1720800,439300,12894373300,"2023-01-19T09:30:00.000Z",1674120600000,1281500,3034400,42270800,32100,54373367100,33232526700,20338153400,802687000
4675700,85919153900,377189946500,291270792600,705146344600,23727000,19051300,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,0.7,1375900,-314000,-1250554400,"2023-01-19T09:32:00.000Z",1674120720000,1689900,3101100,45371900,35300,54991967600,26666782700,27917337100,407847800
4620600,93026251100,408322093100,315295842000,760450274600,25334800,20714200,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,4,1607800,-55100,7107097200,"2023-01-19T09:34:00.000Z",1674120840000,1662900,3278300,48650200,7600,55303930000,31132146600,24025049400,146734000
5307000,110017183500,444397770400,334380586900,816157613800,27218000,21911000,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,9.6,1883200,686400,16990932400,"2023-01-19T09:36:00.000Z",1674120960000,1196800,3088400,51738600,8400,55707339200,36075677300,19084744900,546917000
6724600,138767568500,487617668800,348850100300,874371425400,29626900,22902300,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,16.3,2408900,1417600,28750385000,"2023-01-19T09:38:00.000Z",1674121080000,991300,3456100,55194700,55900,58213811600,43219898400,14469513400,524399800
9447200,184752973300,552433004500,367680031200,958178277000,33613100,24165900,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,26,3986200,2722600,45985404800,"2023-01-19T09:40:00.000Z",1674121200000,1263600,5256300,60451000,6500,83806851600,64815335700,18829930900,161585000
11645600,223052597500,612026425200,388973827700,1039440682200,37168700,25523100,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,21.7,3555600,2198400,38299624200,"2023-01-19T09:42:00.000Z",1674121320000,1357200,4937800,65388800,25000,81262405200,59593420700,21293796500,375188000
13715900,258169475800,672475804000,414306328200,1125577143500,40709500,26993600,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,19.9,3540800,2070300,35116878300,"2023-01-19T09:44:00.000Z",1674121440000,1470500,5039900,70428700,28600,86136461300,60449378800,25332500500,354582000
13405600,256869441600,713906856600,457037415000,1209831890900,43136200,29730600,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,0.7,2426700,-310300,-1300034200,"2023-01-19T09:46:00.000Z",1674121560000,2737000,5171600,75600300,7900,84254747400,41431052600,42731086800,92608000
13355000,258979921000,746887841000,487907920000,1273922909300,44963900,31608900,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,1.2,1827700,-50600,2110479400,"2023-01-19T09:48:00.000Z",1674121680000,1878300,3717600,79317900,11600,64091018400,32980984400,30870505000,239529000
12862600,255753752400,777236236300,521482483900,1337900348000,46695600,33833000,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,1.8,1731700,-492400,-3226168600,"2023-01-19T09:50:00.000Z",1674121800000,2224100,3960100,83278000,4300,63977438700,30348395300,33574563900,54479500
13284300,268653613800,813891996700,545238382900,1399015489400,48586800,35302500,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,7.3,1891200,421700,12899861400,"2023-01-19T09:52:00.000Z",1674121920000,1469500,3418500,86696500,57800,61115141400,36655760400,23755899000,703482000
13137400,271790786300,842977859900,571187073600,1454151090300,50033900,36896500,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,1.8,1447100,-146900,3137172500,"2023-01-19T09:54:00.000Z",1674122040000,1594000,3045700,89742200,4600,55135600900,29085863200,25948690700,101047000
12967200,269896717700,869497455300,599600737600,1509338978700,51556200,38589000,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,1.1,1522300,-170200,-1894068600,"2023-01-19T09:56:00.000Z",1674122160000,1692500,3252600,92994800,37800,55187888400,26519595400,28413664000,254629000
13349100,278021633300,903692590800,625670957500,1569788277100,53354800,40005700,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,4.6,1798600,381900,8124915600,"2023-01-19T09:58:00.000Z",1674122280000,1416700,3221400,96216200,6100,60449298400,34195135500,26070219900,183943000
14062900,289887458800,932905656700,643018197900,1616692253400,55004700,40941800,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,6.7,1649900,713800,11865825500,"2023-01-19T10:00:00.000Z",1674122400000,936100,2620600,98836800,34600,46903976300,29213065900,17347240400,343670000
13872800,288676082900,957338882500,668662799600,1667110315900,56325100,42452300,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,0.7,1320400,-190100,-1211375900,"2023-01-19T10:02:00.000Z",1674122520000,1510500,2852600,101689400,21700,50418062500,24433225800,25644601700,340235000
14624900,304819466800,995138817500,690319350700,1727089147000,58268900,43644000,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,9.1,1943800,752100,16143383900,"2023-01-19T10:04:00.000Z",1674122640000,1191700,3156100,104845500,20600,59978831100,37799935000,21656551100,522345000
15639300,324352428100,1027442812800,703090384700,1772283427300,60086900,44447600,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,11.1,1818000,1014400,19532961300,"2023-01-19T10:06:00.000Z",1674122760000,803600,2633300,107478800,11700,45194280300,32303995300,12771034000,119251000
17541700,359897260300,1081037424500,721140164200,1844152193500,63096900,45555200,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,20.1,3010000,1902400,35544832200,"2023-01-19T10:08:00.000Z",1674122880000,1107600,4125100,111603900,7500,71868766200,53594611700,18049779500,224375000
20289300,403114544300,1142452496000,739337951700,1924748222500,66981800,46692500,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,24.5,3884900,2747600,43217284000,"2023-01-19T10:10:00.000Z",1674123000000,1137300,5081800,116685700,59600,80596029000,61415071500,18197787500,983170000
22155100,434213784600,1194208939200,759995154600,1998021082600,70009900,47854800,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,17.6,3028100,1865800,31099240300,"2023-01-19T10:12:00.000Z",1674123120000,1162300,4220500,120906200,30100,73272860100,51756443200,20657202900,859214000
23302000,453607824200,1235131329500,781523505300,2060503826600,72466200,49164200,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,11,2456300,1146900,19394039600,"2023-01-19T10:14:00.000Z",1674123240000,1309400,3767100,124673300,1400,62482744000,40922390300,21528350700,32003000
24560900,478107125400,1281849720000,803742594600,2129710070400,75042500,50481600,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,13.9,2576300,1258900,24499301200,"2023-01-19T10:16:00.000Z",1674123360000,1317400,3907100,128580400,13400,69206243800,46718390500,22219089300,268764000
25011400,479982263400,1313055058700,833072795300,2190353420800,77206700,52195300,39919942536.2,38153573950,81797876187.1,4766669.8,2296436.2,2249587.1,46849.1,1766368586.2,1.1,2164200,450500,1875138000,"2023-01-19T10:18:00.000Z",1674123480000,1713700,3890400,132470800,12500,60643350400,31205338700,29330200700,107811000
