┌─────────┬──────┬──────┬──────┬──────┬──────┬──────────┬───────────┬─────────┬──────────┬───────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬──────────┬───────┬──────┬───────┬─────┬───────┬───────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┬──────┬──────────┬─────┬─────┬─────────┬─────┐
│ (index) │  c   │  h   │  l   │  o   │  uk  │  val_uk  │ total_vol │ sum_vol │   val    │ acum_val  │   datetime    │            date            │ pbu │ psd │ puk │    bs    │    sb    │  abu  │ asd  │  auk  │ ruk │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │  bu  │  val_bu  │ rbu │ sd  │ val_sd  │ rsd │
├─────────┼──────┼──────┼──────┼──────┼──────┼──────────┼───────────┼─────────┼──────────┼───────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼──────────┼───────┼──────┼───────┼─────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┼──────┼──────────┼─────┼─────┼─────────┼─────┤
│    0    │ 12.8 │ 12.8 │ 12.8 │ 12.8 │ 2200 │ 28160000 │   2200    │  2200   │ 28160000 │ 28160000  │ 1675156440000 │ '2023-01-31T09:14:00.000Z' │  0  │  0  │ 100 │   NaN    │   NaN    │ 755.6 │ 77.8 │ 244.4 │  9  │   0   │     0     │ 9681111.1  │  974444.4  │     0     │       0       │      0      │      0      │   0   │      │          │     │     │         │     │
│    1    │ 12.8 │ 12.8 │ 12.8 │ 12.8 │      │          │   2400    │   200   │ 2560000  │ 30720000  │ 1675159320000 │ '2023-01-31T10:02:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 755.6 │ 77.8 │ 244.4 │     │  200  │  2560000  │ 9681111.1  │  974444.4  │    200    │    2560000    │   2560000   │      0      │  0.3  │ 200  │ 2560000  │ 0.3 │     │         │     │
│    2    │ 12.6 │ 12.6 │ 12.6 │ 12.6 │      │          │   2500    │   100   │ 1260000  │ 31980000  │ 1675170000000 │ '2023-01-31T13:00:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 755.6 │ 77.8 │ 244.4 │     │ -100  │ -1260000  │ 9681111.1  │  974444.4  │    100    │    1300000    │   2560000   │   1260000   │  0.1  │      │          │     │ 100 │ 1260000 │ 1.3 │
│    3    │ 12.6 │ 12.6 │ 12.6 │ 12.6 │      │          │   2600    │   100   │ 1260000  │ 33240000  │ 1675170120000 │ '2023-01-31T13:02:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 755.6 │ 77.8 │ 244.4 │     │ -100  │ -1260000  │ 9681111.1  │  974444.4  │     0     │     40000     │   2560000   │   2520000   │  0.1  │      │          │     │ 100 │ 1260000 │ 1.3 │
│    4    │ 12.5 │ 12.5 │ 12.5 │ 12.5 │      │          │   3000    │   400   │ 5000000  │ 38240000  │ 1675170240000 │ '2023-01-31T13:04:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 755.6 │ 77.8 │ 244.4 │     │ -400  │ -5000000  │ 9681111.1  │  974444.4  │   -400    │   -4960000    │   2560000   │   7520000   │  0.6  │      │          │     │ 400 │ 5000000 │ 5.1 │
│    5    │ 12.5 │ 12.5 │ 12.5 │ 12.5 │      │          │   3100    │   100   │ 1250000  │ 39490000  │ 1675170600000 │ '2023-01-31T13:10:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 755.6 │ 77.8 │ 244.4 │     │ -100  │ -1250000  │ 9681111.1  │  974444.4  │   -500    │   -6210000    │   2560000   │   8770000   │  0.1  │      │          │     │ 100 │ 1250000 │ 1.3 │
│    6    │ 12.5 │ 12.5 │ 12.5 │ 12.5 │      │          │   3300    │   200   │ 2500000  │ 41990000  │ 1675170720000 │ '2023-01-31T13:12:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 755.6 │ 77.8 │ 244.4 │     │  200  │  2500000  │ 9681111.1  │  974444.4  │   -300    │   -3710000    │   5060000   │   8770000   │  0.3  │ 200  │ 2500000  │ 0.3 │     │         │     │
│    7    │ 12.9 │ 12.9 │ 12.7 │ 12.7 │      │          │   9600    │  6300   │ 80790000 │ 122780000 │ 1675172640000 │ '2023-01-31T13:44:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 755.6 │ 77.8 │ 244.4 │     │ 6300  │ 80790000  │ 9681111.1  │  974444.4  │   6000    │   77080000    │  85850000   │   8770000   │  9.3  │ 6300 │ 80790000 │ 8.3 │     │         │     │
│    8    │ 12.8 │ 12.8 │ 12.8 │ 12.8 │      │          │   9700    │   100   │ 1280000  │ 124060000 │ 1675174920000 │ '2023-01-31T14:22:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 755.6 │ 77.8 │ 244.4 │     │  100  │  1280000  │ 9681111.1  │  974444.4  │   6100    │   78360000    │  87130000   │   8770000   │  0.1  │ 100  │ 1280000  │ 0.1 │     │         │     │
└─────────┴──────┴──────┴──────┴──────┴──────┴──────────┴───────────┴─────────┴──────────┴───────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴──────────┴──────────┴───────┴──────┴───────┴─────┴───────┴───────────┴────────────┴────────────┴───────────┴───────────────┴─────────────┴─────────────┴───────┴──────┴──────────┴─────┴─────┴─────────┴─────┘

