┌─────────┬───────────────┬─────────┬──────────┬──────────┬──────────────┬──────────────┬───────────────────┬──────────┬──────────────┬────────────────────────────┬────────────────┬───────────┬──────────┬──────────────┬───────────┬───────────────┬───────────────┬───────────────┬───────────┬───────────┬───────────────┬───────────────┬───────────────┬───────────┬───────────┬───────────┬──────────┬──────────────┬───────┐
│ (index) │   datetime    │   sd    │    bu    │    uk    │    val_sd    │    val_bu    │      val_uk       │ sum_vol  │     val      │            date            │    acum_val    │ total_vol │  bu-sd   │  bu-sd_val   │ acum_busd │ acum_busd_val │  acum_val_bu  │  acum_val_sd  │ accum_bu  │ accum_sd  │  avg_val_bu   │  avg_val_sd   │    avg_val    │  avg_vol  │  avg_bu   │  avg_sd   │ avg_busd │ avg_busd_val │ rbusd │
├─────────┼───────────────┼─────────┼──────────┼──────────┼──────────────┼──────────────┼───────────────────┼──────────┼──────────────┼────────────────────────────┼────────────────┼───────────┼──────────┼──────────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────────┼───────────────┼───────────────┼───────────┼───────────┼───────────┼──────────┼──────────────┼───────┤
│    0    │ 1675156440000 │ 5323200 │ 2638700  │ 3873100  │ 58056214500  │ 43931487000  │    59291336700    │ 11835000 │ 161279038200 │ '2023-01-31T09:14:00.000Z' │  161279038200  │ 11835000  │ -2684500 │ -14124727500 │ -2684500  │ -14124727500  │  43931487000  │  58056214500  │  2638700  │  5323200  │ 44329406828.4 │ 40510695750.9 │ 90310368914.7 │ 5402247.4 │ 2596675.9 │ 2495163.8 │ 101512.1 │ 3818711077.6 │  3.7  │
│    1    │ 1675156560000 │ 2428500 │ 2684900  │  34500   │ 38583440000  │ 42127890800  │     437467000     │ 5147900  │ 81148797800  │ '2023-01-31T09:16:00.000Z' │  242427836000  │ 16982900  │  256400  │  3544450800  │ -2428100  │ -10580276700  │  86059377800  │  96639654500  │  5323600  │  7751700  │ 44329406828.4 │ 40510695750.9 │ 90310368914.7 │ 5402247.4 │ 2596675.9 │ 2495163.8 │ 101512.1 │ 3818711077.6 │  0.9  │
│    2    │ 1675156680000 │ 2440100 │ 2351300  │  68200   │ 36353411700  │ 35723831600  │    1173456000     │ 4859600  │ 73250699300  │ '2023-01-31T09:18:00.000Z' │  315678535300  │ 21842500  │  -88800  │  -629580100  │ -2516900  │ -11209856800  │ 121783209400  │ 132993066200  │  7674900  │ 10191800  │ 44329406828.4 │ 40510695750.9 │ 90310368914.7 │ 5402247.4 │ 2596675.9 │ 2495163.8 │ 101512.1 │ 3818711077.6 │  0.2  │
│    3    │ 1675156800000 │ 2240200 │ 2766000  │  37500   │ 32235521900  │ 47389321200  │     406156000     │ 5043700  │ 80030999100  │ '2023-01-31T09:20:00.000Z' │  395709534400  │ 26886200  │  525800  │ 15153799300  │ -1991100  │  3943942500   │ 169172530600  │ 165228588100  │ 10440900  │ 12432000  │ 44329406828.4 │ 40510695750.9 │ 90310368914.7 │ 5402247.4 │ 2596675.9 │ 2495163.8 │ 101512.1 │ 3818711077.6 │   4   │
│    4    │ 1675156920000 │ 3195900 │ 1937100  │  33300   │ 49225189400  │ 30778613500  │     342822400     │ 5166300  │ 80346625300  │ '2023-01-31T09:22:00.000Z' │  476056159700  │ 32052500  │ -1258800 │ -18446575900 │ -3249900  │ -14502633400  │ 199951144100  │ 214453777500  │ 12378000  │ 15627900  │ 44329406828.4 │ 40510695750.9 │ 90310368914.7 │ 5402247.4 │ 2596675.9 │ 2495163.8 │ 101512.1 │ 3818711077.6 │  4.8  │
│    5    │ 1675157040000 │ 2786600 │ 1894500  │  22400   │ 46637743200  │ 31943551600  │     410253000     │ 4703500  │ 78991547800  │ '2023-01-31T09:24:00.000Z' │  555047707500  │ 36756000  │ -892100  │ -14694191600 │ -4142000  │ -29196825000  │ 231894695700  │ 261091520700  │ 14272500  │ 18414500  │ 44329406828.4 │ 40510695750.9 │ 90310368914.7 │ 5402247.4 │ 2596675.9 │ 2495163.8 │ 101512.1 │ 3818711077.6 │  3.8  │
│    6    │ 1675157160000 │ 4522600 │ 1883400  │  112000  │ 80013941500  │ 29322006000  │     955547600     │ 6518000  │ 110291495100 │ '2023-01-31T09:26:00.000Z' │  665339202600  │ 43274000  │ -2639200 │ -50691935500 │ -6781200  │ -79888760500  │ 261216701700  │ 341105462200  │ 16155900  │ 22937100  │ 44329406828.4 │ 40510695750.9 │ 90310368914.7 │ 5402247.4 │ 2596675.9 │ 2495163.8 │ 101512.1 │ 3818711077.6 │ 13.3  │
│    7    │ 1675157280000 │ 5033100 │ 1751600  │  16600   │ 77508490000  │ 26958192700  │     297794000     │ 6801300  │ 104764476700 │ '2023-01-31T09:28:00.000Z' │  770103679300  │ 50075300  │ -3281500 │ -50550297300 │ -10062700 │ -130439057800 │ 288174894400  │ 418613952200  │ 17907500  │ 27970200  │ 44329406828.4 │ 40510695750.9 │ 90310368914.7 │ 5402247.4 │ 2596675.9 │ 2495163.8 │ 101512.1 │ 3818711077.6 │ 13.2  │
│    8    │ 1675157400000 │ 4990800 │ 2536100  │  22600   │ 80507723800  │ 41764455100  │     430274000     │ 7549500  │ 122702452900 │ '2023-01-31T09:30:00.000Z' │  892806132200  │ 57624800  │ -2454700 │ -38743268700 │ -12517400 │ -169182326500 │ 329939349500  │ 499121676000  │ 20443600  │ 32961000  │ 44329406828.4 │ 40510695750.9 │ 90310368914.7 │ 5402247.4 │ 2596675.9 │ 2495163.8 │ 101512.1 │ 3818711077.6 │ 10.1  │
