┌─────────┬─────┬─────┬─────┬─────┬──────┬─────────┬───────────┬─────────┬──────────┬──────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬──────────┬────────┬───────┬───────┬─────┬───────┬───────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┬───────┬──────────┬─────┬──────┬──────────┬─────┐
│ (index) │  c  │  h  │  l  │  o  │  uk  │ val_uk  │ total_vol │ sum_vol │   val    │ acum_val │   datetime    │            date            │ pbu │ psd │ puk │    bs    │    sb    │  abu   │  asd  │  auk  │ ruk │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │  bu   │  val_bu  │ rbu │  sd  │  val_sd  │ rsd │
├─────────┼─────┼─────┼─────┼─────┼──────┼─────────┼───────────┼─────────┼──────────┼──────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼──────────┼────────┼───────┼───────┼─────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┼───────┼──────────┼─────┼──────┼──────────┼─────┤
│    0    │ 2.9 │ 2.9 │ 2.9 │ 2.9 │ 1000 │ 2900000 │   1000    │  1000   │ 2900000  │ 2900000  │ 1673863800000 │ '2023-01-16T10:10:00.000Z' │  0  │  0  │ 100 │   NaN    │   NaN    │ 1788.9 │ 888.9 │ 111.1 │  9  │   0   │     0     │ 5187777.8  │ 2488888.9  │     0     │       0       │      0      │      0      │   0   │       │          │     │      │          │     │
│    1    │ 2.9 │ 2.9 │ 2.9 │ 2.9 │      │         │   1200    │   200   │  580000  │ 3480000  │ 1673867160000 │ '2023-01-16T11:06:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1788.9 │ 888.9 │ 111.1 │     │  200  │  580000   │ 5187777.8  │ 2488888.9  │    200    │    580000     │   580000    │      0      │  0.2  │  200  │  580000  │ 0.1 │      │          │     │
│    2    │ 2.9 │ 2.9 │ 2.9 │ 2.9 │      │         │   6200    │  5000   │ 14500000 │ 17980000 │ 1673877120000 │ '2023-01-16T13:52:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1788.9 │ 888.9 │ 111.1 │     │ 5000  │ 14500000  │ 5187777.8  │ 2488888.9  │   5200    │   15080000    │  15080000   │      0      │  5.4  │ 5000  │ 14500000 │ 2.8 │      │          │     │
│    3    │ 2.9 │ 2.9 │ 2.9 │ 2.9 │      │         │   7000    │   800   │ 2320000  │ 20300000 │ 1673878080000 │ '2023-01-16T14:08:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1788.9 │ 888.9 │ 111.1 │     │  800  │  2320000  │ 5187777.8  │ 2488888.9  │   6000    │   17400000    │  17400000   │      0      │  0.9  │  800  │ 2320000  │ 0.4 │      │          │     │
│    4    │ 2.8 │ 2.8 │ 2.8 │ 2.8 │      │         │   9000    │  2000   │ 5600000  │ 25900000 │ 1673878200000 │ '2023-01-16T14:10:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1788.9 │ 888.9 │ 111.1 │     │ -2000 │ -5600000  │ 5187777.8  │ 2488888.9  │   4000    │   11800000    │  17400000   │   5600000   │  2.1  │       │          │     │ 2000 │ 5600000  │ 2.2 │
│    5    │ 2.8 │ 2.8 │ 2.8 │ 2.8 │      │         │   14000   │  5000   │ 14000000 │ 39900000 │ 1673879040000 │ '2023-01-16T14:24:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1788.9 │ 888.9 │ 111.1 │     │ -5000 │ -14000000 │ 5187777.8  │ 2488888.9  │   -1000   │   -2200000    │  17400000   │  19600000   │  5.2  │       │          │     │ 5000 │ 14000000 │ 5.6 │
│    6    │ 2.9 │ 2.9 │ 2.9 │ 2.9 │      │         │   14100   │   100   │  290000  │ 40190000 │ 1673879160000 │ '2023-01-16T14:26:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1788.9 │ 888.9 │ 111.1 │     │  100  │  290000   │ 5187777.8  │ 2488888.9  │   -900    │   -1910000    │  17690000   │  19600000   │  0.1  │  100  │  290000  │ 0.1 │      │          │     │
│    7    │ 2.8 │ 2.8 │ 2.8 │ 2.8 │      │         │   15100   │  1000   │ 2800000  │ 42990000 │ 1673880360000 │ '2023-01-16T14:46:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 1788.9 │ 888.9 │ 111.1 │     │ -1000 │ -2800000  │ 5187777.8  │ 2488888.9  │   -1900   │   -4710000    │  17690000   │  22400000   │   1   │       │          │     │ 1000 │ 2800000  │ 1.1 │
│    8    │ 2.9 │ 2.9 │ 2.9 │ 2.9 │      │         │   25100   │  10000  │ 29000000 │ 71990000 │ 1673880480000 │ '2023-01-16T14:48:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 1788.9 │ 888.9 │ 111.1 │     │ 10000 │ 29000000  │ 5187777.8  │ 2488888.9  │   8100    │   24290000    │  46690000   │  22400000   │ 10.7  │ 10000 │ 29000000 │ 5.6 │      │          │     │
└─────────┴─────┴─────┴─────┴─────┴──────┴─────────┴───────────┴─────────┴──────────┴──────────┴───────────────┴────────────────────────────┴─────┴─────┴─────┴──────────┴──────────┴────────┴───────┴───────┴─────┴───────┴───────────┴────────────┴────────────┴───────────┴───────────────┴─────────────┴─────────────┴───────┴───────┴──────────┴─────┴──────┴──────────┴─────┘

