┌─────────┬───────┬───────┬───────┬───────┬─────┬─────────┬───────────┬─────────┬──────────┬───────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬──────────┬──────────┬───────┬──────┬─────┬─────┬───────┬───────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┬─────┬──────────┬─────┬─────┬──────────┬─────┐
│ (index) │   c   │   h   │   l   │   o   │ uk  │ val_uk  │ total_vol │ sum_vol │   val    │ acum_val  │   datetime    │            date            │ pbu │ psd │ puk │    bs    │    sb    │  abu  │ asd  │ auk │ ruk │ bu-sd │ bu-sd_val │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │ sd  │  val_sd  │ rsd │ bu  │  val_bu  │ rbu │
├─────────┼───────┼───────┼───────┼───────┼─────┼─────────┼───────────┼─────────┼──────────┼───────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼──────────┼──────────┼───────┼──────┼─────┼─────┼───────┼───────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┼─────┼──────────┼─────┼─────┼──────────┼─────┤
│    0    │ 54000 │ 54000 │ 54000 │ 54000 │ 100 │ 5400000 │    100    │   100   │ 5400000  │  5400000  │ 1677143700000 │ '2023-02-23T09:15:00.000Z' │  0  │  0  │ 100 │   NaN    │   NaN    │ 109.1 │ 90.9 │ 9.1 │ 11  │   0   │     0     │ 5869090.9  │ 4856363.6  │     0     │       0       │      0      │      0      │   0   │     │          │     │     │          │     │
│    1    │ 53500 │ 53500 │ 53500 │ 53500 │     │         │    300    │   200   │ 10700000 │ 16100000  │ 1677147600000 │ '2023-02-23T10:20:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 109.1 │ 90.9 │ 9.1 │     │ -200  │ -10700000 │ 5869090.9  │ 4856363.6  │   -200    │   -10700000   │      0      │  10700000   │ -10.6 │ 200 │ 10700000 │ 2.2 │     │          │     │
│    2    │ 53400 │ 53400 │ 53400 │ 53400 │     │         │    800    │   500   │ 26700000 │ 42800000  │ 1677148200000 │ '2023-02-23T10:30:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 109.1 │ 90.9 │ 9.1 │     │ -500  │ -26700000 │ 5869090.9  │ 4856363.6  │   -700    │   -37400000   │      0      │  37400000   │ -26.4 │ 500 │ 26700000 │ 5.5 │     │          │     │
│    3    │ 53400 │ 53400 │ 53400 │ 53400 │     │         │    900    │   100   │ 5340000  │ 48140000  │ 1677148500000 │ '2023-02-23T10:35:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 109.1 │ 90.9 │ 9.1 │     │ -100  │ -5340000  │ 5869090.9  │ 4856363.6  │   -800    │   -42740000   │      0      │  42740000   │ -5.3  │ 100 │ 5340000  │ 1.1 │     │          │     │
│    4    │ 53400 │ 53400 │ 53400 │ 53400 │     │         │   1000    │   100   │ 5340000  │ 53480000  │ 1677149400000 │ '2023-02-23T10:50:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 90.9 │ 9.1 │     │  100  │  5340000  │ 5869090.9  │ 4856363.6  │   -700    │   -37400000   │   5340000   │  42740000   │  5.3  │     │          │     │ 100 │ 5340000  │ 0.9 │
│    5    │ 53400 │ 53400 │ 53400 │ 53400 │     │         │   1100    │   100   │ 5340000  │ 58820000  │ 1677150000000 │ '2023-02-23T11:00:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 90.9 │ 9.1 │     │  100  │  5340000  │ 5869090.9  │ 4856363.6  │   -600    │   -32060000   │  10680000   │  42740000   │  5.3  │     │          │     │ 100 │ 5340000  │ 0.9 │
│    6    │ 53400 │ 53400 │ 53400 │ 53400 │     │         │   1200    │   100   │ 5340000  │ 64160000  │ 1677150600000 │ '2023-02-23T11:10:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 90.9 │ 9.1 │     │  100  │  5340000  │ 5869090.9  │ 4856363.6  │   -500    │   -26720000   │  16020000   │  42740000   │  5.3  │     │          │     │ 100 │ 5340000  │ 0.9 │
│    7    │ 53400 │ 53400 │ 53400 │ 53400 │     │         │   1300    │   100   │ 5340000  │ 69500000  │ 1677151200000 │ '2023-02-23T11:20:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 90.9 │ 9.1 │     │  100  │  5340000  │ 5869090.9  │ 4856363.6  │   -400    │   -21380000   │  21360000   │  42740000   │  5.3  │     │          │     │ 100 │ 5340000  │ 0.9 │
│    8    │ 53400 │ 53400 │ 53400 │ 53400 │     │         │   1400    │   100   │ 5340000  │ 74840000  │ 1677158400000 │ '2023-02-23T13:20:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 109.1 │ 90.9 │ 9.1 │     │ -100  │ -5340000  │ 5869090.9  │ 4856363.6  │   -500    │   -26720000   │  21360000   │  48080000   │ -5.3  │ 100 │ 5340000  │ 1.1 │     │          │     │
│    9    │ 53400 │ 53400 │ 53400 │ 53400 │     │         │   1500    │   100   │ 5340000  │ 80180000  │ 1677159000000 │ '2023-02-23T13:30:00.000Z' │  0  │ 100 │  0  │    0     │ Infinity │ 109.1 │ 90.9 │ 9.1 │     │ -100  │ -5340000  │ 5869090.9  │ 4856363.6  │   -600    │   -32060000   │  21360000   │  53420000   │ -5.3  │ 100 │ 5340000  │ 1.1 │     │          │     │
│   10    │ 54000 │ 54000 │ 54000 │ 54000 │     │         │   2300    │   800   │ 43200000 │ 123380000 │ 1677163500000 │ '2023-02-23T14:45:00.000Z' │ 100 │  0  │  0  │ Infinity │    0     │ 109.1 │ 90.9 │ 9.1 │     │  800  │ 43200000  │ 5869090.9  │ 4856363.6  │    200    │   11140000    │  64560000   │  53420000   │ 42.7  │     │          │     │ 800 │ 43200000 │ 7.3 │
