┌─────────┬──────┬──────┬──────┬──────┬────────┬────────────┬───────────┬─────────┬────────────┬────────────┬───────────────┬────────────────────────────┬─────┬─────┬─────┬────┬──────────┬─────┬───────┬─────┬──────┬─────────┬─────────────┬────────────┬────────────┬───────────┬───────────────┬─────────────┬─────────────┬───────┐
│ (index) │  c   │  h   │  l   │  o   │   sd   │   val_sd   │ total_vol │ sum_vol │    val     │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd  │ auk │ rsd  │  bu-sd  │  bu-sd_val  │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
│   32    │ 2870 │ 2870 │ 2870 │ 2870 │  200   │   574000   │  821200   │   200   │   574000   │ 2356844000 │ 1676631000000 │ '2023-02-17T10:50:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -200   │   -574000   │     0      │  39893000  │  -821200  │  -2356844000  │      0      │ 2356844000  │   0   │
│   33    │ 2870 │ 2870 │ 2870 │ 2870 │  1100  │  3157000   │  822300   │  1100   │  3157000   │ 2360001000 │ 1676631360000 │ '2023-02-17T10:56:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.1  │  -1100  │  -3157000   │     0      │  39893000  │  -822300  │  -2360001000  │      0      │ 2360001000  │  0.1  │
│   34    │ 2870 │ 2870 │ 2870 │ 2870 │ 22400  │  64288000  │  844700   │  22400  │  64288000  │ 2424289000 │ 1676631960000 │ '2023-02-17T11:06:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 1.6  │ -22400  │  -64288000  │     0      │  39893000  │  -844700  │  -2424289000  │      0      │ 2424289000  │  1.6  │
│   35    │ 2870 │ 2870 │ 2870 │ 2870 │  1000  │  2870000   │  845700   │  1000   │  2870000   │ 2427159000 │ 1676632200000 │ '2023-02-17T11:10:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.1  │  -1000  │  -2870000   │     0      │  39893000  │  -845700  │  -2427159000  │      0      │ 2427159000  │  0.1  │
│   36    │ 2870 │ 2870 │ 2870 │ 2870 │  1800  │  5166000   │  847500   │  1800   │  5166000   │ 2432325000 │ 1676632320000 │ '2023-02-17T11:12:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.1  │  -1800  │  -5166000   │     0      │  39893000  │  -847500  │  -2432325000  │      0      │ 2432325000  │  0.1  │
│   37    │ 2870 │ 2870 │ 2870 │ 2870 │  100   │   287000   │  847600   │   100   │   287000   │ 2432612000 │ 1676632920000 │ '2023-02-17T11:22:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -100   │   -287000   │     0      │  39893000  │  -847600  │  -2432612000  │      0      │ 2432612000  │   0   │
│   38    │ 2870 │ 2870 │ 2870 │ 2870 │  100   │   287000   │  847700   │   100   │   287000   │ 2432899000 │ 1676633160000 │ '2023-02-17T11:26:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -100   │   -287000   │     0      │  39893000  │  -847700  │  -2432899000  │      0      │ 2432899000  │   0   │
│   39    │ 2870 │ 2870 │ 2870 │ 2870 │ 49700  │ 142639000  │  897400   │  49700  │ 142639000  │ 2575538000 │ 1676638800000 │ '2023-02-17T13:00:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 3.6  │ -49700  │ -142639000  │     0      │  39893000  │  -897400  │  -2575538000  │      0      │ 2575538000  │  3.6  │
│   40    │ 2870 │ 2870 │ 2870 │ 2870 │  2300  │  6601000   │  899700   │  2300   │  6601000   │ 2582139000 │ 1676638920000 │ '2023-02-17T13:02:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.2  │  -2300  │  -6601000   │     0      │  39893000  │  -899700  │  -2582139000  │      0      │ 2582139000  │  0.2  │
├─────────┼──────┼──────┼──────┼──────┼────────┼────────────┼───────────┼─────────┼────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼───────┼─────┼──────┼─────────┼─────────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│ (index) │  c   │  h   │  l   │  o   │   sd   │   val_sd   │ total_vol │ sum_vol │    val     │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd  │ auk │ rsd  │  bu-sd  │  bu-sd_val  │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
├─────────┼──────┼──────┼──────┼──────┼────────┼────────────┼───────────┼─────────┼────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼───────┼─────┼──────┼─────────┼─────────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│   41    │ 2870 │ 2870 │ 2870 │ 2870 │  1300  │  3731000   │  901000   │  1300   │  3731000   │ 2585870000 │ 1676639040000 │ '2023-02-17T13:04:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.1  │  -1300  │  -3731000   │     0      │  39893000  │  -901000  │  -2585870000  │      0      │ 2585870000  │  0.1  │
│   42    │ 2870 │ 2870 │ 2870 │ 2870 │  3900  │  11193000  │  904900   │  3900   │  11193000  │ 2597063000 │ 1676639160000 │ '2023-02-17T13:06:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.3  │  -3900  │  -11193000  │     0      │  39893000  │  -904900  │  -2597063000  │      0      │ 2597063000  │  0.3  │
│   43    │ 2870 │ 2870 │ 2870 │ 2870 │  2300  │  6601000   │  907200   │  2300   │  6601000   │ 2603664000 │ 1676639280000 │ '2023-02-17T13:08:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.2  │  -2300  │  -6601000   │     0      │  39893000  │  -907200  │  -2603664000  │      0      │ 2603664000  │  0.2  │
│   44    │ 2870 │ 2870 │ 2870 │ 2870 │  5000  │  14350000  │  912200   │  5000   │  14350000  │ 2618014000 │ 1676639400000 │ '2023-02-17T13:10:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.4  │  -5000  │  -14350000  │     0      │  39893000  │  -912200  │  -2618014000  │      0      │ 2618014000  │  0.4  │
│   45    │ 2870 │ 2870 │ 2870 │ 2870 │  200   │   574000   │  912400   │   200   │   574000   │ 2618588000 │ 1676639520000 │ '2023-02-17T13:12:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -200   │   -574000   │     0      │  39893000  │  -912400  │  -2618588000  │      0      │ 2618588000  │   0   │
│   46    │ 2870 │ 2870 │ 2870 │ 2870 │  500   │  1435000   │  912900   │   500   │  1435000   │ 2620023000 │ 1676639640000 │ '2023-02-17T13:14:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -500   │  -1435000   │     0      │  39893000  │  -912900  │  -2620023000  │      0      │ 2620023000  │   0   │
│   47    │ 2870 │ 2870 │ 2870 │ 2870 │  500   │  1435000   │  913400   │   500   │  1435000   │ 2621458000 │ 1676639760000 │ '2023-02-17T13:16:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -500   │  -1435000   │     0      │  39893000  │  -913400  │  -2621458000  │      0      │ 2621458000  │   0   │
│   48    │ 2870 │ 2870 │ 2870 │ 2870 │  3700  │  10619000  │  917100   │  3700   │  10619000  │ 2632077000 │ 1676639880000 │ '2023-02-17T13:18:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.3  │  -3700  │  -10619000  │     0      │  39893000  │  -917100  │  -2632077000  │      0      │ 2632077000  │  0.3  │
│   49    │ 2870 │ 2870 │ 2870 │ 2870 │  500   │  1435000   │  917600   │   500   │  1435000   │ 2633512000 │ 1676640240000 │ '2023-02-17T13:24:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -500   │  -1435000   │     0      │  39893000  │  -917600  │  -2633512000  │      0      │ 2633512000  │   0   │
│   50    │ 2870 │ 2870 │ 2870 │ 2870 │  100   │   287000   │  917700   │   100   │   287000   │ 2633799000 │ 1676640360000 │ '2023-02-17T13:26:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -100   │   -287000   │     0      │  39893000  │  -917700  │  -2633799000  │      0      │ 2633799000  │   0   │
│   51    │ 2870 │ 2870 │ 2870 │ 2870 │  1500  │  4305000   │  919200   │  1500   │  4305000   │ 2638104000 │ 1676640480000 │ '2023-02-17T13:28:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.1  │  -1500  │  -4305000   │     0      │  39893000  │  -919200  │  -2638104000  │      0      │ 2638104000  │  0.1  │
│   52    │ 2870 │ 2870 │ 2870 │ 2870 │  500   │  1435000   │  919700   │   500   │  1435000   │ 2639539000 │ 1676640600000 │ '2023-02-17T13:30:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -500   │  -1435000   │     0      │  39893000  │  -919700  │  -2639539000  │      0      │ 2639539000  │   0   │
│   53    │ 2870 │ 2870 │ 2870 │ 2870 │  300   │   861000   │  920000   │   300   │   861000   │ 2640400000 │ 1676640840000 │ '2023-02-17T13:34:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -300   │   -861000   │     0      │  39893000  │  -920000  │  -2640400000  │      0      │ 2640400000  │   0   │
│   54    │ 2870 │ 2870 │ 2870 │ 2870 │  1200  │  3444000   │  921200   │  1200   │  3444000   │ 2643844000 │ 1676640960000 │ '2023-02-17T13:36:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.1  │  -1200  │  -3444000   │     0      │  39893000  │  -921200  │  -2643844000  │      0      │ 2643844000  │  0.1  │
│   55    │ 2870 │ 2870 │ 2870 │ 2870 │  800   │  2296000   │  922000   │   800   │  2296000   │ 2646140000 │ 1676641080000 │ '2023-02-17T13:38:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.1  │  -800   │  -2296000   │     0      │  39893000  │  -922000  │  -2646140000  │      0      │ 2646140000  │  0.1  │
│   56    │ 2870 │ 2870 │ 2870 │ 2870 │  2000  │  5740000   │  924000   │  2000   │  5740000   │ 2651880000 │ 1676641200000 │ '2023-02-17T13:40:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.1  │  -2000  │  -5740000   │     0      │  39893000  │  -924000  │  -2651880000  │      0      │ 2651880000  │  0.1  │
│   57    │ 2870 │ 2870 │ 2870 │ 2870 │  500   │  1435000   │  924500   │   500   │  1435000   │ 2653315000 │ 1676641440000 │ '2023-02-17T13:44:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -500   │  -1435000   │     0      │  39893000  │  -924500  │  -2653315000  │      0      │ 2653315000  │   0   │
│   58    │ 2870 │ 2870 │ 2870 │ 2870 │  100   │   287000   │  924600   │   100   │   287000   │ 2653602000 │ 1676641800000 │ '2023-02-17T13:50:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │  0   │  -100   │   -287000   │     0      │  39893000  │  -924600  │  -2653602000  │      0      │ 2653602000  │   0   │
│   59    │ 2870 │ 2870 │ 2870 │ 2870 │  1700  │  4879000   │  926300   │  1700   │  4879000   │ 2658481000 │ 1676641920000 │ '2023-02-17T13:52:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.1  │  -1700  │  -4879000   │     0      │  39893000  │  -926300  │  -2658481000  │      0      │ 2658481000  │  0.1  │
│   60    │ 2870 │ 2870 │ 2870 │ 2870 │  2000  │  5740000   │  928300   │  2000   │  5740000   │ 2664221000 │ 1676642040000 │ '2023-02-17T13:54:00.000Z' │  0  │ 100 │  0  │ 0  │ Infinity │  0  │ 13900 │  0  │ 0.1  │  -2000  │  -5740000   │     0      │  39893000  │  -928300  │  -2664221000  │      0      │ 2664221000  │  0.1  │
├─────────┼──────┼──────┼──────┼──────┼────────┼────────────┼───────────┼─────────┼────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼───────┼─────┼──────┼─────────┼─────────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
│ (index) │  c   │  h   │  l   │  o   │   sd   │   val_sd   │ total_vol │ sum_vol │    val     │  acum_val  │   datetime    │            date            │ pbu │ psd │ puk │ bs │    sb    │ abu │  asd  │ auk │ rsd  │  bu-sd  │  bu-sd_val  │ avg_val_bu │ avg_val_sd │ acum_busd │ acum_busd_val │ acum_val_bu │ acum_val_sd │ rbusd │
├─────────┼──────┼──────┼──────┼──────┼────────┼────────────┼───────────┼─────────┼────────────┼────────────┼───────────────┼────────────────────────────┼─────┼─────┼─────┼────┼──────────┼─────┼───────┼─────┼──────┼─────────┼─────────────┼────────────┼────────────┼───────────┼───────────────┼─────────────┼─────────────┼───────┤
