"symbol","time","close","open","high","low","vol"
"DXS",1696817700,8.42,8.48,8.48,8.41,44500
"DXS",1696818000,8.4,8.42,8.44,8.4,33900
"DXS",1696818300,8.5,8.4,8.5,8.38,109200
"DXS",1696818600,8.6,8.52,8.64,8.52,137000
"DXS",1696818900,8.57,8.61,8.61,8.57,29700
"DXS",1696819200,8.57,8.57,8.57,8.56,17400
"DXS",1696819500,8.53,8.56,8.57,8.53,31000
"DXS",1696819800,8.5,8.53,8.53,8.5,19200
"DXS",1696820100,8.53,8.5,8.53,8.5,16700
"DXS",1696820400,8.56,8.53,8.56,8.53,27800
"DXS",1696820700,8.57,8.57,8.58,8.54,18600
"DXS",1696821000,8.56,8.55,8.56,8.55,4200
"DXS",1696821300,8.55,8.56,8.57,8.55,49100
"DXS",1696821600,8.53,8.54,8.54,8.52,10600
"DXS",1696821900,8.52,8.53,8.53,8.5,52800
"DXS",1696822200,8.52,8.54,8.54,8.52,10900
"DXS",1696822500,8.52,8.52,8.53,8.51,21400
"DXS",1696822800,8.5,8.52,8.52,8.5,66900
"DXS",1696823100,8.5,8.5,8.5,8.5,3700
"DXS",1696823400,8.47,8.5,8.5,8.47,28800
"DXS",1696823700,8.48,8.48,8.48,8.45,22700
"DXS",1696824000,8.5,8.48,8.5,8.48,11300
"DXS",1696824300,8.5,8.5,8.5,8.48,10300
"DXS",1696824600,8.48,8.48,8.48,8.48,22000
"DXS",1696824900,8.47,8.48,8.48,8.47,9500
"DXS",1696825200,8.49,8.48,8.5,8.48,5300
"DXS",1696825500,8.5,8.5,8.5,8.49,25300
"DXS",1696833300,8.49,8.48,8.52,8.45,248600
"DXS",1696833600,8.49,8.5,8.5,8.48,10100
"DXS",1696833900,8.45,8.49,8.49,8.45,22000
"DXS",1696834200,8.41,8.44,8.45,8.4,31400
"DXS",1696834500,8.48,8.44,8.48,8.42,13500
"DXS",1696834800,8.48,8.48,8.48,8.48,1800
"DXS",1696835100,8.47,8.47,8.47,8.43,21300
"DXS",1696835400,8.5,8.47,8.52,8.47,67000
"DXS",1696835700,8.57,8.5,8.57,8.5,28200
"DXS",1696836000,8.58,8.58,8.59,8.57,46300
