"symbol","time","close","open","high","low","vol"
"BVB",1696816800,10.4,10.3,10.4,10.3,500
"BVB",1696818300,10.6,10.4,10.6,10.4,28200
"BVB",1696818600,10.5,10.5,10.5,10.5,10000
"BVB",1696818900,10.5,10.5,10.5,10.5,1000
"BVB",1696819200,10.6,10.6,10.6,10.6,7000
"BVB",1696819500,10.4,10.5,10.5,10.4,3400
"BVB",1696819800,10.5,10.6,10.6,10.5,2100
"BVB",1696820100,10.6,10.6,10.6,10.6,5000
"BVB",1696820400,10.5,10.5,10.5,10.5,1000
"BVB",1696822500,10.4,10.4,10.4,10.4,2100
"BVB",1696823400,10.4,10.4,10.4,10.4,100
"BVB",1696823700,10.5,10.6,10.6,10.5,21000
"BVB",1696833000,10.4,10.4,10.4,10.4,20600
"BVB",1696833900,10.4,10.4,10.4,10.4,300
"BVB",1696834500,10.4,10.4,10.4,10.4,10900
"BVB",1696835100,10.4,10.4,10.4,10.4,2200
"BVB",1696835400,10.4,10.4,10.4,10.4,100
"BVB",1696835700,10.5,10.5,10.5,10.5,3400
"BVB",1696836300,10.4,10.4,10.4,10.4,600
"BVB",1696836600,10.4,10.4,10.4,10.4,1400
"BVB",1696837500,10.5,10.5,10.5,10.5,15000
"BVB",1696837800,10.5,10.5,10.5,10.5,1000
"BVB",1696838100,10.6,10.5,10.6,10.5,16000
"BVB",1696903200,10.6,10.5,10.6,10.5,200
"BVB",1696904100,10.6,10.6,10.6,10.6,3000
"BVB",1696904400,10.5,10.5,10.5,10.5,46000
"BVB",1696904700,10.5,10.5,10.5,10.5,100
"BVB",1696905000,10.5,10.5,10.5,10.5,400
"BVB",1696905300,10.6,10.6,10.6,10.6,1500
"BVB",1696905600,10.7,10.6,10.7,10.6,95000
"BVB",1696907400,10.5,10.5,10.5,10.5,16700
"BVB",1696907700,10.5,10.5,10.5,10.5,12100
"BVB",1696908300,10.5,10.5,10.5,10.5,3600
"BVB",1696908600,10.5,10.5,10.5,10.5,6300
"BVB",1696909500,10.5,10.5,10.5,10.5,1000
"BVB",1696909800,10.5,10.5,10.5,10.5,2000
"BVB",1696911300,10.6,10.6,10.6,10.6,100
"BVB",1696911600,10.6,10.6,10.6,10.6,100
"BVB",1696911900,10.5,10.5,10.5,10.5,1000
"BVB",1696917600,10.5,10.5,10.5,10.5,2100
"BVB",1696918800,10.5,10.5,10.5,10.5,200
"BVB",1696920600,10.5,10.5,10.5,10.5,100
"BVB",1696921800,10.5,10.5,10.5,10.5,500
"BVB",1696922400,10.4,10.4,10.4,10.4,600
"BVB",1696923900,10.5,10.5,10.5,10.5,27900
"BVB",1696924200,10.4,10.5,10.5,10.4,1600
"BVB",1696924500,10.6,10.5,10.6,10.5,1200
"BVB",1696989600,10.6,10.6,10.6,10.6,100
"BVB",1696990500,10.6,10.6,10.6,10.6,500
"BVB",1696990800,10.6,10.6,10.6,10.6,9500
"BVB",1696991400,10.6,10.5,10.6,10.5,5500
"BVB",1696991700,10.5,10.5,10.5,10.5,47400
"BVB",1696992000,10.5,10.6,10.6,10.5,10600
"BVB",1696992600,10.5,10.5,10.5,10.5,12300
"BVB",1696992900,10.5,10.5,10.5,10.5,1000
"BVB",1696993500,10.5,10.5,10.5,10.5,2000
"BVB",1696993800,10.5,10.5,10.5,10.5,100
"BVB",1696994100,10.5,10.5,10.5,10.5,4500
"BVB",1696995000,10.5,10.5,10.5,10.5,3000
"BVB",1696996800,10.5,10.5,10.5,10.5,700
