"symbol","time","close","open","high","low","vol"
"THD",1696817100,35.6,35.6,35.6,35.6,100
"THD",1696817400,35.6,35.6,35.6,35.6,300
"THD",1696817700,35.6,35.6,35.6,35.6,500
"THD",1696818000,35.6,35.6,35.6,35.6,2500
"THD",1696825200,35.6,35.6,35.6,35.6,300
"THD",1696831200,35.6,35.6,35.6,35.6,200
"THD",1696831800,35.5,35.5,35.5,35.5,2500
"THD",1696833900,35.8,35.6,35.8,35.6,3900
"THD",1696834200,35.7,35.7,35.7,35.7,500
"THD",1696834500,35.7,35.7,35.7,35.7,100
"THD",1696834800,35.6,35.7,35.7,35.6,600
"THD",1696835400,35.7,35.7,35.7,35.7,300
"THD",1696836300,35.7,35.7,35.7,35.7,400
"THD",1696837500,35.8,35.8,35.8,35.8,1300
"THD",1696903200,35.9,35,35.9,35,300
"THD",1696903800,35.9,35.9,35.9,35.9,1100
"THD",1696904700,36,35.9,36,35.9,500
"THD",1696905300,36,36,36,36,1300
"THD",1696905600,36,36,36,36,400
"THD",1696905900,36.1,36,36.1,36,200
"THD",1696907100,36.1,36.1,36.1,36.1,800
"THD",1696908000,36.1,36.1,36.1,36.1,100
"THD",1696910100,36.1,36.1,36.1,36.1,100
"THD",1696910700,36.1,36.1,36.1,36.1,100
"THD",1696911300,36,36,36,36,100
"THD",1696911600,36,36,36,36,1000
"THD",1696911900,36,36,36,36,100
"THD",1696917600,36,36,36,36,100
"THD",1696918500,36,36,36,36,1000
"THD",1696918800,36,36,36,36,200
"THD",1696920300,36,36,36,36,200
"THD",1696920600,36,36,36,36,200
"THD",1696922700,35.9,35.9,35.9,35.9,100
"THD",1696923900,36,36,36,36,500
"THD",1696990500,36.1,36.1,36.1,36.1,1300
"THD",1696990800,36.1,36.1,36.1,36.1,1200
"THD",1696991100,36,36,36,36,1300
"THD",1696991400,36,36,36,36,100
"THD",1696991700,36,36,36,36,300
"THD",1696992000,36.1,36.1,36.1,36.1,100
"THD",1696992300,36.1,36.1,36.1,36.1,200
"THD",1696994100,36.1,36.1,36.1,36.1,200
"THD",1696995000,36.1,36.1,36.1,36.1,1300
"THD",1696995300,36.1,36.1,36.1,36.1,1300
"THD",1696995600,36.1,36.1,36.1,36.1,800
"THD",1696996200,36.1,36.1,36.1,36.1,200
"THD",1696996800,36.1,36.1,36.1,36.1,300
"THD",1696998000,36.1,36.1,36.1,36.1,300
"THD",1696998300,36.1,36.1,36.1,36.1,1100
"THD",1697004000,36.1,36.1,36.1,36.1,400
"THD",1697004600,36.1,36.1,36.1,36.1,500
"THD",1697005800,36.1,36.1,36.1,36.1,400
"THD",1697006100,36.1,36.1,36.1,36.1,300
"THD",1697006400,36.3,36.2,36.3,36.2,4900
"THD",1697006700,36.2,36.4,36.4,36.2,2200
"THD",1697007600,36.3,36.3,36.3,36.3,1100
"THD",1697007900,36.3,36.3,36.3,36.3,200
"THD",1697008500,36.3,36.3,36.3,36.3,100
"THD",1697009100,36.4,36.3,36.4,36.3,300
"THD",1697009400,36.4,36.4,36.4,36.4,100
"THD",1697010300,36.4,36.4,36.4,36.4,4500
"THD",1697076600,36.4,36.5,36.5,36.4,300
"THD",1697076900,36.6,36.5,36.6,36.5,1600
"THD",1697077500,36.6,36.6,36.6,36.6,600
"THD",1697077800,36.6,36.6,36.6,36.5,900
"THD",1697078100,36.7,36.6,36.7,36.6,2200
"THD",1697078400,36.9,36.8,36.9,36.8,2700
"THD",1697078700,37.5,36.9,37.5,36.9,17600
"THD",1697079000,37.1,37.5,37.8,37.1,18900
"THD",1697079300,37.2,37.1,37.2,37.1,1700
"THD",1697079600,37.2,37.2,37.2,37.2,200
"THD",1697079900,37.2,37.2,37.2,37.2,800
"THD",1697080200,37.2,37.2,37.2,37.1,600
"THD",1697080500,37.2,37.2,37.2,37.2,1500
"THD",1697080800,37.2,37.1,37.2,37.1,1100
"THD",1697081400,37.3,37.2,37.3,37.2,900
"THD",1697081700,37.3,37.3,37.3,37.3,800
"THD",1697082300,37.3,37.3,37.3,37.3,1400
"THD",1697083200,37.4,37.4,37.4,37.4,2800
"THD",1697083500,37.5,37.4,37.5,37.4,1100
"THD",1697083800,37.5,37.5,37.5,37.5,200
"THD",1697084100,37.4,37.4,37.4,37.4,500
"THD",1697084700,37.4,37.4,37.4,37.4,300
"THD",1697090400,37.3,37.4,37.4,37.3,700
"THD",1697091000,37.3,37.3,37.3,37.3,400
"THD",1697091300,37.4,37.4,37.4,37.4,100
"THD",1697091600,37.4,37.4,37.4,37.4,100
"THD",1697091900,37.4,37.4,37.4,37.4,400
"THD",1697093100,37.3,37.3,37.3,37.3,2300
"THD",1697093400,37.2,37.4,37.4,37.2,500
"THD",1697093700,37.2,37.2,37.2,37.2,300
"THD",1697094000,37.3,37.2,37.3,37.2,1400
"THD",1697095500,37.3,37.3,37.3,37.3,3000
"THD",1697096700,37,37,37,37,1500
