"symbol","time","close","open","high","low","vol"
"SAV",1696817700,17.1,16.9,17.1,16.8,10100
"SAV",1696818000,17.1,17.1,17.1,17.1,6100
"SAV",1696818600,16.95,16.95,16.95,16.95,8400
"SAV",1696818900,16.95,16.95,16.95,16.95,4500
"SAV",1696819200,16.95,16.8,16.95,16.8,3700
"SAV",1696819800,17,16.95,17,16.95,2100
"SAV",1696820400,16.95,16.8,16.95,16.8,1700
"SAV",1696820700,17,16.95,17,16.95,5800
"SAV",1696821000,17,16.8,17,16.8,2600
"SAV",1696822200,16.7,16.8,16.8,16.7,2000
"SAV",1696822500,17,16.95,17,16.95,2600
"SAV",1696822800,17,17,17,16.7,8400
"SAV",1696823700,16.95,16.95,16.95,16.95,1200
"SAV",1696833300,16.9,16.7,16.95,16.7,8100
"SAV",1696833600,16.5,16.65,16.65,16.5,6000
"SAV",1696834500,16.9,16.85,16.9,16.85,700
"SAV",1696837500,16.9,16.9,16.9,16.9,500
"SAV",1696904100,17.1,17.1,17.1,17.1,500
"SAV",1696904400,17.15,17.1,17.15,17.1,21000
"SAV",1696904700,17.15,17.15,17.2,17.15,6200
"SAV",1696905600,17.05,17,17.05,17,10000
"SAV",1696906200,17.05,17,17.05,17,10000
"SAV",1696906500,17.05,17.05,17.05,17.05,2500
"SAV",1696907100,16.85,16.85,16.85,16.85,2500
"SAV",1696907400,16.85,16.65,16.85,16.6,11000
"SAV",1696907700,17.05,16.8,17.05,16.8,2500
"SAV",1696910700,16.5,16.6,16.6,16.5,10000
"SAV",1696911000,16.95,16.95,16.95,16.95,3500
"SAV",1696919700,16.65,16.65,16.65,16.65,3000
"SAV",1696922100,16.9,16.9,16.9,16.9,100
"SAV",1696923900,16.9,16.9,16.9,16.9,2100
"SAV",1696990800,16.6,16.6,16.6,16.5,5200
"SAV",1696991700,16.85,16.85,16.85,16.85,300
"SAV",1696992900,16.6,16.6,16.6,16.6,400
"SAV",1696993800,16.85,16.8,16.85,16.8,500
"SAV",1696995300,16.85,16.85,16.85,16.85,500
"SAV",1696996200,16.85,16.85,16.85,16.85,500
"SAV",1696997100,16.85,16.85,16.85,16.85,3000
"SAV",1696997400,16.9,16.85,16.9,16.85,700
"SAV",1697005200,16.75,16.75,16.75,16.75,1000
"SAV",1697005500,16.75,16.75,16.75,16.75,1000
"SAV",1697005800,16.75,16.75,16.75,16.75,1000
"SAV",1697009100,16.7,16.7,16.7,16.7,100
"SAV",1697010300,16.75,16.75,16.75,16.75,4100
"SAV",1697079600,16.5,16.7,16.7,16.5,1300
"SAV",1697080200,16.5,16.5,16.5,16.5,800
"SAV",1697081100,16.7,16.7,16.7,16.7,100
"SAV",1697082000,16.75,16.75,16.75,16.75,100
"SAV",1697082300,16.75,16.75,16.75,16.75,2100
"SAV",1697082600,16.75,16.75,16.75,16.75,2400
"SAV",1697091000,16.5,16.5,16.5,16.5,2100
"SAV",1697091300,16.5,16.5,16.5,16.5,100
"SAV",1697093400,16.7,16.7,16.7,16.7,1000
"SAV",1697094900,16.65,16.65,16.65,16.65,500
"SAV",1697095500,16.7,16.7,16.7,16.7,100
"SAV",1697096700,16.5,16.5,16.5,16.5,2100
