"symbol","time","close","open","high","low","vol"
"VTR",1696816800,22,22,22,22,100
"VTR",1696817100,21.9,21.9,21.9,21.9,100
"VTR",1696822200,21.6,21.6,21.6,21.6,1100
"VTR",1696822800,21.8,21.8,21.8,21.8,100
"VTR",1696824600,21.5,21.5,21.5,21.5,300
"VTR",1696832700,21.7,21.7,21.7,21.7,4000
"VTR",1696833000,21.7,21.7,21.7,21.7,700
"VTR",1696834200,21.5,21.5,21.5,21.5,100
"VTR",1696834500,21.1,21.1,21.1,21.1,500
"VTR",1696835400,21.5,21.5,21.5,21.5,200
"VTR",1696903200,22,21.6,22,21.6,4200
"VTR",1696903800,21.9,21.9,21.9,21.9,900
"VTR",1696904100,21.9,21.9,21.9,21.9,600
"VTR",1696905900,21.5,21.5,21.5,21.5,1000
"VTR",1696906200,21.5,21.5,21.5,21.5,200
"VTR",1696906500,21.5,21.5,21.5,21.5,1000
"VTR",1696909800,21.6,21.6,21.6,21.6,600
"VTR",1696919400,21.5,21.5,21.5,21.5,200
"VTR",1696919700,21.6,21.6,21.6,21.6,800
"VTR",1696920600,21.9,21.9,21.9,21.9,200
"VTR",1696921200,21.9,21.9,21.9,21.9,100
"VTR",1696922400,21.6,21.6,21.6,21.6,100
"VTR",1696989600,22,21.7,22,21.7,300
"VTR",1696994700,21.7,21.7,21.7,21.7,100
"VTR",1696995300,21.7,21.7,21.7,21.7,200
"VTR",1697004000,21.7,21.7,21.7,21.7,100
"VTR",1697004300,21.7,21.7,21.7,21.7,1000
"VTR",1697007000,21.3,21.3,21.3,21.3,200
"VTR",1697007300,21.4,21.5,21.5,21.4,600
"VTR",1697007900,21.4,21.4,21.4,21.4,500
"VTR",1697008500,21.6,21.6,21.6,21.6,1300
"VTR",1697008800,21.6,21.6,21.6,21.6,600
"VTR",1697009400,21.6,21.6,21.6,21.6,200
"VTR",1697076300,22,21.8,22,21.8,600
"VTR",1697076900,22,22,22,22,300
"VTR",1697079600,21.5,21.5,21.5,21.5,100
"VTR",1697079900,21.5,21.5,21.5,21.5,200
"VTR",1697084700,21.4,21.4,21.4,21.4,500
"VTR",1697090400,21.4,21.4,21.4,21.4,700
"VTR",1697091300,21.4,21.4,21.4,21.4,100
"VTR",1697092200,21.5,21.5,21.5,21.5,200
"VTR",1697094300,21.5,21.5,21.5,21.5,200
"VTR",1697094600,21.5,21.5,21.5,21.5,900
"VTR",1697095500,21.5,21.5,21.5,21.5,100
"VTR",1697097000,21.5,21.5,21.5,21.5,1000
"VTR",1697097600,21.5,21.5,21.5,21.5,1500
